	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0003384	GBNXA_002440-T1	GBNXB_021993-T1
OG0003385	GBNXA_002442-T1	GBNXB_021991-T1
OG0003386	GBNXA_002443-T1	GBNXB_021990-T1
OG0003387	GBNXA_002444-T1	GBNXB_021988-T1
OG0003388	GBNXA_002445-T1	GBNXB_021985-T1
OG0003389	GBNXA_002446-T1	GBNXB_021984-T1
OG0003390	GBNXA_002447-T1	GBNXB_021983-T1
OG0003391	GBNXA_002452-T1	GBNXB_021977-T1
OG0003392	GBNXA_002454-T1	GBNXB_021974-T1
OG0003393	GBNXA_002455-T1	GBNXB_021973-T1
OG0003394	GBNXA_002459-T1	GBNXB_021971-T1
OG0003395	GBNXA_002465-T1	GBNXB_021963-T1
OG0003396	GBNXA_002466-T1	GBNXB_021962-T1
OG0003397	GBNXA_002467-T1	GBNXB_021961-T1
OG0003398	GBNXA_002468-T1	GBNXB_021960-T1
OG0003399	GBNXA_002470-T1	GBNXB_021955-T1
OG0003400	GBNXA_002471-T1	GBNXB_020569-T1
OG0003401	GBNXA_002472-T1	GBNXB_020568-T1
OG0003402	GBNXA_002473-T1	GBNXB_020567-T1
OG0003403	GBNXA_002475-T1	GBNXB_021999-T1
OG0003404	GBNXA_002477-T1	GBNXB_022001-T1
OG0003405	GBNXA_002479-T1	GBNXB_022005-T1
OG0003406	GBNXA_002480-T1	GBNXB_019235-T1
OG0003407	GBNXA_002481-T1	GBNXB_019238-T1
OG0003408	GBNXA_002482-T1	GBNXB_019241-T1
OG0003409	GBNXA_002484-T1	GBNXB_019243-T1
OG0003410	GBNXA_002485-T1	GBNXB_019244-T1
OG0003411	GBNXA_002487-T1	GBNXB_005752-T1
OG0003412	GBNXA_002489-T1	GBNXB_014719-T1
OG0003413	GBNXA_002490-T1	GBNXB_018100-T1
OG0003414	GBNXA_002491-T1	GBNXB_014722-T1
OG0003415	GBNXA_002493-T1	GBNXB_014725-T1
OG0003416	GBNXA_002494-T1	GBNXB_014726-T1
OG0003417	GBNXA_002496-T1	GBNXB_014728-T1
OG0003418	GBNXA_002497-T1	GBNXB_014730-T1
OG0003419	GBNXA_002498-T1	GBNXB_014731-T1
OG0003420	GBNXA_002501-T1	GBNXB_015348-T1
OG0003421	GBNXA_002503-T1	GBNXB_015346-T1
OG0003422	GBNXA_002511-T1	GBNXB_002668-T1
OG0003423	GBNXA_002512-T1	GBNXB_002669-T1
OG0003424	GBNXA_002515-T1	GBNXB_002672-T1
OG0003425	GBNXA_002516-T1	GBNXB_002673-T1
OG0003426	GBNXA_002517-T1	GBNXB_002674-T1
OG0003427	GBNXA_002518-T1	GBNXB_002676-T1
OG0003428	GBNXA_002519-T1	GBNXB_001629-T1
OG0003429	GBNXA_002520-T1	GBNXB_002678-T1
OG0003430	GBNXA_002522-T1	GBNXB_002680-T1
OG0003431	GBNXA_002526-T1	GBNXB_001066-T1
OG0003432	GBNXA_002527-T1	GBNXB_017993-T1
OG0003433	GBNXA_002528-T1	GBNXB_017992-T1
OG0003434	GBNXA_002529-T1	GBNXB_017991-T1
OG0003435	GBNXA_002530-T1	GBNXB_017989-T1
OG0003436	GBNXA_002531-T1	GBNXB_017988-T1
OG0003437	GBNXA_002536-T1	GBNXB_017983-T1
OG0003438	GBNXA_002538-T1	GBNXB_000910-T1
OG0003439	GBNXA_002539-T1	GBNXB_000909-T1
OG0003440	GBNXA_002540-T1	GBNXB_000908-T1
OG0003441	GBNXA_002541-T1	GBNXB_015096-T1
OG0003442	GBNXA_002542-T1	GBNXB_015097-T1
OG0003443	GBNXA_002544-T1	GBNXB_015100-T1
OG0003444	GBNXA_002545-T1	GBNXB_015101-T1
OG0003445	GBNXA_002546-T1	GBNXB_015102-T1
OG0003446	GBNXA_002549-T1	GBNXB_015107-T1
OG0003447	GBNXA_002551-T1	GBNXB_008661-T1
OG0003448	GBNXA_002555-T1	GBNXB_005331-T1
OG0003449	GBNXA_002556-T1	GBNXB_005330-T1
OG0003450	GBNXA_002558-T1	GBNXB_005328-T1
OG0003451	GBNXA_002559-T1	GBNXB_005327-T1
OG0003452	GBNXA_002560-T1	GBNXB_005326-T1
OG0003453	GBNXA_002562-T1	GBNXB_019434-T1
OG0003454	GBNXA_002563-T1	GBNXB_005322-T1
OG0003455	GBNXA_002565-T1	GBNXB_005315-T1
OG0003456	GBNXA_002566-T1	GBNXB_005314-T1
OG0003457	GBNXA_002567-T1	GBNXB_005313-T1
OG0003458	GBNXA_002568-T1	GBNXB_005312-T1
OG0003459	GBNXA_002570-T1	GBNXB_020854-T1
OG0003460	GBNXA_002574-T1	GBNXB_020859-T1
OG0003461	GBNXA_002576-T1	GBNXB_020860-T1
OG0003462	GBNXA_002577-T1	GBNXB_020861-T1
OG0003463	GBNXA_002578-T1	GBNXB_020862-T1
OG0003464	GBNXA_002579-T1	GBNXB_020863-T1
OG0003465	GBNXA_002580-T1	GBNXB_020865-T1
OG0003466	GBNXA_002582-T1	GBNXB_006489-T1
OG0003467	GBNXA_002583-T1	GBNXB_006487-T1
OG0003468	GBNXA_002584-T1	GBNXB_006486-T1
OG0003469	GBNXA_002586-T1	GBNXB_011916-T1
OG0003470	GBNXA_002587-T1	GBNXB_011917-T1
OG0003471	GBNXA_002588-T1	GBNXB_011918-T1
OG0003472	GBNXA_002590-T1	GBNXB_011920-T1
OG0003473	GBNXA_002594-T1	GBNXB_003832-T1
OG0003474	GBNXA_002597-T1	GBNXB_000583-T1
OG0003475	GBNXA_002598-T1	GBNXB_017580-T1
OG0003476	GBNXA_002601-T1	GBNXB_021469-T1
OG0003477	GBNXA_002602-T1	GBNXB_017577-T1
OG0003478	GBNXA_002603-T1	GBNXB_017576-T1
OG0003479	GBNXA_002607-T1	GBNXB_006344-T1
OG0003480	GBNXA_002609-T1	GBNXB_004857-T1
OG0003481	GBNXA_002610-T1	GBNXB_004858-T1
OG0003482	GBNXA_002611-T1	GBNXB_004859-T1
OG0003483	GBNXA_002612-T1	GBNXB_004860-T1
OG0003484	GBNXA_002613-T1	GBNXB_004861-T1
OG0003485	GBNXA_002614-T1	GBNXB_013510-T1
OG0003486	GBNXA_002615-T1	GBNXB_004862-T1
OG0003487	GBNXA_002616-T1	GBNXB_004864-T1
OG0003488	GBNXA_002617-T1	GBNXB_004865-T1
OG0003489	GBNXA_002618-T1	GBNXB_004866-T1
OG0003490	GBNXA_002619-T1	GBNXB_004867-T1
OG0003491	GBNXA_002620-T1	GBNXB_004868-T1
OG0003492	GBNXA_002621-T1	GBNXB_004869-T1
OG0003493	GBNXA_002624-T1	GBNXB_004873-T1
OG0003494	GBNXA_002626-T1	GBNXB_018198-T1
OG0003495	GBNXA_002628-T1	GBNXB_002124-T1
OG0003496	GBNXA_002629-T1	GBNXB_004875-T1
OG0003497	GBNXA_002630-T1	GBNXB_004876-T1
OG0003498	GBNXA_002631-T1	GBNXB_004880-T1
OG0003499	GBNXA_002632-T1	GBNXB_004881-T1
OG0003500	GBNXA_002633-T1	GBNXB_004882-T1
OG0003501	GBNXA_002635-T1	GBNXB_004887-T1
OG0003502	GBNXA_002637-T1	GBNXB_004889-T1
OG0003503	GBNXA_002638-T1	GBNXB_021459-T1
OG0003504	GBNXA_002640-T1	GBNXB_021458-T1
OG0003505	GBNXA_002641-T1	GBNXB_021457-T1
OG0003506	GBNXA_002642-T1	GBNXB_021455-T1
OG0003507	GBNXA_002644-T1	GBNXB_021453-T1
OG0003508	GBNXA_002645-T1	GBNXB_021450-T1
OG0003509	GBNXA_002646-T1	GBNXB_021449-T1
OG0003510	GBNXA_002647-T1	GBNXB_021447-T1
OG0003511	GBNXA_002649-T1	GBNXB_021446-T1
OG0003512	GBNXA_002650-T1	GBNXB_021444-T1
OG0003513	GBNXA_002651-T1	GBNXB_021442-T1
OG0003514	GBNXA_002652-T1	GBNXB_021440-T1
OG0003515	GBNXA_002653-T1	GBNXB_021439-T1
OG0003516	GBNXA_002654-T1	GBNXB_021438-T1
OG0003517	GBNXA_002656-T1	GBNXB_021437-T1
OG0003518	GBNXA_002658-T1	GBNXB_021434-T1
OG0003519	GBNXA_002659-T1	GBNXB_021432-T1
OG0003520	GBNXA_002660-T1	GBNXB_021430-T1
OG0003521	GBNXA_002661-T1	GBNXB_021429-T1
OG0003522	GBNXA_002667-T1	GBNXB_021418-T1
OG0003523	GBNXA_002668-T1	GBNXB_021417-T1
OG0003524	GBNXA_002669-T1	GBNXB_021416-T1
OG0003525	GBNXA_002670-T1	GBNXB_021415-T1
OG0003526	GBNXA_002671-T1	GBNXB_021414-T1
OG0003527	GBNXA_002672-T1	GBNXB_021413-T1
OG0003528	GBNXA_002675-T1	GBNXB_020126-T1
OG0003529	GBNXA_002676-T1	GBNXB_020124-T1
OG0003530	GBNXA_002677-T1	GBNXB_020123-T1
OG0003531	GBNXA_002678-T1	GBNXB_020122-T1
OG0003532	GBNXA_002679-T1	GBNXB_020121-T1
OG0003533	GBNXA_002681-T1	GBNXB_020118-T1
OG0003534	GBNXA_002686-T1	GBNXB_015707-T1
OG0003535	GBNXA_002687-T1	GBNXB_015706-T1
OG0003536	GBNXA_002688-T1	GBNXB_015705-T1
OG0003537	GBNXA_002690-T1	GBNXB_015703-T1
OG0003538	GBNXA_002691-T1	GBNXB_015702-T1
OG0003539	GBNXA_002692-T1	GBNXB_015699-T1
OG0003540	GBNXA_002700-T1	GBNXB_015594-T1
OG0003541	GBNXA_002702-T1	GBNXB_015596-T1
OG0003542	GBNXA_002703-T1	GBNXB_015598-T1
OG0003543	GBNXA_002704-T1	GBNXB_015599-T1
OG0003544	GBNXA_002706-T1	GBNXB_015601-T1
OG0003545	GBNXA_002707-T1	GBNXB_015602-T1
OG0003546	GBNXA_002708-T1	GBNXB_015603-T1
OG0003547	GBNXA_002709-T1	GBNXB_015604-T1
OG0003548	GBNXA_002710-T1	GBNXB_015605-T1
OG0003549	GBNXA_002712-T1	GBNXB_015607-T1
OG0003550	GBNXA_002713-T1	GBNXB_015608-T1
OG0003551	GBNXA_002715-T1	GBNXB_015610-T1
OG0003552	GBNXA_002716-T1	GBNXB_015611-T1
OG0003553	GBNXA_002717-T1	GBNXB_015612-T1
OG0003554	GBNXA_002718-T1	GBNXB_013517-T1
OG0003555	GBNXA_002721-T1	GBNXB_013049-T1
OG0003556	GBNXA_002722-T1	GBNXB_013521-T1
OG0003557	GBNXA_002723-T1	GBNXB_013522-T1
OG0003558	GBNXA_002724-T1	GBNXB_013523-T1
OG0003559	GBNXA_002725-T1	GBNXB_013524-T1
OG0003560	GBNXA_002726-T1	GBNXB_013525-T1
OG0003561	GBNXA_002728-T1	GBNXB_013527-T1
OG0003562	GBNXA_002730-T1	GBNXB_017137-T1
OG0003563	GBNXA_002734-T1	GBNXB_014860-T1
OG0003564	GBNXA_002735-T1	GBNXB_014859-T1
OG0003565	GBNXA_002736-T1	GBNXB_014858-T1
OG0003566	GBNXA_002740-T1	GBNXB_014852-T1
OG0003567	GBNXA_002743-T1	GBNXB_006673-T1
OG0003568	GBNXA_002745-T1	GBNXB_015870-T1
OG0003569	GBNXA_002746-T1	GBNXB_001937-T1
OG0003570	GBNXA_002750-T1	GBNXB_015865-T1
OG0003571	GBNXA_002751-T1	GBNXB_015864-T1
OG0003572	GBNXA_002752-T1	GBNXB_015863-T1
OG0003573	GBNXA_002755-T1	GBNXB_015861-T1
OG0003574	GBNXA_002757-T1	GBNXB_015858-T1
OG0003575	GBNXA_002758-T1	GBNXB_015857-T1
OG0003576	GBNXA_002759-T1	GBNXB_012562-T1
OG0003577	GBNXA_002761-T1	GBNXB_005560-T1
OG0003578	GBNXA_002762-T1	GBNXB_015057-T1
OG0003579	GBNXA_002764-T1	GBNXB_015055-T1
OG0003580	GBNXA_002766-T1	GBNXB_015053-T1
OG0003581	GBNXA_002767-T1	GBNXB_015052-T1
OG0003582	GBNXA_002768-T1	GBNXB_015051-T1
OG0003583	GBNXA_002769-T1	GBNXB_015050-T1
OG0003584	GBNXA_002770-T1	GBNXB_015049-T1
OG0003585	GBNXA_002772-T1	GBNXB_015047-T1
OG0003586	GBNXA_002773-T1	GBNXB_015044-T1
OG0003587	GBNXA_002776-T1	GBNXB_015890-T1
OG0003588	GBNXA_002777-T1	GBNXB_015891-T1
OG0003589	GBNXA_002778-T1	GBNXB_007822-T1
OG0003590	GBNXA_002779-T1	GBNXB_015892-T1
OG0003591	GBNXA_002780-T1	GBNXB_015894-T1
OG0003592	GBNXA_002781-T1	GBNXB_015895-T1
OG0003593	GBNXA_002784-T1	GBNXB_015897-T1
OG0003594	GBNXA_002785-T1	GBNXB_015898-T1
OG0003595	GBNXA_002786-T1	GBNXB_015899-T1
OG0003596	GBNXA_002787-T1	GBNXB_015900-T1
OG0003597	GBNXA_002788-T1	GBNXB_015901-T1
OG0003598	GBNXA_002789-T1	GBNXB_015902-T1
OG0003599	GBNXA_002790-T1	GBNXB_015903-T1
OG0003600	GBNXA_002792-T1	GBNXB_015906-T1
OG0003601	GBNXA_002793-T1	GBNXB_014483-T1
OG0003602	GBNXA_002794-T1	GBNXB_014484-T1
OG0003603	GBNXA_002795-T1	GBNXB_014485-T1
OG0003604	GBNXA_002796-T1	GBNXB_017603-T1
OG0003605	GBNXA_002797-T1	GBNXB_017602-T1
OG0003606	GBNXA_002798-T1	GBNXB_017601-T1
OG0003607	GBNXA_002800-T1	GBNXB_017598-T1
OG0003608	GBNXA_002801-T1	GBNXB_017597-T1
OG0003609	GBNXA_002804-T1	GBNXB_017594-T1
OG0003610	GBNXA_002805-T1	GBNXB_017593-T1
OG0003611	GBNXA_002809-T1	GBNXB_016240-T1
OG0003612	GBNXA_002811-T1	GBNXB_016242-T1
OG0003613	GBNXA_002812-T1	GBNXB_016243-T1
OG0003614	GBNXA_002815-T1	GBNXB_016250-T1
OG0003615	GBNXA_002816-T1	GBNXB_016251-T1
OG0003616	GBNXA_002819-T1	GBNXB_016256-T1
OG0003617	GBNXA_002820-T1	GBNXB_021826-T1
OG0003618	GBNXA_002822-T1	GBNXB_022051-T1
OG0003619	GBNXA_002824-T1	GBNXB_022049-T1
OG0003620	GBNXA_002825-T1	GBNXB_020343-T1
OG0003621	GBNXA_002826-T1	GBNXB_020342-T1
OG0003622	GBNXA_002830-T1	GBNXB_020337-T1
OG0003623	GBNXA_002831-T1	GBNXB_020336-T1
OG0003624	GBNXA_002832-T1	GBNXB_020335-T1
OG0003625	GBNXA_002835-T1	GBNXB_010252-T1
OG0003626	GBNXA_002836-T1	GBNXB_010249-T1
OG0003627	GBNXA_002839-T1	GBNXB_000267-T1
OG0003628	GBNXA_002840-T1	GBNXB_010244-T1
OG0003629	GBNXA_002844-T1	GBNXB_018638-T1
OG0003630	GBNXA_002845-T1	GBNXB_018642-T1
OG0003631	GBNXA_002846-T1	GBNXB_018643-T1
OG0003632	GBNXA_002847-T1	GBNXB_018644-T1
OG0003633	GBNXA_002848-T1	GBNXB_018646-T1
OG0003634	GBNXA_002853-T1	GBNXB_001435-T1
OG0003635	GBNXA_002855-T1	GBNXB_018097-T1
OG0003636	GBNXA_002856-T1	GBNXB_018098-T1
OG0003637	GBNXA_002857-T1	GBNXB_018099-T1
OG0003638	GBNXA_002858-T1	GBNXB_018104-T1
OG0003639	GBNXA_002859-T1	GBNXB_018105-T1
OG0003640	GBNXA_002862-T1	GBNXB_018111-T1
OG0003641	GBNXA_002866-T1	GBNXB_008904-T1
OG0003642	GBNXA_002869-T1	GBNXB_008901-T1
OG0003643	GBNXA_002871-T1	GBNXB_008899-T1
OG0003644	GBNXA_002874-T1	GBNXB_008896-T1
OG0003645	GBNXA_002876-T1	GBNXB_008894-T1
OG0003646	GBNXA_002877-T1	GBNXB_008892-T1
OG0003647	GBNXA_002878-T1	GBNXB_008891-T1
OG0003648	GBNXA_002879-T1	GBNXB_008890-T1
OG0003649	GBNXA_002880-T1	GBNXB_008888-T1
OG0003650	GBNXA_002881-T1	GBNXB_008887-T1
OG0003651	GBNXA_002882-T1	GBNXB_008885-T1
OG0003652	GBNXA_002883-T1	GBNXB_008883-T1
OG0003653	GBNXA_002884-T1	GBNXB_008882-T1
OG0003654	GBNXA_002885-T1	GBNXB_000705-T1
OG0003655	GBNXA_002886-T1	GBNXB_000703-T1
OG0003656	GBNXA_002888-T1	GBNXB_000701-T1
OG0003657	GBNXA_002889-T1	GBNXB_000700-T1
OG0003658	GBNXA_002890-T1	GBNXB_015298-T1
OG0003659	GBNXA_002891-T1	GBNXB_015299-T1
OG0003660	GBNXA_002892-T1	GBNXB_015300-T1
OG0003661	GBNXA_002893-T1	GBNXB_015301-T1
OG0003662	GBNXA_002894-T1	GBNXB_015302-T1
OG0003663	GBNXA_002895-T1	GBNXB_015303-T1
OG0003664	GBNXA_002896-T1	GBNXB_015304-T1
OG0003665	GBNXA_002898-T1	GBNXB_015312-T1
OG0003666	GBNXA_002899-T1	GBNXB_015313-T1
OG0003667	GBNXA_002900-T1	GBNXB_015314-T1
OG0003668	GBNXA_002901-T1	GBNXB_015315-T1
OG0003669	GBNXA_002902-T1	GBNXB_015316-T1
OG0003670	GBNXA_002903-T1	GBNXB_015317-T1
OG0003671	GBNXA_002904-T1	GBNXB_015318-T1
OG0003672	GBNXA_002906-T1	GBNXB_015320-T1
OG0003673	GBNXA_002907-T1	GBNXB_018798-T1
OG0003674	GBNXA_002908-T1	GBNXB_018800-T1
OG0003675	GBNXA_002909-T1	GBNXB_018801-T1
OG0003676	GBNXA_002911-T1	GBNXB_018804-T1
OG0003677	GBNXA_002913-T1	GBNXB_015657-T1
OG0003678	GBNXA_002917-T1	GBNXB_015660-T1
OG0003679	GBNXA_002918-T1	GBNXB_015661-T1
OG0003680	GBNXA_002919-T1	GBNXB_015662-T1
OG0003681	GBNXA_002920-T1	GBNXB_015663-T1
OG0003682	GBNXA_002922-T1	GBNXB_015665-T1
OG0003683	GBNXA_002923-T1	GBNXB_015666-T1
OG0003684	GBNXA_002924-T1	GBNXB_015667-T1
OG0003685	GBNXA_002926-T1	GBNXB_022134-T1
OG0003686	GBNXA_002927-T1	GBNXB_022136-T1
OG0003687	GBNXA_002930-T1	GBNXB_022140-T1
OG0003688	GBNXA_002931-T1	GBNXB_019192-T1
OG0003689	GBNXA_002933-T1	GBNXB_019189-T1
OG0003690	GBNXA_002934-T1	GBNXB_019187-T1
OG0003691	GBNXA_002935-T1	GBNXB_019186-T1
OG0003692	GBNXA_002938-T1	GBNXB_006287-T1
OG0003693	GBNXA_002939-T1	GBNXB_002232-T1
OG0003694	GBNXA_002941-T1	GBNXB_021260-T1
OG0003695	GBNXA_002943-T1	GBNXB_006828-T1
OG0003696	GBNXA_002944-T1	GBNXB_006829-T1
OG0003697	GBNXA_002945-T1	GBNXB_009553-T1
OG0003698	GBNXA_002946-T1	GBNXB_006830-T1
OG0003699	GBNXA_002948-T1	GBNXB_006832-T1
OG0003700	GBNXA_002949-T1	GBNXB_006833-T1
OG0003701	GBNXA_002952-T1	GBNXB_006505-T1
OG0003702	GBNXA_002953-T1	GBNXB_006504-T1
OG0003703	GBNXA_002954-T1	GBNXB_006503-T1
OG0003704	GBNXA_002955-T1	GBNXB_006502-T1
OG0003705	GBNXA_002956-T1	GBNXB_006500-T1
OG0003706	GBNXA_002957-T1	GBNXB_006499-T1
OG0003707	GBNXA_002958-T1	GBNXB_006497-T1
OG0003708	GBNXA_002959-T1	GBNXB_006496-T1
OG0003709	GBNXA_002962-T1	GBNXB_006492-T1
OG0003710	GBNXA_002966-T1	GBNXB_001782-T1
OG0003711	GBNXA_002968-T1	GBNXB_001784-T1
OG0003712	GBNXA_002969-T1	GBNXB_019709-T1
OG0003713	GBNXA_002970-T1	GBNXB_019703-T1
OG0003714	GBNXA_002972-T1	GBNXB_019699-T1
OG0003715	GBNXA_002973-T1	GBNXB_019697-T1
OG0003716	GBNXA_002975-T1	GBNXB_013416-T1
OG0003717	GBNXA_002976-T1	GBNXB_013415-T1
OG0003718	GBNXA_002977-T1	GBNXB_013414-T1
OG0003719	GBNXA_002978-T1	GBNXB_013412-T1
OG0003720	GBNXA_002979-T1	GBNXB_013411-T1
OG0003721	GBNXA_002980-T1	GBNXB_013408-T1
OG0003722	GBNXA_002981-T1	GBNXB_013406-T1
OG0003723	GBNXA_002982-T1	GBNXB_013405-T1
OG0003724	GBNXA_002983-T1	GBNXB_013404-T1
OG0003725	GBNXA_002984-T1	GBNXB_013403-T1
OG0003726	GBNXA_002985-T1	GBNXB_013402-T1
OG0003727	GBNXA_002986-T1	GBNXB_013401-T1
OG0003728	GBNXA_002993-T1	GBNXB_018158-T1
OG0003729	GBNXA_003002-T1	GBNXB_013549-T1
OG0003730	GBNXA_003005-T1	GBNXB_013553-T1
OG0003731	GBNXA_003006-T1	GBNXB_004418-T1
OG0003732	GBNXA_003007-T1	GBNXB_017458-T1
OG0003733	GBNXA_003008-T1	GBNXB_017459-T1
OG0003734	GBNXA_003011-T1	GBNXB_017460-T1
OG0003735	GBNXA_003012-T1	GBNXB_017461-T1
OG0003736	GBNXA_003015-T1	GBNXB_017463-T1
OG0003737	GBNXA_003016-T1	GBNXB_017464-T1
OG0003738	GBNXA_003019-T1	GBNXB_017467-T1
OG0003739	GBNXA_003024-T1	GBNXB_019487-T1
OG0003740	GBNXA_003026-T1	GBNXB_019486-T1
OG0003741	GBNXA_003027-T1	GBNXB_021813-T1
OG0003742	GBNXA_003029-T1	GBNXB_021807-T1
OG0003743	GBNXA_003030-T1	GBNXB_008747-T1
OG0003744	GBNXA_003031-T1	GBNXB_007564-T1
OG0003745	GBNXA_003036-T1	GBNXB_007555-T1
OG0003746	GBNXA_003037-T1	GBNXB_002691-T1
OG0003747	GBNXA_003041-T1	GBNXB_019421-T1
OG0003748	GBNXA_003043-T1	GBNXB_019417-T1
OG0003749	GBNXA_003044-T1	GBNXB_019416-T1
OG0003750	GBNXA_003045-T1	GBNXB_019415-T1
OG0003751	GBNXA_003046-T1	GBNXB_019413-T1
OG0003752	GBNXA_003048-T1	GBNXB_003062-T1
OG0003753	GBNXA_003049-T1	GBNXB_003061-T1
OG0003754	GBNXA_003050-T1	GBNXB_011561-T1
OG0003755	GBNXA_003051-T1	GBNXB_011562-T1
OG0003756	GBNXA_003052-T1	GBNXB_011563-T1
OG0003757	GBNXA_003053-T1	GBNXB_011564-T1
OG0003758	GBNXA_003054-T1	GBNXB_011565-T1
OG0003759	GBNXA_003055-T1	GBNXB_011569-T1
OG0003760	GBNXA_003056-T1	GBNXB_011570-T1
OG0003761	GBNXA_003058-T1	GBNXB_011572-T1
OG0003762	GBNXA_003059-T1	GBNXB_011573-T1
OG0003763	GBNXA_003061-T1	GBNXB_014442-T1
OG0003764	GBNXA_003062-T1	GBNXB_014443-T1
OG0003765	GBNXA_003063-T1	GBNXB_014447-T1
OG0003766	GBNXA_003064-T1	GBNXB_014448-T1
OG0003767	GBNXA_003066-T1	GBNXB_014451-T1
OG0003768	GBNXA_003068-T1	GBNXB_014452-T1
OG0003769	GBNXA_003069-T1	GBNXB_015456-T1
OG0003770	GBNXA_003070-T1	GBNXB_015459-T1
OG0003771	GBNXA_003071-T1	GBNXB_015460-T1
OG0003772	GBNXA_003072-T1	GBNXB_015461-T1
OG0003773	GBNXA_003073-T1	GBNXB_015462-T1
OG0003774	GBNXA_003074-T1	GBNXB_015463-T1
OG0003775	GBNXA_003075-T1	GBNXB_015464-T1
OG0003776	GBNXA_003076-T1	GBNXB_015466-T1
OG0003777	GBNXA_003078-T1	GBNXB_015468-T1
OG0003778	GBNXA_003080-T1	GBNXB_015470-T1
OG0003779	GBNXA_003081-T1	GBNXB_006822-T1
OG0003780	GBNXA_003082-T1	GBNXB_006821-T1
OG0003781	GBNXA_003083-T1	GBNXB_006818-T1
OG0003782	GBNXA_003084-T1	GBNXB_006817-T1
OG0003783	GBNXA_003085-T1	GBNXB_006816-T1
OG0003784	GBNXA_003086-T1	GBNXB_006815-T1
OG0003785	GBNXA_003088-T1	GBNXB_006812-T1
OG0003786	GBNXA_003089-T1	GBNXB_006811-T1
OG0003787	GBNXA_003091-T1	GBNXB_006810-T1
OG0003788	GBNXA_003092-T1	GBNXB_006809-T1
OG0003789	GBNXA_003094-T1	GBNXB_006807-T1
OG0003790	GBNXA_003095-T1	GBNXB_006806-T1
OG0003791	GBNXA_003097-T1	GBNXB_006804-T1
OG0003792	GBNXA_003098-T1	GBNXB_006803-T1
OG0003793	GBNXA_003099-T1	GBNXB_006801-T1
OG0003794	GBNXA_003104-T1	GBNXB_006794-T1
OG0003795	GBNXA_003107-T1	GBNXB_006792-T1
OG0003796	GBNXA_003112-T1	GBNXB_006783-T1
OG0003797	GBNXA_003113-T1	GBNXB_006782-T1
OG0003798	GBNXA_003114-T1	GBNXB_006781-T1
OG0003799	GBNXA_003115-T1	GBNXB_006780-T1
OG0003800	GBNXA_003116-T1	GBNXB_006777-T1
OG0003801	GBNXA_003121-T1	GBNXB_013434-T1
OG0003802	GBNXA_003124-T1	GBNXB_006768-T1
OG0003803	GBNXA_003126-T1	GBNXB_006764-T1
OG0003804	GBNXA_003127-T1	GBNXB_006763-T1
OG0003805	GBNXA_003129-T1	GBNXB_006762-T1
OG0003806	GBNXA_003130-T1	GBNXB_006761-T1
OG0003807	GBNXA_003132-T1	GBNXB_006758-T1
OG0003808	GBNXA_003135-T1	GBNXB_006752-T1
OG0003809	GBNXA_003137-T1	GBNXB_006748-T1
OG0003810	GBNXA_003138-T1	GBNXB_006747-T1
OG0003811	GBNXA_003139-T1	GBNXB_006746-T1
OG0003812	GBNXA_003142-T1	GBNXB_000821-T1
OG0003813	GBNXA_003146-T1	GBNXB_019979-T1
OG0003814	GBNXA_003147-T1	GBNXB_019978-T1
OG0003815	GBNXA_003148-T1	GBNXB_019977-T1
OG0003816	GBNXA_003149-T1	GBNXB_019976-T1
OG0003817	GBNXA_003151-T1	GBNXB_019974-T1
OG0003818	GBNXA_003153-T1	GBNXB_019973-T1
OG0003819	GBNXA_003157-T1	GBNXB_019213-T1
OG0003820	GBNXA_003159-T1	GBNXB_019214-T1
OG0003821	GBNXA_003160-T1	GBNXB_019215-T1
OG0003822	GBNXA_003162-T1	GBNXB_002541-T1
OG0003823	GBNXA_003163-T1	GBNXB_002542-T1
OG0003824	GBNXA_003164-T1	GBNXB_014219-T1
OG0003825	GBNXA_003165-T1	GBNXB_014218-T1
OG0003826	GBNXA_003166-T1	GBNXB_014217-T1
OG0003827	GBNXA_003167-T1	GBNXB_014215-T1
OG0003828	GBNXA_003169-T1	GBNXB_014212-T1
OG0003829	GBNXA_003170-T1	GBNXB_014211-T1
OG0003830	GBNXA_003171-T1	GBNXB_014210-T1
OG0003831	GBNXA_003172-T1	GBNXB_014209-T1
OG0003832	GBNXA_003173-T1	GBNXB_014208-T1
OG0003833	GBNXA_003174-T1	GBNXB_014207-T1
OG0003834	GBNXA_003175-T1	GBNXB_012695-T1
OG0003835	GBNXA_003178-T1	GBNXB_012698-T1
OG0003836	GBNXA_003180-T1	GBNXB_012701-T1
OG0003837	GBNXA_003181-T1	GBNXB_012708-T1
OG0003838	GBNXA_003182-T1	GBNXB_012709-T1
OG0003839	GBNXA_003183-T1	GBNXB_012710-T1
OG0003840	GBNXA_003184-T1	GBNXB_012711-T1
OG0003841	GBNXA_003185-T1	GBNXB_012712-T1
OG0003842	GBNXA_003187-T1	GBNXB_018124-T1
OG0003843	GBNXA_003188-T1	GBNXB_017704-T1
OG0003844	GBNXA_003189-T1	GBNXB_018125-T1
OG0003845	GBNXA_003191-T1	GBNXB_018127-T1
OG0003846	GBNXA_003192-T1	GBNXB_018128-T1
OG0003847	GBNXA_003193-T1	GBNXB_018129-T1
