	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0013579		GBNXB_009405-T1
OG0013580		GBNXB_009406-T1
OG0013581		GBNXB_009407-T1
OG0013582		GBNXB_009426-T1
OG0013583		GBNXB_009434-T1
OG0013584		GBNXB_009436-T1
OG0013585		GBNXB_009437-T1
OG0013586		GBNXB_009441-T1
OG0013587		GBNXB_009447-T1
OG0013588		GBNXB_009456-T1
OG0013589		GBNXB_009458-T1
OG0013590		GBNXB_009459-T1
OG0013591		GBNXB_009463-T1
OG0013592		GBNXB_009466-T1
OG0013593		GBNXB_009467-T1
OG0013594		GBNXB_009468-T1
OG0013595		GBNXB_009477-T1
OG0013596		GBNXB_009479-T1
OG0013597		GBNXB_009484-T1
OG0013598		GBNXB_009491-T1
OG0013599		GBNXB_009494-T1
OG0013600		GBNXB_009495-T1
OG0013601		GBNXB_009498-T1
OG0013602		GBNXB_009499-T1
OG0013603		GBNXB_009501-T1
OG0013604		GBNXB_009503-T1
OG0013605		GBNXB_009505-T1
OG0013606		GBNXB_009506-T1
OG0013607		GBNXB_009508-T1
OG0013608		GBNXB_009509-T1
OG0013609		GBNXB_009511-T1
OG0013610		GBNXB_009512-T1
OG0013611		GBNXB_009513-T1
OG0013612		GBNXB_009514-T1
OG0013613		GBNXB_009515-T1
OG0013614		GBNXB_009516-T1
OG0013615		GBNXB_009519-T1
OG0013616		GBNXB_009520-T1
OG0013617		GBNXB_009521-T1
OG0013618		GBNXB_009522-T1
OG0013619		GBNXB_009523-T1
OG0013620		GBNXB_009526-T1
OG0013621		GBNXB_009527-T1
OG0013622		GBNXB_009528-T1
OG0013623		GBNXB_009531-T1
OG0013624		GBNXB_009534-T1
OG0013625		GBNXB_009539-T1
OG0013626		GBNXB_009540-T1
OG0013627		GBNXB_009541-T1
OG0013628		GBNXB_009545-T1
OG0013629		GBNXB_009546-T1
OG0013630		GBNXB_009551-T1
OG0013631		GBNXB_009552-T1
OG0013632		GBNXB_009555-T1
OG0013633		GBNXB_009556-T1
OG0013634		GBNXB_009558-T1
OG0013635		GBNXB_009560-T1
OG0013636		GBNXB_009561-T1
OG0013637		GBNXB_009562-T1
OG0013638		GBNXB_009563-T1
OG0013639		GBNXB_009564-T1
OG0013640		GBNXB_009565-T1
OG0013641		GBNXB_009566-T1
OG0013642		GBNXB_009567-T1
OG0013643		GBNXB_009568-T1
OG0013644		GBNXB_009569-T1
OG0013645		GBNXB_009572-T1
OG0013646		GBNXB_009573-T1
OG0013647		GBNXB_009576-T1
OG0013648		GBNXB_009579-T1
OG0013649		GBNXB_009587-T1
OG0013650		GBNXB_009588-T1
OG0013651		GBNXB_009590-T1
OG0013652		GBNXB_009596-T1
OG0013653		GBNXB_009598-T1
OG0013654		GBNXB_009600-T1
OG0013655		GBNXB_009601-T1
OG0013656		GBNXB_009602-T1
OG0013657		GBNXB_009603-T1
OG0013658		GBNXB_009604-T1
OG0013659		GBNXB_009605-T1
OG0013660		GBNXB_009606-T1
OG0013661		GBNXB_009607-T1
OG0013662		GBNXB_009608-T1
OG0013663		GBNXB_009609-T1
OG0013664		GBNXB_009611-T1
OG0013665		GBNXB_009612-T1
OG0013666		GBNXB_009613-T1
OG0013667		GBNXB_009614-T1
OG0013668		GBNXB_009615-T1
OG0013669		GBNXB_009616-T1
OG0013670		GBNXB_009619-T1
OG0013671		GBNXB_009627-T1
OG0013672		GBNXB_009629-T1
OG0013673		GBNXB_009632-T1
OG0013674		GBNXB_009635-T1
OG0013675		GBNXB_009638-T1
OG0013676		GBNXB_009646-T1
OG0013677		GBNXB_009647-T1
OG0013678		GBNXB_009648-T1
OG0013679		GBNXB_009649-T1
OG0013680		GBNXB_009651-T1
OG0013681		GBNXB_009652-T1
OG0013682		GBNXB_009653-T1
OG0013683		GBNXB_009654-T1
OG0013684		GBNXB_009655-T1
OG0013685		GBNXB_009657-T1
OG0013686		GBNXB_009658-T1
OG0013687		GBNXB_009659-T1
OG0013688		GBNXB_009660-T1
OG0013689		GBNXB_009662-T1
OG0013690		GBNXB_009663-T1
OG0013691		GBNXB_009664-T1
OG0013692		GBNXB_009665-T1
OG0013693		GBNXB_009667-T1
OG0013694		GBNXB_009669-T1
OG0013695		GBNXB_009670-T1
OG0013696		GBNXB_009671-T1
OG0013697		GBNXB_009673-T1
OG0013698		GBNXB_009674-T1
OG0013699		GBNXB_009675-T1
OG0013700		GBNXB_009676-T1
OG0013701		GBNXB_009677-T1
OG0013702		GBNXB_009678-T1
OG0013703		GBNXB_009679-T1
OG0013704		GBNXB_009681-T1
OG0013705		GBNXB_009683-T1
OG0013706		GBNXB_009684-T1
OG0013707		GBNXB_009685-T1
OG0013708		GBNXB_009686-T1
OG0013709		GBNXB_009687-T1
OG0013710		GBNXB_009688-T1
OG0013711		GBNXB_009689-T1
OG0013712		GBNXB_009694-T1
OG0013713		GBNXB_009700-T1
OG0013714		GBNXB_009701-T1
OG0013715		GBNXB_009702-T1
OG0013716		GBNXB_009705-T1
OG0013717		GBNXB_009708-T1
OG0013718		GBNXB_009715-T1
OG0013719		GBNXB_009724-T1
OG0013720		GBNXB_009725-T1
OG0013721		GBNXB_009726-T1
OG0013722		GBNXB_009728-T1
OG0013723		GBNXB_009729-T1
OG0013724		GBNXB_009731-T1
OG0013725		GBNXB_009736-T1
OG0013726		GBNXB_009739-T1
OG0013727		GBNXB_009741-T1
OG0013728		GBNXB_009756-T1
OG0013729		GBNXB_009758-T1
OG0013730		GBNXB_009759-T1
OG0013731		GBNXB_009760-T1
OG0013732		GBNXB_009761-T1
OG0013733		GBNXB_009762-T1
OG0013734		GBNXB_009764-T1
OG0013735		GBNXB_009765-T1
OG0013736		GBNXB_009767-T1
OG0013737		GBNXB_009768-T1
OG0013738		GBNXB_009769-T1
OG0013739		GBNXB_009771-T1
OG0013740		GBNXB_009772-T1
OG0013741		GBNXB_009773-T1
OG0013742		GBNXB_009774-T1
OG0013743		GBNXB_009775-T1
OG0013744		GBNXB_009776-T1
OG0013745		GBNXB_009779-T1
OG0013746		GBNXB_009780-T1
OG0013747		GBNXB_009781-T1
OG0013748		GBNXB_009782-T1
OG0013749		GBNXB_009783-T1
OG0013750		GBNXB_009784-T1
OG0013751		GBNXB_009785-T1
OG0013752		GBNXB_009786-T1
OG0013753		GBNXB_009787-T1
OG0013754		GBNXB_009788-T1
OG0013755		GBNXB_009790-T1
OG0013756		GBNXB_009791-T1
OG0013757		GBNXB_009795-T1
OG0013758		GBNXB_009800-T1
OG0013759		GBNXB_009803-T1
OG0013760		GBNXB_009804-T1
OG0013761		GBNXB_009805-T1
OG0013762		GBNXB_009806-T1
OG0013763		GBNXB_009809-T1
OG0013764		GBNXB_009812-T1
OG0013765		GBNXB_009817-T1
OG0013766		GBNXB_009818-T1
OG0013767		GBNXB_009822-T1
OG0013768		GBNXB_009824-T1
OG0013769		GBNXB_009825-T1
OG0013770		GBNXB_009826-T1
OG0013771		GBNXB_009834-T1
OG0013772		GBNXB_009835-T1
OG0013773		GBNXB_009841-T1
OG0013774		GBNXB_009845-T1
OG0013775		GBNXB_009846-T1
OG0013776		GBNXB_009848-T1
OG0013777		GBNXB_009852-T1
OG0013778		GBNXB_009854-T1
OG0013779		GBNXB_009855-T1
OG0013780		GBNXB_009856-T1
OG0013781		GBNXB_009857-T1
OG0013782		GBNXB_009858-T1
OG0013783		GBNXB_009860-T1
OG0013784		GBNXB_009861-T1
OG0013785		GBNXB_009862-T1
OG0013786		GBNXB_009863-T1
OG0013787		GBNXB_009864-T1
OG0013788		GBNXB_009865-T1
OG0013789		GBNXB_009866-T1
OG0013790		GBNXB_009867-T1
OG0013791		GBNXB_009869-T1
OG0013792		GBNXB_009870-T1
OG0013793		GBNXB_009871-T1
OG0013794		GBNXB_009872-T1
OG0013795		GBNXB_009873-T1
OG0013796		GBNXB_009874-T1
OG0013797		GBNXB_009875-T1
OG0013798		GBNXB_009876-T1
OG0013799		GBNXB_009877-T1
OG0013800		GBNXB_009878-T1
OG0013801		GBNXB_009880-T1
OG0013802		GBNXB_009881-T1
OG0013803		GBNXB_009882-T1
OG0013804		GBNXB_009884-T1
OG0013805		GBNXB_009888-T1
OG0013806		GBNXB_009889-T1
OG0013807		GBNXB_009890-T1
OG0013808		GBNXB_009891-T1
OG0013809		GBNXB_009892-T1
OG0013810		GBNXB_009894-T1
OG0013811		GBNXB_009895-T1
OG0013812		GBNXB_009896-T1
OG0013813		GBNXB_009897-T1
OG0013814		GBNXB_009898-T1
OG0013815		GBNXB_009899-T1
OG0013816		GBNXB_009900-T1
OG0013817		GBNXB_009901-T1
OG0013818		GBNXB_009902-T1
OG0013819		GBNXB_009903-T1
OG0013820		GBNXB_009904-T1
OG0013821		GBNXB_009905-T1
OG0013822		GBNXB_009906-T1
OG0013823		GBNXB_009907-T1
OG0013824		GBNXB_009908-T1
OG0013825		GBNXB_009909-T1
OG0013826		GBNXB_009910-T1
OG0013827		GBNXB_009911-T1
OG0013828		GBNXB_009912-T1
OG0013829		GBNXB_009913-T1
OG0013830		GBNXB_009914-T1
OG0013831		GBNXB_009915-T1
OG0013832		GBNXB_009917-T1
OG0013833		GBNXB_009918-T1
OG0013834		GBNXB_009919-T1
OG0013835		GBNXB_009923-T1
OG0013836		GBNXB_009924-T1
OG0013837		GBNXB_009926-T1
OG0013838		GBNXB_009930-T1
OG0013839		GBNXB_009931-T1
OG0013840		GBNXB_009934-T1
OG0013841		GBNXB_009938-T1
OG0013842		GBNXB_009954-T1
OG0013843		GBNXB_009960-T1
OG0013844		GBNXB_009964-T1
OG0013845		GBNXB_009967-T1
OG0013846		GBNXB_009968-T1
OG0013847		GBNXB_009969-T1
OG0013848		GBNXB_009973-T1
OG0013849		GBNXB_009974-T1
OG0013850		GBNXB_009975-T1
OG0013851		GBNXB_009978-T1
OG0013852		GBNXB_009979-T1
OG0013853		GBNXB_009981-T1
OG0013854		GBNXB_009982-T1
OG0013855		GBNXB_009986-T1
OG0013856		GBNXB_009994-T1
OG0013857		GBNXB_009995-T1
OG0013858		GBNXB_009996-T1
OG0013859		GBNXB_009997-T1
OG0013860		GBNXB_009998-T1
OG0013861		GBNXB_010001-T1
OG0013862		GBNXB_010003-T1
OG0013863		GBNXB_010005-T1
OG0013864		GBNXB_010010-T1
OG0013865		GBNXB_010013-T1
OG0013866		GBNXB_010019-T1
OG0013867		GBNXB_010020-T1
OG0013868		GBNXB_010022-T1
OG0013869		GBNXB_010024-T1
OG0013870		GBNXB_010026-T1
OG0013871		GBNXB_010027-T1
OG0013872		GBNXB_010028-T1
OG0013873		GBNXB_010029-T1
OG0013874		GBNXB_010034-T1
OG0013875		GBNXB_010039-T1
OG0013876		GBNXB_010041-T1
OG0013877		GBNXB_010043-T1
OG0013878		GBNXB_010044-T1
OG0013879		GBNXB_010045-T1
OG0013880		GBNXB_010054-T1
OG0013881		GBNXB_010055-T1
OG0013882		GBNXB_010057-T1
OG0013883		GBNXB_010060-T1
OG0013884		GBNXB_010061-T1
OG0013885		GBNXB_010064-T1
OG0013886		GBNXB_010065-T1
OG0013887		GBNXB_010073-T1
OG0013888		GBNXB_010074-T1
OG0013889		GBNXB_010076-T1
OG0013890		GBNXB_010077-T1
OG0013891		GBNXB_010078-T1
OG0013892		GBNXB_010079-T1
OG0013893		GBNXB_010080-T1
OG0013894		GBNXB_010081-T1
OG0013895		GBNXB_010082-T1
OG0013896		GBNXB_010083-T1
OG0013897		GBNXB_010084-T1
OG0013898		GBNXB_010085-T1
OG0013899		GBNXB_010086-T1
OG0013900		GBNXB_010087-T1
OG0013901		GBNXB_010088-T1
OG0013902		GBNXB_010089-T1
OG0013903		GBNXB_010090-T1
OG0013904		GBNXB_010098-T1
OG0013905		GBNXB_010102-T1
OG0013906		GBNXB_010103-T1
OG0013907		GBNXB_010105-T1
OG0013908		GBNXB_010108-T1
OG0013909		GBNXB_010109-T1
OG0013910		GBNXB_010111-T1
OG0013911		GBNXB_010114-T1
OG0013912		GBNXB_010115-T1
OG0013913		GBNXB_010116-T1
OG0013914		GBNXB_010117-T1
OG0013915		GBNXB_010118-T1
OG0013916		GBNXB_010119-T1
OG0013917		GBNXB_010120-T1
OG0013918		GBNXB_010121-T1
OG0013919		GBNXB_010124-T1
OG0013920		GBNXB_010125-T1
OG0013921		GBNXB_010127-T1
OG0013922		GBNXB_010128-T1
OG0013923		GBNXB_010130-T1
OG0013924		GBNXB_010131-T1
OG0013925		GBNXB_010135-T1
OG0013926		GBNXB_010136-T1
OG0013927		GBNXB_010137-T1
OG0013928		GBNXB_010138-T1
OG0013929		GBNXB_010139-T1
OG0013930		GBNXB_010144-T1
OG0013931		GBNXB_010147-T1
OG0013932		GBNXB_010148-T1
OG0013933		GBNXB_010149-T1
OG0013934		GBNXB_010150-T1
OG0013935		GBNXB_010155-T1
OG0013936		GBNXB_010158-T1
OG0013937		GBNXB_010163-T1
OG0013938		GBNXB_010165-T1
OG0013939		GBNXB_010166-T1
OG0013940		GBNXB_010167-T1
OG0013941		GBNXB_010171-T1
OG0013942		GBNXB_010172-T1
OG0013943		GBNXB_010177-T1
OG0013944		GBNXB_010178-T1
OG0013945		GBNXB_010181-T1
OG0013946		GBNXB_010184-T1
OG0013947		GBNXB_010187-T1
OG0013948		GBNXB_010188-T1
OG0013949		GBNXB_010190-T1
OG0013950		GBNXB_010192-T1
OG0013951		GBNXB_010200-T1
OG0013952		GBNXB_010203-T1
OG0013953		GBNXB_010204-T1
OG0013954		GBNXB_010205-T1
OG0013955		GBNXB_010206-T1
OG0013956		GBNXB_010207-T1
OG0013957		GBNXB_010211-T1
OG0013958		GBNXB_010212-T1
OG0013959		GBNXB_010217-T1
OG0013960		GBNXB_010218-T1
OG0013961		GBNXB_010219-T1
OG0013962		GBNXB_010220-T1
OG0013963		GBNXB_010222-T1
OG0013964		GBNXB_010225-T1
OG0013965		GBNXB_010226-T1
OG0013966		GBNXB_010228-T1
OG0013967		GBNXB_010229-T1
OG0013968		GBNXB_010233-T1
OG0013969		GBNXB_010234-T1
OG0013970		GBNXB_010235-T1
OG0013971		GBNXB_010236-T1
OG0013972		GBNXB_010237-T1
OG0013973		GBNXB_010238-T1
OG0013974		GBNXB_010239-T1
OG0013975		GBNXB_010240-T1
OG0013976		GBNXB_010241-T1
OG0013977		GBNXB_010245-T1
OG0013978		GBNXB_010246-T1
OG0013979		GBNXB_010250-T1
OG0013980		GBNXB_010251-T1
OG0013981		GBNXB_010253-T1
OG0013982		GBNXB_010254-T1
OG0013983		GBNXB_010256-T1
OG0013984		GBNXB_010258-T1
OG0013985		GBNXB_010259-T1
OG0013986		GBNXB_010260-T1
OG0013987		GBNXB_010261-T1
OG0013988		GBNXB_010262-T1
OG0013989		GBNXB_010263-T1
OG0013990		GBNXB_010264-T1
OG0013991		GBNXB_010265-T1
OG0013992		GBNXB_010266-T1
OG0013993		GBNXB_010267-T1
OG0013994		GBNXB_010268-T1
OG0013995		GBNXB_010269-T1
OG0013996		GBNXB_010270-T1
OG0013997		GBNXB_010271-T1
OG0013998		GBNXB_010272-T1
OG0013999		GBNXB_010273-T1
OG0014000		GBNXB_010274-T1
OG0014001		GBNXB_010275-T1
OG0014002		GBNXB_010278-T1
OG0014003		GBNXB_010279-T1
OG0014004		GBNXB_010282-T1
OG0014005		GBNXB_010283-T1
OG0014006		GBNXB_010284-T1
OG0014007		GBNXB_010285-T1
OG0014008		GBNXB_010286-T1
OG0014009		GBNXB_010287-T1
OG0014010		GBNXB_010288-T1
OG0014011		GBNXB_010289-T1
OG0014012		GBNXB_010290-T1
OG0014013		GBNXB_010291-T1
OG0014014		GBNXB_010293-T1
OG0014015		GBNXB_010294-T1
OG0014016		GBNXB_010295-T1
OG0014017		GBNXB_010296-T1
OG0014018		GBNXB_010297-T1
OG0014019		GBNXB_010300-T1
OG0014020		GBNXB_010301-T1
OG0014021		GBNXB_010302-T1
OG0014022		GBNXB_010303-T1
OG0014023		GBNXB_010304-T1
OG0014024		GBNXB_010305-T1
OG0014025		GBNXB_010309-T1
OG0014026		GBNXB_010315-T1
OG0014027		GBNXB_010325-T1
OG0014028		GBNXB_010326-T1
OG0014029		GBNXB_010329-T1
OG0014030		GBNXB_010332-T1
OG0014031		GBNXB_010339-T1
OG0014032		GBNXB_010349-T1
OG0014033		GBNXB_010350-T1
OG0014034		GBNXB_010351-T1
OG0014035		GBNXB_010353-T1
OG0014036		GBNXB_010357-T1
OG0014037		GBNXB_010358-T1
OG0014038		GBNXB_010359-T1
OG0014039		GBNXB_010360-T1
OG0014040		GBNXB_010361-T1
OG0014041		GBNXB_010362-T1
OG0014042		GBNXB_010363-T1
OG0014043		GBNXB_010364-T1
OG0014044		GBNXB_010365-T1
OG0014045		GBNXB_010366-T1
OG0014046		GBNXB_010367-T1
OG0014047		GBNXB_010368-T1
OG0014048		GBNXB_010369-T1
OG0014049		GBNXB_010372-T1
OG0014050		GBNXB_010374-T1
OG0014051		GBNXB_010375-T1
OG0014052		GBNXB_010376-T1
OG0014053		GBNXB_010377-T1
OG0014054		GBNXB_010378-T1
OG0014055		GBNXB_010379-T1
OG0014056		GBNXB_010381-T1
OG0014057		GBNXB_010382-T1
OG0014058		GBNXB_010383-T1
OG0014059		GBNXB_010384-T1
OG0014060		GBNXB_010386-T1
OG0014061		GBNXB_010387-T1
OG0014062		GBNXB_010388-T1
OG0014063		GBNXB_010389-T1
OG0014064		GBNXB_010390-T1
OG0014065		GBNXB_010391-T1
OG0014066		GBNXB_010392-T1
OG0014067		GBNXB_010393-T1
OG0014068		GBNXB_010394-T1
OG0014069		GBNXB_010395-T1
OG0014070		GBNXB_010397-T1
OG0014071		GBNXB_010398-T1
OG0014072		GBNXB_010399-T1
OG0014073		GBNXB_010400-T1
OG0014074		GBNXB_010401-T1
OG0014075		GBNXB_010405-T1
OG0014076		GBNXB_010407-T1
OG0014077		GBNXB_010408-T1
OG0014078		GBNXB_010411-T1
OG0014079		GBNXB_010412-T1
OG0014080		GBNXB_010413-T1
OG0014081		GBNXB_010422-T1
OG0014082		GBNXB_010426-T1
OG0014083		GBNXB_010428-T1
OG0014084		GBNXB_010430-T1
OG0014085		GBNXB_010431-T1
OG0014086		GBNXB_010432-T1
OG0014087		GBNXB_010435-T1
OG0014088		GBNXB_010436-T1
OG0014089		GBNXB_010437-T1
OG0014090		GBNXB_010438-T1
OG0014091		GBNXB_010439-T1
OG0014092		GBNXB_010446-T1
OG0014093		GBNXB_010449-T1
OG0014094		GBNXB_010451-T1
OG0014095		GBNXB_010452-T1
OG0014096		GBNXB_010454-T1
OG0014097		GBNXB_010455-T1
OG0014098		GBNXB_010456-T1
OG0014099		GBNXB_010458-T1
OG0014100		GBNXB_010461-T1
OG0014101		GBNXB_010462-T1
OG0014102		GBNXB_010464-T1
OG0014103		GBNXB_010466-T1
OG0014104		GBNXB_010469-T1
OG0014105		GBNXB_010470-T1
OG0014106		GBNXB_010471-T1
OG0014107		GBNXB_010472-T1
OG0014108		GBNXB_010473-T1
OG0014109		GBNXB_010474-T1
OG0014110		GBNXB_010475-T1
OG0014111		GBNXB_010476-T1
OG0014112		GBNXB_010477-T1
OG0014113		GBNXB_010479-T1
OG0014114		GBNXB_010480-T1
OG0014115		GBNXB_010481-T1
OG0014116		GBNXB_010482-T1
OG0014117		GBNXB_010483-T1
OG0014118		GBNXB_010484-T1
OG0014119		GBNXB_010485-T1
OG0014120		GBNXB_010486-T1
OG0014121		GBNXB_010487-T1
OG0014122		GBNXB_010488-T1
OG0014123		GBNXB_010489-T1
OG0014124		GBNXB_010490-T1
OG0014125		GBNXB_010491-T1
OG0014126		GBNXB_010492-T1
OG0014127		GBNXB_010495-T1
OG0014128		GBNXB_010496-T1
OG0014129		GBNXB_010498-T1
OG0014130		GBNXB_010506-T1
OG0014131		GBNXB_010511-T1
OG0014132		GBNXB_010513-T1
OG0014133		GBNXB_010517-T1
OG0014134		GBNXB_010518-T1
OG0014135		GBNXB_010519-T1
OG0014136		GBNXB_010521-T1
OG0014137		GBNXB_010522-T1
OG0014138		GBNXB_010523-T1
OG0014139		GBNXB_010524-T1
OG0014140		GBNXB_010525-T1
OG0014141		GBNXB_010528-T1
OG0014142		GBNXB_010529-T1
OG0014143		GBNXB_010530-T1
OG0014144		GBNXB_010531-T1
OG0014145		GBNXB_010535-T1
OG0014146		GBNXB_010536-T1
OG0014147		GBNXB_010538-T1
OG0014148		GBNXB_010539-T1
OG0014149		GBNXB_010543-T1
OG0014150		GBNXB_010546-T1
OG0014151		GBNXB_010547-T1
OG0014152		GBNXB_010552-T1
OG0014153		GBNXB_010553-T1
OG0014154		GBNXB_010554-T1
OG0014155		GBNXB_010558-T1
OG0014156		GBNXB_010559-T1
OG0014157		GBNXB_010560-T1
OG0014158		GBNXB_010562-T1
OG0014159		GBNXB_010576-T1
OG0014160		GBNXB_010579-T1
OG0014161		GBNXB_010580-T1
OG0014162		GBNXB_010582-T1
OG0014163		GBNXB_010584-T1
OG0014164		GBNXB_010586-T1
OG0014165		GBNXB_010589-T1
OG0014166		GBNXB_010606-T1
OG0014167		GBNXB_010607-T1
OG0014168		GBNXB_010611-T1
OG0014169		GBNXB_010612-T1
OG0014170		GBNXB_010613-T1
OG0014171		GBNXB_010614-T1
OG0014172		GBNXB_010615-T1
OG0014173		GBNXB_010617-T1
OG0014174		GBNXB_010619-T1
OG0014175		GBNXB_010620-T1
OG0014176		GBNXB_010621-T1
OG0014177		GBNXB_010624-T1
OG0014178		GBNXB_010628-T1
OG0014179		GBNXB_010633-T1
OG0014180		GBNXB_010635-T1
OG0014181		GBNXB_010637-T1
OG0014182		GBNXB_010639-T1
OG0014183		GBNXB_010642-T1
OG0014184		GBNXB_010643-T1
OG0014185		GBNXB_010646-T1
OG0014186		GBNXB_010656-T1
OG0014187		GBNXB_010658-T1
OG0014188		GBNXB_010659-T1
OG0014189		GBNXB_010663-T1
OG0014190		GBNXB_010666-T1
OG0014191		GBNXB_010667-T1
OG0014192		GBNXB_010668-T1
OG0014193		GBNXB_010673-T1
OG0014194		GBNXB_010674-T1
OG0014195		GBNXB_010675-T1
OG0014196		GBNXB_010682-T1
OG0014197		GBNXB_010691-T1
OG0014198		GBNXB_010692-T1
OG0014199		GBNXB_010694-T1
OG0014200		GBNXB_010695-T1
OG0014201		GBNXB_010696-T1
OG0014202		GBNXB_010697-T1
OG0014203		GBNXB_010701-T1
OG0014204		GBNXB_010703-T1
OG0014205		GBNXB_010704-T1
OG0014206		GBNXB_010711-T1
OG0014207		GBNXB_010726-T1
OG0014208		GBNXB_010727-T1
OG0014209		GBNXB_010728-T1
OG0014210		GBNXB_010735-T1
OG0014211		GBNXB_010737-T1
OG0014212		GBNXB_010740-T1
OG0014213		GBNXB_010741-T1
OG0014214		GBNXB_010742-T1
OG0014215		GBNXB_010743-T1
OG0014216		GBNXB_010745-T1
OG0014217		GBNXB_010748-T1
OG0014218		GBNXB_010749-T1
OG0014219		GBNXB_010750-T1
OG0014220		GBNXB_010752-T1
OG0014221		GBNXB_010753-T1
OG0014222		GBNXB_010754-T1
OG0014223		GBNXB_010755-T1
OG0014224		GBNXB_010759-T1
OG0014225		GBNXB_010760-T1
OG0014226		GBNXB_010763-T1
OG0014227		GBNXB_010764-T1
OG0014228		GBNXB_010765-T1
OG0014229		GBNXB_010766-T1
OG0014230		GBNXB_010769-T1
OG0014231		GBNXB_010776-T1
OG0014232		GBNXB_010777-T1
OG0014233		GBNXB_010782-T1
OG0014234		GBNXB_010783-T1
OG0014235		GBNXB_010784-T1
OG0014236		GBNXB_010785-T1
OG0014237		GBNXB_010787-T1
OG0014238		GBNXB_010789-T1
OG0014239		GBNXB_010790-T1
OG0014240		GBNXB_010791-T1
OG0014241		GBNXB_010792-T1
OG0014242		GBNXB_010793-T1
OG0014243		GBNXB_010794-T1
OG0014244		GBNXB_010795-T1
OG0014245		GBNXB_010796-T1
OG0014246		GBNXB_010797-T1
OG0014247		GBNXB_010799-T1
OG0014248		GBNXB_010800-T1
OG0014249		GBNXB_010801-T1
OG0014250		GBNXB_010802-T1
OG0014251		GBNXB_010803-T1
OG0014252		GBNXB_010805-T1
OG0014253		GBNXB_010806-T1
OG0014254		GBNXB_010807-T1
OG0014255		GBNXB_010808-T1
OG0014256		GBNXB_010809-T1
OG0014257		GBNXB_010810-T1
OG0014258		GBNXB_010811-T1
OG0014259		GBNXB_010813-T1
OG0014260		GBNXB_010814-T1
OG0014261		GBNXB_010815-T1
OG0014262		GBNXB_010816-T1
OG0014263		GBNXB_010817-T1
OG0014264		GBNXB_010818-T1
OG0014265		GBNXB_010819-T1
OG0014266		GBNXB_010820-T1
OG0014267		GBNXB_010821-T1
OG0014268		GBNXB_010822-T1
OG0014269		GBNXB_010823-T1
OG0014270		GBNXB_010824-T1
OG0014271		GBNXB_010829-T1
OG0014272		GBNXB_010830-T1
OG0014273		GBNXB_010831-T1
OG0014274		GBNXB_010832-T1
OG0014275		GBNXB_010833-T1
OG0014276		GBNXB_010834-T1
OG0014277		GBNXB_010835-T1
OG0014278		GBNXB_010837-T1
OG0014279		GBNXB_010838-T1
OG0014280		GBNXB_010839-T1
OG0014281		GBNXB_010840-T1
OG0014282		GBNXB_010841-T1
OG0014283		GBNXB_010842-T1
OG0014284		GBNXB_010843-T1
OG0014285		GBNXB_010844-T1
OG0014286		GBNXB_010845-T1
OG0014287		GBNXB_010846-T1
OG0014288		GBNXB_010847-T1
OG0014289		GBNXB_010848-T1
OG0014290		GBNXB_010849-T1
OG0014291		GBNXB_010850-T1
OG0014292		GBNXB_010851-T1
OG0014293		GBNXB_010855-T1
OG0014294		GBNXB_010861-T1
OG0014295		GBNXB_010862-T1
OG0014296		GBNXB_010863-T1
OG0014297		GBNXB_010864-T1
OG0014298		GBNXB_010866-T1
OG0014299		GBNXB_010870-T1
OG0014300		GBNXB_010871-T1
OG0014301		GBNXB_010872-T1
OG0014302		GBNXB_010873-T1
OG0014303		GBNXB_010874-T1
OG0014304		GBNXB_010875-T1
OG0014305		GBNXB_010876-T1
OG0014306		GBNXB_010877-T1
OG0014307		GBNXB_010881-T1
OG0014308		GBNXB_010882-T1
OG0014309		GBNXB_010883-T1
OG0014310		GBNXB_010885-T1
OG0014311		GBNXB_010887-T1
OG0014312		GBNXB_010888-T1
OG0014313		GBNXB_010889-T1
OG0014314		GBNXB_010896-T1
OG0014315		GBNXB_010897-T1
OG0014316		GBNXB_010899-T1
OG0014317		GBNXB_010900-T1
OG0014318		GBNXB_010901-T1
OG0014319		GBNXB_010902-T1
OG0014320		GBNXB_010903-T1
OG0014321		GBNXB_010911-T1
OG0014322		GBNXB_010913-T1
OG0014323		GBNXB_010914-T1
OG0014324		GBNXB_010915-T1
OG0014325		GBNXB_010916-T1
OG0014326		GBNXB_010918-T1
OG0014327		GBNXB_010919-T1
OG0014328		GBNXB_010920-T1
OG0014329		GBNXB_010921-T1
OG0014330		GBNXB_010922-T1
OG0014331		GBNXB_010923-T1
OG0014332		GBNXB_010924-T1
OG0014333		GBNXB_010925-T1
OG0014334		GBNXB_010926-T1
OG0014335		GBNXB_010927-T1
OG0014336		GBNXB_010931-T1
OG0014337		GBNXB_010934-T1
OG0014338		GBNXB_010936-T1
OG0014339		GBNXB_010938-T1
OG0014340		GBNXB_010943-T1
OG0014341		GBNXB_010950-T1
OG0014342		GBNXB_010953-T1
OG0014343		GBNXB_010954-T1
OG0014344		GBNXB_010955-T1
OG0014345		GBNXB_010956-T1
OG0014346		GBNXB_010957-T1
OG0014347		GBNXB_010959-T1
OG0014348		GBNXB_010960-T1
OG0014349		GBNXB_010961-T1
OG0014350		GBNXB_010963-T1
OG0014351		GBNXB_010964-T1
OG0014352		GBNXB_010965-T1
