	Circinella_angarensis_RSA_198_Plus.aa	Circinella_angarensis_RSA_618-.aa
OG0010109		GBNTP_005598-T1
OG0010110		GBNTP_005627-T1
OG0010111		GBNTP_005641-T1
OG0010112		GBNTP_005650-T1
OG0010113		GBNTP_005658-T1
OG0010114		GBNTP_005667-T1
OG0010115		GBNTP_005682-T1
OG0010116		GBNTP_005684-T1
OG0010117		GBNTP_005697-T1
OG0010118		GBNTP_005698-T1
OG0010119		GBNTP_005703-T1
OG0010120		GBNTP_005713-T1
OG0010121		GBNTP_005734-T1
OG0010122		GBNTP_005746-T1
OG0010123		GBNTP_005777-T1
OG0010124		GBNTP_005787-T1
OG0010125		GBNTP_005795-T1
OG0010126		GBNTP_005814-T1
OG0010127		GBNTP_005824-T1
OG0010128		GBNTP_005826-T1
OG0010129		GBNTP_005840-T1
OG0010130		GBNTP_005849-T1
OG0010131		GBNTP_005863-T1
OG0010132		GBNTP_005866-T1
OG0010133		GBNTP_005878-T1
OG0010134		GBNTP_005890-T1
OG0010135		GBNTP_005924-T1
OG0010136		GBNTP_005930-T1
OG0010137		GBNTP_005931-T1
OG0010138		GBNTP_005942-T1
OG0010139		GBNTP_005944-T1
OG0010140		GBNTP_005947-T1
OG0010141		GBNTP_005953-T1
OG0010142		GBNTP_005959-T1
OG0010143		GBNTP_005960-T1
OG0010144		GBNTP_005968-T1
OG0010145		GBNTP_005996-T1
OG0010146		GBNTP_006014-T1
OG0010147		GBNTP_006028-T1
OG0010148		GBNTP_006032-T1
OG0010149		GBNTP_006045-T1
OG0010150		GBNTP_006057-T1
OG0010151		GBNTP_006083-T1
OG0010152		GBNTP_006093-T1
OG0010153		GBNTP_006105-T1
OG0010154		GBNTP_006118-T1
OG0010155		GBNTP_006138-T1
OG0010156		GBNTP_006140-T1
OG0010157		GBNTP_006151-T1
OG0010158		GBNTP_006160-T1
OG0010159		GBNTP_006162-T1
OG0010160		GBNTP_006181-T1
OG0010161		GBNTP_006207-T1
OG0010162		GBNTP_006218-T1
OG0010163		GBNTP_006230-T1
OG0010164		GBNTP_006241-T1
OG0010165		GBNTP_006258-T1
OG0010166		GBNTP_006277-T1
OG0010167		GBNTP_006283-T1
OG0010168		GBNTP_006284-T1
OG0010169		GBNTP_006290-T1
OG0010170		GBNTP_006296-T1
OG0010171		GBNTP_006307-T1
OG0010172		GBNTP_006319-T1
OG0010173		GBNTP_006325-T1
OG0010174		GBNTP_006330-T1
OG0010175		GBNTP_006368-T1
OG0010176		GBNTP_006400-T1
OG0010177		GBNTP_006415-T1
OG0010178		GBNTP_006469-T1
OG0010179		GBNTP_006491-T1
OG0010180		GBNTP_006501-T1
OG0010181		GBNTP_006519-T1
OG0010182		GBNTP_006520-T1
OG0010183		GBNTP_006537-T1
OG0010184		GBNTP_006543-T1
OG0010185		GBNTP_006545-T1
OG0010186		GBNTP_006557-T1
OG0010187		GBNTP_006558-T1
OG0010188		GBNTP_006564-T1
OG0010189		GBNTP_006574-T1
OG0010190		GBNTP_006621-T1
OG0010191		GBNTP_006622-T1
OG0010192		GBNTP_006623-T1
OG0010193		GBNTP_006629-T1
OG0010194		GBNTP_006638-T1
OG0010195		GBNTP_006641-T1
OG0010196		GBNTP_006642-T1
OG0010197		GBNTP_006647-T1
OG0010198		GBNTP_006649-T1
OG0010199		GBNTP_006655-T1
OG0010200		GBNTP_006686-T1
OG0010201		GBNTP_006693-T1
OG0010202		GBNTP_006738-T1
OG0010203		GBNTP_006740-T1
OG0010204		GBNTP_006803-T1
OG0010205		GBNTP_006813-T1
OG0010206		GBNTP_006829-T1
OG0010207		GBNTP_006831-T1
OG0010208		GBNTP_006840-T1
OG0010209		GBNTP_006862-T1
OG0010210		GBNTP_006875-T1
OG0010211		GBNTP_006893-T1
OG0010212		GBNTP_006959-T1
OG0010213		GBNTP_006960-T1
OG0010214		GBNTP_006961-T1
OG0010215		GBNTP_006984-T1
OG0010216		GBNTP_007037-T1
OG0010217		GBNTP_007038-T1
OG0010218		GBNTP_007047-T1
OG0010219		GBNTP_007058-T1
OG0010220		GBNTP_007072-T1
OG0010221		GBNTP_007084-T1
OG0010222		GBNTP_007088-T1
OG0010223		GBNTP_007118-T1
OG0010224		GBNTP_007119-T1
OG0010225		GBNTP_007123-T1
OG0010226		GBNTP_007136-T1
OG0010227		GBNTP_007153-T1
OG0010228		GBNTP_007162-T1
OG0010229		GBNTP_007172-T1
OG0010230		GBNTP_007193-T1
OG0010231		GBNTP_007219-T1
OG0010232		GBNTP_007224-T1
OG0010233		GBNTP_007228-T1
OG0010234		GBNTP_007230-T1
OG0010235		GBNTP_007238-T1
OG0010236		GBNTP_007247-T1
OG0010237		GBNTP_007281-T1
OG0010238		GBNTP_007289-T1
OG0010239		GBNTP_007303-T1
OG0010240		GBNTP_007314-T1
OG0010241		GBNTP_007323-T1
OG0010242		GBNTP_007324-T1
OG0010243		GBNTP_007333-T1
OG0010244		GBNTP_007347-T1
OG0010245		GBNTP_007352-T1
OG0010246		GBNTP_007353-T1
OG0010247		GBNTP_007364-T1
OG0010248		GBNTP_007373-T1
OG0010249		GBNTP_007384-T1
OG0010250		GBNTP_007392-T1
OG0010251		GBNTP_007393-T1
OG0010252		GBNTP_007394-T1
OG0010253		GBNTP_007403-T1
OG0010254		GBNTP_007410-T1
OG0010255		GBNTP_007413-T1
OG0010256		GBNTP_007431-T1
OG0010257		GBNTP_007444-T1
OG0010258		GBNTP_007456-T1
OG0010259		GBNTP_007463-T1
OG0010260		GBNTP_007488-T1
OG0010261		GBNTP_007506-T1
OG0010262		GBNTP_007519-T1
OG0010263		GBNTP_007525-T1
OG0010264		GBNTP_007542-T1
OG0010265		GBNTP_007564-T1
OG0010266		GBNTP_007568-T1
OG0010267		GBNTP_007581-T1
OG0010268		GBNTP_007586-T1
OG0010269		GBNTP_007592-T1
OG0010270		GBNTP_007605-T1
OG0010271		GBNTP_007606-T1
OG0010272		GBNTP_007614-T1
OG0010273		GBNTP_007617-T1
OG0010274		GBNTP_007635-T1
OG0010275		GBNTP_007681-T1
OG0010276		GBNTP_007683-T1
OG0010277		GBNTP_007706-T1
OG0010278		GBNTP_007713-T1
OG0010279		GBNTP_007760-T1
OG0010280		GBNTP_007769-T1
OG0010281		GBNTP_007772-T1
OG0010282		GBNTP_007792-T1
OG0010283		GBNTP_007799-T1
OG0010284		GBNTP_007810-T1
OG0010285		GBNTP_007819-T1
OG0010286		GBNTP_007851-T1
OG0010287		GBNTP_007858-T1
OG0010288		GBNTP_007866-T1
OG0010289		GBNTP_007882-T1
OG0010290		GBNTP_007890-T1
OG0010291		GBNTP_007903-T1
OG0010292		GBNTP_007941-T1
OG0010293		GBNTP_007957-T1
OG0010294		GBNTP_007961-T1
OG0010295		GBNTP_007969-T1
OG0010296		GBNTP_007970-T1
OG0010297		GBNTP_007988-T1
OG0010298		GBNTP_008002-T1
OG0010299		GBNTP_008004-T1
OG0010300		GBNTP_008022-T1
OG0010301		GBNTP_008041-T1
OG0010302		GBNTP_008046-T1
OG0010303		GBNTP_008047-T1
OG0010304		GBNTP_008062-T1
OG0010305		GBNTP_008090-T1
OG0010306		GBNTP_008111-T1
OG0010307		GBNTP_008141-T1
OG0010308		GBNTP_008143-T1
OG0010309		GBNTP_008165-T1
OG0010310		GBNTP_008168-T1
OG0010311		GBNTP_008182-T1
OG0010312		GBNTP_008192-T1
OG0010313		GBNTP_008193-T1
OG0010314		GBNTP_008196-T1
OG0010315		GBNTP_008225-T1
OG0010316		GBNTP_008230-T1
OG0010317		GBNTP_008251-T1
OG0010318		GBNTP_008277-T1
OG0010319		GBNTP_008282-T1
OG0010320		GBNTP_008323-T1
OG0010321		GBNTP_008326-T1
OG0010322		GBNTP_008332-T1
OG0010323		GBNTP_008342-T1
OG0010324		GBNTP_008386-T1
OG0010325		GBNTP_008436-T1
OG0010326		GBNTP_008440-T1
OG0010327		GBNTP_008448-T1
OG0010328		GBNTP_008475-T1
OG0010329		GBNTP_008503-T1
OG0010330		GBNTP_008528-T1
OG0010331		GBNTP_008545-T1
OG0010332		GBNTP_008550-T1
OG0010333		GBNTP_008562-T1
OG0010334		GBNTP_008565-T1
OG0010335		GBNTP_008568-T1
OG0010336		GBNTP_008583-T1
OG0010337		GBNTP_008584-T1
OG0010338		GBNTP_008637-T1
OG0010339		GBNTP_008647-T1
OG0010340		GBNTP_008648-T1
OG0010341		GBNTP_008668-T1
OG0010342		GBNTP_008674-T1
OG0010343		GBNTP_008677-T1
OG0010344		GBNTP_008687-T1
OG0010345		GBNTP_008703-T1
OG0010346		GBNTP_008718-T1
OG0010347		GBNTP_008728-T1
OG0010348		GBNTP_008751-T1
OG0010349		GBNTP_008754-T1
OG0010350		GBNTP_008760-T1
OG0010351		GBNTP_008813-T1
OG0010352		GBNTP_008817-T1
OG0010353		GBNTP_008821-T1
OG0010354		GBNTP_008851-T1
OG0010355		GBNTP_008860-T1
OG0010356		GBNTP_008885-T1
OG0010357		GBNTP_008886-T1
OG0010358		GBNTP_008908-T1
OG0010359		GBNTP_008916-T1
OG0010360		GBNTP_008925-T1
OG0010361		GBNTP_008943-T1
OG0010362		GBNTP_008948-T1
OG0010363		GBNTP_008949-T1
OG0010364		GBNTP_008967-T1
OG0010365		GBNTP_008968-T1
OG0010366		GBNTP_008970-T1
OG0010367		GBNTP_009003-T1
OG0010368		GBNTP_009018-T1
OG0010369		GBNTP_009020-T1
OG0010370		GBNTP_009023-T1
OG0010371		GBNTP_009032-T1
OG0010372		GBNTP_009033-T1
OG0010373		GBNTP_009037-T1
OG0010374		GBNTP_009045-T1
OG0010375		GBNTP_009071-T1
OG0010376		GBNTP_009072-T1
OG0010377		GBNTP_009076-T1
OG0010378		GBNTP_009078-T1
OG0010379		GBNTP_009079-T1
OG0010380		GBNTP_009080-T1
OG0010381		GBNTP_009083-T1
OG0010382		GBNTP_009084-T1
OG0010383		GBNTP_009096-T1
OG0010384		GBNTP_009112-T1
OG0010385		GBNTP_009116-T1
OG0010386		GBNTP_009120-T1
OG0010387		GBNTP_009127-T1
OG0010388		GBNTP_009138-T1
OG0010389		GBNTP_009140-T1
OG0010390		GBNTP_009146-T1
OG0010391		GBNTP_009148-T1
OG0010392		GBNTP_009155-T1
OG0010393		GBNTP_009159-T1
OG0010394		GBNTP_009161-T1
OG0010395		GBNTP_009171-T1
OG0010396		GBNTP_009180-T1
OG0010397		GBNTP_009185-T1
OG0010398		GBNTP_009187-T1
OG0010399		GBNTP_009202-T1
OG0010400		GBNTP_009205-T1
OG0010401		GBNTP_009206-T1
OG0010402		GBNTP_009215-T1
OG0010403		GBNTP_009223-T1
OG0010404		GBNTP_009250-T1
OG0010405		GBNTP_009265-T1
OG0010406		GBNTP_009282-T1
OG0010407		GBNTP_009299-T1
OG0010408		GBNTP_009316-T1
OG0010409		GBNTP_009327-T1
OG0010410		GBNTP_009328-T1
OG0010411		GBNTP_009330-T1
OG0010412		GBNTP_009351-T1
OG0010413		GBNTP_009374-T1
OG0010414		GBNTP_009433-T1
OG0010415		GBNTP_009435-T1
OG0010416		GBNTP_009440-T1
OG0010417		GBNTP_009474-T1
OG0010418		GBNTP_009489-T1
OG0010419		GBNTP_009490-T1
OG0010420		GBNTP_009491-T1
OG0010421		GBNTP_009503-T1
OG0010422		GBNTP_009526-T1
OG0010423		GBNTP_009527-T1
OG0010424		GBNTP_009531-T1
OG0010425		GBNTP_009533-T1
OG0010426		GBNTP_009540-T1
OG0010427		GBNTP_009541-T1
OG0010428		GBNTP_009542-T1
OG0010429		GBNTP_009549-T1
OG0010430		GBNTP_009571-T1
OG0010431		GBNTP_009579-T1
OG0010432		GBNTP_009582-T1
OG0010433		GBNTP_009601-T1
OG0010434		GBNTP_009602-T1
OG0010435		GBNTP_009653-T1
OG0010436		GBNTP_009658-T1
OG0010437		GBNTP_009677-T1
OG0010438		GBNTP_009684-T1
OG0010439		GBNTP_009702-T1
OG0010440		GBNTP_009721-T1
OG0010441		GBNTP_009726-T1
OG0010442		GBNTP_009760-T1
OG0010443		GBNTP_009766-T1
OG0010444		GBNTP_009768-T1
OG0010445		GBNTP_009770-T1
OG0010446		GBNTP_009781-T1
OG0010447		GBNTP_009815-T1
OG0010448		GBNTP_009823-T1
OG0010449		GBNTP_009835-T1
OG0010450		GBNTP_009846-T1
OG0010451		GBNTP_009863-T1
OG0010452		GBNTP_009865-T1
OG0010453		GBNTP_009867-T1
OG0010454		GBNTP_009903-T1
OG0010455		GBNTP_009907-T1
OG0010456		GBNTP_009908-T1
OG0010457		GBNTP_009909-T1
OG0010458		GBNTP_009917-T1
OG0010459		GBNTP_009920-T1
OG0010460		GBNTP_009925-T1
OG0010461		GBNTP_009950-T1
OG0010462		GBNTP_009963-T1
OG0010463		GBNTP_009964-T1
OG0010464		GBNTP_010000-T1
OG0010465		GBNTP_010004-T1
OG0010466		GBNTP_010005-T1
OG0010467		GBNTP_010007-T1
OG0010468		GBNTP_010019-T1
OG0010469		GBNTP_010030-T1
OG0010470		GBNTP_010042-T1
OG0010471		GBNTP_010044-T1
OG0010472		GBNTP_010045-T1
OG0010473		GBNTP_010104-T1
OG0010474		GBNTP_010142-T1
OG0010475		GBNTP_010155-T1
OG0010476		GBNTP_010157-T1
OG0010477		GBNTP_010180-T1
OG0010478		GBNTP_010183-T1
OG0010479		GBNTP_010193-T1
OG0010480		GBNTP_010199-T1
OG0010481		GBNTP_010218-T1
OG0010482		GBNTP_010220-T1
OG0010483		GBNTP_010223-T1
OG0010484		GBNTP_010226-T1
OG0010485		GBNTP_010235-T1
OG0010486		GBNTP_010236-T1
OG0010487		GBNTP_010263-T1
OG0010488		GBNTP_010280-T1
OG0010489		GBNTP_010296-T1
OG0010490		GBNTP_010319-T1
OG0010491		GBNTP_010321-T1
OG0010492		GBNTP_010328-T1
OG0010493		GBNTP_010329-T1
OG0010494		GBNTP_010370-T1
OG0010495		GBNTP_010372-T1
OG0010496		GBNTP_010405-T1
OG0010497		GBNTP_010411-T1
OG0010498		GBNTP_010412-T1
OG0010499		GBNTP_010414-T1
OG0010500		GBNTP_010428-T1
OG0010501		GBNTP_010436-T1
OG0010502		GBNTP_010446-T1
OG0010503		GBNTP_010447-T1
OG0010504		GBNTP_010449-T1
OG0010505		GBNTP_010465-T1
OG0010506		GBNTP_010469-T1
OG0010507		GBNTP_010470-T1
OG0010508		GBNTP_010473-T1
OG0010509		GBNTP_010480-T1
OG0010510		GBNTP_010485-T1
OG0010511		GBNTP_010488-T1
OG0010512		GBNTP_010521-T1
OG0010513		GBNTP_010551-T1
OG0010514		GBNTP_010564-T1
OG0010515		GBNTP_010570-T1
OG0010516		GBNTP_010597-T1
OG0010517		GBNTP_010620-T1
OG0010518		GBNTP_010631-T1
OG0010519		GBNTP_010635-T1
OG0010520		GBNTP_010661-T1
OG0010521		GBNTP_010667-T1
OG0010522		GBNTP_010694-T1
OG0010523		GBNTP_010703-T1
OG0010524		GBNTP_010704-T1
OG0010525		GBNTP_010710-T1
OG0010526		GBNTP_010712-T1
OG0010527		GBNTP_010717-T1
OG0010528		GBNTP_010722-T1
OG0010529		GBNTP_010741-T1
OG0010530		GBNTP_010743-T1
OG0010531		GBNTP_010748-T1
OG0010532		GBNTP_010770-T1
OG0010533		GBNTP_010774-T1
OG0010534		GBNTP_010775-T1
OG0010535		GBNTP_010783-T1
OG0010536		GBNTP_010799-T1
OG0010537		GBNTP_010813-T1
OG0010538		GBNTP_010815-T1
OG0010539		GBNTP_010817-T1
OG0010540		GBNTP_010828-T1
OG0010541		GBNTP_010846-T1
OG0010542		GBNTP_010865-T1
OG0010543		GBNTP_010866-T1
OG0010544		GBNTP_010880-T1
OG0010545		GBNTP_010881-T1
OG0010546		GBNTP_010882-T1
OG0010547		GBNTP_010892-T1
OG0010548		GBNTP_010893-T1
OG0010549		GBNTP_010904-T1
OG0010550		GBNTP_010908-T1
OG0010551		GBNTP_010919-T1
OG0010552		GBNTP_010922-T1
OG0010553		GBNTP_010934-T1
OG0010554		GBNTP_010941-T1
OG0010555		GBNTP_010943-T1
