	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0003609	GBNWP_003496-T1	CHXZG_004375-T1
OG0003610	GBNWP_003497-T1	CHXZG_004376-T1
OG0003611	GBNWP_003498-T1	CHXZG_004377-T1
OG0003612	GBNWP_003499-T1	CHXZG_004378-T1
OG0003613	GBNWP_003500-T1	CHXZG_007902-T1
OG0003614	GBNWP_003501-T1	CHXZG_007903-T1
OG0003615	GBNWP_003502-T1	CHXZG_007904-T1
OG0003616	GBNWP_003505-T1	CHXZG_005162-T1
OG0003617	GBNWP_003506-T1	CHXZG_005161-T1
OG0003618	GBNWP_003508-T1	CHXZG_005158-T1
OG0003619	GBNWP_003509-T1	CHXZG_005157-T1
OG0003620	GBNWP_003510-T1	CHXZG_005156-T1
OG0003621	GBNWP_003511-T1	CHXZG_005155-T1
OG0003622	GBNWP_003512-T1	CHXZG_005154-T1
OG0003623	GBNWP_003513-T1	CHXZG_005153-T1
OG0003624	GBNWP_003514-T1	CHXZG_005152-T1
OG0003625	GBNWP_003515-T1	CHXZG_005151-T1
OG0003626	GBNWP_003517-T1	CHXZG_005149-T1
OG0003627	GBNWP_003518-T1	CHXZG_005148-T1
OG0003628	GBNWP_003519-T1	CHXZG_005147-T1
OG0003629	GBNWP_003520-T1	CHXZG_005146-T1
OG0003630	GBNWP_003521-T1	CHXZG_000631-T1
OG0003631	GBNWP_003522-T1	CHXZG_007444-T1
OG0003632	GBNWP_003523-T1	CHXZG_007442-T1
OG0003633	GBNWP_003524-T1	CHXZG_007441-T1
OG0003634	GBNWP_003525-T1	CHXZG_007440-T1
OG0003635	GBNWP_003527-T1	CHXZG_007439-T1
OG0003636	GBNWP_003528-T1	CHXZG_005442-T1
OG0003637	GBNWP_003529-T1	CHXZG_005441-T1
OG0003638	GBNWP_003530-T1	CHXZG_005440-T1
OG0003639	GBNWP_003531-T1	CHXZG_005439-T1
OG0003640	GBNWP_003535-T1	CHXZG_005435-T1
OG0003641	GBNWP_003536-T1	CHXZG_005434-T1
OG0003642	GBNWP_003537-T1	CHXZG_005433-T1
OG0003643	GBNWP_003538-T1	CHXZG_005432-T1
OG0003644	GBNWP_003539-T1	CHXZG_005431-T1
OG0003645	GBNWP_003540-T1	CHXZG_005430-T1
OG0003646	GBNWP_003542-T1	CHXZG_005428-T1
OG0003647	GBNWP_003543-T1	CHXZG_009488-T1
OG0003648	GBNWP_003545-T1	CHXZG_009487-T1
OG0003649	GBNWP_003546-T1	CHXZG_009486-T1
OG0003650	GBNWP_003547-T1	CHXZG_009485-T1
OG0003651	GBNWP_003548-T1	CHXZG_009484-T1
OG0003652	GBNWP_003549-T1	CHXZG_009483-T1
OG0003653	GBNWP_003550-T1	CHXZG_009482-T1
OG0003654	GBNWP_003551-T1	CHXZG_009481-T1
OG0003655	GBNWP_003552-T1	CHXZG_009480-T1
OG0003656	GBNWP_003553-T1	CHXZG_009479-T1
OG0003657	GBNWP_003554-T1	CHXZG_009478-T1
OG0003658	GBNWP_003555-T1	CHXZG_009477-T1
OG0003659	GBNWP_003557-T1	CHXZG_009474-T1
OG0003660	GBNWP_003562-T1	CHXZG_004142-T1
OG0003661	GBNWP_003563-T1	CHXZG_004143-T1
OG0003662	GBNWP_003564-T1	CHXZG_004144-T1
OG0003663	GBNWP_003565-T1	CHXZG_004145-T1
OG0003664	GBNWP_003566-T1	CHXZG_004146-T1
OG0003665	GBNWP_003567-T1	CHXZG_004147-T1
OG0003666	GBNWP_003568-T1	CHXZG_004148-T1
OG0003667	GBNWP_003569-T1	CHXZG_004149-T1
OG0003668	GBNWP_003571-T1	CHXZG_004151-T1
OG0003669	GBNWP_003573-T1	CHXZG_004153-T1
OG0003670	GBNWP_003574-T1	CHXZG_004154-T1
OG0003671	GBNWP_003575-T1	CHXZG_004155-T1
OG0003672	GBNWP_003576-T1	CHXZG_004156-T1
OG0003673	GBNWP_003578-T1	CHXZG_004158-T1
OG0003674	GBNWP_003579-T1	CHXZG_004159-T1
OG0003675	GBNWP_003580-T1	CHXZG_004160-T1
OG0003676	GBNWP_003581-T1	CHXZG_004161-T1
OG0003677	GBNWP_003582-T1	CHXZG_004162-T1
OG0003678	GBNWP_003583-T1	CHXZG_004123-T1
OG0003679	GBNWP_003584-T1	CHXZG_004124-T1
OG0003680	GBNWP_003585-T1	CHXZG_004125-T1
OG0003681	GBNWP_003586-T1	CHXZG_004126-T1
OG0003682	GBNWP_003587-T1	CHXZG_004127-T1
OG0003683	GBNWP_003588-T1	CHXZG_004128-T1
OG0003684	GBNWP_003590-T1	CHXZG_004130-T1
OG0003685	GBNWP_003591-T1	CHXZG_004131-T1
OG0003686	GBNWP_003592-T1	CHXZG_004132-T1
OG0003687	GBNWP_003593-T1	CHXZG_004133-T1
OG0003688	GBNWP_003594-T1	CHXZG_004134-T1
OG0003689	GBNWP_003595-T1	CHXZG_004135-T1
OG0003690	GBNWP_003596-T1	CHXZG_004136-T1
OG0003691	GBNWP_003597-T1	CHXZG_004137-T1
OG0003692	GBNWP_003598-T1	CHXZG_004138-T1
OG0003693	GBNWP_003599-T1	CHXZG_004139-T1
OG0003694	GBNWP_003600-T1	CHXZG_004140-T1
OG0003695	GBNWP_003601-T1	CHXZG_004053-T1
OG0003696	GBNWP_003602-T1	CHXZG_004052-T1
OG0003697	GBNWP_003604-T1	CHXZG_004050-T1
OG0003698	GBNWP_003606-T1	CHXZG_004046-T1
OG0003699	GBNWP_003607-T1	CHXZG_004045-T1
OG0003700	GBNWP_003608-T1	CHXZG_004044-T1
OG0003701	GBNWP_003609-T1	CHXZG_004043-T1
OG0003702	GBNWP_003610-T1	CHXZG_004042-T1
OG0003703	GBNWP_003611-T1	CHXZG_004041-T1
OG0003704	GBNWP_003613-T1	CHXZG_004039-T1
OG0003705	GBNWP_003614-T1	CHXZG_004038-T1
OG0003706	GBNWP_003618-T1	CHXZG_000997-T1
OG0003707	GBNWP_003619-T1	CHXZG_000998-T1
OG0003708	GBNWP_003620-T1	CHXZG_000999-T1
OG0003709	GBNWP_003621-T1	CHXZG_001000-T1
OG0003710	GBNWP_003622-T1	CHXZG_001001-T1
OG0003711	GBNWP_003623-T1	CHXZG_001002-T1
OG0003712	GBNWP_003624-T1	CHXZG_001003-T1
OG0003713	GBNWP_003625-T1	CHXZG_001004-T1
OG0003714	GBNWP_003626-T1	CHXZG_001005-T1
OG0003715	GBNWP_003627-T1	CHXZG_001006-T1
OG0003716	GBNWP_003628-T1	CHXZG_001007-T1
OG0003717	GBNWP_003629-T1	CHXZG_001008-T1
OG0003718	GBNWP_003630-T1	CHXZG_001009-T1
OG0003719	GBNWP_003633-T1	CHXZG_001013-T1
OG0003720	GBNWP_003638-T1	CHXZG_002700-T1
OG0003721	GBNWP_003639-T1	CHXZG_002699-T1
OG0003722	GBNWP_003640-T1	CHXZG_002698-T1
OG0003723	GBNWP_003641-T1	CHXZG_002697-T1
OG0003724	GBNWP_003642-T1	CHXZG_002696-T1
OG0003725	GBNWP_003644-T1	CHXZG_002694-T1
OG0003726	GBNWP_003645-T1	CHXZG_002693-T1
OG0003727	GBNWP_003648-T1	CHXZG_002689-T1
OG0003728	GBNWP_003649-T1	CHXZG_002688-T1
OG0003729	GBNWP_003650-T1	CHXZG_002687-T1
OG0003730	GBNWP_003651-T1	CHXZG_002686-T1
OG0003731	GBNWP_003653-T1	CHXZG_002684-T1
OG0003732	GBNWP_003654-T1	CHXZG_002683-T1
OG0003733	GBNWP_003656-T1	CHXZG_002681-T1
OG0003734	GBNWP_003657-T1	CHXZG_002680-T1
OG0003735	GBNWP_003658-T1	CHXZG_002679-T1
OG0003736	GBNWP_003661-T1	CHXZG_002677-T1
OG0003737	GBNWP_003662-T1	CHXZG_002676-T1
OG0003738	GBNWP_003663-T1	CHXZG_002675-T1
OG0003739	GBNWP_003664-T1	CHXZG_002674-T1
OG0003740	GBNWP_003665-T1	CHXZG_002673-T1
OG0003741	GBNWP_003666-T1	CHXZG_002672-T1
OG0003742	GBNWP_003667-T1	CHXZG_002671-T1
OG0003743	GBNWP_003669-T1	CHXZG_002669-T1
OG0003744	GBNWP_003670-T1	CHXZG_002668-T1
OG0003745	GBNWP_003671-T1	CHXZG_002667-T1
OG0003746	GBNWP_003672-T1	CHXZG_002666-T1
OG0003747	GBNWP_003674-T1	CHXZG_002664-T1
OG0003748	GBNWP_003675-T1	CHXZG_002663-T1
OG0003749	GBNWP_003676-T1	CHXZG_002662-T1
OG0003750	GBNWP_003677-T1	CHXZG_002660-T1
OG0003751	GBNWP_003678-T1	CHXZG_002659-T1
OG0003752	GBNWP_003679-T1	CHXZG_002658-T1
OG0003753	GBNWP_003680-T1	CHXZG_002657-T1
OG0003754	GBNWP_003682-T1	CHXZG_002652-T1
OG0003755	GBNWP_003683-T1	CHXZG_002651-T1
OG0003756	GBNWP_003684-T1	CHXZG_002649-T1
OG0003757	GBNWP_003686-T1	CHXZG_002645-T1
OG0003758	GBNWP_003689-T1	CHXZG_002642-T1
OG0003759	GBNWP_003690-T1	CHXZG_002641-T1
OG0003760	GBNWP_003691-T1	CHXZG_002640-T1
OG0003761	GBNWP_003693-T1	CHXZG_002638-T1
OG0003762	GBNWP_003694-T1	CHXZG_002637-T1
OG0003763	GBNWP_003695-T1	CHXZG_002636-T1
OG0003764	GBNWP_003696-T1	CHXZG_002635-T1
OG0003765	GBNWP_003697-T1	CHXZG_002634-T1
OG0003766	GBNWP_003698-T1	CHXZG_002633-T1
OG0003767	GBNWP_003700-T1	CHXZG_002632-T1
OG0003768	GBNWP_003701-T1	CHXZG_002631-T1
OG0003769	GBNWP_003702-T1	CHXZG_002630-T1
OG0003770	GBNWP_003704-T1	CHXZG_002627-T1
OG0003771	GBNWP_003708-T1	CHXZG_001133-T1
OG0003772	GBNWP_003709-T1	CHXZG_001132-T1
OG0003773	GBNWP_003712-T1	CHXZG_001129-T1
OG0003774	GBNWP_003715-T1	CHXZG_001127-T1
OG0003775	GBNWP_003716-T1	CHXZG_001126-T1
OG0003776	GBNWP_003717-T1	CHXZG_001125-T1
OG0003777	GBNWP_003718-T1	CHXZG_001124-T1
OG0003778	GBNWP_003720-T1	CHXZG_001122-T1
OG0003779	GBNWP_003723-T1	CHXZG_001119-T1
OG0003780	GBNWP_003727-T1	CHXZG_001116-T1
OG0003781	GBNWP_003728-T1	CHXZG_001115-T1
OG0003782	GBNWP_003729-T1	CHXZG_001114-T1
OG0003783	GBNWP_003730-T1	CHXZG_001113-T1
OG0003784	GBNWP_003732-T1	CHXZG_001112-T1
OG0003785	GBNWP_003733-T1	CHXZG_001111-T1
OG0003786	GBNWP_003734-T1	CHXZG_001110-T1
OG0003787	GBNWP_003737-T1	CHXZG_001107-T1
OG0003788	GBNWP_003738-T1	CHXZG_001106-T1
OG0003789	GBNWP_003739-T1	CHXZG_001105-T1
OG0003790	GBNWP_003740-T1	CHXZG_001104-T1
OG0003791	GBNWP_003743-T1	CHXZG_001101-T1
OG0003792	GBNWP_003744-T1	CHXZG_001100-T1
OG0003793	GBNWP_003750-T1	CHXZG_001094-T1
OG0003794	GBNWP_003751-T1	CHXZG_001093-T1
OG0003795	GBNWP_003752-T1	CHXZG_001092-T1
OG0003796	GBNWP_003755-T1	CHXZG_001090-T1
OG0003797	GBNWP_003756-T1	CHXZG_001089-T1
OG0003798	GBNWP_003757-T1	CHXZG_001088-T1
OG0003799	GBNWP_003759-T1	CHXZG_001086-T1
OG0003800	GBNWP_003760-T1	CHXZG_001085-T1
OG0003801	GBNWP_003761-T1	CHXZG_001083-T1
OG0003802	GBNWP_003762-T1	CHXZG_001082-T1
OG0003803	GBNWP_003766-T1	CHXZG_001079-T1
OG0003804	GBNWP_003767-T1	CHXZG_001078-T1
OG0003805	GBNWP_003768-T1	CHXZG_001077-T1
OG0003806	GBNWP_003769-T1	CHXZG_001076-T1
OG0003807	GBNWP_003770-T1	CHXZG_001074-T1
OG0003808	GBNWP_003771-T1	CHXZG_001073-T1
OG0003809	GBNWP_003773-T1	CHXZG_001071-T1
OG0003810	GBNWP_003774-T1	CHXZG_001070-T1
OG0003811	GBNWP_003776-T1	CHXZG_001068-T1
OG0003812	GBNWP_003778-T1	CHXZG_001066-T1
OG0003813	GBNWP_003779-T1	CHXZG_001065-T1
OG0003814	GBNWP_003780-T1	CHXZG_001064-T1
OG0003815	GBNWP_003781-T1	CHXZG_001063-T1
OG0003816	GBNWP_003782-T1	CHXZG_001062-T1
OG0003817	GBNWP_003783-T1	CHXZG_001061-T1
OG0003818	GBNWP_003784-T1	CHXZG_001060-T1
OG0003819	GBNWP_003785-T1	CHXZG_001059-T1
OG0003820	GBNWP_003790-T1	CHXZG_003360-T1
OG0003821	GBNWP_003791-T1	CHXZG_003359-T1
OG0003822	GBNWP_003792-T1	CHXZG_003358-T1
OG0003823	GBNWP_003793-T1	CHXZG_003357-T1
OG0003824	GBNWP_003794-T1	CHXZG_003356-T1
OG0003825	GBNWP_003795-T1	CHXZG_003355-T1
OG0003826	GBNWP_003799-T1	CHXZG_003352-T1
OG0003827	GBNWP_003800-T1	CHXZG_003351-T1
OG0003828	GBNWP_003801-T1	CHXZG_003350-T1
OG0003829	GBNWP_003802-T1	CHXZG_003349-T1
OG0003830	GBNWP_003803-T1	CHXZG_003348-T1
OG0003831	GBNWP_003804-T1	CHXZG_003347-T1
OG0003832	GBNWP_003805-T1	CHXZG_003346-T1
OG0003833	GBNWP_003806-T1	CHXZG_003345-T1
OG0003834	GBNWP_003807-T1	CHXZG_003344-T1
OG0003835	GBNWP_003808-T1	CHXZG_003343-T1
OG0003836	GBNWP_003809-T1	CHXZG_003342-T1
OG0003837	GBNWP_003810-T1	CHXZG_000826-T1
OG0003838	GBNWP_003813-T1	CHXZG_000824-T1
OG0003839	GBNWP_003814-T1	CHXZG_000823-T1
OG0003840	GBNWP_003816-T1	CHXZG_000820-T1
OG0003841	GBNWP_003819-T1	CHXZG_000816-T1
OG0003842	GBNWP_003820-T1	CHXZG_000815-T1
OG0003843	GBNWP_003821-T1	CHXZG_000814-T1
OG0003844	GBNWP_003822-T1	CHXZG_000813-T1
OG0003845	GBNWP_003824-T1	CHXZG_000811-T1
OG0003846	GBNWP_003825-T1	CHXZG_000810-T1
OG0003847	GBNWP_003827-T1	CHXZG_000806-T1
OG0003848	GBNWP_003828-T1	CHXZG_000803-T1
OG0003849	GBNWP_003829-T1	CHXZG_000801-T1
OG0003850	GBNWP_003830-T1	CHXZG_000800-T1
OG0003851	GBNWP_003834-T1	CHXZG_006296-T1
OG0003852	GBNWP_003836-T1	CHXZG_006299-T1
OG0003853	GBNWP_003837-T1	CHXZG_006300-T1
OG0003854	GBNWP_003838-T1	CHXZG_006301-T1
OG0003855	GBNWP_003839-T1	CHXZG_006302-T1
OG0003856	GBNWP_003840-T1	CHXZG_006303-T1
OG0003857	GBNWP_003841-T1	CHXZG_006304-T1
OG0003858	GBNWP_003842-T1	CHXZG_006305-T1
OG0003859	GBNWP_003843-T1	CHXZG_006306-T1
OG0003860	GBNWP_003844-T1	CHXZG_004844-T1
OG0003861	GBNWP_003845-T1	CHXZG_004843-T1
OG0003862	GBNWP_003846-T1	CHXZG_004841-T1
OG0003863	GBNWP_003847-T1	CHXZG_004838-T1
OG0003864	GBNWP_003848-T1	CHXZG_004837-T1
OG0003865	GBNWP_003850-T1	CHXZG_004835-T1
OG0003866	GBNWP_003851-T1	CHXZG_004834-T1
OG0003867	GBNWP_003852-T1	CHXZG_004833-T1
OG0003868	GBNWP_003853-T1	CHXZG_004832-T1
OG0003869	GBNWP_003854-T1	CHXZG_004831-T1
OG0003870	GBNWP_003856-T1	CHXZG_003683-T1
OG0003871	GBNWP_003857-T1	CHXZG_003682-T1
OG0003872	GBNWP_003858-T1	CHXZG_003681-T1
OG0003873	GBNWP_003859-T1	CHXZG_003680-T1
OG0003874	GBNWP_003860-T1	CHXZG_003678-T1
OG0003875	GBNWP_003861-T1	CHXZG_003677-T1
OG0003876	GBNWP_003862-T1	CHXZG_003676-T1
OG0003877	GBNWP_003863-T1	CHXZG_003675-T1
OG0003878	GBNWP_003866-T1	CHXZG_003672-T1
OG0003879	GBNWP_003867-T1	CHXZG_003671-T1
OG0003880	GBNWP_003870-T1	CHXZG_003669-T1
OG0003881	GBNWP_003873-T1	CHXZG_003665-T1
OG0003882	GBNWP_003875-T1	CHXZG_010585-T1
OG0003883	GBNWP_003876-T1	CHXZG_010584-T1
OG0003884	GBNWP_003877-T1	CHXZG_010583-T1
OG0003885	GBNWP_003878-T1	CHXZG_010582-T1
OG0003886	GBNWP_003879-T1	CHXZG_010581-T1
OG0003887	GBNWP_003880-T1	CHXZG_010580-T1
OG0003888	GBNWP_003881-T1	CHXZG_010579-T1
OG0003889	GBNWP_003882-T1	CHXZG_010578-T1
OG0003890	GBNWP_003883-T1	CHXZG_010577-T1
OG0003891	GBNWP_003884-T1	CHXZG_010576-T1
OG0003892	GBNWP_003885-T1	CHXZG_010575-T1
OG0003893	GBNWP_003886-T1	CHXZG_010574-T1
OG0003894	GBNWP_003887-T1	CHXZG_010573-T1
OG0003895	GBNWP_003888-T1	CHXZG_010571-T1
OG0003896	GBNWP_003889-T1	CHXZG_010570-T1
OG0003897	GBNWP_003890-T1	CHXZG_010569-T1
OG0003898	GBNWP_003891-T1	CHXZG_010568-T1
OG0003899	GBNWP_003893-T1	CHXZG_004180-T1
OG0003900	GBNWP_003894-T1	CHXZG_004181-T1
OG0003901	GBNWP_003895-T1	CHXZG_004182-T1
OG0003902	GBNWP_003896-T1	CHXZG_004183-T1
OG0003903	GBNWP_003897-T1	CHXZG_004184-T1
OG0003904	GBNWP_003898-T1	CHXZG_004185-T1
OG0003905	GBNWP_003899-T1	CHXZG_004186-T1
OG0003906	GBNWP_003900-T1	CHXZG_004187-T1
OG0003907	GBNWP_003901-T1	CHXZG_004188-T1
OG0003908	GBNWP_003902-T1	CHXZG_004189-T1
OG0003909	GBNWP_003903-T1	CHXZG_004190-T1
OG0003910	GBNWP_003904-T1	CHXZG_004191-T1
OG0003911	GBNWP_003905-T1	CHXZG_004192-T1
OG0003912	GBNWP_003908-T1	CHXZG_004195-T1
OG0003913	GBNWP_003910-T1	CHXZG_004197-T1
OG0003914	GBNWP_003912-T1	CHXZG_004163-T1
OG0003915	GBNWP_003913-T1	CHXZG_004164-T1
OG0003916	GBNWP_003914-T1	CHXZG_004165-T1
OG0003917	GBNWP_003915-T1	CHXZG_004166-T1
OG0003918	GBNWP_003917-T1	CHXZG_004167-T1
OG0003919	GBNWP_003918-T1	CHXZG_004168-T1
OG0003920	GBNWP_003920-T1	CHXZG_004170-T1
OG0003921	GBNWP_003921-T1	CHXZG_004171-T1
OG0003922	GBNWP_003922-T1	CHXZG_004172-T1
OG0003923	GBNWP_003923-T1	CHXZG_004173-T1
OG0003924	GBNWP_003924-T1	CHXZG_004174-T1
OG0003925	GBNWP_003925-T1	CHXZG_004175-T1
OG0003926	GBNWP_003926-T1	CHXZG_004176-T1
OG0003927	GBNWP_003927-T1	CHXZG_004177-T1
OG0003928	GBNWP_003928-T1	CHXZG_004178-T1
OG0003929	GBNWP_003929-T1	CHXZG_004179-T1
OG0003930	GBNWP_003930-T1	CHXZG_010974-T1
OG0003931	GBNWP_003931-T1	CHXZG_010975-T1
OG0003932	GBNWP_003932-T1	CHXZG_010976-T1
OG0003933	GBNWP_003933-T1	CHXZG_010977-T1
OG0003934	GBNWP_003934-T1	CHXZG_010978-T1
OG0003935	GBNWP_003935-T1	CHXZG_010979-T1
OG0003936	GBNWP_003936-T1	CHXZG_010980-T1
OG0003937	GBNWP_003937-T1	CHXZG_010981-T1
OG0003938	GBNWP_003938-T1	CHXZG_010982-T1
OG0003939	GBNWP_003939-T1	CHXZG_010983-T1
OG0003940	GBNWP_003942-T1	CHXZG_002481-T1
OG0003941	GBNWP_003943-T1	CHXZG_002479-T1
OG0003942	GBNWP_003944-T1	CHXZG_002478-T1
OG0003943	GBNWP_003945-T1	CHXZG_002477-T1
OG0003944	GBNWP_003947-T1	CHXZG_001385-T1
OG0003945	GBNWP_003948-T1	CHXZG_001386-T1
OG0003946	GBNWP_003951-T1	CHXZG_001389-T1
OG0003947	GBNWP_003953-T1	CHXZG_001391-T1
OG0003948	GBNWP_003954-T1	CHXZG_001392-T1
OG0003949	GBNWP_003955-T1	CHXZG_001393-T1
OG0003950	GBNWP_003956-T1	CHXZG_001394-T1
OG0003951	GBNWP_003957-T1	CHXZG_001395-T1
OG0003952	GBNWP_003958-T1	CHXZG_001396-T1
OG0003953	GBNWP_003959-T1	CHXZG_001397-T1
OG0003954	GBNWP_003960-T1	CHXZG_001398-T1
OG0003955	GBNWP_003961-T1	CHXZG_001399-T1
OG0003956	GBNWP_003964-T1	CHXZG_003450-T1
OG0003957	GBNWP_003965-T1	CHXZG_003451-T1
OG0003958	GBNWP_003966-T1	CHXZG_003452-T1
OG0003959	GBNWP_003967-T1	CHXZG_003453-T1
OG0003960	GBNWP_003968-T1	CHXZG_003454-T1
OG0003961	GBNWP_003969-T1	CHXZG_003455-T1
OG0003962	GBNWP_003970-T1	CHXZG_003456-T1
OG0003963	GBNWP_003972-T1	CHXZG_003458-T1
OG0003964	GBNWP_003973-T1	CHXZG_003459-T1
OG0003965	GBNWP_003974-T1	CHXZG_003460-T1
OG0003966	GBNWP_003975-T1	CHXZG_003461-T1
OG0003967	GBNWP_003976-T1	CHXZG_003462-T1
OG0003968	GBNWP_003977-T1	CHXZG_003463-T1
OG0003969	GBNWP_003978-T1	CHXZG_003465-T1
OG0003970	GBNWP_003979-T1	CHXZG_003466-T1
OG0003971	GBNWP_003980-T1	CHXZG_003467-T1
OG0003972	GBNWP_003982-T1	CHXZG_003470-T1
OG0003973	GBNWP_003983-T1	CHXZG_009801-T1
OG0003974	GBNWP_003984-T1	CHXZG_009802-T1
OG0003975	GBNWP_003985-T1	CHXZG_009803-T1
OG0003976	GBNWP_003986-T1	CHXZG_009804-T1
OG0003977	GBNWP_003987-T1	CHXZG_009805-T1
OG0003978	GBNWP_003988-T1	CHXZG_009806-T1
OG0003979	GBNWP_003989-T1	CHXZG_009807-T1
OG0003980	GBNWP_003991-T1	CHXZG_009809-T1
OG0003981	GBNWP_003993-T1	CHXZG_009811-T1
OG0003982	GBNWP_003994-T1	CHXZG_009812-T1
OG0003983	GBNWP_003995-T1	CHXZG_009813-T1
OG0003984	GBNWP_003996-T1	CHXZG_009814-T1
OG0003985	GBNWP_003997-T1	CHXZG_009815-T1
OG0003986	GBNWP_003998-T1	CHXZG_009816-T1
OG0003987	GBNWP_003999-T1	CHXZG_009817-T1
OG0003988	GBNWP_004000-T1	CHXZG_009818-T1
OG0003989	GBNWP_004001-T1	CHXZG_009819-T1
OG0003990	GBNWP_004002-T1	CHXZG_004403-T1
OG0003991	GBNWP_004003-T1	CHXZG_004404-T1
OG0003992	GBNWP_004004-T1	CHXZG_004405-T1
OG0003993	GBNWP_004005-T1	CHXZG_004406-T1
OG0003994	GBNWP_004006-T1	CHXZG_004407-T1
OG0003995	GBNWP_004007-T1	CHXZG_004408-T1
OG0003996	GBNWP_004008-T1	CHXZG_004409-T1
OG0003997	GBNWP_004009-T1	CHXZG_004410-T1
OG0003998	GBNWP_004010-T1	CHXZG_004412-T1
OG0003999	GBNWP_004011-T1	CHXZG_004413-T1
OG0004000	GBNWP_004013-T1	CHXZG_004415-T1
OG0004001	GBNWP_004014-T1	CHXZG_004416-T1
OG0004002	GBNWP_004015-T1	CHXZG_004417-T1
OG0004003	GBNWP_004016-T1	CHXZG_004418-T1
OG0004004	GBNWP_004018-T1	CHXZG_002707-T1
OG0004005	GBNWP_004019-T1	CHXZG_002708-T1
OG0004006	GBNWP_004020-T1	CHXZG_002709-T1
OG0004007	GBNWP_004021-T1	CHXZG_002710-T1
OG0004008	GBNWP_004022-T1	CHXZG_002711-T1
OG0004009	GBNWP_004024-T1	CHXZG_002712-T1
OG0004010	GBNWP_004025-T1	CHXZG_002713-T1
OG0004011	GBNWP_004026-T1	CHXZG_002714-T1
OG0004012	GBNWP_004028-T1	CHXZG_002716-T1
OG0004013	GBNWP_004029-T1	CHXZG_002717-T1
OG0004014	GBNWP_004030-T1	CHXZG_002718-T1
OG0004015	GBNWP_004031-T1	CHXZG_002719-T1
OG0004016	GBNWP_004032-T1	CHXZG_002720-T1
OG0004017	GBNWP_004033-T1	CHXZG_004703-T1
OG0004018	GBNWP_004035-T1	CHXZG_004705-T1
OG0004019	GBNWP_004036-T1	CHXZG_004706-T1
OG0004020	GBNWP_004038-T1	CHXZG_004708-T1
OG0004021	GBNWP_004039-T1	CHXZG_004709-T1
OG0004022	GBNWP_004040-T1	CHXZG_004710-T1
OG0004023	GBNWP_004041-T1	CHXZG_004711-T1
OG0004024	GBNWP_004044-T1	CHXZG_004714-T1
OG0004025	GBNWP_004045-T1	CHXZG_004715-T1
OG0004026	GBNWP_004046-T1	CHXZG_004716-T1
OG0004027	GBNWP_004047-T1	CHXZG_004717-T1
OG0004028	GBNWP_004049-T1	CHXZG_004719-T1
OG0004029	GBNWP_004050-T1	CHXZG_004720-T1
OG0004030	GBNWP_004051-T1	CHXZG_004721-T1
OG0004031	GBNWP_004052-T1	CHXZG_004722-T1
OG0004032	GBNWP_004053-T1	CHXZG_004723-T1
OG0004033	GBNWP_004054-T1	CHXZG_004724-T1
OG0004034	GBNWP_004055-T1	CHXZG_004725-T1
OG0004035	GBNWP_004056-T1	CHXZG_004726-T1
OG0004036	GBNWP_004057-T1	CHXZG_004727-T1
OG0004037	GBNWP_004058-T1	CHXZG_004728-T1
OG0004038	GBNWP_004059-T1	CHXZG_004729-T1
OG0004039	GBNWP_004060-T1	CHXZG_004730-T1
OG0004040	GBNWP_004061-T1	CHXZG_004731-T1
OG0004041	GBNWP_004062-T1	CHXZG_004732-T1
OG0004042	GBNWP_004063-T1	CHXZG_004733-T1
OG0004043	GBNWP_004064-T1	CHXZG_004734-T1
OG0004044	GBNWP_004065-T1	CHXZG_004735-T1
OG0004045	GBNWP_004067-T1	CHXZG_004737-T1
OG0004046	GBNWP_004068-T1	CHXZG_004738-T1
OG0004047	GBNWP_004070-T1	CHXZG_004740-T1
OG0004048	GBNWP_004072-T1	CHXZG_004742-T1
OG0004049	GBNWP_004073-T1	CHXZG_004743-T1
OG0004050	GBNWP_004075-T1	CHXZG_004745-T1
OG0004051	GBNWP_004076-T1	CHXZG_004746-T1
OG0004052	GBNWP_004077-T1	CHXZG_004747-T1
OG0004053	GBNWP_004079-T1	CHXZG_004749-T1
OG0004054	GBNWP_004081-T1	CHXZG_004750-T1
OG0004055	GBNWP_004082-T1	CHXZG_004751-T1
OG0004056	GBNWP_004083-T1	CHXZG_004752-T1
OG0004057	GBNWP_004084-T1	CHXZG_004753-T1
OG0004058	GBNWP_004085-T1	CHXZG_004754-T1
OG0004059	GBNWP_004086-T1	CHXZG_004755-T1
OG0004060	GBNWP_004087-T1	CHXZG_004756-T1
OG0004061	GBNWP_004090-T1	CHXZG_004759-T1
OG0004062	GBNWP_004091-T1	CHXZG_004760-T1
OG0004063	GBNWP_004092-T1	CHXZG_004761-T1
OG0004064	GBNWP_004093-T1	CHXZG_004762-T1
OG0004065	GBNWP_004094-T1	CHXZG_004763-T1
OG0004066	GBNWP_004095-T1	CHXZG_004764-T1
OG0004067	GBNWP_004096-T1	CHXZG_004765-T1
OG0004068	GBNWP_004097-T1	CHXZG_004766-T1
OG0004069	GBNWP_004098-T1	CHXZG_004767-T1
OG0004070	GBNWP_004099-T1	CHXZG_004768-T1
OG0004071	GBNWP_004102-T1	CHXZG_004770-T1
OG0004072	GBNWP_004103-T1	CHXZG_004771-T1
OG0004073	GBNWP_004104-T1	CHXZG_004772-T1
