	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0010600		CHXZG_011383-T1
OG0010601		CHXZG_011384-T1
OG0010602		CHXZG_011388-T1
OG0010603		CHXZG_011395-T1
OG0010604		CHXZG_011398-T1
OG0010605		CHXZG_011401-T1
OG0010606		CHXZG_011454-T1
OG0010607		CHXZG_011455-T1
OG0010608		CHXZG_011456-T1
OG0010609		CHXZG_011462-T1
OG0010610		CHXZG_011493-T1
OG0010611		CHXZG_011494-T1
OG0010612		CHXZG_011495-T1
OG0010613		CHXZG_011497-T1
OG0010614		CHXZG_011498-T1
OG0010615		CHXZG_011499-T1
OG0010616		CHXZG_011528-T1
OG0010617		CHXZG_011536-T1
OG0010618		CHXZG_011537-T1
OG0010619		CHXZG_011571-T1
OG0010620		CHXZG_011573-T1
OG0010621		CHXZG_011586-T1
OG0010622		CHXZG_011587-T1
OG0010623		CHXZG_011588-T1
OG0010624		CHXZG_011610-T1
OG0010625		CHXZG_011613-T1
