	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0003282	GBNUN_003121-T1	CHXZO_005998-T1
OG0003283	GBNUN_003122-T1	CHXZO_005999-T1
OG0003284	GBNUN_003123-T1	CHXZO_006000-T1
OG0003285	GBNUN_003124-T1	CHXZO_006001-T1
OG0003286	GBNUN_003125-T1	CHXZO_006002-T1
OG0003287	GBNUN_003126-T1	CHXZO_006003-T1
OG0003288	GBNUN_003130-T1	CHXZO_006006-T1
OG0003289	GBNUN_003131-T1	CHXZO_006007-T1
OG0003290	GBNUN_003132-T1	CHXZO_006008-T1
OG0003291	GBNUN_003133-T1	CHXZO_006009-T1
OG0003292	GBNUN_003135-T1	CHXZO_006011-T1
OG0003293	GBNUN_003136-T1	CHXZO_006012-T1
OG0003294	GBNUN_003137-T1	CHXZO_006013-T1
OG0003295	GBNUN_003142-T1	CHXZO_004870-T1
OG0003296	GBNUN_003143-T1	CHXZO_004871-T1
OG0003297	GBNUN_003144-T1	CHXZO_004872-T1
OG0003298	GBNUN_003145-T1	CHXZO_004873-T1
OG0003299	GBNUN_003146-T1	CHXZO_004874-T1
OG0003300	GBNUN_003148-T1	CHXZO_004876-T1
OG0003301	GBNUN_003155-T1	CHXZO_009812-T1
OG0003302	GBNUN_003157-T1	CHXZO_011263-T1
OG0003303	GBNUN_003158-T1	CHXZO_001403-T1
OG0003304	GBNUN_003159-T1	CHXZO_001405-T1
OG0003305	GBNUN_003162-T1	CHXZO_001407-T1
OG0003306	GBNUN_003163-T1	CHXZO_001408-T1
OG0003307	GBNUN_003164-T1	CHXZO_001409-T1
OG0003308	GBNUN_003165-T1	CHXZO_001410-T1
OG0003309	GBNUN_003166-T1	CHXZO_001411-T1
OG0003310	GBNUN_003167-T1	CHXZO_001412-T1
OG0003311	GBNUN_003168-T1	CHXZO_001413-T1
OG0003312	GBNUN_003169-T1	CHXZO_001414-T1
OG0003313	GBNUN_003170-T1	CHXZO_001415-T1
OG0003314	GBNUN_003171-T1	CHXZO_001416-T1
OG0003315	GBNUN_003172-T1	CHXZO_001417-T1
OG0003316	GBNUN_003173-T1	CHXZO_001419-T1
OG0003317	GBNUN_003174-T1	CHXZO_001420-T1
OG0003318	GBNUN_003175-T1	CHXZO_001421-T1
OG0003319	GBNUN_003176-T1	CHXZO_001422-T1
OG0003320	GBNUN_003177-T1	CHXZO_001423-T1
OG0003321	GBNUN_003178-T1	CHXZO_001967-T1
OG0003322	GBNUN_003181-T1	CHXZO_001970-T1
OG0003323	GBNUN_003182-T1	CHXZO_001971-T1
OG0003324	GBNUN_003183-T1	CHXZO_001972-T1
OG0003325	GBNUN_003184-T1	CHXZO_001973-T1
OG0003326	GBNUN_003185-T1	CHXZO_001974-T1
OG0003327	GBNUN_003187-T1	CHXZO_001976-T1
OG0003328	GBNUN_003188-T1	CHXZO_001977-T1
OG0003329	GBNUN_003189-T1	CHXZO_001978-T1
OG0003330	GBNUN_003190-T1	CHXZO_001979-T1
OG0003331	GBNUN_003191-T1	CHXZO_001980-T1
OG0003332	GBNUN_003192-T1	CHXZO_001981-T1
OG0003333	GBNUN_003193-T1	CHXZO_001982-T1
OG0003334	GBNUN_003194-T1	CHXZO_001983-T1
OG0003335	GBNUN_003195-T1	CHXZO_001984-T1
OG0003336	GBNUN_003197-T1	CHXZO_001987-T1
OG0003337	GBNUN_003198-T1	CHXZO_001988-T1
OG0003338	GBNUN_003199-T1	CHXZO_001989-T1
OG0003339	GBNUN_003202-T1	CHXZO_004975-T1
OG0003340	GBNUN_003204-T1	CHXZO_004973-T1
OG0003341	GBNUN_003205-T1	CHXZO_004972-T1
OG0003342	GBNUN_003206-T1	CHXZO_004971-T1
OG0003343	GBNUN_003207-T1	CHXZO_004970-T1
OG0003344	GBNUN_003211-T1	CHXZO_004966-T1
OG0003345	GBNUN_003212-T1	CHXZO_004965-T1
OG0003346	GBNUN_003215-T1	CHXZO_009601-T1
OG0003347	GBNUN_003216-T1	CHXZO_009602-T1
OG0003348	GBNUN_003217-T1	CHXZO_009603-T1
OG0003349	GBNUN_003218-T1	CHXZO_009604-T1
OG0003350	GBNUN_003219-T1	CHXZO_009605-T1
OG0003351	GBNUN_003220-T1	CHXZO_002979-T1
OG0003352	GBNUN_003221-T1	CHXZO_001303-T1
OG0003353	GBNUN_003223-T1	CHXZO_001305-T1
OG0003354	GBNUN_003224-T1	CHXZO_001306-T1
OG0003355	GBNUN_003225-T1	CHXZO_001307-T1
OG0003356	GBNUN_003226-T1	CHXZO_001308-T1
OG0003357	GBNUN_003228-T1	CHXZO_001310-T1
OG0003358	GBNUN_003229-T1	CHXZO_001311-T1
OG0003359	GBNUN_003231-T1	CHXZO_001313-T1
OG0003360	GBNUN_003232-T1	CHXZO_001314-T1
OG0003361	GBNUN_003235-T1	CHXZO_001317-T1
OG0003362	GBNUN_003236-T1	CHXZO_001318-T1
OG0003363	GBNUN_003237-T1	CHXZO_001319-T1
OG0003364	GBNUN_003238-T1	CHXZO_001320-T1
OG0003365	GBNUN_003240-T1	CHXZO_001322-T1
OG0003366	GBNUN_003242-T1	CHXZO_001324-T1
OG0003367	GBNUN_003243-T1	CHXZO_001325-T1
OG0003368	GBNUN_003244-T1	CHXZO_001326-T1
OG0003369	GBNUN_003246-T1	CHXZO_001328-T1
OG0003370	GBNUN_003247-T1	CHXZO_001329-T1
OG0003371	GBNUN_003248-T1	CHXZO_001330-T1
OG0003372	GBNUN_003249-T1	CHXZO_001331-T1
OG0003373	GBNUN_003250-T1	CHXZO_001332-T1
OG0003374	GBNUN_003251-T1	CHXZO_001333-T1
OG0003375	GBNUN_003252-T1	CHXZO_001334-T1
OG0003376	GBNUN_003253-T1	CHXZO_001335-T1
OG0003377	GBNUN_003254-T1	CHXZO_001336-T1
OG0003378	GBNUN_003255-T1	CHXZO_001337-T1
OG0003379	GBNUN_003258-T1	CHXZO_001343-T1
OG0003380	GBNUN_003259-T1	CHXZO_001344-T1
OG0003381	GBNUN_003260-T1	CHXZO_001345-T1
OG0003382	GBNUN_003261-T1	CHXZO_001346-T1
OG0003383	GBNUN_003262-T1	CHXZO_001347-T1
OG0003384	GBNUN_003263-T1	CHXZO_001349-T1
OG0003385	GBNUN_003265-T1	CHXZO_001350-T1
OG0003386	GBNUN_003267-T1	CHXZO_001351-T1
OG0003387	GBNUN_003268-T1	CHXZO_001352-T1
OG0003388	GBNUN_003270-T1	CHXZO_001354-T1
OG0003389	GBNUN_003272-T1	CHXZO_001356-T1
OG0003390	GBNUN_003273-T1	CHXZO_001357-T1
OG0003391	GBNUN_003274-T1	CHXZO_001358-T1
OG0003392	GBNUN_003276-T1	CHXZO_001360-T1
OG0003393	GBNUN_003277-T1	CHXZO_001362-T1
OG0003394	GBNUN_003278-T1	CHXZO_001363-T1
OG0003395	GBNUN_003279-T1	CHXZO_001364-T1
OG0003396	GBNUN_003280-T1	CHXZO_001365-T1
OG0003397	GBNUN_003281-T1	CHXZO_001366-T1
OG0003398	GBNUN_003283-T1	CHXZO_001368-T1
OG0003399	GBNUN_003284-T1	CHXZO_001369-T1
OG0003400	GBNUN_003285-T1	CHXZO_001370-T1
OG0003401	GBNUN_003286-T1	CHXZO_001371-T1
OG0003402	GBNUN_003287-T1	CHXZO_001372-T1
OG0003403	GBNUN_003288-T1	CHXZO_001373-T1
OG0003404	GBNUN_003289-T1	CHXZO_001374-T1
OG0003405	GBNUN_003290-T1	CHXZO_001375-T1
OG0003406	GBNUN_003291-T1	CHXZO_001376-T1
OG0003407	GBNUN_003292-T1	CHXZO_011838-T1
OG0003408	GBNUN_003293-T1	CHXZO_002982-T1
OG0003409	GBNUN_003297-T1	CHXZO_002986-T1
OG0003410	GBNUN_003298-T1	CHXZO_002987-T1
OG0003411	GBNUN_003299-T1	CHXZO_002988-T1
OG0003412	GBNUN_003300-T1	CHXZO_002989-T1
OG0003413	GBNUN_003301-T1	CHXZO_002990-T1
OG0003414	GBNUN_003303-T1	CHXZO_002992-T1
OG0003415	GBNUN_003304-T1	CHXZO_002993-T1
OG0003416	GBNUN_003305-T1	CHXZO_002994-T1
OG0003417	GBNUN_003306-T1	CHXZO_002995-T1
OG0003418	GBNUN_003307-T1	CHXZO_002996-T1
OG0003419	GBNUN_003308-T1	CHXZO_002997-T1
OG0003420	GBNUN_003309-T1	CHXZO_002137-T1
OG0003421	GBNUN_003310-T1	CHXZO_002136-T1
OG0003422	GBNUN_003311-T1	CHXZO_002135-T1
OG0003423	GBNUN_003312-T1	CHXZO_002134-T1
OG0003424	GBNUN_003313-T1	CHXZO_002133-T1
OG0003425	GBNUN_003314-T1	CHXZO_002132-T1
OG0003426	GBNUN_003315-T1	CHXZO_002131-T1
OG0003427	GBNUN_003316-T1	CHXZO_002130-T1
OG0003428	GBNUN_003318-T1	CHXZO_002128-T1
OG0003429	GBNUN_003319-T1	CHXZO_002127-T1
OG0003430	GBNUN_003320-T1	CHXZO_002126-T1
OG0003431	GBNUN_003322-T1	CHXZO_002124-T1
OG0003432	GBNUN_003324-T1	CHXZO_002122-T1
OG0003433	GBNUN_003326-T1	CHXZO_002119-T1
OG0003434	GBNUN_003327-T1	CHXZO_002118-T1
OG0003435	GBNUN_003328-T1	CHXZO_002117-T1
OG0003436	GBNUN_003329-T1	CHXZO_002116-T1
OG0003437	GBNUN_003333-T1	CHXZO_002574-T1
OG0003438	GBNUN_003334-T1	CHXZO_002573-T1
OG0003439	GBNUN_003335-T1	CHXZO_002572-T1
OG0003440	GBNUN_003336-T1	CHXZO_002570-T1
OG0003441	GBNUN_003339-T1	CHXZO_002566-T1
OG0003442	GBNUN_003340-T1	CHXZO_002565-T1
OG0003443	GBNUN_003341-T1	CHXZO_002564-T1
OG0003444	GBNUN_003342-T1	CHXZO_002563-T1
OG0003445	GBNUN_003347-T1	CHXZO_002557-T1
OG0003446	GBNUN_003348-T1	CHXZO_002556-T1
OG0003447	GBNUN_003349-T1	CHXZO_002555-T1
OG0003448	GBNUN_003350-T1	CHXZO_002554-T1
OG0003449	GBNUN_003352-T1	CHXZO_002343-T1
OG0003450	GBNUN_003356-T1	CHXZO_002346-T1
OG0003451	GBNUN_003357-T1	CHXZO_002347-T1
OG0003452	GBNUN_003358-T1	CHXZO_002348-T1
OG0003453	GBNUN_003359-T1	CHXZO_002349-T1
OG0003454	GBNUN_003361-T1	CHXZO_002351-T1
OG0003455	GBNUN_003362-T1	CHXZO_002352-T1
OG0003456	GBNUN_003363-T1	CHXZO_002353-T1
OG0003457	GBNUN_003366-T1	CHXZO_002356-T1
OG0003458	GBNUN_003367-T1	CHXZO_002357-T1
OG0003459	GBNUN_003368-T1	CHXZO_002358-T1
OG0003460	GBNUN_003369-T1	CHXZO_002359-T1
OG0003461	GBNUN_003370-T1	CHXZO_002360-T1
OG0003462	GBNUN_003371-T1	CHXZO_002361-T1
OG0003463	GBNUN_003372-T1	CHXZO_002477-T1
OG0003464	GBNUN_003373-T1	CHXZO_002476-T1
OG0003465	GBNUN_003374-T1	CHXZO_002475-T1
OG0003466	GBNUN_003378-T1	CHXZO_002471-T1
OG0003467	GBNUN_003379-T1	CHXZO_002470-T1
OG0003468	GBNUN_003382-T1	CHXZO_002468-T1
OG0003469	GBNUN_003383-T1	CHXZO_002467-T1
OG0003470	GBNUN_003384-T1	CHXZO_002466-T1
OG0003471	GBNUN_003385-T1	CHXZO_002464-T1
OG0003472	GBNUN_003386-T1	CHXZO_002463-T1
OG0003473	GBNUN_003388-T1	CHXZO_002461-T1
OG0003474	GBNUN_003390-T1	CHXZO_002458-T1
OG0003475	GBNUN_003391-T1	CHXZO_002457-T1
OG0003476	GBNUN_003394-T1	CHXZO_010102-T1
OG0003477	GBNUN_003395-T1	CHXZO_002925-T1
OG0003478	GBNUN_003396-T1	CHXZO_002924-T1
OG0003479	GBNUN_003397-T1	CHXZO_002923-T1
OG0003480	GBNUN_003398-T1	CHXZO_002922-T1
OG0003481	GBNUN_003399-T1	CHXZO_002921-T1
OG0003482	GBNUN_003400-T1	CHXZO_002920-T1
OG0003483	GBNUN_003404-T1	CHXZO_002916-T1
OG0003484	GBNUN_003405-T1	CHXZO_002915-T1
OG0003485	GBNUN_003406-T1	CHXZO_002914-T1
OG0003486	GBNUN_003407-T1	CHXZO_002913-T1
OG0003487	GBNUN_003410-T1	CHXZO_002910-T1
OG0003488	GBNUN_003411-T1	CHXZO_002909-T1
OG0003489	GBNUN_003412-T1	CHXZO_002908-T1
OG0003490	GBNUN_003414-T1	CHXZO_002906-T1
OG0003491	GBNUN_003415-T1	CHXZO_002905-T1
OG0003492	GBNUN_003416-T1	CHXZO_002904-T1
OG0003493	GBNUN_003417-T1	CHXZO_002903-T1
OG0003494	GBNUN_003418-T1	CHXZO_005065-T1
OG0003495	GBNUN_003419-T1	CHXZO_005064-T1
OG0003496	GBNUN_003420-T1	CHXZO_005063-T1
OG0003497	GBNUN_003421-T1	CHXZO_005062-T1
OG0003498	GBNUN_003422-T1	CHXZO_005061-T1
OG0003499	GBNUN_003423-T1	CHXZO_005060-T1
OG0003500	GBNUN_003424-T1	CHXZO_005059-T1
OG0003501	GBNUN_003425-T1	CHXZO_005057-T1
OG0003502	GBNUN_003426-T1	CHXZO_005056-T1
OG0003503	GBNUN_003427-T1	CHXZO_005055-T1
OG0003504	GBNUN_003428-T1	CHXZO_005054-T1
OG0003505	GBNUN_003429-T1	CHXZO_005053-T1
OG0003506	GBNUN_003430-T1	CHXZO_005052-T1
OG0003507	GBNUN_003434-T1	CHXZO_005048-T1
OG0003508	GBNUN_003435-T1	CHXZO_005047-T1
OG0003509	GBNUN_003436-T1	CHXZO_005046-T1
OG0003510	GBNUN_003437-T1	CHXZO_005045-T1
OG0003511	GBNUN_003440-T1	CHXZO_007036-T1
OG0003512	GBNUN_003442-T1	CHXZO_009804-T1
OG0003513	GBNUN_003443-T1	CHXZO_009803-T1
OG0003514	GBNUN_003444-T1	CHXZO_009802-T1
OG0003515	GBNUN_003445-T1	CHXZO_009801-T1
OG0003516	GBNUN_003446-T1	CHXZO_009800-T1
OG0003517	GBNUN_003447-T1	CHXZO_004488-T1
OG0003518	GBNUN_003448-T1	CHXZO_004487-T1
OG0003519	GBNUN_003452-T1	CHXZO_004484-T1
OG0003520	GBNUN_003453-T1	CHXZO_004483-T1
OG0003521	GBNUN_003455-T1	CHXZO_004482-T1
OG0003522	GBNUN_003456-T1	CHXZO_004481-T1
OG0003523	GBNUN_003457-T1	CHXZO_004480-T1
OG0003524	GBNUN_003458-T1	CHXZO_004479-T1
OG0003525	GBNUN_003459-T1	CHXZO_004478-T1
OG0003526	GBNUN_003460-T1	CHXZO_004477-T1
OG0003527	GBNUN_003461-T1	CHXZO_004476-T1
OG0003528	GBNUN_003462-T1	CHXZO_004474-T1
OG0003529	GBNUN_003463-T1	CHXZO_004473-T1
OG0003530	GBNUN_003465-T1	CHXZO_004472-T1
OG0003531	GBNUN_003466-T1	CHXZO_002582-T1
OG0003532	GBNUN_003467-T1	CHXZO_002583-T1
OG0003533	GBNUN_003468-T1	CHXZO_002584-T1
OG0003534	GBNUN_003469-T1	CHXZO_002585-T1
OG0003535	GBNUN_003470-T1	CHXZO_002586-T1
OG0003536	GBNUN_003471-T1	CHXZO_002587-T1
OG0003537	GBNUN_003472-T1	CHXZO_002588-T1
OG0003538	GBNUN_003474-T1	CHXZO_002590-T1
OG0003539	GBNUN_003475-T1	CHXZO_002591-T1
OG0003540	GBNUN_003476-T1	CHXZO_002592-T1
OG0003541	GBNUN_003478-T1	CHXZO_002594-T1
OG0003542	GBNUN_003479-T1	CHXZO_002595-T1
OG0003543	GBNUN_003480-T1	CHXZO_002596-T1
OG0003544	GBNUN_003481-T1	CHXZO_002597-T1
OG0003545	GBNUN_003482-T1	CHXZO_002598-T1
OG0003546	GBNUN_003483-T1	CHXZO_002599-T1
OG0003547	GBNUN_003484-T1	CHXZO_002600-T1
OG0003548	GBNUN_003485-T1	CHXZO_002601-T1
OG0003549	GBNUN_003486-T1	CHXZO_002602-T1
OG0003550	GBNUN_003487-T1	CHXZO_002603-T1
OG0003551	GBNUN_003490-T1	CHXZO_008488-T1
OG0003552	GBNUN_003491-T1	CHXZO_008490-T1
OG0003553	GBNUN_003492-T1	CHXZO_008491-T1
OG0003554	GBNUN_003493-T1	CHXZO_008492-T1
OG0003555	GBNUN_003494-T1	CHXZO_008494-T1
OG0003556	GBNUN_003495-T1	CHXZO_010352-T1
OG0003557	GBNUN_003496-T1	CHXZO_010353-T1
OG0003558	GBNUN_003497-T1	CHXZO_010354-T1
OG0003559	GBNUN_003498-T1	CHXZO_010355-T1
OG0003560	GBNUN_003500-T1	CHXZO_007832-T1
OG0003561	GBNUN_003501-T1	CHXZO_007831-T1
OG0003562	GBNUN_003502-T1	CHXZO_007830-T1
OG0003563	GBNUN_003503-T1	CHXZO_007829-T1
OG0003564	GBNUN_003504-T1	CHXZO_007828-T1
OG0003565	GBNUN_003505-T1	CHXZO_007827-T1
OG0003566	GBNUN_003506-T1	CHXZO_007826-T1
OG0003567	GBNUN_003508-T1	CHXZO_007824-T1
OG0003568	GBNUN_003509-T1	CHXZO_007823-T1
OG0003569	GBNUN_003510-T1	CHXZO_007821-T1
OG0003570	GBNUN_003517-T1	CHXZO_002426-T1
OG0003571	GBNUN_003518-T1	CHXZO_002425-T1
OG0003572	GBNUN_003521-T1	CHXZO_002422-T1
OG0003573	GBNUN_003523-T1	CHXZO_002420-T1
OG0003574	GBNUN_003524-T1	CHXZO_002419-T1
OG0003575	GBNUN_003526-T1	CHXZO_002417-T1
OG0003576	GBNUN_003527-T1	CHXZO_002416-T1
OG0003577	GBNUN_003528-T1	CHXZO_002415-T1
OG0003578	GBNUN_003529-T1	CHXZO_002414-T1
OG0003579	GBNUN_003530-T1	CHXZO_002413-T1
OG0003580	GBNUN_003531-T1	CHXZO_002412-T1
OG0003581	GBNUN_003532-T1	CHXZO_002411-T1
OG0003582	GBNUN_003534-T1	CHXZO_002410-T1
OG0003583	GBNUN_003535-T1	CHXZO_002408-T1
OG0003584	GBNUN_003536-T1	CHXZO_002407-T1
OG0003585	GBNUN_003538-T1	CHXZO_002405-T1
OG0003586	GBNUN_003539-T1	CHXZO_002404-T1
OG0003587	GBNUN_003540-T1	CHXZO_002403-T1
OG0003588	GBNUN_003541-T1	CHXZO_002402-T1
OG0003589	GBNUN_003542-T1	CHXZO_002401-T1
OG0003590	GBNUN_003543-T1	CHXZO_002400-T1
OG0003591	GBNUN_003545-T1	CHXZO_002399-T1
OG0003592	GBNUN_003546-T1	CHXZO_002398-T1
OG0003593	GBNUN_003548-T1	CHXZO_002396-T1
OG0003594	GBNUN_003549-T1	CHXZO_002395-T1
OG0003595	GBNUN_003550-T1	CHXZO_002394-T1
OG0003596	GBNUN_003551-T1	CHXZO_002393-T1
OG0003597	GBNUN_003552-T1	CHXZO_002392-T1
OG0003598	GBNUN_003554-T1	CHXZO_002390-T1
OG0003599	GBNUN_003555-T1	CHXZO_002389-T1
OG0003600	GBNUN_003559-T1	CHXZO_002386-T1
OG0003601	GBNUN_003560-T1	CHXZO_002385-T1
OG0003602	GBNUN_003561-T1	CHXZO_002384-T1
OG0003603	GBNUN_003562-T1	CHXZO_002382-T1
OG0003604	GBNUN_003563-T1	CHXZO_002381-T1
OG0003605	GBNUN_003565-T1	CHXZO_002380-T1
OG0003606	GBNUN_003566-T1	CHXZO_002379-T1
OG0003607	GBNUN_003567-T1	CHXZO_002378-T1
OG0003608	GBNUN_003568-T1	CHXZO_002377-T1
OG0003609	GBNUN_003569-T1	CHXZO_002376-T1
OG0003610	GBNUN_003570-T1	CHXZO_002374-T1
OG0003611	GBNUN_003571-T1	CHXZO_002373-T1
OG0003612	GBNUN_003572-T1	CHXZO_002372-T1
OG0003613	GBNUN_003573-T1	CHXZO_002371-T1
OG0003614	GBNUN_003574-T1	CHXZO_002370-T1
OG0003615	GBNUN_003575-T1	CHXZO_002369-T1
OG0003616	GBNUN_003576-T1	CHXZO_002368-T1
OG0003617	GBNUN_003577-T1	CHXZO_002367-T1
OG0003618	GBNUN_003579-T1	CHXZO_011019-T1
OG0003619	GBNUN_003580-T1	CHXZO_004672-T1
OG0003620	GBNUN_003583-T1	CHXZO_004669-T1
OG0003621	GBNUN_003584-T1	CHXZO_004668-T1
OG0003622	GBNUN_003585-T1	CHXZO_004667-T1
OG0003623	GBNUN_003587-T1	CHXZO_004665-T1
OG0003624	GBNUN_003588-T1	CHXZO_004664-T1
OG0003625	GBNUN_003589-T1	CHXZO_004663-T1
OG0003626	GBNUN_003592-T1	CHXZO_004660-T1
OG0003627	GBNUN_003593-T1	CHXZO_004659-T1
OG0003628	GBNUN_003594-T1	CHXZO_004658-T1
OG0003629	GBNUN_003595-T1	CHXZO_004657-T1
OG0003630	GBNUN_003597-T1	CHXZO_009953-T1
OG0003631	GBNUN_003598-T1	CHXZO_009952-T1
OG0003632	GBNUN_003599-T1	CHXZO_009951-T1
OG0003633	GBNUN_003600-T1	CHXZO_009950-T1
OG0003634	GBNUN_003601-T1	CHXZO_002253-T1
OG0003635	GBNUN_003602-T1	CHXZO_002254-T1
OG0003636	GBNUN_003603-T1	CHXZO_002255-T1
OG0003637	GBNUN_003605-T1	CHXZO_002257-T1
OG0003638	GBNUN_003607-T1	CHXZO_002259-T1
OG0003639	GBNUN_003608-T1	CHXZO_002260-T1
OG0003640	GBNUN_003609-T1	CHXZO_002261-T1
OG0003641	GBNUN_003615-T1	CHXZO_002267-T1
OG0003642	GBNUN_003616-T1	CHXZO_002268-T1
OG0003643	GBNUN_003617-T1	CHXZO_002269-T1
OG0003644	GBNUN_003618-T1	CHXZO_002270-T1
OG0003645	GBNUN_003619-T1	CHXZO_002271-T1
OG0003646	GBNUN_003620-T1	CHXZO_002272-T1
OG0003647	GBNUN_003621-T1	CHXZO_002273-T1
OG0003648	GBNUN_003622-T1	CHXZO_002274-T1
OG0003649	GBNUN_003623-T1	CHXZO_002276-T1
OG0003650	GBNUN_003624-T1	CHXZO_002277-T1
OG0003651	GBNUN_003626-T1	CHXZO_001265-T1
OG0003652	GBNUN_003627-T1	CHXZO_002451-T1
OG0003653	GBNUN_003628-T1	CHXZO_002449-T1
OG0003654	GBNUN_003630-T1	CHXZO_002447-T1
OG0003655	GBNUN_003631-T1	CHXZO_002446-T1
OG0003656	GBNUN_003632-T1	CHXZO_002445-T1
OG0003657	GBNUN_003633-T1	CHXZO_002444-T1
OG0003658	GBNUN_003634-T1	CHXZO_002443-T1
OG0003659	GBNUN_003636-T1	CHXZO_002441-T1
OG0003660	GBNUN_003641-T1	CHXZO_002435-T1
OG0003661	GBNUN_003642-T1	CHXZO_002434-T1
OG0003662	GBNUN_003643-T1	CHXZO_002433-T1
OG0003663	GBNUN_003644-T1	CHXZO_002432-T1
OG0003664	GBNUN_003645-T1	CHXZO_002431-T1
OG0003665	GBNUN_003646-T1	CHXZO_002430-T1
OG0003666	GBNUN_003649-T1	CHXZO_002661-T1
OG0003667	GBNUN_003651-T1	CHXZO_002659-T1
OG0003668	GBNUN_003652-T1	CHXZO_002657-T1
OG0003669	GBNUN_003653-T1	CHXZO_002656-T1
OG0003670	GBNUN_003654-T1	CHXZO_002655-T1
OG0003671	GBNUN_003655-T1	CHXZO_002654-T1
OG0003672	GBNUN_003656-T1	CHXZO_002653-T1
OG0003673	GBNUN_003658-T1	CHXZO_002651-T1
OG0003674	GBNUN_003659-T1	CHXZO_002648-T1
OG0003675	GBNUN_003660-T1	CHXZO_002647-T1
OG0003676	GBNUN_003661-T1	CHXZO_002646-T1
OG0003677	GBNUN_003662-T1	CHXZO_002645-T1
OG0003678	GBNUN_003663-T1	CHXZO_002644-T1
OG0003679	GBNUN_003664-T1	CHXZO_002643-T1
OG0003680	GBNUN_003665-T1	CHXZO_003103-T1
OG0003681	GBNUN_003666-T1	CHXZO_002767-T1
OG0003682	GBNUN_003667-T1	CHXZO_002768-T1
OG0003683	GBNUN_003668-T1	CHXZO_002769-T1
OG0003684	GBNUN_003669-T1	CHXZO_002770-T1
OG0003685	GBNUN_003670-T1	CHXZO_002771-T1
OG0003686	GBNUN_003673-T1	CHXZO_002775-T1
OG0003687	GBNUN_003674-T1	CHXZO_002776-T1
OG0003688	GBNUN_003675-T1	CHXZO_002777-T1
OG0003689	GBNUN_003676-T1	CHXZO_002778-T1
OG0003690	GBNUN_003677-T1	CHXZO_002779-T1
OG0003691	GBNUN_003679-T1	CHXZO_002781-T1
OG0003692	GBNUN_003680-T1	CHXZO_002783-T1
OG0003693	GBNUN_003681-T1	CHXZO_002784-T1
OG0003694	GBNUN_003683-T1	CHXZO_002786-T1
OG0003695	GBNUN_003684-T1	CHXZO_002787-T1
OG0003696	GBNUN_003685-T1	CHXZO_002788-T1
OG0003697	GBNUN_003686-T1	CHXZO_002789-T1
OG0003698	GBNUN_003687-T1	CHXZO_002790-T1
OG0003699	GBNUN_003688-T1	CHXZO_002791-T1
OG0003700	GBNUN_003689-T1	CHXZO_002792-T1
OG0003701	GBNUN_003690-T1	CHXZO_002793-T1
OG0003702	GBNUN_003691-T1	CHXZO_002794-T1
OG0003703	GBNUN_003692-T1	CHXZO_004781-T1
OG0003704	GBNUN_003693-T1	CHXZO_004780-T1
OG0003705	GBNUN_003694-T1	CHXZO_004779-T1
OG0003706	GBNUN_003695-T1	CHXZO_004778-T1
OG0003707	GBNUN_003696-T1	CHXZO_004777-T1
OG0003708	GBNUN_003698-T1	CHXZO_004775-T1
OG0003709	GBNUN_003700-T1	CHXZO_004773-T1
OG0003710	GBNUN_003701-T1	CHXZO_004772-T1
OG0003711	GBNUN_003702-T1	CHXZO_004771-T1
OG0003712	GBNUN_003703-T1	CHXZO_004770-T1
OG0003713	GBNUN_003704-T1	CHXZO_004769-T1
OG0003714	GBNUN_003705-T1	CHXZO_004768-T1
OG0003715	GBNUN_003708-T1	CHXZO_004765-T1
OG0003716	GBNUN_003709-T1	CHXZO_004764-T1
OG0003717	GBNUN_003710-T1	CHXZO_010036-T1
OG0003718	GBNUN_003711-T1	CHXZO_010037-T1
OG0003719	GBNUN_003713-T1	CHXZO_011121-T1
OG0003720	GBNUN_003714-T1	CHXZO_011122-T1
OG0003721	GBNUN_003716-T1	CHXZO_003587-T1
OG0003722	GBNUN_003717-T1	CHXZO_003588-T1
OG0003723	GBNUN_003718-T1	CHXZO_003589-T1
OG0003724	GBNUN_003719-T1	CHXZO_003590-T1
OG0003725	GBNUN_003720-T1	CHXZO_003591-T1
OG0003726	GBNUN_003721-T1	CHXZO_003592-T1
OG0003727	GBNUN_003722-T1	CHXZO_003593-T1
OG0003728	GBNUN_003723-T1	CHXZO_003594-T1
OG0003729	GBNUN_003725-T1	CHXZO_003596-T1
OG0003730	GBNUN_003726-T1	CHXZO_003597-T1
OG0003731	GBNUN_003727-T1	CHXZO_003598-T1
OG0003732	GBNUN_003728-T1	CHXZO_003599-T1
OG0003733	GBNUN_003729-T1	CHXZO_003600-T1
OG0003734	GBNUN_003730-T1	CHXZO_003601-T1
OG0003735	GBNUN_003731-T1	CHXZO_003602-T1
OG0003736	GBNUN_003732-T1	CHXZO_003603-T1
OG0003737	GBNUN_003733-T1	CHXZO_003604-T1
OG0003738	GBNUN_003734-T1	CHXZO_003605-T1
OG0003739	GBNUN_003737-T1	CHXZO_003516-T1
OG0003740	GBNUN_003738-T1	CHXZO_003514-T1
OG0003741	GBNUN_003740-T1	CHXZO_003512-T1
OG0003742	GBNUN_003741-T1	CHXZO_003511-T1
OG0003743	GBNUN_003742-T1	CHXZO_003510-T1
OG0003744	GBNUN_003743-T1	CHXZO_003509-T1
OG0003745	GBNUN_003749-T1	CHXZO_003503-T1
