	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0011256		CHXZO_008810-T1
OG0011257		CHXZO_008820-T1
OG0011258		CHXZO_008839-T1
OG0011259		CHXZO_008849-T1
OG0011260		CHXZO_008858-T1
OG0011261		CHXZO_008859-T1
OG0011262		CHXZO_008860-T1
OG0011263		CHXZO_008862-T1
OG0011264		CHXZO_008901-T1
OG0011265		CHXZO_008902-T1
OG0011266		CHXZO_008920-T1
OG0011267		CHXZO_008941-T1
OG0011268		CHXZO_008970-T1
OG0011269		CHXZO_008987-T1
OG0011270		CHXZO_008988-T1
OG0011271		CHXZO_009044-T1
OG0011272		CHXZO_009057-T1
OG0011273		CHXZO_009065-T1
OG0011274		CHXZO_009068-T1
OG0011275		CHXZO_009083-T1
OG0011276		CHXZO_009087-T1
OG0011277		CHXZO_009091-T1
OG0011278		CHXZO_009097-T1
OG0011279		CHXZO_009109-T1
OG0011280		CHXZO_009131-T1
OG0011281		CHXZO_009140-T1
OG0011282		CHXZO_009159-T1
OG0011283		CHXZO_009176-T1
OG0011284		CHXZO_009271-T1
OG0011285		CHXZO_009273-T1
OG0011286		CHXZO_009298-T1
OG0011287		CHXZO_009309-T1
OG0011288		CHXZO_009310-T1
OG0011289		CHXZO_009312-T1
OG0011290		CHXZO_009323-T1
OG0011291		CHXZO_009346-T1
OG0011292		CHXZO_009366-T1
OG0011293		CHXZO_009412-T1
OG0011294		CHXZO_009433-T1
OG0011295		CHXZO_009443-T1
OG0011296		CHXZO_009453-T1
OG0011297		CHXZO_009478-T1
OG0011298		CHXZO_009497-T1
OG0011299		CHXZO_009501-T1
OG0011300		CHXZO_009525-T1
OG0011301		CHXZO_009541-T1
OG0011302		CHXZO_009544-T1
OG0011303		CHXZO_009589-T1
OG0011304		CHXZO_009628-T1
OG0011305		CHXZO_009650-T1
OG0011306		CHXZO_009660-T1
OG0011307		CHXZO_009683-T1
OG0011308		CHXZO_009703-T1
OG0011309		CHXZO_009718-T1
OG0011310		CHXZO_009726-T1
OG0011311		CHXZO_009729-T1
OG0011312		CHXZO_009749-T1
OG0011313		CHXZO_009772-T1
OG0011314		CHXZO_009778-T1
OG0011315		CHXZO_009787-T1
OG0011316		CHXZO_009790-T1
OG0011317		CHXZO_009792-T1
OG0011318		CHXZO_009827-T1
OG0011319		CHXZO_009899-T1
OG0011320		CHXZO_009919-T1
OG0011321		CHXZO_009925-T1
OG0011322		CHXZO_009926-T1
OG0011323		CHXZO_009938-T1
OG0011324		CHXZO_009948-T1
OG0011325		CHXZO_009964-T1
OG0011326		CHXZO_010003-T1
OG0011327		CHXZO_010018-T1
OG0011328		CHXZO_010021-T1
OG0011329		CHXZO_010026-T1
OG0011330		CHXZO_010045-T1
OG0011331		CHXZO_010058-T1
OG0011332		CHXZO_010086-T1
OG0011333		CHXZO_010093-T1
OG0011334		CHXZO_010094-T1
OG0011335		CHXZO_010105-T1
OG0011336		CHXZO_010106-T1
OG0011337		CHXZO_010116-T1
OG0011338		CHXZO_010128-T1
OG0011339		CHXZO_010129-T1
OG0011340		CHXZO_010135-T1
OG0011341		CHXZO_010140-T1
OG0011342		CHXZO_010141-T1
OG0011343		CHXZO_010180-T1
OG0011344		CHXZO_010202-T1
OG0011345		CHXZO_010233-T1
OG0011346		CHXZO_010256-T1
OG0011347		CHXZO_010266-T1
OG0011348		CHXZO_010271-T1
OG0011349		CHXZO_010283-T1
OG0011350		CHXZO_010294-T1
OG0011351		CHXZO_010298-T1
OG0011352		CHXZO_010305-T1
OG0011353		CHXZO_010313-T1
OG0011354		CHXZO_010330-T1
OG0011355		CHXZO_010334-T1
OG0011356		CHXZO_010348-T1
OG0011357		CHXZO_010356-T1
OG0011358		CHXZO_010381-T1
OG0011359		CHXZO_010382-T1
OG0011360		CHXZO_010393-T1
OG0011361		CHXZO_010421-T1
OG0011362		CHXZO_010424-T1
OG0011363		CHXZO_010427-T1
OG0011364		CHXZO_010448-T1
OG0011365		CHXZO_010460-T1
OG0011366		CHXZO_010465-T1
OG0011367		CHXZO_010470-T1
OG0011368		CHXZO_010474-T1
OG0011369		CHXZO_010491-T1
OG0011370		CHXZO_010498-T1
OG0011371		CHXZO_010515-T1
OG0011372		CHXZO_010547-T1
OG0011373		CHXZO_010551-T1
OG0011374		CHXZO_010555-T1
OG0011375		CHXZO_010587-T1
OG0011376		CHXZO_010588-T1
OG0011377		CHXZO_010608-T1
OG0011378		CHXZO_010611-T1
OG0011379		CHXZO_010616-T1
OG0011380		CHXZO_010622-T1
OG0011381		CHXZO_010646-T1
OG0011382		CHXZO_010661-T1
OG0011383		CHXZO_010669-T1
OG0011384		CHXZO_010672-T1
OG0011385		CHXZO_010676-T1
OG0011386		CHXZO_010678-T1
OG0011387		CHXZO_010686-T1
OG0011388		CHXZO_010703-T1
OG0011389		CHXZO_010722-T1
OG0011390		CHXZO_010724-T1
OG0011391		CHXZO_010729-T1
OG0011392		CHXZO_010733-T1
OG0011393		CHXZO_010734-T1
OG0011394		CHXZO_010740-T1
OG0011395		CHXZO_010756-T1
OG0011396		CHXZO_010768-T1
OG0011397		CHXZO_010776-T1
OG0011398		CHXZO_010778-T1
OG0011399		CHXZO_010781-T1
OG0011400		CHXZO_010790-T1
OG0011401		CHXZO_010801-T1
OG0011402		CHXZO_010825-T1
OG0011403		CHXZO_010828-T1
OG0011404		CHXZO_010834-T1
OG0011405		CHXZO_010845-T1
OG0011406		CHXZO_010850-T1
OG0011407		CHXZO_010868-T1
OG0011408		CHXZO_010928-T1
OG0011409		CHXZO_010941-T1
OG0011410		CHXZO_010945-T1
OG0011411		CHXZO_010950-T1
OG0011412		CHXZO_010959-T1
OG0011413		CHXZO_010972-T1
OG0011414		CHXZO_010978-T1
OG0011415		CHXZO_010982-T1
OG0011416		CHXZO_010983-T1
OG0011417		CHXZO_011004-T1
OG0011418		CHXZO_011009-T1
OG0011419		CHXZO_011016-T1
OG0011420		CHXZO_011017-T1
OG0011421		CHXZO_011054-T1
OG0011422		CHXZO_011066-T1
OG0011423		CHXZO_011087-T1
OG0011424		CHXZO_011120-T1
OG0011425		CHXZO_011128-T1
OG0011426		CHXZO_011133-T1
OG0011427		CHXZO_011151-T1
OG0011428		CHXZO_011152-T1
OG0011429		CHXZO_011170-T1
OG0011430		CHXZO_011174-T1
OG0011431		CHXZO_011176-T1
OG0011432		CHXZO_011177-T1
OG0011433		CHXZO_011178-T1
OG0011434		CHXZO_011182-T1
OG0011435		CHXZO_011188-T1
OG0011436		CHXZO_011197-T1
OG0011437		CHXZO_011214-T1
OG0011438		CHXZO_011216-T1
OG0011439		CHXZO_011217-T1
OG0011440		CHXZO_011221-T1
OG0011441		CHXZO_011235-T1
OG0011442		CHXZO_011236-T1
OG0011443		CHXZO_011266-T1
OG0011444		CHXZO_011304-T1
OG0011445		CHXZO_011306-T1
OG0011446		CHXZO_011307-T1
OG0011447		CHXZO_011312-T1
OG0011448		CHXZO_011349-T1
OG0011449		CHXZO_011354-T1
OG0011450		CHXZO_011355-T1
OG0011451		CHXZO_011356-T1
OG0011452		CHXZO_011357-T1
OG0011453		CHXZO_011359-T1
OG0011454		CHXZO_011367-T1
OG0011455		CHXZO_011387-T1
OG0011456		CHXZO_011400-T1
OG0011457		CHXZO_011402-T1
OG0011458		CHXZO_011403-T1
OG0011459		CHXZO_011405-T1
OG0011460		CHXZO_011407-T1
OG0011461		CHXZO_011412-T1
OG0011462		CHXZO_011427-T1
OG0011463		CHXZO_011454-T1
OG0011464		CHXZO_011465-T1
OG0011465		CHXZO_011485-T1
OG0011466		CHXZO_011499-T1
OG0011467		CHXZO_011504-T1
OG0011468		CHXZO_011526-T1
OG0011469		CHXZO_011527-T1
OG0011470		CHXZO_011548-T1
OG0011471		CHXZO_011576-T1
OG0011472		CHXZO_011577-T1
OG0011473		CHXZO_011580-T1
OG0011474		CHXZO_011581-T1
OG0011475		CHXZO_011583-T1
OG0011476		CHXZO_011591-T1
OG0011477		CHXZO_011617-T1
OG0011478		CHXZO_011625-T1
OG0011479		CHXZO_011632-T1
OG0011480		CHXZO_011638-T1
OG0011481		CHXZO_011667-T1
OG0011482		CHXZO_011671-T1
OG0011483		CHXZO_011675-T1
OG0011484		CHXZO_011692-T1
OG0011485		CHXZO_011693-T1
OG0011486		CHXZO_011694-T1
OG0011487		CHXZO_011712-T1
OG0011488		CHXZO_011715-T1
OG0011489		CHXZO_011716-T1
OG0011490		CHXZO_011719-T1
OG0011491		CHXZO_011725-T1
OG0011492		CHXZO_011726-T1
OG0011493		CHXZO_011727-T1
OG0011494		CHXZO_011734-T1
OG0011495		CHXZO_011760-T1
OG0011496		CHXZO_011766-T1
OG0011497		CHXZO_011767-T1
OG0011498		CHXZO_011768-T1
OG0011499		CHXZO_011769-T1
OG0011500		CHXZO_011777-T1
OG0011501		CHXZO_011797-T1
OG0011502		CHXZO_011798-T1
OG0011503		CHXZO_011807-T1
OG0011504		CHXZO_011825-T1
OG0011505		CHXZO_011828-T1
OG0011506		CHXZO_011839-T1
OG0011507		CHXZO_011840-T1
OG0011508		CHXZO_011842-T1
OG0011509		CHXZO_011877-T1
OG0011510		CHXZO_011886-T1
OG0011511		CHXZO_011894-T1
OG0011512		CHXZO_011904-T1
OG0011513		CHXZO_011906-T1
OG0011514		CHXZO_011911-T1
OG0011515		CHXZO_011916-T1
OG0011516		CHXZO_011923-T1
OG0011517		CHXZO_011925-T1
OG0011518		CHXZO_011928-T1
OG0011519		CHXZO_011931-T1
OG0011520		CHXZO_011932-T1
OG0011521		CHXZO_011960-T1
OG0011522		CHXZO_011987-T1
OG0011523		CHXZO_012013-T1
OG0011524		CHXZO_012060-T1
OG0011525		CHXZO_012078-T1
OG0011526		CHXZO_012101-T1
OG0011527		CHXZO_012105-T1
OG0011528		CHXZO_012127-T1
OG0011529		CHXZO_012139-T1
OG0011530		CHXZO_012142-T1
OG0011531		CHXZO_012160-T1
OG0011532		CHXZO_012164-T1
OG0011533		CHXZO_012181-T1
OG0011534		CHXZO_012206-T1
OG0011535		CHXZO_012212-T1
OG0011536		CHXZO_012213-T1
OG0011537		CHXZO_012237-T1
OG0011538		CHXZO_012238-T1
OG0011539		CHXZO_012279-T1
OG0011540		CHXZO_012285-T1
OG0011541		CHXZO_012294-T1
OG0011542		CHXZO_012307-T1
OG0011543		CHXZO_012325-T1
OG0011544		CHXZO_012329-T1
OG0011545		CHXZO_012358-T1
OG0011546		CHXZO_012360-T1
OG0011547		CHXZO_012363-T1
OG0011548		CHXZO_012399-T1
OG0011549		CHXZO_012400-T1
OG0011550		CHXZO_012402-T1
OG0011551		CHXZO_012406-T1
