	Chaetocladium_brefeldii_NRRL_1350.aa	Chaetocladium_brefeldii_RSA_1136-.aa
OG0006239	COZTY_006251-T1	
OG0006240	COZTY_006257-T1	
OG0006241	COZTY_006259-T1	
OG0006242	COZTY_006262-T1	
OG0006243	COZTY_006270-T1	
OG0006244	COZTY_006280-T1	
OG0006245	COZTY_006282-T1	
OG0006246	COZTY_006285-T1	
OG0006247	COZTY_006291-T1	
OG0006248	COZTY_006294-T1	
OG0006249	COZTY_006296-T1	
OG0006250	COZTY_006299-T1	
OG0006251	COZTY_006306-T1	
OG0006252	COZTY_006322-T1	
OG0006253	COZTY_006324-T1	
OG0006254	COZTY_006325-T1	
OG0006255	COZTY_006327-T1	
OG0006256	COZTY_006343-T1	
OG0006257	COZTY_006362-T1	
OG0006258	COZTY_006365-T1	
OG0006259	COZTY_006368-T1	
OG0006260	COZTY_006370-T1	
OG0006261	COZTY_006378-T1	
OG0006262	COZTY_006383-T1	
OG0006263	COZTY_006385-T1	
OG0006264	COZTY_006390-T1	
OG0006265	COZTY_006395-T1	
OG0006266	COZTY_006400-T1	
OG0006267	COZTY_006404-T1	
OG0006268	COZTY_006409-T1	
OG0006269	COZTY_006416-T1	
OG0006270	COZTY_006417-T1	
OG0006271	COZTY_006420-T1	
OG0006272	COZTY_006434-T1	
OG0006273	COZTY_006444-T1	
OG0006274	COZTY_006452-T1	
OG0006275	COZTY_006460-T1	
OG0006276	COZTY_006463-T1	
OG0006277	COZTY_006464-T1	
OG0006278	COZTY_006468-T1	
OG0006279	COZTY_006484-T1	
OG0006280	COZTY_006488-T1	
OG0006281	COZTY_006490-T1	
OG0006282	COZTY_006496-T1	
OG0006283	COZTY_006503-T1	
OG0006284	COZTY_006507-T1	
OG0006285	COZTY_006508-T1	
OG0006286	COZTY_006509-T1	
OG0006287	COZTY_006512-T1	
OG0006288	COZTY_006522-T1	
OG0006289	COZTY_006525-T1	
OG0006290	COZTY_006529-T1	
OG0006291	COZTY_006531-T1	
OG0006292	COZTY_006532-T1	
OG0006293	COZTY_006535-T1	
OG0006294	COZTY_006546-T1	
OG0006295	COZTY_006548-T1	
OG0006296	COZTY_006552-T1	
OG0006297	COZTY_006553-T1	
OG0006298	COZTY_006555-T1	
OG0006299	COZTY_006561-T1	
OG0006300	COZTY_006568-T1	
OG0006301	COZTY_006572-T1	
OG0006302	COZTY_006573-T1	
OG0006303	COZTY_006577-T1	
OG0006304	COZTY_006587-T1	
OG0006305	COZTY_006588-T1	
OG0006306	COZTY_006594-T1	
OG0006307	COZTY_006595-T1	
OG0006308	COZTY_006604-T1	
OG0006309	COZTY_006605-T1	
OG0006310	COZTY_006606-T1	
OG0006311	COZTY_006607-T1	
OG0006312	COZTY_006617-T1	
OG0006313	COZTY_006628-T1	
OG0006314	COZTY_006634-T1	
OG0006315	COZTY_006644-T1	
OG0006316	COZTY_006648-T1	
OG0006317	COZTY_006651-T1	
OG0006318	COZTY_006666-T1	
OG0006319	COZTY_006668-T1	
OG0006320	COZTY_006672-T1	
OG0006321	COZTY_006682-T1	
OG0006322	COZTY_006685-T1	
OG0006323	COZTY_006689-T1	
OG0006324	COZTY_006703-T1	
OG0006325	COZTY_006721-T1	
OG0006326	COZTY_006723-T1	
OG0006327	COZTY_006728-T1	
OG0006328	COZTY_006735-T1	
OG0006329	COZTY_006737-T1	
OG0006330	COZTY_006738-T1	
OG0006331	COZTY_006743-T1	
OG0006332	COZTY_006744-T1	
OG0006333	COZTY_006754-T1	
OG0006334	COZTY_006779-T1	
OG0006335	COZTY_006781-T1	
OG0006336	COZTY_006790-T1	
OG0006337	COZTY_006794-T1	
OG0006338	COZTY_006795-T1	
OG0006339	COZTY_006801-T1	
OG0006340	COZTY_006802-T1	
OG0006341	COZTY_006804-T1	
OG0006342	COZTY_006807-T1	
OG0006343	COZTY_006810-T1	
OG0006344	COZTY_006819-T1	
OG0006345	COZTY_006820-T1	
OG0006346	COZTY_006825-T1	
OG0006347	COZTY_006846-T1	
OG0006348	COZTY_006848-T1	
OG0006349	COZTY_006850-T1	
OG0006350	COZTY_006851-T1	
OG0006351	COZTY_006855-T1	
OG0006352	COZTY_006857-T1	
OG0006353	COZTY_006866-T1	
OG0006354	COZTY_006869-T1	
OG0006355	COZTY_006878-T1	
OG0006356	COZTY_006880-T1	
OG0006357	COZTY_006887-T1	
OG0006358	COZTY_006897-T1	
OG0006359	COZTY_006903-T1	
OG0006360	COZTY_006906-T1	
OG0006361	COZTY_006915-T1	
OG0006362	COZTY_006920-T1	
OG0006363	COZTY_006921-T1	
OG0006364	COZTY_006923-T1	
OG0006365	COZTY_006936-T1	
OG0006366	COZTY_006941-T1	
OG0006367	COZTY_006944-T1	
OG0006368	COZTY_006955-T1	
OG0006369	COZTY_006957-T1	
OG0006370	COZTY_006971-T1	
OG0006371	COZTY_006973-T1	
OG0006372	COZTY_006974-T1	
OG0006373	COZTY_006983-T1	
OG0006374	COZTY_006988-T1	
OG0006375	COZTY_007000-T1	
OG0006376	COZTY_007003-T1	
OG0006377	COZTY_007004-T1	
OG0006378	COZTY_007005-T1	
OG0006379	COZTY_007015-T1	
OG0006380	COZTY_007018-T1	
OG0006381	COZTY_007019-T1	
OG0006382	COZTY_007028-T1	
OG0006383	COZTY_007038-T1	
OG0006384	COZTY_007042-T1	
OG0006385	COZTY_007046-T1	
OG0006386	COZTY_007047-T1	
OG0006387	COZTY_007049-T1	
OG0006388	COZTY_007058-T1	
OG0006389	COZTY_007062-T1	
OG0006390	COZTY_007063-T1	
OG0006391	COZTY_007064-T1	
OG0006392	COZTY_007065-T1	
OG0006393	COZTY_007069-T1	
OG0006394	COZTY_007074-T1	
OG0006395	COZTY_007077-T1	
OG0006396	COZTY_007084-T1	
OG0006397	COZTY_007087-T1	
OG0006398	COZTY_007088-T1	
OG0006399	COZTY_007095-T1	
OG0006400	COZTY_007097-T1	
OG0006401	COZTY_007100-T1	
OG0006402	COZTY_007104-T1	
OG0006403	COZTY_007119-T1	
OG0006404	COZTY_007124-T1	
OG0006405	COZTY_007130-T1	
OG0006406	COZTY_007132-T1	
OG0006407	COZTY_007135-T1	
OG0006408	COZTY_007137-T1	
OG0006409	COZTY_007139-T1	
OG0006410	COZTY_007141-T1	
OG0006411	COZTY_007149-T1	
OG0006412	COZTY_007159-T1	
OG0006413	COZTY_007160-T1	
OG0006414	COZTY_007175-T1	
OG0006415	COZTY_007177-T1	
OG0006416	COZTY_007178-T1	
OG0006417	COZTY_007184-T1	
OG0006418	COZTY_007188-T1	
OG0006419	COZTY_007191-T1	
OG0006420	COZTY_007200-T1	
OG0006421	COZTY_007208-T1	
OG0006422	COZTY_007210-T1	
OG0006423	COZTY_007213-T1	
OG0006424	COZTY_007216-T1	
OG0006425	COZTY_007219-T1	
OG0006426	COZTY_007221-T1	
OG0006427	COZTY_007225-T1	
OG0006428	COZTY_007228-T1	
OG0006429	COZTY_007232-T1	
OG0006430	COZTY_007233-T1	
OG0006431	COZTY_007236-T1	
OG0006432	COZTY_007239-T1	
OG0006433	COZTY_007240-T1	
OG0006434	COZTY_007243-T1	
OG0006435	COZTY_007246-T1	
OG0006436	COZTY_007250-T1	
OG0006437	COZTY_007254-T1	
OG0006438	COZTY_007255-T1	
OG0006439	COZTY_007259-T1	
OG0006440	COZTY_007262-T1	
OG0006441	COZTY_007264-T1	
OG0006442	COZTY_007268-T1	
OG0006443	COZTY_007278-T1	
OG0006444	COZTY_007282-T1	
OG0006445	COZTY_007283-T1	
OG0006446	COZTY_007284-T1	
OG0006447	COZTY_007286-T1	
OG0006448	COZTY_007289-T1	
OG0006449	COZTY_007290-T1	
OG0006450	COZTY_007298-T1	
OG0006451	COZTY_007302-T1	
OG0006452	COZTY_007303-T1	
OG0006453	COZTY_007304-T1	
OG0006454	COZTY_007310-T1	
OG0006455	COZTY_007311-T1	
OG0006456	COZTY_007317-T1	
OG0006457	COZTY_007334-T1	
OG0006458	COZTY_007339-T1	
OG0006459	COZTY_007346-T1	
OG0006460	COZTY_007350-T1	
OG0006461	COZTY_007353-T1	
OG0006462	COZTY_007358-T1	
OG0006463	COZTY_007366-T1	
OG0006464	COZTY_007375-T1	
OG0006465	COZTY_007384-T1	
OG0006466	COZTY_007385-T1	
OG0006467	COZTY_007387-T1	
OG0006468	COZTY_007390-T1	
OG0006469	COZTY_007391-T1	
OG0006470	COZTY_007397-T1	
OG0006471	COZTY_007399-T1	
OG0006472	COZTY_007402-T1	
OG0006473	COZTY_007405-T1	
OG0006474	COZTY_007411-T1	
OG0006475	COZTY_007422-T1	
OG0006476	COZTY_007429-T1	
OG0006477	COZTY_007440-T1	
OG0006478	COZTY_007466-T1	
OG0006479	COZTY_007468-T1	
OG0006480	COZTY_007479-T1	
OG0006481	COZTY_007482-T1	
OG0006482	COZTY_007484-T1	
OG0006483	COZTY_007497-T1	
OG0006484	COZTY_007498-T1	
OG0006485	COZTY_007499-T1	
OG0006486	COZTY_007503-T1	
OG0006487	COZTY_007507-T1	
OG0006488	COZTY_007522-T1	
OG0006489	COZTY_007529-T1	
OG0006490	COZTY_007530-T1	
OG0006491	COZTY_007531-T1	
OG0006492	COZTY_007541-T1	
OG0006493	COZTY_007553-T1	
OG0006494	COZTY_007554-T1	
OG0006495	COZTY_007555-T1	
OG0006496	COZTY_007557-T1	
OG0006497	COZTY_007558-T1	
OG0006498	COZTY_007570-T1	
OG0006499	COZTY_007571-T1	
OG0006500	COZTY_007575-T1	
OG0006501	COZTY_007586-T1	
OG0006502	COZTY_007593-T1	
OG0006503	COZTY_007598-T1	
OG0006504	COZTY_007600-T1	
OG0006505	COZTY_007602-T1	
OG0006506	COZTY_007610-T1	
OG0006507	COZTY_007613-T1	
OG0006508	COZTY_007620-T1	
OG0006509	COZTY_007623-T1	
OG0006510	COZTY_007625-T1	
OG0006511	COZTY_007630-T1	
OG0006512	COZTY_007631-T1	
OG0006513	COZTY_007634-T1	
OG0006514	COZTY_007636-T1	
OG0006515	COZTY_007637-T1	
OG0006516	COZTY_007638-T1	
OG0006517	COZTY_007644-T1	
OG0006518	COZTY_007651-T1	
OG0006519	COZTY_007652-T1	
OG0006520	COZTY_007656-T1	
OG0006521	COZTY_007658-T1	
OG0006522	COZTY_007659-T1	
OG0006523	COZTY_007674-T1	
OG0006524	COZTY_007678-T1	
OG0006525	COZTY_007704-T1	
OG0006526	COZTY_007705-T1	
OG0006527	COZTY_007706-T1	
OG0006528	COZTY_007707-T1	
OG0006529	COZTY_007709-T1	
OG0006530	COZTY_007713-T1	
OG0006531	COZTY_007722-T1	
OG0006532	COZTY_007729-T1	
OG0006533	COZTY_007734-T1	
OG0006534	COZTY_007735-T1	
OG0006535	COZTY_007737-T1	
OG0006536	COZTY_007738-T1	
OG0006537	COZTY_007740-T1	
OG0006538	COZTY_007741-T1	
OG0006539	COZTY_007745-T1	
OG0006540	COZTY_007747-T1	
OG0006541	COZTY_007753-T1	
OG0006542	COZTY_007759-T1	
OG0006543	COZTY_007769-T1	
OG0006544	COZTY_007771-T1	
OG0006545	COZTY_007782-T1	
OG0006546	COZTY_007789-T1	
OG0006547	COZTY_007792-T1	
OG0006548	COZTY_007798-T1	
OG0006549	COZTY_007799-T1	
OG0006550	COZTY_007800-T1	
OG0006551	COZTY_007804-T1	
OG0006552	COZTY_007808-T1	
OG0006553	COZTY_007823-T1	
OG0006554	COZTY_007833-T1	
OG0006555	COZTY_007835-T1	
OG0006556	COZTY_007844-T1	
OG0006557		GBNWZ_000006-T1
OG0006558		GBNWZ_000010-T1
OG0006559		GBNWZ_000012-T1
OG0006560		GBNWZ_000018-T1
OG0006561		GBNWZ_000020-T1
OG0006562		GBNWZ_000021-T1
OG0006563		GBNWZ_000023-T1
OG0006564		GBNWZ_000030-T1
OG0006565		GBNWZ_000033-T1
OG0006566		GBNWZ_000038-T1
OG0006567		GBNWZ_000040-T1
OG0006568		GBNWZ_000041-T1
OG0006569		GBNWZ_000046-T1
OG0006570		GBNWZ_000052-T1
OG0006571		GBNWZ_000054-T1
OG0006572		GBNWZ_000057-T1
OG0006573		GBNWZ_000058-T1
OG0006574		GBNWZ_000060-T1
OG0006575		GBNWZ_000068-T1
OG0006576		GBNWZ_000075-T1
OG0006577		GBNWZ_000083-T1
OG0006578		GBNWZ_000085-T1
OG0006579		GBNWZ_000087-T1
OG0006580		GBNWZ_000090-T1
OG0006581		GBNWZ_000093-T1
OG0006582		GBNWZ_000096-T1
OG0006583		GBNWZ_000097-T1
OG0006584		GBNWZ_000099-T1
OG0006585		GBNWZ_000102-T1
OG0006586		GBNWZ_000110-T1
OG0006587		GBNWZ_000120-T1
OG0006588		GBNWZ_000123-T1
OG0006589		GBNWZ_000124-T1
OG0006590		GBNWZ_000127-T1
OG0006591		GBNWZ_000128-T1
OG0006592		GBNWZ_000129-T1
OG0006593		GBNWZ_000130-T1
OG0006594		GBNWZ_000138-T1
OG0006595		GBNWZ_000142-T1
OG0006596		GBNWZ_000143-T1
OG0006597		GBNWZ_000144-T1
OG0006598		GBNWZ_000148-T1
OG0006599		GBNWZ_000151-T1
OG0006600		GBNWZ_000155-T1
OG0006601		GBNWZ_000156-T1
OG0006602		GBNWZ_000162-T1
OG0006603		GBNWZ_000166-T1
OG0006604		GBNWZ_000168-T1
OG0006605		GBNWZ_000169-T1
OG0006606		GBNWZ_000172-T1
OG0006607		GBNWZ_000173-T1
OG0006608		GBNWZ_000174-T1
OG0006609		GBNWZ_000175-T1
OG0006610		GBNWZ_000177-T1
OG0006611		GBNWZ_000185-T1
OG0006612		GBNWZ_000192-T1
OG0006613		GBNWZ_000193-T1
OG0006614		GBNWZ_000201-T1
OG0006615		GBNWZ_000212-T1
OG0006616		GBNWZ_000214-T1
OG0006617		GBNWZ_000216-T1
OG0006618		GBNWZ_000220-T1
OG0006619		GBNWZ_000223-T1
OG0006620		GBNWZ_000232-T1
OG0006621		GBNWZ_000234-T1
OG0006622		GBNWZ_000236-T1
OG0006623		GBNWZ_000242-T1
OG0006624		GBNWZ_000246-T1
OG0006625		GBNWZ_000247-T1
OG0006626		GBNWZ_000260-T1
OG0006627		GBNWZ_000266-T1
OG0006628		GBNWZ_000268-T1
OG0006629		GBNWZ_000270-T1
OG0006630		GBNWZ_000273-T1
OG0006631		GBNWZ_000275-T1
OG0006632		GBNWZ_000278-T1
OG0006633		GBNWZ_000280-T1
OG0006634		GBNWZ_000281-T1
OG0006635		GBNWZ_000284-T1
OG0006636		GBNWZ_000288-T1
OG0006637		GBNWZ_000294-T1
OG0006638		GBNWZ_000295-T1
OG0006639		GBNWZ_000296-T1
OG0006640		GBNWZ_000299-T1
OG0006641		GBNWZ_000301-T1
OG0006642		GBNWZ_000304-T1
OG0006643		GBNWZ_000306-T1
OG0006644		GBNWZ_000309-T1
OG0006645		GBNWZ_000310-T1
OG0006646		GBNWZ_000312-T1
OG0006647		GBNWZ_000313-T1
OG0006648		GBNWZ_000316-T1
OG0006649		GBNWZ_000317-T1
OG0006650		GBNWZ_000322-T1
OG0006651		GBNWZ_000323-T1
OG0006652		GBNWZ_000326-T1
OG0006653		GBNWZ_000330-T1
OG0006654		GBNWZ_000340-T1
OG0006655		GBNWZ_000341-T1
OG0006656		GBNWZ_000345-T1
OG0006657		GBNWZ_000353-T1
OG0006658		GBNWZ_000354-T1
OG0006659		GBNWZ_000355-T1
OG0006660		GBNWZ_000357-T1
OG0006661		GBNWZ_000361-T1
OG0006662		GBNWZ_000369-T1
OG0006663		GBNWZ_000370-T1
OG0006664		GBNWZ_000373-T1
OG0006665		GBNWZ_000377-T1
OG0006666		GBNWZ_000378-T1
OG0006667		GBNWZ_000379-T1
OG0006668		GBNWZ_000384-T1
OG0006669		GBNWZ_000385-T1
OG0006670		GBNWZ_000386-T1
OG0006671		GBNWZ_000389-T1
OG0006672		GBNWZ_000390-T1
OG0006673		GBNWZ_000391-T1
OG0006674		GBNWZ_000392-T1
OG0006675		GBNWZ_000394-T1
OG0006676		GBNWZ_000400-T1
OG0006677		GBNWZ_000403-T1
OG0006678		GBNWZ_000404-T1
OG0006679		GBNWZ_000411-T1
OG0006680		GBNWZ_000414-T1
OG0006681		GBNWZ_000415-T1
OG0006682		GBNWZ_000418-T1
OG0006683		GBNWZ_000419-T1
OG0006684		GBNWZ_000421-T1
OG0006685		GBNWZ_000427-T1
OG0006686		GBNWZ_000434-T1
OG0006687		GBNWZ_000435-T1
OG0006688		GBNWZ_000441-T1
OG0006689		GBNWZ_000442-T1
OG0006690		GBNWZ_000446-T1
OG0006691		GBNWZ_000450-T1
OG0006692		GBNWZ_000454-T1
OG0006693		GBNWZ_000459-T1
OG0006694		GBNWZ_000462-T1
OG0006695		GBNWZ_000463-T1
OG0006696		GBNWZ_000464-T1
OG0006697		GBNWZ_000469-T1
OG0006698		GBNWZ_000470-T1
OG0006699		GBNWZ_000476-T1
OG0006700		GBNWZ_000477-T1
OG0006701		GBNWZ_000478-T1
OG0006702		GBNWZ_000479-T1
OG0006703		GBNWZ_000481-T1
OG0006704		GBNWZ_000482-T1
OG0006705		GBNWZ_000483-T1
OG0006706		GBNWZ_000487-T1
OG0006707		GBNWZ_000489-T1
OG0006708		GBNWZ_000491-T1
OG0006709		GBNWZ_000493-T1
OG0006710		GBNWZ_000497-T1
OG0006711		GBNWZ_000498-T1
OG0006712		GBNWZ_000500-T1
OG0006713		GBNWZ_000501-T1
OG0006714		GBNWZ_000503-T1
OG0006715		GBNWZ_000506-T1
OG0006716		GBNWZ_000509-T1
OG0006717		GBNWZ_000514-T1
OG0006718		GBNWZ_000515-T1
OG0006719		GBNWZ_000516-T1
OG0006720		GBNWZ_000520-T1
OG0006721		GBNWZ_000523-T1
OG0006722		GBNWZ_000524-T1
OG0006723		GBNWZ_000525-T1
OG0006724		GBNWZ_000530-T1
OG0006725		GBNWZ_000535-T1
OG0006726		GBNWZ_000536-T1
OG0006727		GBNWZ_000539-T1
OG0006728		GBNWZ_000540-T1
OG0006729		GBNWZ_000544-T1
OG0006730		GBNWZ_000546-T1
OG0006731		GBNWZ_000547-T1
OG0006732		GBNWZ_000549-T1
OG0006733		GBNWZ_000550-T1
OG0006734		GBNWZ_000552-T1
OG0006735		GBNWZ_000553-T1
OG0006736		GBNWZ_000555-T1
OG0006737		GBNWZ_000559-T1
OG0006738		GBNWZ_000561-T1
OG0006739		GBNWZ_000562-T1
OG0006740		GBNWZ_000563-T1
OG0006741		GBNWZ_000565-T1
OG0006742		GBNWZ_000568-T1
OG0006743		GBNWZ_000572-T1
OG0006744		GBNWZ_000573-T1
OG0006745		GBNWZ_000574-T1
OG0006746		GBNWZ_000575-T1
OG0006747		GBNWZ_000576-T1
OG0006748		GBNWZ_000577-T1
OG0006749		GBNWZ_000578-T1
OG0006750		GBNWZ_000580-T1
OG0006751		GBNWZ_000586-T1
OG0006752		GBNWZ_000588-T1
OG0006753		GBNWZ_000592-T1
OG0006754		GBNWZ_000593-T1
OG0006755		GBNWZ_000594-T1
OG0006756		GBNWZ_000595-T1
OG0006757		GBNWZ_000598-T1
OG0006758		GBNWZ_000604-T1
OG0006759		GBNWZ_000605-T1
OG0006760		GBNWZ_000612-T1
OG0006761		GBNWZ_000619-T1
OG0006762		GBNWZ_000623-T1
OG0006763		GBNWZ_000630-T1
OG0006764		GBNWZ_000631-T1
OG0006765		GBNWZ_000634-T1
OG0006766		GBNWZ_000640-T1
OG0006767		GBNWZ_000646-T1
OG0006768		GBNWZ_000657-T1
OG0006769		GBNWZ_000661-T1
OG0006770		GBNWZ_000665-T1
OG0006771		GBNWZ_000666-T1
OG0006772		GBNWZ_000668-T1
OG0006773		GBNWZ_000669-T1
OG0006774		GBNWZ_000678-T1
OG0006775		GBNWZ_000679-T1
OG0006776		GBNWZ_000680-T1
OG0006777		GBNWZ_000682-T1
OG0006778		GBNWZ_000684-T1
OG0006779		GBNWZ_000686-T1
OG0006780		GBNWZ_000688-T1
OG0006781		GBNWZ_000692-T1
OG0006782		GBNWZ_000701-T1
OG0006783		GBNWZ_000702-T1
OG0006784		GBNWZ_000704-T1
OG0006785		GBNWZ_000707-T1
OG0006786		GBNWZ_000712-T1
OG0006787		GBNWZ_000721-T1
OG0006788		GBNWZ_000722-T1
OG0006789		GBNWZ_000723-T1
OG0006790		GBNWZ_000725-T1
OG0006791		GBNWZ_000727-T1
OG0006792		GBNWZ_000732-T1
OG0006793		GBNWZ_000734-T1
OG0006794		GBNWZ_000736-T1
OG0006795		GBNWZ_000739-T1
OG0006796		GBNWZ_000740-T1
OG0006797		GBNWZ_000743-T1
OG0006798		GBNWZ_000747-T1
OG0006799		GBNWZ_000751-T1
OG0006800		GBNWZ_000755-T1
OG0006801		GBNWZ_000757-T1
OG0006802		GBNWZ_000759-T1
OG0006803		GBNWZ_000760-T1
OG0006804		GBNWZ_000766-T1
OG0006805		GBNWZ_000771-T1
OG0006806		GBNWZ_000778-T1
OG0006807		GBNWZ_000780-T1
OG0006808		GBNWZ_000784-T1
OG0006809		GBNWZ_000786-T1
OG0006810		GBNWZ_000796-T1
OG0006811		GBNWZ_000797-T1
OG0006812		GBNWZ_000799-T1
OG0006813		GBNWZ_000802-T1
OG0006814		GBNWZ_000807-T1
OG0006815		GBNWZ_000808-T1
OG0006816		GBNWZ_000810-T1
OG0006817		GBNWZ_000811-T1
OG0006818		GBNWZ_000813-T1
OG0006819		GBNWZ_000816-T1
OG0006820		GBNWZ_000818-T1
OG0006821		GBNWZ_000820-T1
OG0006822		GBNWZ_000821-T1
OG0006823		GBNWZ_000822-T1
OG0006824		GBNWZ_000823-T1
OG0006825		GBNWZ_000824-T1
OG0006826		GBNWZ_000825-T1
OG0006827		GBNWZ_000827-T1
OG0006828		GBNWZ_000834-T1
OG0006829		GBNWZ_000836-T1
OG0006830		GBNWZ_000840-T1
OG0006831		GBNWZ_000841-T1
OG0006832		GBNWZ_000842-T1
OG0006833		GBNWZ_000843-T1
OG0006834		GBNWZ_000844-T1
OG0006835		GBNWZ_000845-T1
OG0006836		GBNWZ_000847-T1
OG0006837		GBNWZ_000848-T1
OG0006838		GBNWZ_000849-T1
OG0006839		GBNWZ_000850-T1
OG0006840		GBNWZ_000852-T1
OG0006841		GBNWZ_000853-T1
OG0006842		GBNWZ_000856-T1
OG0006843		GBNWZ_000860-T1
OG0006844		GBNWZ_000861-T1
OG0006845		GBNWZ_000862-T1
OG0006846		GBNWZ_000864-T1
OG0006847		GBNWZ_000865-T1
OG0006848		GBNWZ_000870-T1
OG0006849		GBNWZ_000871-T1
OG0006850		GBNWZ_000874-T1
OG0006851		GBNWZ_000875-T1
OG0006852		GBNWZ_000876-T1
OG0006853		GBNWZ_000877-T1
OG0006854		GBNWZ_000878-T1
OG0006855		GBNWZ_000879-T1
OG0006856		GBNWZ_000880-T1
OG0006857		GBNWZ_000881-T1
OG0006858		GBNWZ_000883-T1
OG0006859		GBNWZ_000897-T1
OG0006860		GBNWZ_000899-T1
OG0006861		GBNWZ_000900-T1
OG0006862		GBNWZ_000901-T1
OG0006863		GBNWZ_000910-T1
OG0006864		GBNWZ_000913-T1
OG0006865		GBNWZ_000917-T1
OG0006866		GBNWZ_000921-T1
OG0006867		GBNWZ_000925-T1
OG0006868		GBNWZ_000926-T1
OG0006869		GBNWZ_000928-T1
OG0006870		GBNWZ_000931-T1
OG0006871		GBNWZ_000935-T1
OG0006872		GBNWZ_000937-T1
OG0006873		GBNWZ_000940-T1
OG0006874		GBNWZ_000941-T1
OG0006875		GBNWZ_000945-T1
OG0006876		GBNWZ_000950-T1
OG0006877		GBNWZ_000951-T1
OG0006878		GBNWZ_000952-T1
OG0006879		GBNWZ_000953-T1
OG0006880		GBNWZ_000961-T1
OG0006881		GBNWZ_000962-T1
OG0006882		GBNWZ_000970-T1
OG0006883		GBNWZ_000971-T1
OG0006884		GBNWZ_000972-T1
OG0006885		GBNWZ_000974-T1
OG0006886		GBNWZ_000975-T1
OG0006887		GBNWZ_000977-T1
OG0006888		GBNWZ_000978-T1
OG0006889		GBNWZ_000979-T1
OG0006890		GBNWZ_000980-T1
OG0006891		GBNWZ_000984-T1
OG0006892		GBNWZ_000986-T1
OG0006893		GBNWZ_000990-T1
OG0006894		GBNWZ_000991-T1
OG0006895		GBNWZ_000993-T1
OG0006896		GBNWZ_000994-T1
OG0006897		GBNWZ_000995-T1
OG0006898		GBNWZ_000996-T1
OG0006899		GBNWZ_000998-T1
OG0006900		GBNWZ_000999-T1
OG0006901		GBNWZ_001000-T1
OG0006902		GBNWZ_001001-T1
OG0006903		GBNWZ_001006-T1
OG0006904		GBNWZ_001008-T1
OG0006905		GBNWZ_001012-T1
OG0006906		GBNWZ_001014-T1
OG0006907		GBNWZ_001015-T1
OG0006908		GBNWZ_001016-T1
OG0006909		GBNWZ_001019-T1
OG0006910		GBNWZ_001022-T1
OG0006911		GBNWZ_001023-T1
OG0006912		GBNWZ_001024-T1
OG0006913		GBNWZ_001026-T1
OG0006914		GBNWZ_001028-T1
OG0006915		GBNWZ_001029-T1
OG0006916		GBNWZ_001030-T1
OG0006917		GBNWZ_001032-T1
OG0006918		GBNWZ_001033-T1
OG0006919		GBNWZ_001035-T1
OG0006920		GBNWZ_001036-T1
OG0006921		GBNWZ_001037-T1
OG0006922		GBNWZ_001038-T1
OG0006923		GBNWZ_001050-T1
OG0006924		GBNWZ_001052-T1
OG0006925		GBNWZ_001053-T1
OG0006926		GBNWZ_001055-T1
OG0006927		GBNWZ_001057-T1
OG0006928		GBNWZ_001061-T1
OG0006929		GBNWZ_001063-T1
OG0006930		GBNWZ_001064-T1
OG0006931		GBNWZ_001066-T1
OG0006932		GBNWZ_001067-T1
OG0006933		GBNWZ_001071-T1
OG0006934		GBNWZ_001072-T1
OG0006935		GBNWZ_001073-T1
OG0006936		GBNWZ_001075-T1
OG0006937		GBNWZ_001078-T1
OG0006938		GBNWZ_001079-T1
OG0006939		GBNWZ_001080-T1
OG0006940		GBNWZ_001082-T1
OG0006941		GBNWZ_001090-T1
OG0006942		GBNWZ_001091-T1
OG0006943		GBNWZ_001092-T1
OG0006944		GBNWZ_001095-T1
OG0006945		GBNWZ_001098-T1
OG0006946		GBNWZ_001099-T1
OG0006947		GBNWZ_001100-T1
OG0006948		GBNWZ_001103-T1
OG0006949		GBNWZ_001106-T1
OG0006950		GBNWZ_001110-T1
OG0006951		GBNWZ_001111-T1
OG0006952		GBNWZ_001113-T1
OG0006953		GBNWZ_001115-T1
OG0006954		GBNWZ_001116-T1
OG0006955		GBNWZ_001118-T1
OG0006956		GBNWZ_001126-T1
OG0006957		GBNWZ_001139-T1
OG0006958		GBNWZ_001142-T1
OG0006959		GBNWZ_001145-T1
OG0006960		GBNWZ_001146-T1
OG0006961		GBNWZ_001153-T1
OG0006962		GBNWZ_001155-T1
OG0006963		GBNWZ_001156-T1
OG0006964		GBNWZ_001158-T1
OG0006965		GBNWZ_001160-T1
OG0006966		GBNWZ_001164-T1
OG0006967		GBNWZ_001169-T1
OG0006968		GBNWZ_001170-T1
OG0006969		GBNWZ_001173-T1
OG0006970		GBNWZ_001176-T1
OG0006971		GBNWZ_001178-T1
OG0006972		GBNWZ_001179-T1
OG0006973		GBNWZ_001180-T1
OG0006974		GBNWZ_001182-T1
OG0006975		GBNWZ_001183-T1
OG0006976		GBNWZ_001184-T1
OG0006977		GBNWZ_001189-T1
OG0006978		GBNWZ_001191-T1
OG0006979		GBNWZ_001192-T1
OG0006980		GBNWZ_001194-T1
OG0006981		GBNWZ_001195-T1
OG0006982		GBNWZ_001198-T1
OG0006983		GBNWZ_001202-T1
OG0006984		GBNWZ_001204-T1
OG0006985		GBNWZ_001205-T1
OG0006986		GBNWZ_001210-T1
OG0006987		GBNWZ_001218-T1
OG0006988		GBNWZ_001223-T1
