	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.aa	Phycomyces_blakesleeanus_NRRL_1555.aa
OG0011581	GAWGY_012713-T1	
OG0011582	GAWGY_012714-T1	
OG0011583	GAWGY_012718-T1	
OG0011584	GAWGY_012721-T1	
OG0011585	GAWGY_012730-T1	
OG0011586	GAWGY_012739-T1	
OG0011587	GAWGY_012747-T1	
OG0011588	GAWGY_012752-T1	
OG0011589	GAWGY_012758-T1	
OG0011590	GAWGY_012761-T1	
OG0011591	GAWGY_012784-T1	
OG0011592	GAWGY_012786-T1	
OG0011593	GAWGY_012787-T1	
OG0011594	GAWGY_012800-T1	
OG0011595	GAWGY_012820-T1	
OG0011596	GAWGY_012821-T1	
OG0011597	GAWGY_012863-T1	
OG0011598	GAWGY_012865-T1	
OG0011599	GAWGY_012874-T1	
OG0011600	GAWGY_012877-T1	
OG0011601	GAWGY_012882-T1	
OG0011602	GAWGY_012885-T1	
OG0011603	GAWGY_012891-T1	
OG0011604	GAWGY_012892-T1	
OG0011605	GAWGY_012924-T1	
OG0011606	GAWGY_012926-T1	
OG0011607	GAWGY_012937-T1	
OG0011608	GAWGY_012942-T1	
OG0011609	GAWGY_012952-T1	
OG0011610	GAWGY_012957-T1	
OG0011611	GAWGY_012973-T1	
OG0011612	GAWGY_012976-T1	
OG0011613	GAWGY_012977-T1	
OG0011614	GAWGY_012978-T1	
OG0011615	GAWGY_012992-T1	
OG0011616	GAWGY_013026-T1	
OG0011617	GAWGY_013035-T1	
OG0011618	GAWGY_013039-T1	
OG0011619	GAWGY_013040-T1	
OG0011620	GAWGY_013058-T1	
OG0011621	GAWGY_013068-T1	
OG0011622		Phybl2|Phybl2_160917
OG0011623		Phybl2|Phybl2_160920
OG0011624		Phybl2|Phybl2_137818
OG0011625		Phybl2|Phybl2_137821
OG0011626		Phybl2|Phybl2_73964
OG0011627		Phybl2|Phybl2_9972
OG0011628		Phybl2|Phybl2_137828
OG0011629		Phybl2|Phybl2_137829
OG0011630		Phybl2|Phybl2_160929
OG0011631		Phybl2|Phybl2_160934
OG0011632		Phybl2|Phybl2_160936
OG0011633		Phybl2|Phybl2_61335
OG0011634		Phybl2|Phybl2_137842
OG0011635		Phybl2|Phybl2_76644
OG0011636		Phybl2|Phybl2_156846
OG0011637		Phybl2|Phybl2_137874
OG0011638		Phybl2|Phybl2_137876
OG0011639		Phybl2|Phybl2_137878
OG0011640		Phybl2|Phybl2_137880
OG0011641		Phybl2|Phybl2_137881
OG0011642		Phybl2|Phybl2_61382
OG0011643		Phybl2|Phybl2_61391
OG0011644		Phybl2|Phybl2_160999
OG0011645		Phybl2|Phybl2_137911
OG0011646		Phybl2|Phybl2_137916
OG0011647		Phybl2|Phybl2_161025
OG0011648		Phybl2|Phybl2_61429
OG0011649		Phybl2|Phybl2_129105
OG0011650		Phybl2|Phybl2_161064
OG0011651		Phybl2|Phybl2_161070
OG0011652		Phybl2|Phybl2_161081
OG0011653		Phybl2|Phybl2_161082
OG0011654		Phybl2|Phybl2_161100
OG0011655		Phybl2|Phybl2_61515
OG0011656		Phybl2|Phybl2_161111
OG0011657		Phybl2|Phybl2_61543
OG0011658		Phybl2|Phybl2_95259
OG0011659		Phybl2|Phybl2_161163
OG0011660		Phybl2|Phybl2_61576
OG0011661		Phybl2|Phybl2_61583
OG0011662		Phybl2|Phybl2_138093
OG0011663		Phybl2|Phybl2_61602
OG0011664		Phybl2|Phybl2_138117
OG0011665		Phybl2|Phybl2_161207
OG0011666		Phybl2|Phybl2_61621
OG0011667		Phybl2|Phybl2_156919
OG0011668		Phybl2|Phybl2_61624
OG0011669		Phybl2|Phybl2_161215
OG0011670		Phybl2|Phybl2_61627
OG0011671		Phybl2|Phybl2_61641
OG0011672		Phybl2|Phybl2_61653
OG0011673		Phybl2|Phybl2_61662
OG0011674		Phybl2|Phybl2_161250
OG0011675		Phybl2|Phybl2_120533
OG0011676		Phybl2|Phybl2_61683
OG0011677		Phybl2|Phybl2_161270
OG0011678		Phybl2|Phybl2_161274
OG0011679		Phybl2|Phybl2_161297
OG0011680		Phybl2|Phybl2_61715
OG0011681		Phybl2|Phybl2_61730
OG0011682		Phybl2|Phybl2_61747
OG0011683		Phybl2|Phybl2_138260
OG0011684		Phybl2|Phybl2_138279
OG0011685		Phybl2|Phybl2_156966
OG0011686		Phybl2|Phybl2_156967
OG0011687		Phybl2|Phybl2_161375
OG0011688		Phybl2|Phybl2_61797
OG0011689		Phybl2|Phybl2_161387
OG0011690		Phybl2|Phybl2_61830
OG0011691		Phybl2|Phybl2_156982
OG0011692		Phybl2|Phybl2_61837
OG0011693		Phybl2|Phybl2_74554
OG0011694		Phybl2|Phybl2_105457
OG0011695		Phybl2|Phybl2_98547
OG0011696		Phybl2|Phybl2_161456
OG0011697		Phybl2|Phybl2_138366
OG0011698		Phybl2|Phybl2_61878
OG0011699		Phybl2|Phybl2_61884
OG0011700		Phybl2|Phybl2_104648
OG0011701		Phybl2|Phybl2_138388
OG0011702		Phybl2|Phybl2_138389
OG0011703		Phybl2|Phybl2_138390
OG0011704		Phybl2|Phybl2_161479
OG0011705		Phybl2|Phybl2_161482
OG0011706		Phybl2|Phybl2_161484
OG0011707		Phybl2|Phybl2_61900
OG0011708		Phybl2|Phybl2_161487
OG0011709		Phybl2|Phybl2_161489
OG0011710		Phybl2|Phybl2_94085
OG0011711		Phybl2|Phybl2_161491
OG0011712		Phybl2|Phybl2_161492
OG0011713		Phybl2|Phybl2_105401
OG0011714		Phybl2|Phybl2_157000
OG0011715		Phybl2|Phybl2_138413
OG0011716		Phybl2|Phybl2_161500
OG0011717		Phybl2|Phybl2_61913
OG0011718		Phybl2|Phybl2_161505
OG0011719		Phybl2|Phybl2_161507
OG0011720		Phybl2|Phybl2_94810
OG0011721		Phybl2|Phybl2_61930
OG0011722		Phybl2|Phybl2_61940
OG0011723		Phybl2|Phybl2_61960
OG0011724		Phybl2|Phybl2_161550
OG0011725		Phybl2|Phybl2_161555
OG0011726		Phybl2|Phybl2_184486
OG0011727		Phybl2|Phybl2_178798
OG0011728		Phybl2|Phybl2_61987
OG0011729		Phybl2|Phybl2_157027
OG0011730		Phybl2|Phybl2_161593
OG0011731		Phybl2|Phybl2_129484
OG0011732		Phybl2|Phybl2_157037
OG0011733		Phybl2|Phybl2_157038
OG0011734		Phybl2|Phybl2_138532
OG0011735		Phybl2|Phybl2_76923
OG0011736		Phybl2|Phybl2_157047
OG0011737		Phybl2|Phybl2_161661
OG0011738		Phybl2|Phybl2_62091
OG0011739		Phybl2|Phybl2_138591
OG0011740		Phybl2|Phybl2_161684
OG0011741		Phybl2|Phybl2_62098
OG0011742		Phybl2|Phybl2_62102
OG0011743		Phybl2|Phybl2_138597
OG0011744		Phybl2|Phybl2_138598
OG0011745		Phybl2|Phybl2_62118
OG0011746		Phybl2|Phybl2_62119
OG0011747		Phybl2|Phybl2_62128
OG0011748		Phybl2|Phybl2_138631
OG0011749		Phybl2|Phybl2_138634
OG0011750		Phybl2|Phybl2_62152
OG0011751		Phybl2|Phybl2_62154
OG0011752		Phybl2|Phybl2_138644
OG0011753		Phybl2|Phybl2_184550
OG0011754		Phybl2|Phybl2_103533
OG0011755		Phybl2|Phybl2_138653
OG0011756		Phybl2|Phybl2_138656
OG0011757		Phybl2|Phybl2_138658
OG0011758		Phybl2|Phybl2_72942
OG0011759		Phybl2|Phybl2_103736
OG0011760		Phybl2|Phybl2_72955
OG0011761		Phybl2|Phybl2_7430
OG0011762		Phybl2|Phybl2_157079
OG0011763		Phybl2|Phybl2_72966
OG0011764		Phybl2|Phybl2_161783
OG0011765		Phybl2|Phybl2_72976
OG0011766		Phybl2|Phybl2_161788
OG0011767		Phybl2|Phybl2_72980
OG0011768		Phybl2|Phybl2_161791
OG0011769		Phybl2|Phybl2_161792
OG0011770		Phybl2|Phybl2_138706
OG0011771		Phybl2|Phybl2_161796
OG0011772		Phybl2|Phybl2_138712
OG0011773		Phybl2|Phybl2_161800
OG0011774		Phybl2|Phybl2_157085
OG0011775		Phybl2|Phybl2_161804
OG0011776		Phybl2|Phybl2_73718
OG0011777		Phybl2|Phybl2_161809
OG0011778		Phybl2|Phybl2_161810
OG0011779		Phybl2|Phybl2_161811
OG0011780		Phybl2|Phybl2_161814
OG0011781		Phybl2|Phybl2_157086
OG0011782		Phybl2|Phybl2_161820
OG0011783		Phybl2|Phybl2_138734
OG0011784		Phybl2|Phybl2_138735
OG0011785		Phybl2|Phybl2_161832
OG0011786		Phybl2|Phybl2_138752
OG0011787		Phybl2|Phybl2_138753
OG0011788		Phybl2|Phybl2_99792
OG0011789		Phybl2|Phybl2_161838
OG0011790		Phybl2|Phybl2_161840
OG0011791		Phybl2|Phybl2_72908
OG0011792		Phybl2|Phybl2_161848
OG0011793		Phybl2|Phybl2_161850
OG0011794		Phybl2|Phybl2_184570
OG0011795		Phybl2|Phybl2_73842
OG0011796		Phybl2|Phybl2_138788
OG0011797		Phybl2|Phybl2_157091
OG0011798		Phybl2|Phybl2_161860
OG0011799		Phybl2|Phybl2_161861
OG0011800		Phybl2|Phybl2_157092
OG0011801		Phybl2|Phybl2_161865
OG0011802		Phybl2|Phybl2_161866
OG0011803		Phybl2|Phybl2_161867
OG0011804		Phybl2|Phybl2_161868
OG0011805		Phybl2|Phybl2_157096
OG0011806		Phybl2|Phybl2_161870
OG0011807		Phybl2|Phybl2_72765
OG0011808		Phybl2|Phybl2_161873
OG0011809		Phybl2|Phybl2_161874
OG0011810		Phybl2|Phybl2_161877
OG0011811		Phybl2|Phybl2_161878
OG0011812		Phybl2|Phybl2_161879
OG0011813		Phybl2|Phybl2_138811
OG0011814		Phybl2|Phybl2_138813
OG0011815		Phybl2|Phybl2_157097
OG0011816		Phybl2|Phybl2_9989
OG0011817		Phybl2|Phybl2_138818
OG0011818		Phybl2|Phybl2_161892
OG0011819		Phybl2|Phybl2_138828
OG0011820		Phybl2|Phybl2_161895
OG0011821		Phybl2|Phybl2_161899
OG0011822		Phybl2|Phybl2_72789
OG0011823		Phybl2|Phybl2_138838
OG0011824		Phybl2|Phybl2_161908
OG0011825		Phybl2|Phybl2_161909
OG0011826		Phybl2|Phybl2_138841
OG0011827		Phybl2|Phybl2_161911
OG0011828		Phybl2|Phybl2_161912
OG0011829		Phybl2|Phybl2_161916
OG0011830		Phybl2|Phybl2_161917
OG0011831		Phybl2|Phybl2_161918
OG0011832		Phybl2|Phybl2_70690
OG0011833		Phybl2|Phybl2_138854
OG0011834		Phybl2|Phybl2_69812
OG0011835		Phybl2|Phybl2_161941
OG0011836		Phybl2|Phybl2_69834
OG0011837		Phybl2|Phybl2_69845
OG0011838		Phybl2|Phybl2_161959
OG0011839		Phybl2|Phybl2_73687
OG0011840		Phybl2|Phybl2_138913
OG0011841		Phybl2|Phybl2_138914
OG0011842		Phybl2|Phybl2_138915
OG0011843		Phybl2|Phybl2_138916
OG0011844		Phybl2|Phybl2_71290
OG0011845		Phybl2|Phybl2_161984
OG0011846		Phybl2|Phybl2_138932
OG0011847		Phybl2|Phybl2_71305
OG0011848		Phybl2|Phybl2_162001
OG0011849		Phybl2|Phybl2_157127
OG0011850		Phybl2|Phybl2_25590
OG0011851		Phybl2|Phybl2_94076
OG0011852		Phybl2|Phybl2_138967
OG0011853		Phybl2|Phybl2_157133
OG0011854		Phybl2|Phybl2_162042
OG0011855		Phybl2|Phybl2_162043
OG0011856		Phybl2|Phybl2_71352
OG0011857		Phybl2|Phybl2_138983
OG0011858		Phybl2|Phybl2_162050
OG0011859		Phybl2|Phybl2_138991
OG0011860		Phybl2|Phybl2_154054
OG0011861		Phybl2|Phybl2_157139
OG0011862		Phybl2|Phybl2_139003
OG0011863		Phybl2|Phybl2_139007
OG0011864		Phybl2|Phybl2_162067
OG0011865		Phybl2|Phybl2_72628
OG0011866		Phybl2|Phybl2_162075
OG0011867		Phybl2|Phybl2_72623
OG0011868		Phybl2|Phybl2_162078
OG0011869		Phybl2|Phybl2_139021
OG0011870		Phybl2|Phybl2_139022
OG0011871		Phybl2|Phybl2_72617
OG0011872		Phybl2|Phybl2_72612
OG0011873		Phybl2|Phybl2_105618
OG0011874		Phybl2|Phybl2_178945
OG0011875		Phybl2|Phybl2_139028
OG0011876		Phybl2|Phybl2_105123
OG0011877		Phybl2|Phybl2_104733
OG0011878		Phybl2|Phybl2_72589
OG0011879		Phybl2|Phybl2_139051
OG0011880		Phybl2|Phybl2_105249
OG0011881		Phybl2|Phybl2_65726
OG0011882		Phybl2|Phybl2_162113
OG0011883		Phybl2|Phybl2_105006
OG0011884		Phybl2|Phybl2_139057
OG0011885		Phybl2|Phybl2_139062
OG0011886		Phybl2|Phybl2_157149
OG0011887		Phybl2|Phybl2_157150
OG0011888		Phybl2|Phybl2_139078
OG0011889		Phybl2|Phybl2_139079
OG0011890		Phybl2|Phybl2_73424
OG0011891		Phybl2|Phybl2_139083
OG0011892		Phybl2|Phybl2_162148
OG0011893		Phybl2|Phybl2_162150
OG0011894		Phybl2|Phybl2_162151
OG0011895		Phybl2|Phybl2_73443
OG0011896		Phybl2|Phybl2_184638
OG0011897		Phybl2|Phybl2_162154
OG0011898		Phybl2|Phybl2_104459
OG0011899		Phybl2|Phybl2_162157
OG0011900		Phybl2|Phybl2_139104
OG0011901		Phybl2|Phybl2_73453
OG0011902		Phybl2|Phybl2_139109
OG0011903		Phybl2|Phybl2_93581
OG0011904		Phybl2|Phybl2_73457
OG0011905		Phybl2|Phybl2_162162
OG0011906		Phybl2|Phybl2_139117
OG0011907		Phybl2|Phybl2_73469
OG0011908		Phybl2|Phybl2_73470
OG0011909		Phybl2|Phybl2_162168
OG0011910		Phybl2|Phybl2_58140
OG0011911		Phybl2|Phybl2_162187
OG0011912		Phybl2|Phybl2_184651
OG0011913		Phybl2|Phybl2_139150
OG0011914		Phybl2|Phybl2_120994
OG0011915		Phybl2|Phybl2_139165
OG0011916		Phybl2|Phybl2_178991
OG0011917		Phybl2|Phybl2_15291
OG0011918		Phybl2|Phybl2_162257
OG0011919		Phybl2|Phybl2_162260
OG0011920		Phybl2|Phybl2_58237
OG0011921		Phybl2|Phybl2_58238
OG0011922		Phybl2|Phybl2_58241
OG0011923		Phybl2|Phybl2_106288
OG0011924		Phybl2|Phybl2_139244
OG0011925		Phybl2|Phybl2_58279
OG0011926		Phybl2|Phybl2_162308
OG0011927		Phybl2|Phybl2_58286
OG0011928		Phybl2|Phybl2_184708
OG0011929		Phybl2|Phybl2_58304
OG0011930		Phybl2|Phybl2_157196
OG0011931		Phybl2|Phybl2_58353
OG0011932		Phybl2|Phybl2_139339
OG0011933		Phybl2|Phybl2_58372
OG0011934		Phybl2|Phybl2_58377
OG0011935		Phybl2|Phybl2_58379
OG0011936		Phybl2|Phybl2_58380
OG0011937		Phybl2|Phybl2_58381
OG0011938		Phybl2|Phybl2_139365
OG0011939		Phybl2|Phybl2_184752
OG0011940		Phybl2|Phybl2_139367
OG0011941		Phybl2|Phybl2_157219
OG0011942		Phybl2|Phybl2_157220
OG0011943		Phybl2|Phybl2_58388
OG0011944		Phybl2|Phybl2_162415
OG0011945		Phybl2|Phybl2_162417
OG0011946		Phybl2|Phybl2_162418
OG0011947		Phybl2|Phybl2_58397
OG0011948		Phybl2|Phybl2_162423
OG0011949		Phybl2|Phybl2_139383
OG0011950		Phybl2|Phybl2_139384
OG0011951		Phybl2|Phybl2_162429
OG0011952		Phybl2|Phybl2_58409
OG0011953		Phybl2|Phybl2_162440
OG0011954		Phybl2|Phybl2_162441
OG0011955		Phybl2|Phybl2_58426
OG0011956		Phybl2|Phybl2_58428
OG0011957		Phybl2|Phybl2_162453
OG0011958		Phybl2|Phybl2_162454
OG0011959		Phybl2|Phybl2_162455
OG0011960		Phybl2|Phybl2_162456
OG0011961		Phybl2|Phybl2_92047
OG0011962		Phybl2|Phybl2_179083
OG0011963		Phybl2|Phybl2_139423
OG0011964		Phybl2|Phybl2_58443
OG0011965		Phybl2|Phybl2_58444
OG0011966		Phybl2|Phybl2_162470
OG0011967		Phybl2|Phybl2_95507
OG0011968		Phybl2|Phybl2_139428
OG0011969		Phybl2|Phybl2_162508
OG0011970		Phybl2|Phybl2_157235
OG0011971		Phybl2|Phybl2_139471
OG0011972		Phybl2|Phybl2_58489
OG0011973		Phybl2|Phybl2_74054
OG0011974		Phybl2|Phybl2_139480
OG0011975		Phybl2|Phybl2_162529
OG0011976		Phybl2|Phybl2_58515
OG0011977		Phybl2|Phybl2_162539
OG0011978		Phybl2|Phybl2_162541
OG0011979		Phybl2|Phybl2_106355
OG0011980		Phybl2|Phybl2_162545
OG0011981		Phybl2|Phybl2_58525
OG0011982		Phybl2|Phybl2_139513
OG0011983		Phybl2|Phybl2_162547
OG0011984		Phybl2|Phybl2_154142
OG0011985		Phybl2|Phybl2_58534
OG0011986		Phybl2|Phybl2_58535
OG0011987		Phybl2|Phybl2_58536
OG0011988		Phybl2|Phybl2_106945
OG0011989		Phybl2|Phybl2_58540
OG0011990		Phybl2|Phybl2_162558
OG0011991		Phybl2|Phybl2_162559
OG0011992		Phybl2|Phybl2_58544
OG0011993		Phybl2|Phybl2_162561
OG0011994		Phybl2|Phybl2_162562
OG0011995		Phybl2|Phybl2_176667
OG0011996		Phybl2|Phybl2_162567
OG0011997		Phybl2|Phybl2_58570
OG0011998		Phybl2|Phybl2_162595
OG0011999		Phybl2|Phybl2_162612
OG0012000		Phybl2|Phybl2_58603
OG0012001		Phybl2|Phybl2_162619
OG0012002		Phybl2|Phybl2_139594
OG0012003		Phybl2|Phybl2_162622
OG0012004		Phybl2|Phybl2_162624
OG0012005		Phybl2|Phybl2_162639
OG0012006		Phybl2|Phybl2_162644
OG0012007		Phybl2|Phybl2_157276
OG0012008		Phybl2|Phybl2_162668
OG0012009		Phybl2|Phybl2_162672
OG0012010		Phybl2|Phybl2_58661
OG0012011		Phybl2|Phybl2_162675
OG0012012		Phybl2|Phybl2_139657
OG0012013		Phybl2|Phybl2_58695
OG0012014		Phybl2|Phybl2_121319
OG0012015		Phybl2|Phybl2_162725
OG0012016		Phybl2|Phybl2_121363
OG0012017		Phybl2|Phybl2_157305
OG0012018		Phybl2|Phybl2_162764
OG0012019		Phybl2|Phybl2_92893
OG0012020		Phybl2|Phybl2_162792
OG0012021		Phybl2|Phybl2_162804
OG0012022		Phybl2|Phybl2_162810
OG0012023		Phybl2|Phybl2_157326
OG0012024		Phybl2|Phybl2_162831
OG0012025		Phybl2|Phybl2_58828
OG0012026		Phybl2|Phybl2_106795
OG0012027		Phybl2|Phybl2_58835
OG0012028		Phybl2|Phybl2_157338
OG0012029		Phybl2|Phybl2_105799
OG0012030		Phybl2|Phybl2_5889
OG0012031		Phybl2|Phybl2_58862
OG0012032		Phybl2|Phybl2_58866
OG0012033		Phybl2|Phybl2_162882
OG0012034		Phybl2|Phybl2_157352
OG0012035		Phybl2|Phybl2_58888
OG0012036		Phybl2|Phybl2_184960
OG0012037		Phybl2|Phybl2_139884
OG0012038		Phybl2|Phybl2_7189
OG0012039		Phybl2|Phybl2_58923
OG0012040		Phybl2|Phybl2_162945
OG0012041		Phybl2|Phybl2_58935
OG0012042		Phybl2|Phybl2_35379
OG0012043		Phybl2|Phybl2_58944
OG0012044		Phybl2|Phybl2_139915
OG0012045		Phybl2|Phybl2_162961
OG0012046		Phybl2|Phybl2_106940
OG0012047		Phybl2|Phybl2_58979
OG0012048		Phybl2|Phybl2_162999
OG0012049		Phybl2|Phybl2_58999
OG0012050		Phybl2|Phybl2_184999
OG0012051		Phybl2|Phybl2_163014
OG0012052		Phybl2|Phybl2_139976
OG0012053		Phybl2|Phybl2_59016
OG0012054		Phybl2|Phybl2_163025
OG0012055		Phybl2|Phybl2_139989
OG0012056		Phybl2|Phybl2_163040
OG0012057		Phybl2|Phybl2_185016
OG0012058		Phybl2|Phybl2_140007
OG0012059		Phybl2|Phybl2_100857
OG0012060		Phybl2|Phybl2_163090
OG0012061		Phybl2|Phybl2_121656
OG0012062		Phybl2|Phybl2_163102
OG0012063		Phybl2|Phybl2_140075
OG0012064		Phybl2|Phybl2_140093
OG0012065		Phybl2|Phybl2_163129
OG0012066		Phybl2|Phybl2_140098
OG0012067		Phybl2|Phybl2_59127
OG0012068		Phybl2|Phybl2_59129
OG0012069		Phybl2|Phybl2_59131
OG0012070		Phybl2|Phybl2_59132
OG0012071		Phybl2|Phybl2_157439
OG0012072		Phybl2|Phybl2_59137
OG0012073		Phybl2|Phybl2_163142
OG0012074		Phybl2|Phybl2_163145
OG0012075		Phybl2|Phybl2_163146
OG0012076		Phybl2|Phybl2_157444
OG0012077		Phybl2|Phybl2_59167
OG0012078		Phybl2|Phybl2_59175
OG0012079		Phybl2|Phybl2_96899
OG0012080		Phybl2|Phybl2_140145
OG0012081		Phybl2|Phybl2_106749
OG0012082		Phybl2|Phybl2_98610
OG0012083		Phybl2|Phybl2_14875
OG0012084		Phybl2|Phybl2_121706
OG0012085		Phybl2|Phybl2_163195
OG0012086		Phybl2|Phybl2_163198
OG0012087		Phybl2|Phybl2_100890
OG0012088		Phybl2|Phybl2_157457
OG0012089		Phybl2|Phybl2_140182
OG0012090		Phybl2|Phybl2_163217
OG0012091		Phybl2|Phybl2_185091
OG0012092		Phybl2|Phybl2_59230
OG0012093		Phybl2|Phybl2_163233
OG0012094		Phybl2|Phybl2_59236
OG0012095		Phybl2|Phybl2_140207
OG0012096		Phybl2|Phybl2_140209
OG0012097		Phybl2|Phybl2_140212
OG0012098		Phybl2|Phybl2_163238
OG0012099		Phybl2|Phybl2_163239
OG0012100		Phybl2|Phybl2_101264
OG0012101		Phybl2|Phybl2_59244
OG0012102		Phybl2|Phybl2_140218
OG0012103		Phybl2|Phybl2_140220
OG0012104		Phybl2|Phybl2_140224
OG0012105		Phybl2|Phybl2_163261
OG0012106		Phybl2|Phybl2_163263
OG0012107		Phybl2|Phybl2_140244
OG0012108		Phybl2|Phybl2_140249
OG0012109		Phybl2|Phybl2_59276
OG0012110		Phybl2|Phybl2_163272
OG0012111		Phybl2|Phybl2_163273
OG0012112		Phybl2|Phybl2_163289
OG0012113		Phybl2|Phybl2_71781
OG0012114		Phybl2|Phybl2_163295
OG0012115		Phybl2|Phybl2_140287
OG0012116		Phybl2|Phybl2_157480
OG0012117		Phybl2|Phybl2_71751
OG0012118		Phybl2|Phybl2_163326
OG0012119		Phybl2|Phybl2_163330
OG0012120		Phybl2|Phybl2_140324
OG0012121		Phybl2|Phybl2_157494
OG0012122		Phybl2|Phybl2_140329
OG0012123		Phybl2|Phybl2_71724
OG0012124		Phybl2|Phybl2_163351
OG0012125		Phybl2|Phybl2_140339
OG0012126		Phybl2|Phybl2_157503
OG0012127		Phybl2|Phybl2_74029
OG0012128		Phybl2|Phybl2_163371
OG0012129		Phybl2|Phybl2_163373
OG0012130		Phybl2|Phybl2_157504
OG0012131		Phybl2|Phybl2_163385
OG0012132		Phybl2|Phybl2_69793
OG0012133		Phybl2|Phybl2_69785
OG0012134		Phybl2|Phybl2_163399
OG0012135		Phybl2|Phybl2_140395
OG0012136		Phybl2|Phybl2_69758
OG0012137		Phybl2|Phybl2_73783
OG0012138		Phybl2|Phybl2_140403
OG0012139		Phybl2|Phybl2_163423
OG0012140		Phybl2|Phybl2_163427
OG0012141		Phybl2|Phybl2_163428
OG0012142		Phybl2|Phybl2_24356
OG0012143		Phybl2|Phybl2_107139
OG0012144		Phybl2|Phybl2_154365
OG0012145		Phybl2|Phybl2_69705
OG0012146		Phybl2|Phybl2_69700
OG0012147		Phybl2|Phybl2_163474
OG0012148		Phybl2|Phybl2_107631
OG0012149		Phybl2|Phybl2_154371
OG0012150		Phybl2|Phybl2_163486
OG0012151		Phybl2|Phybl2_107729
OG0012152		Phybl2|Phybl2_163519
OG0012153		Phybl2|Phybl2_69654
OG0012154		Phybl2|Phybl2_69653
OG0012155		Phybl2|Phybl2_163521
OG0012156		Phybl2|Phybl2_107160
OG0012157		Phybl2|Phybl2_163528
OG0012158		Phybl2|Phybl2_140501
OG0012159		Phybl2|Phybl2_140502
OG0012160		Phybl2|Phybl2_94091
OG0012161		Phybl2|Phybl2_94093
OG0012162		Phybl2|Phybl2_140506
OG0012163		Phybl2|Phybl2_140508
OG0012164		Phybl2|Phybl2_140509
OG0012165		Phybl2|Phybl2_163537
OG0012166		Phybl2|Phybl2_163539
OG0012167		Phybl2|Phybl2_163541
OG0012168		Phybl2|Phybl2_163542
OG0012169		Phybl2|Phybl2_107632
OG0012170		Phybl2|Phybl2_163548
OG0012171		Phybl2|Phybl2_163549
OG0012172		Phybl2|Phybl2_163550
OG0012173		Phybl2|Phybl2_157553
OG0012174		Phybl2|Phybl2_163553
OG0012175		Phybl2|Phybl2_73781
OG0012176		Phybl2|Phybl2_163556
OG0012177		Phybl2|Phybl2_140527
OG0012178		Phybl2|Phybl2_163563
OG0012179		Phybl2|Phybl2_163565
OG0012180		Phybl2|Phybl2_93282
OG0012181		Phybl2|Phybl2_8118
OG0012182		Phybl2|Phybl2_103576
OG0012183		Phybl2|Phybl2_163583
OG0012184		Phybl2|Phybl2_157557
OG0012185		Phybl2|Phybl2_74617
OG0012186		Phybl2|Phybl2_163594
OG0012187		Phybl2|Phybl2_62748
OG0012188		Phybl2|Phybl2_62738
OG0012189		Phybl2|Phybl2_163616
OG0012190		Phybl2|Phybl2_157565
OG0012191		Phybl2|Phybl2_157566
OG0012192		Phybl2|Phybl2_163626
OG0012193		Phybl2|Phybl2_154403
OG0012194		Phybl2|Phybl2_62699
OG0012195		Phybl2|Phybl2_157581
OG0012196		Phybl2|Phybl2_104245
OG0012197		Phybl2|Phybl2_163662
OG0012198		Phybl2|Phybl2_62669
OG0012199		Phybl2|Phybl2_163673
OG0012200		Phybl2|Phybl2_163693
OG0012201		Phybl2|Phybl2_163698
OG0012202		Phybl2|Phybl2_163710
OG0012203		Phybl2|Phybl2_163713
OG0012204		Phybl2|Phybl2_94358
OG0012205		Phybl2|Phybl2_157599
OG0012206		Phybl2|Phybl2_107969
OG0012207		Phybl2|Phybl2_62607
OG0012208		Phybl2|Phybl2_103888
OG0012209		Phybl2|Phybl2_157601
OG0012210		Phybl2|Phybl2_163769
OG0012211		Phybl2|Phybl2_163775
OG0012212		Phybl2|Phybl2_163782
OG0012213		Phybl2|Phybl2_179658
OG0012214		Phybl2|Phybl2_62517
OG0012215		Phybl2|Phybl2_62516
OG0012216		Phybl2|Phybl2_163823
OG0012217		Phybl2|Phybl2_163831
OG0012218		Phybl2|Phybl2_163835
OG0012219		Phybl2|Phybl2_163837
OG0012220		Phybl2|Phybl2_103163
OG0012221		Phybl2|Phybl2_130908
OG0012222		Phybl2|Phybl2_163859
OG0012223		Phybl2|Phybl2_157646
OG0012224		Phybl2|Phybl2_185350
OG0012225		Phybl2|Phybl2_62455
OG0012226		Phybl2|Phybl2_62415
OG0012227		Phybl2|Phybl2_163923
OG0012228		Phybl2|Phybl2_140889
OG0012229		Phybl2|Phybl2_163926
OG0012230		Phybl2|Phybl2_163927
OG0012231		Phybl2|Phybl2_73863
OG0012232		Phybl2|Phybl2_62400
OG0012233		Phybl2|Phybl2_163934
OG0012234		Phybl2|Phybl2_163937
OG0012235		Phybl2|Phybl2_163942
OG0012236		Phybl2|Phybl2_140902
OG0012237		Phybl2|Phybl2_163945
OG0012238		Phybl2|Phybl2_163947
OG0012239		Phybl2|Phybl2_163949
OG0012240		Phybl2|Phybl2_163950
OG0012241		Phybl2|Phybl2_163951
OG0012242		Phybl2|Phybl2_163952
OG0012243		Phybl2|Phybl2_62380
OG0012244		Phybl2|Phybl2_140912
OG0012245		Phybl2|Phybl2_163957
OG0012246		Phybl2|Phybl2_62364
OG0012247		Phybl2|Phybl2_62363
