	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0009378		GBNWA_006445-T1
OG0009379		GBNWA_006447-T1
OG0009380		GBNWA_006457-T1
OG0009381		GBNWA_006458-T1
OG0009382		GBNWA_006469-T1
OG0009383		GBNWA_006473-T1
OG0009384		GBNWA_006475-T1
OG0009385		GBNWA_006479-T1
OG0009386		GBNWA_006480-T1
OG0009387		GBNWA_006481-T1
OG0009388		GBNWA_006482-T1
OG0009389		GBNWA_006483-T1
OG0009390		GBNWA_006487-T1
OG0009391		GBNWA_006537-T1
OG0009392		GBNWA_006544-T1
OG0009393		GBNWA_006546-T1
OG0009394		GBNWA_006547-T1
OG0009395		GBNWA_006552-T1
OG0009396		GBNWA_006554-T1
OG0009397		GBNWA_006557-T1
OG0009398		GBNWA_006558-T1
OG0009399		GBNWA_006560-T1
OG0009400		GBNWA_006561-T1
OG0009401		GBNWA_006578-T1
OG0009402		GBNWA_006587-T1
OG0009403		GBNWA_006617-T1
OG0009404		GBNWA_006619-T1
OG0009405		GBNWA_006620-T1
OG0009406		GBNWA_006622-T1
OG0009407		GBNWA_006626-T1
OG0009408		GBNWA_006631-T1
OG0009409		GBNWA_006632-T1
OG0009410		GBNWA_006634-T1
OG0009411		GBNWA_006638-T1
OG0009412		GBNWA_006642-T1
OG0009413		GBNWA_006646-T1
OG0009414		GBNWA_006655-T1
OG0009415		GBNWA_006656-T1
OG0009416		GBNWA_006657-T1
OG0009417		GBNWA_006662-T1
OG0009418		GBNWA_006681-T1
OG0009419		GBNWA_006682-T1
OG0009420		GBNWA_006693-T1
OG0009421		GBNWA_006699-T1
OG0009422		GBNWA_006700-T1
OG0009423		GBNWA_006702-T1
OG0009424		GBNWA_006703-T1
OG0009425		GBNWA_006705-T1
OG0009426		GBNWA_006708-T1
OG0009427		GBNWA_006713-T1
OG0009428		GBNWA_006715-T1
OG0009429		GBNWA_006723-T1
OG0009430		GBNWA_006747-T1
OG0009431		GBNWA_006764-T1
OG0009432		GBNWA_006807-T1
OG0009433		GBNWA_006808-T1
OG0009434		GBNWA_006849-T1
OG0009435		GBNWA_006889-T1
OG0009436		GBNWA_006892-T1
OG0009437		GBNWA_006893-T1
OG0009438		GBNWA_006894-T1
OG0009439		GBNWA_006897-T1
OG0009440		GBNWA_006898-T1
OG0009441		GBNWA_006899-T1
OG0009442		GBNWA_006900-T1
OG0009443		GBNWA_006924-T1
OG0009444		GBNWA_006935-T1
OG0009445		GBNWA_006943-T1
OG0009446		GBNWA_006944-T1
OG0009447		GBNWA_006946-T1
OG0009448		GBNWA_006953-T1
OG0009449		GBNWA_006962-T1
OG0009450		GBNWA_006966-T1
OG0009451		GBNWA_006972-T1
OG0009452		GBNWA_006974-T1
OG0009453		GBNWA_006977-T1
OG0009454		GBNWA_007003-T1
OG0009455		GBNWA_007006-T1
OG0009456		GBNWA_007013-T1
OG0009457		GBNWA_007017-T1
OG0009458		GBNWA_007028-T1
OG0009459		GBNWA_007039-T1
OG0009460		GBNWA_007041-T1
OG0009461		GBNWA_007091-T1
OG0009462		GBNWA_007095-T1
OG0009463		GBNWA_007102-T1
OG0009464		GBNWA_007108-T1
OG0009465		GBNWA_007137-T1
OG0009466		GBNWA_007138-T1
OG0009467		GBNWA_007142-T1
OG0009468		GBNWA_007148-T1
OG0009469		GBNWA_007166-T1
OG0009470		GBNWA_007167-T1
OG0009471		GBNWA_007168-T1
OG0009472		GBNWA_007170-T1
OG0009473		GBNWA_007190-T1
OG0009474		GBNWA_007207-T1
OG0009475		GBNWA_007227-T1
OG0009476		GBNWA_007229-T1
OG0009477		GBNWA_007230-T1
OG0009478		GBNWA_007237-T1
OG0009479		GBNWA_007281-T1
OG0009480		GBNWA_007292-T1
OG0009481		GBNWA_007294-T1
OG0009482		GBNWA_007297-T1
OG0009483		GBNWA_007300-T1
OG0009484		GBNWA_007304-T1
OG0009485		GBNWA_007305-T1
OG0009486		GBNWA_007340-T1
OG0009487		GBNWA_007342-T1
OG0009488		GBNWA_007357-T1
OG0009489		GBNWA_007375-T1
OG0009490		GBNWA_007379-T1
OG0009491		GBNWA_007381-T1
OG0009492		GBNWA_007388-T1
OG0009493		GBNWA_007404-T1
OG0009494		GBNWA_007405-T1
OG0009495		GBNWA_007410-T1
OG0009496		GBNWA_007413-T1
OG0009497		GBNWA_007415-T1
OG0009498		GBNWA_007416-T1
OG0009499		GBNWA_007425-T1
OG0009500		GBNWA_007433-T1
OG0009501		GBNWA_007460-T1
OG0009502		GBNWA_007466-T1
OG0009503		GBNWA_007474-T1
OG0009504		GBNWA_007491-T1
OG0009505		GBNWA_007497-T1
OG0009506		GBNWA_007534-T1
OG0009507		GBNWA_007561-T1
OG0009508		GBNWA_007567-T1
OG0009509		GBNWA_007569-T1
OG0009510		GBNWA_007615-T1
OG0009511		GBNWA_007623-T1
OG0009512		GBNWA_007630-T1
OG0009513		GBNWA_007656-T1
OG0009514		GBNWA_007666-T1
OG0009515		GBNWA_007667-T1
OG0009516		GBNWA_007668-T1
OG0009517		GBNWA_007670-T1
OG0009518		GBNWA_007671-T1
OG0009519		GBNWA_007673-T1
OG0009520		GBNWA_007674-T1
OG0009521		GBNWA_007724-T1
OG0009522		GBNWA_007729-T1
OG0009523		GBNWA_007730-T1
OG0009524		GBNWA_007731-T1
OG0009525		GBNWA_007732-T1
OG0009526		GBNWA_007735-T1
OG0009527		GBNWA_007746-T1
OG0009528		GBNWA_007753-T1
OG0009529		GBNWA_007761-T1
OG0009530		GBNWA_007788-T1
OG0009531		GBNWA_007790-T1
OG0009532		GBNWA_007791-T1
OG0009533		GBNWA_007801-T1
OG0009534		GBNWA_007814-T1
OG0009535		GBNWA_007828-T1
OG0009536		GBNWA_007843-T1
OG0009537		GBNWA_007845-T1
OG0009538		GBNWA_007846-T1
OG0009539		GBNWA_007847-T1
OG0009540		GBNWA_007889-T1
OG0009541		GBNWA_007892-T1
OG0009542		GBNWA_007893-T1
OG0009543		GBNWA_007898-T1
OG0009544		GBNWA_007909-T1
OG0009545		GBNWA_007924-T1
OG0009546		GBNWA_007937-T1
OG0009547		GBNWA_007938-T1
OG0009548		GBNWA_007940-T1
OG0009549		GBNWA_007941-T1
OG0009550		GBNWA_007942-T1
OG0009551		GBNWA_007951-T1
OG0009552		GBNWA_007966-T1
OG0009553		GBNWA_007970-T1
OG0009554		GBNWA_007985-T1
OG0009555		GBNWA_007987-T1
OG0009556		GBNWA_007992-T1
OG0009557		GBNWA_007993-T1
OG0009558		GBNWA_007994-T1
OG0009559		GBNWA_007995-T1
OG0009560		GBNWA_007996-T1
OG0009561		GBNWA_008003-T1
OG0009562		GBNWA_008006-T1
OG0009563		GBNWA_008011-T1
OG0009564		GBNWA_008099-T1
OG0009565		GBNWA_008109-T1
OG0009566		GBNWA_008133-T1
OG0009567		GBNWA_008142-T1
OG0009568		GBNWA_008174-T1
OG0009569		GBNWA_008179-T1
OG0009570		GBNWA_008193-T1
OG0009571		GBNWA_008208-T1
OG0009572		GBNWA_008222-T1
OG0009573		GBNWA_008233-T1
OG0009574		GBNWA_008240-T1
OG0009575		GBNWA_008250-T1
OG0009576		GBNWA_008252-T1
OG0009577		GBNWA_008317-T1
OG0009578		GBNWA_008320-T1
OG0009579		GBNWA_008321-T1
OG0009580		GBNWA_008329-T1
OG0009581		GBNWA_008340-T1
OG0009582		GBNWA_008350-T1
OG0009583		GBNWA_008362-T1
OG0009584		GBNWA_008373-T1
OG0009585		GBNWA_008382-T1
OG0009586		GBNWA_008394-T1
OG0009587		GBNWA_008435-T1
OG0009588		GBNWA_008448-T1
OG0009589		GBNWA_008452-T1
OG0009590		GBNWA_008459-T1
OG0009591		GBNWA_008476-T1
OG0009592		GBNWA_008483-T1
OG0009593		GBNWA_008498-T1
OG0009594		GBNWA_008500-T1
OG0009595		GBNWA_008515-T1
OG0009596		GBNWA_008545-T1
OG0009597		GBNWA_008551-T1
OG0009598		GBNWA_008581-T1
OG0009599		GBNWA_008607-T1
OG0009600		GBNWA_008613-T1
OG0009601		GBNWA_008614-T1
OG0009602		GBNWA_008620-T1
OG0009603		GBNWA_008623-T1
OG0009604		GBNWA_008633-T1
OG0009605		GBNWA_008651-T1
OG0009606		GBNWA_008652-T1
OG0009607		GBNWA_008653-T1
OG0009608		GBNWA_008656-T1
OG0009609		GBNWA_008657-T1
OG0009610		GBNWA_008661-T1
OG0009611		GBNWA_008669-T1
OG0009612		GBNWA_008670-T1
OG0009613		GBNWA_008706-T1
OG0009614		GBNWA_008715-T1
OG0009615		GBNWA_008741-T1
OG0009616		GBNWA_008757-T1
OG0009617		GBNWA_008759-T1
OG0009618		GBNWA_008798-T1
OG0009619		GBNWA_008802-T1
OG0009620		GBNWA_008812-T1
OG0009621		GBNWA_008818-T1
OG0009622		GBNWA_008821-T1
OG0009623		GBNWA_008846-T1
OG0009624		GBNWA_008858-T1
OG0009625		GBNWA_008877-T1
OG0009626		GBNWA_008885-T1
OG0009627		GBNWA_008896-T1
OG0009628		GBNWA_008900-T1
OG0009629		GBNWA_008912-T1
OG0009630		GBNWA_008935-T1
OG0009631		GBNWA_008952-T1
OG0009632		GBNWA_008954-T1
OG0009633		GBNWA_008955-T1
OG0009634		GBNWA_009005-T1
OG0009635		GBNWA_009006-T1
OG0009636		GBNWA_009044-T1
OG0009637		GBNWA_009046-T1
OG0009638		GBNWA_009055-T1
OG0009639		GBNWA_009058-T1
OG0009640		GBNWA_009060-T1
OG0009641		GBNWA_009062-T1
OG0009642		GBNWA_009070-T1
OG0009643		GBNWA_009076-T1
OG0009644		GBNWA_009089-T1
OG0009645		GBNWA_009098-T1
OG0009646		GBNWA_009100-T1
OG0009647		GBNWA_009132-T1
OG0009648		GBNWA_009180-T1
OG0009649		GBNWA_009182-T1
OG0009650		GBNWA_009195-T1
OG0009651		GBNWA_009203-T1
OG0009652		GBNWA_009221-T1
OG0009653		GBNWA_009240-T1
OG0009654		GBNWA_009241-T1
OG0009655		GBNWA_009259-T1
OG0009656		GBNWA_009264-T1
OG0009657		GBNWA_009277-T1
OG0009658		GBNWA_009279-T1
OG0009659		GBNWA_009327-T1
OG0009660		GBNWA_009338-T1
OG0009661		GBNWA_009339-T1
OG0009662		GBNWA_009347-T1
OG0009663		GBNWA_009350-T1
OG0009664		GBNWA_009351-T1
OG0009665		GBNWA_009353-T1
OG0009666		GBNWA_009369-T1
OG0009667		GBNWA_009370-T1
OG0009668		GBNWA_009380-T1
OG0009669		GBNWA_009395-T1
OG0009670		GBNWA_009414-T1
OG0009671		GBNWA_009419-T1
OG0009672		GBNWA_009433-T1
OG0009673		GBNWA_009524-T1
OG0009674		GBNWA_009542-T1
OG0009675		GBNWA_009548-T1
OG0009676		GBNWA_009550-T1
OG0009677		GBNWA_009563-T1
OG0009678		GBNWA_009590-T1
OG0009679		GBNWA_009597-T1
OG0009680		GBNWA_009606-T1
OG0009681		GBNWA_009639-T1
OG0009682		GBNWA_009678-T1
OG0009683		GBNWA_009685-T1
OG0009684		GBNWA_009689-T1
OG0009685		GBNWA_009722-T1
OG0009686		GBNWA_009733-T1
OG0009687		GBNWA_009734-T1
OG0009688		GBNWA_009741-T1
OG0009689		GBNWA_009753-T1
OG0009690		GBNWA_009764-T1
OG0009691		GBNWA_009781-T1
OG0009692		GBNWA_009787-T1
OG0009693		GBNWA_009788-T1
OG0009694		GBNWA_009800-T1
OG0009695		GBNWA_009823-T1
OG0009696		GBNWA_009830-T1
OG0009697		GBNWA_009856-T1
OG0009698		GBNWA_009898-T1
OG0009699		GBNWA_009900-T1
OG0009700		GBNWA_009901-T1
OG0009701		GBNWA_009903-T1
OG0009702		GBNWA_009910-T1
OG0009703		GBNWA_009914-T1
OG0009704		GBNWA_009917-T1
OG0009705		GBNWA_009919-T1
OG0009706		GBNWA_009920-T1
OG0009707		GBNWA_009936-T1
OG0009708		GBNWA_009938-T1
OG0009709		GBNWA_009942-T1
OG0009710		GBNWA_009950-T1
OG0009711		GBNWA_009955-T1
OG0009712		GBNWA_009979-T1
OG0009713		GBNWA_009983-T1
OG0009714		GBNWA_009984-T1
OG0009715		GBNWA_009989-T1
OG0009716		GBNWA_009996-T1
OG0009717		GBNWA_010001-T1
OG0009718		GBNWA_010004-T1
OG0009719		GBNWA_010005-T1
OG0009720		GBNWA_010008-T1
OG0009721		GBNWA_010056-T1
OG0009722		GBNWA_010064-T1
OG0009723		GBNWA_010067-T1
OG0009724		GBNWA_010076-T1
OG0009725		GBNWA_010094-T1
OG0009726		GBNWA_010117-T1
OG0009727		GBNWA_010118-T1
