	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0003387	GBNUZ_003563-T1	GBNWA_009486-T1
OG0003388	GBNUZ_003564-T1	GBNWA_009485-T1
OG0003389	GBNUZ_003565-T1	GBNWA_009484-T1
OG0003390	GBNUZ_003567-T1	GBNWA_009483-T1
OG0003391	GBNUZ_003568-T1	GBNWA_009482-T1
OG0003392	GBNUZ_003570-T1	GBNWA_009480-T1
OG0003393	GBNUZ_003572-T1	GBNWA_000377-T1
OG0003394	GBNUZ_003573-T1	GBNWA_000378-T1
OG0003395	GBNUZ_003574-T1	GBNWA_000379-T1
OG0003396	GBNUZ_003577-T1	GBNWA_000380-T1
OG0003397	GBNUZ_003578-T1	GBNWA_000381-T1
OG0003398	GBNUZ_003579-T1	GBNWA_000382-T1
OG0003399	GBNUZ_003580-T1	GBNWA_000383-T1
OG0003400	GBNUZ_003581-T1	GBNWA_000384-T1
OG0003401	GBNUZ_003582-T1	GBNWA_000385-T1
OG0003402	GBNUZ_003583-T1	GBNWA_000386-T1
OG0003403	GBNUZ_003584-T1	GBNWA_000387-T1
OG0003404	GBNUZ_003585-T1	GBNWA_000388-T1
OG0003405	GBNUZ_003586-T1	GBNWA_000389-T1
OG0003406	GBNUZ_003588-T1	GBNWA_000391-T1
OG0003407	GBNUZ_003589-T1	GBNWA_000392-T1
OG0003408	GBNUZ_003590-T1	GBNWA_000393-T1
OG0003409	GBNUZ_003591-T1	GBNWA_000395-T1
OG0003410	GBNUZ_003592-T1	GBNWA_000396-T1
OG0003411	GBNUZ_003593-T1	GBNWA_000397-T1
OG0003412	GBNUZ_003594-T1	GBNWA_000398-T1
OG0003413	GBNUZ_003598-T1	GBNWA_000400-T1
OG0003414	GBNUZ_003600-T1	GBNWA_000402-T1
OG0003415	GBNUZ_003601-T1	GBNWA_000404-T1
OG0003416	GBNUZ_003602-T1	GBNWA_000405-T1
OG0003417	GBNUZ_003603-T1	GBNWA_000406-T1
OG0003418	GBNUZ_003604-T1	GBNWA_000407-T1
OG0003419	GBNUZ_003605-T1	GBNWA_000408-T1
OG0003420	GBNUZ_003607-T1	GBNWA_006614-T1
OG0003421	GBNUZ_003608-T1	GBNWA_006613-T1
OG0003422	GBNUZ_003609-T1	GBNWA_006612-T1
OG0003423	GBNUZ_003611-T1	GBNWA_006610-T1
OG0003424	GBNUZ_003612-T1	GBNWA_006609-T1
OG0003425	GBNUZ_003613-T1	GBNWA_006608-T1
OG0003426	GBNUZ_003614-T1	GBNWA_006607-T1
OG0003427	GBNUZ_003615-T1	GBNWA_006606-T1
OG0003428	GBNUZ_003616-T1	GBNWA_006605-T1
OG0003429	GBNUZ_003619-T1	GBNWA_006603-T1
OG0003430	GBNUZ_003620-T1	GBNWA_006602-T1
OG0003431	GBNUZ_003621-T1	GBNWA_006601-T1
OG0003432	GBNUZ_003622-T1	GBNWA_006600-T1
OG0003433	GBNUZ_003623-T1	GBNWA_006599-T1
OG0003434	GBNUZ_003625-T1	GBNWA_006597-T1
OG0003435	GBNUZ_003626-T1	GBNWA_006596-T1
OG0003436	GBNUZ_003627-T1	GBNWA_006595-T1
OG0003437	GBNUZ_003629-T1	GBNWA_006593-T1
OG0003438	GBNUZ_003630-T1	GBNWA_006592-T1
OG0003439	GBNUZ_003632-T1	GBNWA_006590-T1
OG0003440	GBNUZ_003633-T1	GBNWA_006589-T1
OG0003441	GBNUZ_003634-T1	GBNWA_006588-T1
OG0003442	GBNUZ_003635-T1	GBNWA_006586-T1
OG0003443	GBNUZ_003636-T1	GBNWA_006585-T1
OG0003444	GBNUZ_003639-T1	GBNWA_006582-T1
OG0003445	GBNUZ_003640-T1	GBNWA_006581-T1
OG0003446	GBNUZ_003641-T1	GBNWA_006580-T1
OG0003447	GBNUZ_003643-T1	GBNWA_006577-T1
OG0003448	GBNUZ_003644-T1	GBNWA_006576-T1
OG0003449	GBNUZ_003645-T1	GBNWA_006575-T1
OG0003450	GBNUZ_003647-T1	GBNWA_006573-T1
OG0003451	GBNUZ_003648-T1	GBNWA_006384-T1
OG0003452	GBNUZ_003650-T1	GBNWA_009894-T1
OG0003453	GBNUZ_003658-T1	GBNWA_004300-T1
OG0003454	GBNUZ_003659-T1	GBNWA_004299-T1
OG0003455	GBNUZ_003660-T1	GBNWA_004298-T1
OG0003456	GBNUZ_003663-T1	GBNWA_004295-T1
OG0003457	GBNUZ_003665-T1	GBNWA_004293-T1
OG0003458	GBNUZ_003666-T1	GBNWA_004292-T1
OG0003459	GBNUZ_003667-T1	GBNWA_004291-T1
OG0003460	GBNUZ_003668-T1	GBNWA_004290-T1
OG0003461	GBNUZ_003673-T1	GBNWA_004238-T1
OG0003462	GBNUZ_003674-T1	GBNWA_004237-T1
OG0003463	GBNUZ_003675-T1	GBNWA_004236-T1
OG0003464	GBNUZ_003676-T1	GBNWA_004235-T1
OG0003465	GBNUZ_003677-T1	GBNWA_004234-T1
OG0003466	GBNUZ_003678-T1	GBNWA_004232-T1
OG0003467	GBNUZ_003679-T1	GBNWA_004230-T1
OG0003468	GBNUZ_003680-T1	GBNWA_004229-T1
OG0003469	GBNUZ_003681-T1	GBNWA_004228-T1
OG0003470	GBNUZ_003682-T1	GBNWA_004227-T1
OG0003471	GBNUZ_003683-T1	GBNWA_004226-T1
OG0003472	GBNUZ_003684-T1	GBNWA_004225-T1
OG0003473	GBNUZ_003685-T1	GBNWA_004224-T1
OG0003474	GBNUZ_003686-T1	GBNWA_004223-T1
OG0003475	GBNUZ_003687-T1	GBNWA_004222-T1
OG0003476	GBNUZ_003688-T1	GBNWA_004314-T1
OG0003477	GBNUZ_003689-T1	GBNWA_003767-T1
OG0003478	GBNUZ_003690-T1	GBNWA_003768-T1
OG0003479	GBNUZ_003692-T1	GBNWA_003770-T1
OG0003480	GBNUZ_003693-T1	GBNWA_003771-T1
OG0003481	GBNUZ_003696-T1	GBNWA_003773-T1
OG0003482	GBNUZ_003697-T1	GBNWA_003774-T1
OG0003483	GBNUZ_003700-T1	GBNWA_003776-T1
OG0003484	GBNUZ_003701-T1	GBNWA_003777-T1
OG0003485	GBNUZ_003702-T1	GBNWA_003778-T1
OG0003486	GBNUZ_003703-T1	GBNWA_003779-T1
OG0003487	GBNUZ_003706-T1	GBNWA_003781-T1
OG0003488	GBNUZ_003707-T1	GBNWA_003782-T1
OG0003489	GBNUZ_003711-T1	GBNWA_004395-T1
OG0003490	GBNUZ_003712-T1	GBNWA_004396-T1
OG0003491	GBNUZ_003713-T1	GBNWA_004397-T1
OG0003492	GBNUZ_003714-T1	GBNWA_004398-T1
OG0003493	GBNUZ_003717-T1	GBNWA_004400-T1
OG0003494	GBNUZ_003718-T1	GBNWA_004401-T1
OG0003495	GBNUZ_003719-T1	GBNWA_004402-T1
OG0003496	GBNUZ_003721-T1	GBNWA_004404-T1
OG0003497	GBNUZ_003723-T1	GBNWA_006360-T1
OG0003498	GBNUZ_003724-T1	GBNWA_006359-T1
OG0003499	GBNUZ_003725-T1	GBNWA_006356-T1
OG0003500	GBNUZ_003726-T1	GBNWA_006354-T1
OG0003501	GBNUZ_003728-T1	GBNWA_006353-T1
OG0003502	GBNUZ_003729-T1	GBNWA_006352-T1
OG0003503	GBNUZ_003730-T1	GBNWA_006351-T1
OG0003504	GBNUZ_003732-T1	GBNWA_006349-T1
OG0003505	GBNUZ_003737-T1	GBNWA_008928-T1
OG0003506	GBNUZ_003738-T1	GBNWA_008927-T1
OG0003507	GBNUZ_003739-T1	GBNWA_008926-T1
OG0003508	GBNUZ_003740-T1	GBNWA_008925-T1
OG0003509	GBNUZ_003741-T1	GBNWA_008924-T1
OG0003510	GBNUZ_003742-T1	GBNWA_008923-T1
OG0003511	GBNUZ_003743-T1	GBNWA_008922-T1
OG0003512	GBNUZ_003744-T1	GBNWA_008921-T1
OG0003513	GBNUZ_003745-T1	GBNWA_008920-T1
OG0003514	GBNUZ_003749-T1	GBNWA_008917-T1
OG0003515	GBNUZ_003750-T1	GBNWA_008916-T1
OG0003516	GBNUZ_003751-T1	GBNWA_008915-T1
OG0003517	GBNUZ_003752-T1	GBNWA_008914-T1
OG0003518	GBNUZ_003754-T1	GBNWA_005051-T1
OG0003519	GBNUZ_003756-T1	GBNWA_005050-T1
OG0003520	GBNUZ_003757-T1	GBNWA_005049-T1
OG0003521	GBNUZ_003758-T1	GBNWA_005048-T1
OG0003522	GBNUZ_003759-T1	GBNWA_005047-T1
OG0003523	GBNUZ_003760-T1	GBNWA_005046-T1
OG0003524	GBNUZ_003761-T1	GBNWA_005045-T1
OG0003525	GBNUZ_003764-T1	GBNWA_005044-T1
OG0003526	GBNUZ_003766-T1	GBNWA_005042-T1
OG0003527	GBNUZ_003767-T1	GBNWA_005041-T1
OG0003528	GBNUZ_003768-T1	GBNWA_006374-T1
OG0003529	GBNUZ_003770-T1	GBNWA_006538-T1
OG0003530	GBNUZ_003771-T1	GBNWA_006539-T1
OG0003531	GBNUZ_003772-T1	GBNWA_006540-T1
OG0003532	GBNUZ_003773-T1	GBNWA_006541-T1
OG0003533	GBNUZ_003774-T1	GBNWA_006542-T1
OG0003534	GBNUZ_003775-T1	GBNWA_003024-T1
OG0003535	GBNUZ_003777-T1	GBNWA_003026-T1
OG0003536	GBNUZ_003778-T1	GBNWA_003028-T1
OG0003537	GBNUZ_003779-T1	GBNWA_003029-T1
OG0003538	GBNUZ_003780-T1	GBNWA_003030-T1
OG0003539	GBNUZ_003781-T1	GBNWA_003031-T1
OG0003540	GBNUZ_003782-T1	GBNWA_003032-T1
OG0003541	GBNUZ_003783-T1	GBNWA_003033-T1
OG0003542	GBNUZ_003785-T1	GBNWA_003034-T1
OG0003543	GBNUZ_003786-T1	GBNWA_003035-T1
OG0003544	GBNUZ_003787-T1	GBNWA_003036-T1
OG0003545	GBNUZ_003788-T1	GBNWA_003037-T1
OG0003546	GBNUZ_003790-T1	GBNWA_003039-T1
OG0003547	GBNUZ_003792-T1	GBNWA_003041-T1
OG0003548	GBNUZ_003794-T1	GBNWA_004380-T1
OG0003549	GBNUZ_003795-T1	GBNWA_004381-T1
OG0003550	GBNUZ_003796-T1	GBNWA_004382-T1
OG0003551	GBNUZ_003799-T1	GBNWA_004384-T1
OG0003552	GBNUZ_003800-T1	GBNWA_004385-T1
OG0003553	GBNUZ_003802-T1	GBNWA_004387-T1
OG0003554	GBNUZ_003806-T1	GBNWA_004389-T1
OG0003555	GBNUZ_003807-T1	GBNWA_004390-T1
OG0003556	GBNUZ_003808-T1	GBNWA_009287-T1
OG0003557	GBNUZ_003809-T1	GBNWA_009286-T1
OG0003558	GBNUZ_003810-T1	GBNWA_009285-T1
OG0003559	GBNUZ_003811-T1	GBNWA_009284-T1
OG0003560	GBNUZ_003812-T1	GBNWA_009283-T1
OG0003561	GBNUZ_003814-T1	GBNWA_009282-T1
OG0003562	GBNUZ_003817-T1	GBNWA_009280-T1
OG0003563	GBNUZ_003820-T1	GBNWA_006362-T1
OG0003564	GBNUZ_003822-T1	GBNWA_000983-T1
OG0003565	GBNUZ_003823-T1	GBNWA_000984-T1
OG0003566	GBNUZ_003824-T1	GBNWA_000985-T1
OG0003567	GBNUZ_003825-T1	GBNWA_000986-T1
OG0003568	GBNUZ_003826-T1	GBNWA_000987-T1
OG0003569	GBNUZ_003827-T1	GBNWA_000988-T1
OG0003570	GBNUZ_003828-T1	GBNWA_000989-T1
OG0003571	GBNUZ_003829-T1	GBNWA_000990-T1
OG0003572	GBNUZ_003831-T1	GBNWA_000992-T1
OG0003573	GBNUZ_003832-T1	GBNWA_000994-T1
OG0003574	GBNUZ_003833-T1	GBNWA_000995-T1
OG0003575	GBNUZ_003834-T1	GBNWA_000996-T1
OG0003576	GBNUZ_003837-T1	GBNWA_001000-T1
OG0003577	GBNUZ_003838-T1	GBNWA_001001-T1
OG0003578	GBNUZ_003840-T1	GBNWA_001003-T1
OG0003579	GBNUZ_003841-T1	GBNWA_001004-T1
OG0003580	GBNUZ_003842-T1	GBNWA_001005-T1
OG0003581	GBNUZ_003843-T1	GBNWA_001006-T1
OG0003582	GBNUZ_003844-T1	GBNWA_001007-T1
OG0003583	GBNUZ_003845-T1	GBNWA_001008-T1
OG0003584	GBNUZ_003846-T1	GBNWA_001009-T1
OG0003585	GBNUZ_003847-T1	GBNWA_001010-T1
OG0003586	GBNUZ_003849-T1	GBNWA_001013-T1
OG0003587	GBNUZ_003850-T1	GBNWA_001014-T1
OG0003588	GBNUZ_003852-T1	GBNWA_005860-T1
OG0003589	GBNUZ_003853-T1	GBNWA_005861-T1
OG0003590	GBNUZ_003856-T1	GBNWA_005864-T1
OG0003591	GBNUZ_003859-T1	GBNWA_005869-T1
OG0003592	GBNUZ_003860-T1	GBNWA_005870-T1
OG0003593	GBNUZ_003861-T1	GBNWA_005871-T1
OG0003594	GBNUZ_003865-T1	GBNWA_005873-T1
OG0003595	GBNUZ_003867-T1	GBNWA_005875-T1
OG0003596	GBNUZ_003868-T1	GBNWA_005876-T1
OG0003597	GBNUZ_003869-T1	GBNWA_005877-T1
OG0003598	GBNUZ_003870-T1	GBNWA_005878-T1
OG0003599	GBNUZ_003871-T1	GBNWA_005879-T1
OG0003600	GBNUZ_003872-T1	GBNWA_005881-T1
OG0003601	GBNUZ_003873-T1	GBNWA_005882-T1
OG0003602	GBNUZ_003874-T1	GBNWA_005883-T1
OG0003603	GBNUZ_003875-T1	GBNWA_005884-T1
OG0003604	GBNUZ_003876-T1	GBNWA_005885-T1
OG0003605	GBNUZ_003877-T1	GBNWA_005886-T1
OG0003606	GBNUZ_003878-T1	GBNWA_005887-T1
OG0003607	GBNUZ_003879-T1	GBNWA_005888-T1
OG0003608	GBNUZ_003881-T1	GBNWA_005889-T1
OG0003609	GBNUZ_003882-T1	GBNWA_005890-T1
OG0003610	GBNUZ_003883-T1	GBNWA_005891-T1
OG0003611	GBNUZ_003884-T1	GBNWA_005892-T1
OG0003612	GBNUZ_003885-T1	GBNWA_005894-T1
OG0003613	GBNUZ_003886-T1	GBNWA_005895-T1
OG0003614	GBNUZ_003887-T1	GBNWA_005897-T1
OG0003615	GBNUZ_003888-T1	GBNWA_005898-T1
OG0003616	GBNUZ_003889-T1	GBNWA_005899-T1
OG0003617	GBNUZ_003890-T1	GBNWA_005900-T1
OG0003618	GBNUZ_003891-T1	GBNWA_005901-T1
OG0003619	GBNUZ_003892-T1	GBNWA_005902-T1
OG0003620	GBNUZ_003893-T1	GBNWA_005903-T1
OG0003621	GBNUZ_003894-T1	GBNWA_005904-T1
OG0003622	GBNUZ_003895-T1	GBNWA_005905-T1
OG0003623	GBNUZ_003896-T1	GBNWA_005906-T1
OG0003624	GBNUZ_003901-T1	GBNWA_005909-T1
OG0003625	GBNUZ_003902-T1	GBNWA_005910-T1
OG0003626	GBNUZ_003903-T1	GBNWA_005911-T1
OG0003627	GBNUZ_003904-T1	GBNWA_005912-T1
OG0003628	GBNUZ_003905-T1	GBNWA_005914-T1
OG0003629	GBNUZ_003906-T1	GBNWA_005915-T1
OG0003630	GBNUZ_003907-T1	GBNWA_005916-T1
OG0003631	GBNUZ_003908-T1	GBNWA_005917-T1
OG0003632	GBNUZ_003909-T1	GBNWA_005919-T1
OG0003633	GBNUZ_003910-T1	GBNWA_005920-T1
OG0003634	GBNUZ_003911-T1	GBNWA_005921-T1
OG0003635	GBNUZ_003912-T1	GBNWA_005922-T1
OG0003636	GBNUZ_003914-T1	GBNWA_002451-T1
OG0003637	GBNUZ_003915-T1	GBNWA_002452-T1
OG0003638	GBNUZ_003917-T1	GBNWA_002454-T1
OG0003639	GBNUZ_003919-T1	GBNWA_002457-T1
OG0003640	GBNUZ_003920-T1	GBNWA_002458-T1
OG0003641	GBNUZ_003921-T1	GBNWA_002459-T1
OG0003642	GBNUZ_003923-T1	GBNWA_002461-T1
OG0003643	GBNUZ_003924-T1	GBNWA_002462-T1
OG0003644	GBNUZ_003925-T1	GBNWA_008901-T1
OG0003645	GBNUZ_003926-T1	GBNWA_008902-T1
OG0003646	GBNUZ_003927-T1	GBNWA_008903-T1
OG0003647	GBNUZ_003928-T1	GBNWA_008904-T1
OG0003648	GBNUZ_003929-T1	GBNWA_008905-T1
OG0003649	GBNUZ_003930-T1	GBNWA_008906-T1
OG0003650	GBNUZ_003931-T1	GBNWA_008907-T1
OG0003651	GBNUZ_003932-T1	GBNWA_008908-T1
OG0003652	GBNUZ_003934-T1	GBNWA_008910-T1
OG0003653	GBNUZ_003935-T1	GBNWA_008911-T1
OG0003654	GBNUZ_003937-T1	GBNWA_004736-T1
OG0003655	GBNUZ_003938-T1	GBNWA_004735-T1
OG0003656	GBNUZ_003940-T1	GBNWA_006720-T1
OG0003657	GBNUZ_003943-T1	GBNWA_006718-T1
OG0003658	GBNUZ_003946-T1	GBNWA_006716-T1
OG0003659	GBNUZ_003948-T1	GBNWA_005071-T1
OG0003660	GBNUZ_003949-T1	GBNWA_005072-T1
OG0003661	GBNUZ_003950-T1	GBNWA_005073-T1
OG0003662	GBNUZ_003951-T1	GBNWA_005074-T1
OG0003663	GBNUZ_003952-T1	GBNWA_005075-T1
OG0003664	GBNUZ_003956-T1	GBNWA_005099-T1
OG0003665	GBNUZ_003959-T1	GBNWA_007225-T1
OG0003666	GBNUZ_003960-T1	GBNWA_007224-T1
OG0003667	GBNUZ_003961-T1	GBNWA_007223-T1
OG0003668	GBNUZ_003962-T1	GBNWA_007222-T1
OG0003669	GBNUZ_003963-T1	GBNWA_007221-T1
OG0003670	GBNUZ_003964-T1	GBNWA_007220-T1
OG0003671	GBNUZ_003966-T1	GBNWA_007218-T1
OG0003672	GBNUZ_003967-T1	GBNWA_007217-T1
OG0003673	GBNUZ_003970-T1	GBNWA_007214-T1
OG0003674	GBNUZ_003971-T1	GBNWA_007213-T1
OG0003675	GBNUZ_003973-T1	GBNWA_004270-T1
OG0003676	GBNUZ_003974-T1	GBNWA_004269-T1
OG0003677	GBNUZ_003975-T1	GBNWA_004268-T1
OG0003678	GBNUZ_003976-T1	GBNWA_004267-T1
OG0003679	GBNUZ_003978-T1	GBNWA_004265-T1
OG0003680	GBNUZ_003979-T1	GBNWA_004264-T1
OG0003681	GBNUZ_003981-T1	GBNWA_004263-T1
OG0003682	GBNUZ_003982-T1	GBNWA_004262-T1
OG0003683	GBNUZ_003983-T1	GBNWA_004261-T1
OG0003684	GBNUZ_003984-T1	GBNWA_004260-T1
OG0003685	GBNUZ_003986-T1	GBNWA_004258-T1
OG0003686	GBNUZ_003987-T1	GBNWA_006516-T1
OG0003687	GBNUZ_003988-T1	GBNWA_006517-T1
OG0003688	GBNUZ_003989-T1	GBNWA_006518-T1
OG0003689	GBNUZ_003991-T1	GBNWA_006520-T1
OG0003690	GBNUZ_003992-T1	GBNWA_006521-T1
OG0003691	GBNUZ_003993-T1	GBNWA_006522-T1
OG0003692	GBNUZ_003994-T1	GBNWA_006523-T1
OG0003693	GBNUZ_003997-T1	GBNWA_006525-T1
OG0003694	GBNUZ_004001-T1	GBNWA_006526-T1
OG0003695	GBNUZ_004003-T1	GBNWA_006528-T1
OG0003696	GBNUZ_004004-T1	GBNWA_006529-T1
OG0003697	GBNUZ_004005-T1	GBNWA_006530-T1
OG0003698	GBNUZ_004008-T1	GBNWA_007774-T1
OG0003699	GBNUZ_004009-T1	GBNWA_007775-T1
OG0003700	GBNUZ_004011-T1	GBNWA_007777-T1
OG0003701	GBNUZ_004012-T1	GBNWA_007778-T1
OG0003702	GBNUZ_004014-T1	GBNWA_007779-T1
OG0003703	GBNUZ_004015-T1	GBNWA_007780-T1
OG0003704	GBNUZ_004016-T1	GBNWA_007781-T1
OG0003705	GBNUZ_004017-T1	GBNWA_007782-T1
OG0003706	GBNUZ_004018-T1	GBNWA_007783-T1
OG0003707	GBNUZ_004019-T1	GBNWA_007784-T1
OG0003708	GBNUZ_004020-T1	GBNWA_007785-T1
OG0003709	GBNUZ_004022-T1	GBNWA_002011-T1
OG0003710	GBNUZ_004024-T1	GBNWA_002013-T1
OG0003711	GBNUZ_004025-T1	GBNWA_002014-T1
OG0003712	GBNUZ_004027-T1	GBNWA_002016-T1
OG0003713	GBNUZ_004029-T1	GBNWA_002018-T1
OG0003714	GBNUZ_004030-T1	GBNWA_002019-T1
OG0003715	GBNUZ_004031-T1	GBNWA_002020-T1
OG0003716	GBNUZ_004032-T1	GBNWA_002021-T1
OG0003717	GBNUZ_004034-T1	GBNWA_002023-T1
OG0003718	GBNUZ_004036-T1	GBNWA_009988-T1
OG0003719	GBNUZ_004037-T1	GBNWA_009987-T1
OG0003720	GBNUZ_004038-T1	GBNWA_009986-T1
OG0003721	GBNUZ_004040-T1	GBNWA_009985-T1
OG0003722	GBNUZ_004042-T1	GBNWA_009982-T1
OG0003723	GBNUZ_004043-T1	GBNWA_009981-T1
OG0003724	GBNUZ_004044-T1	GBNWA_009980-T1
OG0003725	GBNUZ_004046-T1	GBNWA_006870-T1
OG0003726	GBNUZ_004049-T1	GBNWA_006873-T1
OG0003727	GBNUZ_004050-T1	GBNWA_006874-T1
OG0003728	GBNUZ_004051-T1	GBNWA_006875-T1
OG0003729	GBNUZ_004052-T1	GBNWA_006876-T1
OG0003730	GBNUZ_004053-T1	GBNWA_006877-T1
OG0003731	GBNUZ_004054-T1	GBNWA_006878-T1
OG0003732	GBNUZ_004055-T1	GBNWA_006879-T1
OG0003733	GBNUZ_004057-T1	GBNWA_006881-T1
OG0003734	GBNUZ_004058-T1	GBNWA_006882-T1
OG0003735	GBNUZ_004060-T1	GBNWA_006884-T1
OG0003736	GBNUZ_004061-T1	GBNWA_006885-T1
OG0003737	GBNUZ_004062-T1	GBNWA_006886-T1
OG0003738	GBNUZ_004063-T1	GBNWA_006887-T1
OG0003739	GBNUZ_004064-T1	GBNWA_006888-T1
OG0003740	GBNUZ_004066-T1	GBNWA_005382-T1
OG0003741	GBNUZ_004068-T1	GBNWA_005384-T1
OG0003742	GBNUZ_004070-T1	GBNWA_005386-T1
OG0003743	GBNUZ_004071-T1	GBNWA_006564-T1
OG0003744	GBNUZ_004072-T1	GBNWA_006262-T1
OG0003745	GBNUZ_004073-T1	GBNWA_006263-T1
OG0003746	GBNUZ_004076-T1	GBNWA_005449-T1
OG0003747	GBNUZ_004077-T1	GBNWA_005448-T1
OG0003748	GBNUZ_004080-T1	GBNWA_004033-T1
OG0003749	GBNUZ_004081-T1	GBNWA_004034-T1
OG0003750	GBNUZ_004082-T1	GBNWA_004035-T1
OG0003751	GBNUZ_004083-T1	GBNWA_004036-T1
OG0003752	GBNUZ_004084-T1	GBNWA_004037-T1
OG0003753	GBNUZ_004085-T1	GBNWA_004038-T1
OG0003754	GBNUZ_004086-T1	GBNWA_004039-T1
OG0003755	GBNUZ_004087-T1	GBNWA_004040-T1
OG0003756	GBNUZ_004089-T1	GBNWA_004042-T1
OG0003757	GBNUZ_004091-T1	GBNWA_004043-T1
OG0003758	GBNUZ_004093-T1	GBNWA_005826-T1
OG0003759	GBNUZ_004094-T1	GBNWA_005827-T1
OG0003760	GBNUZ_004095-T1	GBNWA_005828-T1
OG0003761	GBNUZ_004096-T1	GBNWA_005829-T1
OG0003762	GBNUZ_004097-T1	GBNWA_005830-T1
OG0003763	GBNUZ_004098-T1	GBNWA_005831-T1
OG0003764	GBNUZ_004099-T1	GBNWA_002977-T1
OG0003765	GBNUZ_004100-T1	GBNWA_002978-T1
OG0003766	GBNUZ_004101-T1	GBNWA_002979-T1
OG0003767	GBNUZ_004103-T1	GBNWA_002980-T1
OG0003768	GBNUZ_004104-T1	GBNWA_002981-T1
OG0003769	GBNUZ_004106-T1	GBNWA_002983-T1
OG0003770	GBNUZ_004107-T1	GBNWA_002984-T1
OG0003771	GBNUZ_004109-T1	GBNWA_002986-T1
OG0003772	GBNUZ_004110-T1	GBNWA_002988-T1
OG0003773	GBNUZ_004111-T1	GBNWA_002989-T1
OG0003774	GBNUZ_004113-T1	GBNWA_002991-T1
OG0003775	GBNUZ_004114-T1	GBNWA_002992-T1
OG0003776	GBNUZ_004117-T1	GBNWA_009346-T1
OG0003777	GBNUZ_004121-T1	GBNWA_009352-T1
OG0003778	GBNUZ_004123-T1	GBNWA_004548-T1
OG0003779	GBNUZ_004124-T1	GBNWA_004547-T1
OG0003780	GBNUZ_004125-T1	GBNWA_004546-T1
OG0003781	GBNUZ_004126-T1	GBNWA_004545-T1
OG0003782	GBNUZ_004127-T1	GBNWA_004544-T1
OG0003783	GBNUZ_004128-T1	GBNWA_004543-T1
OG0003784	GBNUZ_004130-T1	GBNWA_004541-T1
OG0003785	GBNUZ_004131-T1	GBNWA_004540-T1
OG0003786	GBNUZ_004132-T1	GBNWA_004539-T1
OG0003787	GBNUZ_004133-T1	GBNWA_004538-T1
OG0003788	GBNUZ_004135-T1	GBNWA_004536-T1
OG0003789	GBNUZ_004136-T1	GBNWA_004535-T1
OG0003790	GBNUZ_004137-T1	GBNWA_004534-T1
OG0003791	GBNUZ_004138-T1	GBNWA_004533-T1
OG0003792	GBNUZ_004143-T1	GBNWA_009824-T1
OG0003793	GBNUZ_004144-T1	GBNWA_009825-T1
OG0003794	GBNUZ_004145-T1	GBNWA_009826-T1
OG0003795	GBNUZ_004148-T1	GBNWA_009828-T1
OG0003796	GBNUZ_004149-T1	GBNWA_009829-T1
OG0003797	GBNUZ_004150-T1	GBNWA_009831-T1
OG0003798	GBNUZ_004151-T1	GBNWA_009832-T1
OG0003799	GBNUZ_004152-T1	GBNWA_009833-T1
OG0003800	GBNUZ_004153-T1	GBNWA_009834-T1
OG0003801	GBNUZ_004154-T1	GBNWA_009835-T1
OG0003802	GBNUZ_004155-T1	GBNWA_009836-T1
OG0003803	GBNUZ_004156-T1	GBNWA_009837-T1
OG0003804	GBNUZ_004158-T1	GBNWA_009838-T1
OG0003805	GBNUZ_004159-T1	GBNWA_006441-T1
OG0003806	GBNUZ_004160-T1	GBNWA_006440-T1
OG0003807	GBNUZ_004161-T1	GBNWA_006439-T1
OG0003808	GBNUZ_004163-T1	GBNWA_006437-T1
OG0003809	GBNUZ_004164-T1	GBNWA_006436-T1
OG0003810	GBNUZ_004165-T1	GBNWA_006435-T1
OG0003811	GBNUZ_004166-T1	GBNWA_006434-T1
OG0003812	GBNUZ_004167-T1	GBNWA_006433-T1
OG0003813	GBNUZ_004168-T1	GBNWA_006432-T1
OG0003814	GBNUZ_004169-T1	GBNWA_006431-T1
OG0003815	GBNUZ_004172-T1	GBNWA_006429-T1
OG0003816	GBNUZ_004174-T1	GBNWA_002725-T1
OG0003817	GBNUZ_004175-T1	GBNWA_002727-T1
OG0003818	GBNUZ_004176-T1	GBNWA_002728-T1
OG0003819	GBNUZ_004177-T1	GBNWA_002729-T1
OG0003820	GBNUZ_004178-T1	GBNWA_002730-T1
OG0003821	GBNUZ_004179-T1	GBNWA_002731-T1
OG0003822	GBNUZ_004180-T1	GBNWA_002732-T1
OG0003823	GBNUZ_004181-T1	GBNWA_002733-T1
OG0003824	GBNUZ_004182-T1	GBNWA_002734-T1
OG0003825	GBNUZ_004185-T1	GBNWA_002737-T1
OG0003826	GBNUZ_004187-T1	GBNWA_001606-T1
OG0003827	GBNUZ_004189-T1	GBNWA_001608-T1
OG0003828	GBNUZ_004190-T1	GBNWA_001609-T1
OG0003829	GBNUZ_004191-T1	GBNWA_001610-T1
OG0003830	GBNUZ_004192-T1	GBNWA_001611-T1
OG0003831	GBNUZ_004194-T1	GBNWA_001612-T1
OG0003832	GBNUZ_004197-T1	GBNWA_005754-T1
OG0003833	GBNUZ_004198-T1	GBNWA_005755-T1
OG0003834	GBNUZ_004199-T1	GBNWA_005756-T1
OG0003835	GBNUZ_004201-T1	GBNWA_005757-T1
OG0003836	GBNUZ_004202-T1	GBNWA_005758-T1
