	Absidia_caerulea_RSA_138-.aa	Absidia_caerulea_RSA_138_Plus.aa
OG0010887		GBNUY_008458-T1
OG0010888		GBNUY_008465-T1
OG0010889		GBNUY_008520-T1
OG0010890		GBNUY_008566-T1
OG0010891		GBNUY_008572-T1
OG0010892		GBNUY_008576-T1
OG0010893		GBNUY_008582-T1
OG0010894		GBNUY_008585-T1
OG0010895		GBNUY_008612-T1
OG0010896		GBNUY_008655-T1
OG0010897		GBNUY_008695-T1
OG0010898		GBNUY_008712-T1
OG0010899		GBNUY_008728-T1
OG0010900		GBNUY_008731-T1
OG0010901		GBNUY_008736-T1
OG0010902		GBNUY_008742-T1
OG0010903		GBNUY_008744-T1
OG0010904		GBNUY_008759-T1
OG0010905		GBNUY_008762-T1
OG0010906		GBNUY_008790-T1
OG0010907		GBNUY_008818-T1
OG0010908		GBNUY_008826-T1
OG0010909		GBNUY_008834-T1
OG0010910		GBNUY_008835-T1
OG0010911		GBNUY_008836-T1
OG0010912		GBNUY_008842-T1
OG0010913		GBNUY_008853-T1
OG0010914		GBNUY_008855-T1
OG0010915		GBNUY_008921-T1
OG0010916		GBNUY_008933-T1
OG0010917		GBNUY_008939-T1
OG0010918		GBNUY_008940-T1
OG0010919		GBNUY_008941-T1
OG0010920		GBNUY_008942-T1
OG0010921		GBNUY_008943-T1
OG0010922		GBNUY_008953-T1
OG0010923		GBNUY_008954-T1
OG0010924		GBNUY_008963-T1
OG0010925		GBNUY_008989-T1
OG0010926		GBNUY_009016-T1
OG0010927		GBNUY_009019-T1
OG0010928		GBNUY_009020-T1
OG0010929		GBNUY_009021-T1
OG0010930		GBNUY_009022-T1
OG0010931		GBNUY_009023-T1
OG0010932		GBNUY_009031-T1
OG0010933		GBNUY_009058-T1
OG0010934		GBNUY_009060-T1
OG0010935		GBNUY_009105-T1
OG0010936		GBNUY_009113-T1
OG0010937		GBNUY_009138-T1
OG0010938		GBNUY_009144-T1
OG0010939		GBNUY_009154-T1
OG0010940		GBNUY_009175-T1
OG0010941		GBNUY_009194-T1
OG0010942		GBNUY_009215-T1
OG0010943		GBNUY_009216-T1
OG0010944		GBNUY_009217-T1
OG0010945		GBNUY_009218-T1
OG0010946		GBNUY_009219-T1
OG0010947		GBNUY_009233-T1
OG0010948		GBNUY_009264-T1
OG0010949		GBNUY_009297-T1
OG0010950		GBNUY_009301-T1
OG0010951		GBNUY_009302-T1
OG0010952		GBNUY_009327-T1
OG0010953		GBNUY_009334-T1
OG0010954		GBNUY_009350-T1
OG0010955		GBNUY_009354-T1
OG0010956		GBNUY_009361-T1
OG0010957		GBNUY_009368-T1
OG0010958		GBNUY_009394-T1
OG0010959		GBNUY_009397-T1
OG0010960		GBNUY_009420-T1
OG0010961		GBNUY_009439-T1
OG0010962		GBNUY_009456-T1
OG0010963		GBNUY_009493-T1
OG0010964		GBNUY_009495-T1
OG0010965		GBNUY_009539-T1
OG0010966		GBNUY_009605-T1
OG0010967		GBNUY_009606-T1
OG0010968		GBNUY_009641-T1
OG0010969		GBNUY_009642-T1
OG0010970		GBNUY_009661-T1
OG0010971		GBNUY_009689-T1
OG0010972		GBNUY_009705-T1
OG0010973		GBNUY_009764-T1
OG0010974		GBNUY_009776-T1
OG0010975		GBNUY_009777-T1
OG0010976		GBNUY_009801-T1
OG0010977		GBNUY_009825-T1
OG0010978		GBNUY_009843-T1
OG0010979		GBNUY_009853-T1
OG0010980		GBNUY_009861-T1
OG0010981		GBNUY_009864-T1
OG0010982		GBNUY_009870-T1
OG0010983		GBNUY_009871-T1
OG0010984		GBNUY_009876-T1
OG0010985		GBNUY_009880-T1
OG0010986		GBNUY_009885-T1
OG0010987		GBNUY_009890-T1
OG0010988		GBNUY_009892-T1
OG0010989		GBNUY_009893-T1
OG0010990		GBNUY_009894-T1
OG0010991		GBNUY_009917-T1
OG0010992		GBNUY_009929-T1
OG0010993		GBNUY_009937-T1
OG0010994		GBNUY_009939-T1
OG0010995		GBNUY_009947-T1
OG0010996		GBNUY_009969-T1
OG0010997		GBNUY_009973-T1
OG0010998		GBNUY_009974-T1
OG0010999		GBNUY_009995-T1
OG0011000		GBNUY_010007-T1
OG0011001		GBNUY_010031-T1
OG0011002		GBNUY_010040-T1
OG0011003		GBNUY_010075-T1
OG0011004		GBNUY_010105-T1
OG0011005		GBNUY_010113-T1
OG0011006		GBNUY_010114-T1
OG0011007		GBNUY_010119-T1
OG0011008		GBNUY_010138-T1
OG0011009		GBNUY_010142-T1
OG0011010		GBNUY_010153-T1
OG0011011		GBNUY_010181-T1
OG0011012		GBNUY_010185-T1
OG0011013		GBNUY_010203-T1
OG0011014		GBNUY_010272-T1
OG0011015		GBNUY_010279-T1
OG0011016		GBNUY_010293-T1
OG0011017		GBNUY_010296-T1
OG0011018		GBNUY_010298-T1
OG0011019		GBNUY_010299-T1
OG0011020		GBNUY_010302-T1
OG0011021		GBNUY_010330-T1
OG0011022		GBNUY_010333-T1
OG0011023		GBNUY_010334-T1
OG0011024		GBNUY_010345-T1
OG0011025		GBNUY_010357-T1
OG0011026		GBNUY_010369-T1
OG0011027		GBNUY_010417-T1
OG0011028		GBNUY_010420-T1
OG0011029		GBNUY_010423-T1
OG0011030		GBNUY_010425-T1
OG0011031		GBNUY_010436-T1
OG0011032		GBNUY_010439-T1
OG0011033		GBNUY_010445-T1
OG0011034		GBNUY_010459-T1
OG0011035		GBNUY_010462-T1
OG0011036		GBNUY_010474-T1
OG0011037		GBNUY_010487-T1
OG0011038		GBNUY_010496-T1
OG0011039		GBNUY_010498-T1
OG0011040		GBNUY_010500-T1
OG0011041		GBNUY_010503-T1
OG0011042		GBNUY_010504-T1
OG0011043		GBNUY_010506-T1
OG0011044		GBNUY_010517-T1
OG0011045		GBNUY_010523-T1
OG0011046		GBNUY_010549-T1
OG0011047		GBNUY_010553-T1
OG0011048		GBNUY_010565-T1
OG0011049		GBNUY_010580-T1
OG0011050		GBNUY_010586-T1
OG0011051		GBNUY_010598-T1
OG0011052		GBNUY_010611-T1
OG0011053		GBNUY_010612-T1
OG0011054		GBNUY_010641-T1
OG0011055		GBNUY_010648-T1
OG0011056		GBNUY_010662-T1
OG0011057		GBNUY_010679-T1
OG0011058		GBNUY_010682-T1
OG0011059		GBNUY_010711-T1
OG0011060		GBNUY_010718-T1
OG0011061		GBNUY_010719-T1
OG0011062		GBNUY_010768-T1
OG0011063		GBNUY_010783-T1
OG0011064		GBNUY_010787-T1
OG0011065		GBNUY_010788-T1
OG0011066		GBNUY_010789-T1
OG0011067		GBNUY_010790-T1
OG0011068		GBNUY_010810-T1
OG0011069		GBNUY_010814-T1
OG0011070		GBNUY_010817-T1
OG0011071		GBNUY_010834-T1
OG0011072		GBNUY_010879-T1
OG0011073		GBNUY_010911-T1
OG0011074		GBNUY_010941-T1
OG0011075		GBNUY_010950-T1
OG0011076		GBNUY_010969-T1
OG0011077		GBNUY_011027-T1
OG0011078		GBNUY_011034-T1
OG0011079		GBNUY_011044-T1
OG0011080		GBNUY_011059-T1
OG0011081		GBNUY_011061-T1
OG0011082		GBNUY_011068-T1
OG0011083		GBNUY_011075-T1
OG0011084		GBNUY_011078-T1
OG0011085		GBNUY_011089-T1
OG0011086		GBNUY_011091-T1
OG0011087		GBNUY_011125-T1
OG0011088		GBNUY_011126-T1
OG0011089		GBNUY_011127-T1
OG0011090		GBNUY_011137-T1
OG0011091		GBNUY_011151-T1
OG0011092		GBNUY_011169-T1
OG0011093		GBNUY_011172-T1
OG0011094		GBNUY_011185-T1
OG0011095		GBNUY_011187-T1
OG0011096		GBNUY_011189-T1
OG0011097		GBNUY_011190-T1
OG0011098		GBNUY_011221-T1
OG0011099		GBNUY_011234-T1
OG0011100		GBNUY_011262-T1
OG0011101		GBNUY_011276-T1
OG0011102		GBNUY_011280-T1
OG0011103		GBNUY_011283-T1
OG0011104		GBNUY_011287-T1
OG0011105		GBNUY_011297-T1
OG0011106		GBNUY_011312-T1
OG0011107		GBNUY_011322-T1
OG0011108		GBNUY_011323-T1
OG0011109		GBNUY_011349-T1
OG0011110		GBNUY_011354-T1
OG0011111		GBNUY_011371-T1
OG0011112		GBNUY_011374-T1
OG0011113		GBNUY_011375-T1
OG0011114		GBNUY_011378-T1
OG0011115		GBNUY_011396-T1
OG0011116		GBNUY_011406-T1
OG0011117		GBNUY_011430-T1
OG0011118		GBNUY_011486-T1
OG0011119		GBNUY_011510-T1
OG0011120		GBNUY_011518-T1
OG0011121		GBNUY_011533-T1
OG0011122		GBNUY_011546-T1
OG0011123		GBNUY_011557-T1
OG0011124		GBNUY_011558-T1
OG0011125		GBNUY_011559-T1
OG0011126		GBNUY_011583-T1
OG0011127		GBNUY_011584-T1
OG0011128		GBNUY_011585-T1
OG0011129		GBNUY_011595-T1
OG0011130		GBNUY_011596-T1
OG0011131		GBNUY_011609-T1
OG0011132		GBNUY_011612-T1
OG0011133		GBNUY_011620-T1
OG0011134		GBNUY_011642-T1
OG0011135		GBNUY_011643-T1
OG0011136		GBNUY_011667-T1
OG0011137		GBNUY_011703-T1
OG0011138		GBNUY_011726-T1
OG0011139		GBNUY_011727-T1
OG0011140		GBNUY_011729-T1
OG0011141		GBNUY_011737-T1
OG0011142		GBNUY_011742-T1
OG0011143		GBNUY_011751-T1
OG0011144		GBNUY_011787-T1
OG0011145		GBNUY_011797-T1
OG0011146		GBNUY_011798-T1
OG0011147		GBNUY_011823-T1
OG0011148		GBNUY_011835-T1
OG0011149		GBNUY_011857-T1
OG0011150		GBNUY_011858-T1
OG0011151		GBNUY_011876-T1
OG0011152		GBNUY_011884-T1
OG0011153		GBNUY_011886-T1
OG0011154		GBNUY_011894-T1
OG0011155		GBNUY_011898-T1
OG0011156		GBNUY_011907-T1
OG0011157		GBNUY_011909-T1
OG0011158		GBNUY_011917-T1
OG0011159		GBNUY_011919-T1
OG0011160		GBNUY_011930-T1
OG0011161		GBNUY_011935-T1
OG0011162		GBNUY_011936-T1
OG0011163		GBNUY_011946-T1
OG0011164		GBNUY_011962-T1
OG0011165		GBNUY_011963-T1
OG0011166		GBNUY_011964-T1
OG0011167		GBNUY_011968-T1
OG0011168		GBNUY_011977-T1
OG0011169		GBNUY_011978-T1
OG0011170		GBNUY_011988-T1
OG0011171		GBNUY_012001-T1
OG0011172		GBNUY_012018-T1
OG0011173		GBNUY_012032-T1
OG0011174		GBNUY_012035-T1
OG0011175		GBNUY_012047-T1
OG0011176		GBNUY_012057-T1
OG0011177		GBNUY_012066-T1
OG0011178		GBNUY_012083-T1
OG0011179		GBNUY_012102-T1
OG0011180		GBNUY_012109-T1
OG0011181		GBNUY_012136-T1
OG0011182		GBNUY_012151-T1
OG0011183		GBNUY_012154-T1
OG0011184		GBNUY_012162-T1
OG0011185		GBNUY_012178-T1
OG0011186		GBNUY_012287-T1
OG0011187		GBNUY_012304-T1
OG0011188		GBNUY_012312-T1
OG0011189		GBNUY_012333-T1
OG0011190		GBNUY_012353-T1
OG0011191		GBNUY_012359-T1
OG0011192		GBNUY_012360-T1
OG0011193		GBNUY_012366-T1
OG0011194		GBNUY_012367-T1
OG0011195		GBNUY_012368-T1
OG0011196		GBNUY_012369-T1
OG0011197		GBNUY_012370-T1
OG0011198		GBNUY_012371-T1
OG0011199		GBNUY_012389-T1
OG0011200		GBNUY_012390-T1
OG0011201		GBNUY_012391-T1
OG0011202		GBNUY_012395-T1
OG0011203		GBNUY_012410-T1
OG0011204		GBNUY_012422-T1
OG0011205		GBNUY_012462-T1
OG0011206		GBNUY_012489-T1
OG0011207		GBNUY_012496-T1
OG0011208		GBNUY_012502-T1
OG0011209		GBNUY_012503-T1
OG0011210		GBNUY_012506-T1
OG0011211		GBNUY_012525-T1
OG0011212		GBNUY_012532-T1
OG0011213		GBNUY_012545-T1
OG0011214		GBNUY_012550-T1
OG0011215		GBNUY_012558-T1
OG0011216		GBNUY_012564-T1
OG0011217		GBNUY_012609-T1
OG0011218		GBNUY_012617-T1
OG0011219		GBNUY_012627-T1
OG0011220		GBNUY_012632-T1
OG0011221		GBNUY_012639-T1
OG0011222		GBNUY_012640-T1
OG0011223		GBNUY_012652-T1
OG0011224		GBNUY_012664-T1
OG0011225		GBNUY_012670-T1
OG0011226		GBNUY_012672-T1
OG0011227		GBNUY_012679-T1
OG0011228		GBNUY_012686-T1
OG0011229		GBNUY_012716-T1
OG0011230		GBNUY_012748-T1
OG0011231		GBNUY_012749-T1
OG0011232		GBNUY_012805-T1
OG0011233		GBNUY_012810-T1
