	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0004749	GBNTS_005275-T1	GBNTT_010983-T1
OG0004750	GBNTS_005276-T1	GBNTT_010984-T1
OG0004751	GBNTS_005277-T1	GBNTT_010985-T1
OG0004752	GBNTS_005278-T1	GBNTT_010986-T1
OG0004753	GBNTS_005279-T1	GBNTT_010987-T1
OG0004754	GBNTS_005280-T1	GBNTT_010988-T1
OG0004755	GBNTS_005281-T1	GBNTT_010989-T1
OG0004756	GBNTS_005282-T1	GBNTT_010990-T1
OG0004757	GBNTS_005284-T1	GBNTT_010992-T1
OG0004758	GBNTS_005285-T1	GBNTT_010993-T1
OG0004759	GBNTS_005286-T1	GBNTT_010994-T1
OG0004760	GBNTS_005288-T1	GBNTT_010996-T1
OG0004761	GBNTS_005290-T1	GBNTT_010998-T1
OG0004762	GBNTS_005291-T1	GBNTT_010999-T1
OG0004763	GBNTS_005292-T1	GBNTT_011000-T1
OG0004764	GBNTS_005293-T1	GBNTT_011001-T1
OG0004765	GBNTS_005294-T1	GBNTT_011002-T1
OG0004766	GBNTS_005295-T1	GBNTT_011003-T1
OG0004767	GBNTS_005297-T1	GBNTT_011006-T1
OG0004768	GBNTS_005298-T1	GBNTT_011007-T1
OG0004769	GBNTS_005299-T1	GBNTT_011008-T1
OG0004770	GBNTS_005300-T1	GBNTT_011009-T1
OG0004771	GBNTS_005301-T1	GBNTT_011010-T1
OG0004772	GBNTS_005302-T1	GBNTT_011011-T1
OG0004773	GBNTS_005303-T1	GBNTT_011012-T1
OG0004774	GBNTS_005304-T1	GBNTT_011013-T1
OG0004775	GBNTS_005305-T1	GBNTT_011014-T1
OG0004776	GBNTS_005310-T1	GBNTT_011017-T1
OG0004777	GBNTS_005312-T1	GBNTT_011019-T1
OG0004778	GBNTS_005313-T1	GBNTT_011020-T1
OG0004779	GBNTS_005315-T1	GBNTT_011022-T1
OG0004780	GBNTS_005316-T1	GBNTT_011023-T1
OG0004781	GBNTS_005317-T1	GBNTT_011024-T1
OG0004782	GBNTS_005318-T1	GBNTT_011025-T1
OG0004783	GBNTS_005320-T1	GBNTT_012105-T1
OG0004784	GBNTS_005321-T1	GBNTT_012104-T1
OG0004785	GBNTS_005322-T1	GBNTT_012103-T1
OG0004786	GBNTS_005323-T1	GBNTT_012102-T1
OG0004787	GBNTS_005325-T1	GBNTT_012100-T1
OG0004788	GBNTS_005327-T1	GBNTT_012097-T1
OG0004789	GBNTS_005329-T1	GBNTT_009906-T1
OG0004790	GBNTS_005330-T1	GBNTT_009905-T1
OG0004791	GBNTS_005336-T1	GBNTT_004061-T1
OG0004792	GBNTS_005338-T1	GBNTT_004063-T1
OG0004793	GBNTS_005339-T1	GBNTT_004064-T1
OG0004794	GBNTS_005340-T1	GBNTT_004065-T1
OG0004795	GBNTS_005342-T1	GBNTT_004068-T1
OG0004796	GBNTS_005343-T1	GBNTT_004069-T1
OG0004797	GBNTS_005346-T1	GBNTT_004072-T1
OG0004798	GBNTS_005347-T1	GBNTT_004073-T1
OG0004799	GBNTS_005348-T1	GBNTT_004074-T1
OG0004800	GBNTS_005349-T1	GBNTT_004075-T1
OG0004801	GBNTS_005350-T1	GBNTT_004076-T1
OG0004802	GBNTS_005351-T1	GBNTT_004077-T1
OG0004803	GBNTS_005352-T1	GBNTT_002019-T1
OG0004804	GBNTS_005356-T1	GBNTT_012052-T1
OG0004805	GBNTS_005358-T1	GBNTT_012054-T1
OG0004806	GBNTS_005359-T1	GBNTT_012055-T1
OG0004807	GBNTS_005360-T1	GBNTT_012056-T1
OG0004808	GBNTS_005361-T1	GBNTT_012057-T1
OG0004809	GBNTS_005362-T1	GBNTT_012058-T1
OG0004810	GBNTS_005363-T1	GBNTT_012059-T1
OG0004811	GBNTS_005365-T1	GBNTT_012061-T1
OG0004812	GBNTS_005366-T1	GBNTT_012062-T1
OG0004813	GBNTS_005367-T1	GBNTT_012063-T1
OG0004814	GBNTS_005368-T1	GBNTT_012064-T1
OG0004815	GBNTS_005369-T1	GBNTT_012065-T1
OG0004816	GBNTS_005371-T1	GBNTT_012067-T1
OG0004817	GBNTS_005376-T1	GBNTT_005428-T1
OG0004818	GBNTS_005378-T1	GBNTT_005429-T1
OG0004819	GBNTS_005379-T1	GBNTT_005430-T1
OG0004820	GBNTS_005380-T1	GBNTT_005431-T1
OG0004821	GBNTS_005381-T1	GBNTT_005432-T1
OG0004822	GBNTS_005382-T1	GBNTT_005433-T1
OG0004823	GBNTS_005383-T1	GBNTT_005434-T1
OG0004824	GBNTS_005385-T1	GBNTT_005436-T1
OG0004825	GBNTS_005386-T1	GBNTT_005437-T1
OG0004826	GBNTS_005387-T1	GBNTT_005438-T1
OG0004827	GBNTS_005388-T1	GBNTT_005439-T1
OG0004828	GBNTS_005389-T1	GBNTT_005440-T1
OG0004829	GBNTS_005395-T1	GBNTT_010583-T1
OG0004830	GBNTS_005397-T1	GBNTT_010581-T1
OG0004831	GBNTS_005398-T1	GBNTT_004629-T1
OG0004832	GBNTS_005401-T1	GBNTT_004632-T1
OG0004833	GBNTS_005402-T1	GBNTT_004633-T1
OG0004834	GBNTS_005403-T1	GBNTT_003627-T1
OG0004835	GBNTS_005406-T1	GBNTT_012571-T1
OG0004836	GBNTS_005407-T1	GBNTT_004170-T1
OG0004837	GBNTS_005408-T1	GBNTT_004169-T1
OG0004838	GBNTS_005409-T1	GBNTT_004168-T1
OG0004839	GBNTS_005410-T1	GBNTT_004167-T1
OG0004840	GBNTS_005411-T1	GBNTT_004166-T1
OG0004841	GBNTS_005412-T1	GBNTT_004165-T1
OG0004842	GBNTS_005413-T1	GBNTT_004164-T1
OG0004843	GBNTS_005414-T1	GBNTT_004163-T1
OG0004844	GBNTS_005415-T1	GBNTT_004162-T1
OG0004845	GBNTS_005416-T1	GBNTT_004161-T1
OG0004846	GBNTS_005417-T1	GBNTT_004159-T1
OG0004847	GBNTS_005418-T1	GBNTT_004158-T1
OG0004848	GBNTS_005419-T1	GBNTT_004157-T1
OG0004849	GBNTS_005420-T1	GBNTT_004156-T1
OG0004850	GBNTS_005422-T1	GBNTT_011164-T1
OG0004851	GBNTS_005425-T1	GBNTT_005975-T1
OG0004852	GBNTS_005428-T1	GBNTT_005974-T1
OG0004853	GBNTS_005432-T1	GBNTT_005971-T1
OG0004854	GBNTS_005436-T1	GBNTT_001689-T1
OG0004855	GBNTS_005437-T1	GBNTT_004173-T1
OG0004856	GBNTS_005443-T1	GBNTT_005806-T1
OG0004857	GBNTS_005444-T1	GBNTT_005807-T1
OG0004858	GBNTS_005445-T1	GBNTT_005808-T1
OG0004859	GBNTS_005446-T1	GBNTT_005809-T1
OG0004860	GBNTS_005447-T1	GBNTT_005810-T1
OG0004861	GBNTS_005450-T1	GBNTT_005812-T1
OG0004862	GBNTS_005451-T1	GBNTT_005813-T1
OG0004863	GBNTS_005452-T1	GBNTT_005814-T1
OG0004864	GBNTS_005453-T1	GBNTT_005815-T1
OG0004865	GBNTS_005454-T1	GBNTT_005816-T1
OG0004866	GBNTS_005455-T1	GBNTT_011147-T1
OG0004867	GBNTS_005456-T1	GBNTT_010573-T1
OG0004868	GBNTS_005461-T1	GBNTT_007250-T1
OG0004869	GBNTS_005462-T1	GBNTT_007249-T1
OG0004870	GBNTS_005463-T1	GBNTT_007248-T1
OG0004871	GBNTS_005464-T1	GBNTT_007247-T1
OG0004872	GBNTS_005465-T1	GBNTT_007246-T1
OG0004873	GBNTS_005466-T1	GBNTT_007245-T1
OG0004874	GBNTS_005468-T1	GBNTT_007243-T1
OG0004875	GBNTS_005473-T1	GBNTT_006729-T1
OG0004876	GBNTS_005474-T1	GBNTT_006730-T1
OG0004877	GBNTS_005476-T1	GBNTT_006732-T1
OG0004878	GBNTS_005477-T1	GBNTT_006733-T1
OG0004879	GBNTS_005478-T1	GBNTT_006734-T1
OG0004880	GBNTS_005479-T1	GBNTT_006735-T1
OG0004881	GBNTS_005480-T1	GBNTT_006736-T1
OG0004882	GBNTS_005483-T1	GBNTT_006739-T1
OG0004883	GBNTS_005487-T1	GBNTT_010516-T1
OG0004884	GBNTS_005488-T1	GBNTT_010517-T1
OG0004885	GBNTS_005490-T1	GBNTT_003109-T1
OG0004886	GBNTS_005493-T1	GBNTT_004744-T1
OG0004887	GBNTS_005494-T1	GBNTT_004746-T1
OG0004888	GBNTS_005495-T1	GBNTT_004747-T1
OG0004889	GBNTS_005496-T1	GBNTT_004748-T1
OG0004890	GBNTS_005497-T1	GBNTT_004749-T1
OG0004891	GBNTS_005498-T1	GBNTT_004750-T1
OG0004892	GBNTS_005499-T1	GBNTT_004751-T1
OG0004893	GBNTS_005500-T1	GBNTT_004752-T1
OG0004894	GBNTS_005501-T1	GBNTT_004753-T1
OG0004895	GBNTS_005502-T1	GBNTT_004754-T1
OG0004896	GBNTS_005503-T1	GBNTT_004755-T1
OG0004897	GBNTS_005504-T1	GBNTT_004756-T1
OG0004898	GBNTS_005505-T1	GBNTT_004757-T1
OG0004899	GBNTS_005507-T1	GBNTT_004759-T1
OG0004900	GBNTS_005508-T1	GBNTT_004760-T1
OG0004901	GBNTS_005509-T1	GBNTT_004761-T1
OG0004902	GBNTS_005510-T1	GBNTT_004762-T1
OG0004903	GBNTS_005511-T1	GBNTT_004763-T1
OG0004904	GBNTS_005512-T1	GBNTT_004764-T1
OG0004905	GBNTS_005514-T1	GBNTT_004766-T1
OG0004906	GBNTS_005516-T1	GBNTT_004767-T1
OG0004907	GBNTS_005517-T1	GBNTT_004768-T1
OG0004908	GBNTS_005518-T1	GBNTT_004769-T1
OG0004909	GBNTS_005519-T1	GBNTT_004770-T1
OG0004910	GBNTS_005520-T1	GBNTT_004771-T1
OG0004911	GBNTS_005521-T1	GBNTT_004772-T1
OG0004912	GBNTS_005522-T1	GBNTT_004773-T1
OG0004913	GBNTS_005523-T1	GBNTT_004774-T1
OG0004914	GBNTS_005524-T1	GBNTT_004775-T1
OG0004915	GBNTS_005525-T1	GBNTT_004776-T1
OG0004916	GBNTS_005526-T1	GBNTT_004777-T1
OG0004917	GBNTS_005527-T1	GBNTT_004778-T1
OG0004918	GBNTS_005528-T1	GBNTT_004779-T1
OG0004919	GBNTS_005529-T1	GBNTT_004780-T1
OG0004920	GBNTS_005530-T1	GBNTT_004781-T1
OG0004921	GBNTS_005532-T1	GBNTT_004783-T1
OG0004922	GBNTS_005533-T1	GBNTT_004784-T1
OG0004923	GBNTS_005534-T1	GBNTT_004785-T1
OG0004924	GBNTS_005535-T1	GBNTT_004786-T1
OG0004925	GBNTS_005539-T1	GBNTT_004790-T1
OG0004926	GBNTS_005541-T1	GBNTT_004792-T1
OG0004927	GBNTS_005544-T1	GBNTT_004794-T1
OG0004928	GBNTS_005547-T1	GBNTT_009487-T1
OG0004929	GBNTS_005548-T1	GBNTT_009488-T1
OG0004930	GBNTS_005549-T1	GBNTT_009489-T1
OG0004931	GBNTS_005550-T1	GBNTT_009490-T1
OG0004932	GBNTS_005551-T1	GBNTT_009491-T1
OG0004933	GBNTS_005552-T1	GBNTT_009492-T1
OG0004934	GBNTS_005553-T1	GBNTT_009493-T1
OG0004935	GBNTS_005554-T1	GBNTT_009494-T1
OG0004936	GBNTS_005555-T1	GBNTT_009495-T1
OG0004937	GBNTS_005558-T1	GBNTT_007872-T1
OG0004938	GBNTS_005559-T1	GBNTT_007873-T1
OG0004939	GBNTS_005561-T1	GBNTT_007876-T1
OG0004940	GBNTS_005563-T1	GBNTT_007879-T1
OG0004941	GBNTS_005564-T1	GBNTT_007880-T1
OG0004942	GBNTS_005565-T1	GBNTT_006382-T1
OG0004943	GBNTS_005566-T1	GBNTT_001799-T1
OG0004944	GBNTS_005567-T1	GBNTT_001800-T1
OG0004945	GBNTS_005569-T1	GBNTT_001802-T1
OG0004946	GBNTS_005571-T1	GBNTT_001803-T1
OG0004947	GBNTS_005572-T1	GBNTT_001804-T1
OG0004948	GBNTS_005573-T1	GBNTT_001805-T1
OG0004949	GBNTS_005574-T1	GBNTT_001806-T1
OG0004950	GBNTS_005575-T1	GBNTT_001807-T1
OG0004951	GBNTS_005576-T1	GBNTT_001808-T1
OG0004952	GBNTS_005577-T1	GBNTT_001809-T1
OG0004953	GBNTS_005578-T1	GBNTT_001810-T1
OG0004954	GBNTS_005579-T1	GBNTT_001811-T1
OG0004955	GBNTS_005580-T1	GBNTT_001812-T1
OG0004956	GBNTS_005585-T1	GBNTT_002084-T1
OG0004957	GBNTS_005588-T1	GBNTT_002087-T1
OG0004958	GBNTS_005589-T1	GBNTT_002088-T1
OG0004959	GBNTS_005590-T1	GBNTT_002091-T1
OG0004960	GBNTS_005591-T1	GBNTT_002092-T1
OG0004961	GBNTS_005592-T1	GBNTT_002093-T1
OG0004962	GBNTS_005593-T1	GBNTT_002094-T1
OG0004963	GBNTS_005594-T1	GBNTT_002095-T1
OG0004964	GBNTS_005595-T1	GBNTT_002096-T1
OG0004965	GBNTS_005599-T1	GBNTT_001977-T1
OG0004966	GBNTS_005600-T1	GBNTT_001978-T1
OG0004967	GBNTS_005602-T1	GBNTT_001979-T1
OG0004968	GBNTS_005604-T1	GBNTT_001980-T1
OG0004969	GBNTS_005605-T1	GBNTT_001981-T1
OG0004970	GBNTS_005606-T1	GBNTT_001982-T1
OG0004971	GBNTS_005607-T1	GBNTT_001983-T1
OG0004972	GBNTS_005608-T1	GBNTT_001984-T1
OG0004973	GBNTS_005609-T1	GBNTT_001985-T1
OG0004974	GBNTS_005611-T1	GBNTT_002953-T1
OG0004975	GBNTS_005612-T1	GBNTT_002954-T1
OG0004976	GBNTS_005613-T1	GBNTT_002955-T1
OG0004977	GBNTS_005614-T1	GBNTT_002956-T1
OG0004978	GBNTS_005615-T1	GBNTT_002957-T1
OG0004979	GBNTS_005616-T1	GBNTT_002958-T1
OG0004980	GBNTS_005617-T1	GBNTT_002959-T1
OG0004981	GBNTS_005618-T1	GBNTT_002960-T1
OG0004982	GBNTS_005619-T1	GBNTT_002961-T1
OG0004983	GBNTS_005620-T1	GBNTT_002962-T1
OG0004984	GBNTS_005622-T1	GBNTT_002964-T1
OG0004985	GBNTS_005623-T1	GBNTT_002965-T1
OG0004986	GBNTS_005626-T1	GBNTT_000912-T1
OG0004987	GBNTS_005627-T1	GBNTT_000913-T1
OG0004988	GBNTS_005628-T1	GBNTT_000914-T1
OG0004989	GBNTS_005629-T1	GBNTT_000915-T1
OG0004990	GBNTS_005631-T1	GBNTT_000917-T1
OG0004991	GBNTS_005632-T1	GBNTT_000918-T1
OG0004992	GBNTS_005633-T1	GBNTT_000919-T1
OG0004993	GBNTS_005636-T1	GBNTT_000922-T1
OG0004994	GBNTS_005637-T1	GBNTT_000923-T1
OG0004995	GBNTS_005639-T1	GBNTT_000925-T1
OG0004996	GBNTS_005640-T1	GBNTT_000926-T1
OG0004997	GBNTS_005641-T1	GBNTT_001322-T1
OG0004998	GBNTS_005643-T1	GBNTT_008925-T1
OG0004999	GBNTS_005645-T1	GBNTT_008926-T1
OG0005000	GBNTS_005646-T1	GBNTT_008927-T1
OG0005001	GBNTS_005647-T1	GBNTT_008928-T1
OG0005002	GBNTS_005649-T1	GBNTT_008930-T1
OG0005003	GBNTS_005650-T1	GBNTT_008931-T1
OG0005004	GBNTS_005651-T1	GBNTT_008932-T1
OG0005005	GBNTS_005652-T1	GBNTT_008933-T1
OG0005006	GBNTS_005653-T1	GBNTT_008934-T1
OG0005007	GBNTS_005654-T1	GBNTT_008935-T1
OG0005008	GBNTS_005655-T1	GBNTT_008936-T1
OG0005009	GBNTS_005656-T1	GBNTT_008937-T1
OG0005010	GBNTS_005657-T1	GBNTT_008938-T1
OG0005011	GBNTS_005658-T1	GBNTT_008939-T1
OG0005012	GBNTS_005659-T1	GBNTT_008940-T1
OG0005013	GBNTS_005660-T1	GBNTT_008941-T1
OG0005014	GBNTS_005661-T1	GBNTT_000771-T1
OG0005015	GBNTS_005665-T1	GBNTT_010309-T1
OG0005016	GBNTS_005669-T1	GBNTT_010307-T1
OG0005017	GBNTS_005670-T1	GBNTT_010306-T1
OG0005018	GBNTS_005671-T1	GBNTT_010305-T1
OG0005019	GBNTS_005672-T1	GBNTT_010304-T1
OG0005020	GBNTS_005673-T1	GBNTT_010303-T1
OG0005021	GBNTS_005674-T1	GBNTT_010302-T1
OG0005022	GBNTS_005676-T1	GBNTT_010300-T1
OG0005023	GBNTS_005677-T1	GBNTT_010299-T1
OG0005024	GBNTS_005679-T1	GBNTT_010297-T1
OG0005025	GBNTS_005680-T1	GBNTT_010296-T1
OG0005026	GBNTS_005681-T1	GBNTT_010295-T1
OG0005027	GBNTS_005682-T1	GBNTT_010294-T1
OG0005028	GBNTS_005687-T1	GBNTT_007599-T1
OG0005029	GBNTS_005688-T1	GBNTT_007598-T1
OG0005030	GBNTS_005691-T1	GBNTT_007596-T1
OG0005031	GBNTS_005693-T1	GBNTT_007594-T1
OG0005032	GBNTS_005694-T1	GBNTT_007593-T1
OG0005033	GBNTS_005695-T1	GBNTT_007592-T1
OG0005034	GBNTS_005696-T1	GBNTT_007591-T1
OG0005035	GBNTS_005697-T1	GBNTT_007590-T1
OG0005036	GBNTS_005698-T1	GBNTT_000844-T1
OG0005037	GBNTS_005699-T1	GBNTT_000845-T1
OG0005038	GBNTS_005701-T1	GBNTT_000935-T1
OG0005039	GBNTS_005702-T1	GBNTT_004180-T1
OG0005040	GBNTS_005703-T1	GBNTT_004181-T1
OG0005041	GBNTS_005704-T1	GBNTT_004182-T1
OG0005042	GBNTS_005705-T1	GBNTT_004183-T1
OG0005043	GBNTS_005706-T1	GBNTT_004184-T1
OG0005044	GBNTS_005707-T1	GBNTT_004185-T1
OG0005045	GBNTS_005709-T1	GBNTT_004187-T1
OG0005046	GBNTS_005710-T1	GBNTT_004188-T1
OG0005047	GBNTS_005711-T1	GBNTT_004189-T1
OG0005048	GBNTS_005712-T1	GBNTT_004190-T1
OG0005049	GBNTS_005713-T1	GBNTT_004191-T1
OG0005050	GBNTS_005715-T1	GBNTT_001683-T1
OG0005051	GBNTS_005716-T1	GBNTT_009996-T1
OG0005052	GBNTS_005718-T1	GBNTT_009998-T1
OG0005053	GBNTS_005719-T1	GBNTT_009999-T1
OG0005054	GBNTS_005720-T1	GBNTT_010000-T1
OG0005055	GBNTS_005721-T1	GBNTT_001279-T1
OG0005056	GBNTS_005722-T1	GBNTT_001278-T1
OG0005057	GBNTS_005724-T1	GBNTT_001276-T1
OG0005058	GBNTS_005726-T1	GBNTT_001274-T1
OG0005059	GBNTS_005727-T1	GBNTT_001273-T1
OG0005060	GBNTS_005728-T1	GBNTT_001272-T1
OG0005061	GBNTS_005731-T1	GBNTT_001269-T1
OG0005062	GBNTS_005732-T1	GBNTT_001268-T1
OG0005063	GBNTS_005733-T1	GBNTT_001267-T1
OG0005064	GBNTS_005734-T1	GBNTT_001266-T1
OG0005065	GBNTS_005735-T1	GBNTT_001265-T1
OG0005066	GBNTS_005736-T1	GBNTT_001264-T1
OG0005067	GBNTS_005740-T1	GBNTT_001260-T1
OG0005068	GBNTS_005741-T1	GBNTT_001259-T1
OG0005069	GBNTS_005742-T1	GBNTT_001258-T1
OG0005070	GBNTS_005744-T1	GBNTT_001256-T1
OG0005071	GBNTS_005746-T1	GBNTT_005395-T1
OG0005072	GBNTS_005748-T1	GBNTT_005393-T1
OG0005073	GBNTS_005749-T1	GBNTT_005392-T1
OG0005074	GBNTS_005750-T1	GBNTT_005391-T1
OG0005075	GBNTS_005751-T1	GBNTT_005390-T1
OG0005076	GBNTS_005752-T1	GBNTT_005389-T1
OG0005077	GBNTS_005753-T1	GBNTT_005388-T1
OG0005078	GBNTS_005754-T1	GBNTT_005387-T1
OG0005079	GBNTS_005755-T1	GBNTT_005386-T1
OG0005080	GBNTS_005756-T1	GBNTT_005385-T1
OG0005081	GBNTS_005757-T1	GBNTT_005384-T1
OG0005082	GBNTS_005760-T1	GBNTT_005381-T1
OG0005083	GBNTS_005762-T1	GBNTT_007492-T1
OG0005084	GBNTS_005763-T1	GBNTT_007491-T1
OG0005085	GBNTS_005764-T1	GBNTT_007490-T1
OG0005086	GBNTS_005765-T1	GBNTT_007489-T1
OG0005087	GBNTS_005766-T1	GBNTT_007488-T1
OG0005088	GBNTS_005767-T1	GBNTT_007487-T1
OG0005089	GBNTS_005768-T1	GBNTT_007486-T1
OG0005090	GBNTS_005769-T1	GBNTT_007485-T1
OG0005091	GBNTS_005770-T1	GBNTT_007484-T1
OG0005092	GBNTS_005771-T1	GBNTT_007483-T1
OG0005093	GBNTS_005772-T1	GBNTT_007482-T1
OG0005094	GBNTS_005773-T1	GBNTT_007481-T1
OG0005095	GBNTS_005774-T1	GBNTT_002425-T1
OG0005096	GBNTS_005778-T1	GBNTT_002429-T1
OG0005097	GBNTS_005779-T1	GBNTT_002430-T1
OG0005098	GBNTS_005780-T1	GBNTT_002431-T1
OG0005099	GBNTS_005783-T1	GBNTT_002434-T1
OG0005100	GBNTS_005784-T1	GBNTT_002435-T1
OG0005101	GBNTS_005786-T1	GBNTT_002437-T1
OG0005102	GBNTS_005787-T1	GBNTT_002438-T1
OG0005103	GBNTS_005788-T1	GBNTT_002439-T1
OG0005104	GBNTS_005789-T1	GBNTT_002440-T1
OG0005105	GBNTS_005791-T1	GBNTT_003429-T1
OG0005106	GBNTS_005794-T1	GBNTT_005531-T1
OG0005107	GBNTS_005795-T1	GBNTT_005532-T1
OG0005108	GBNTS_005796-T1	GBNTT_005533-T1
OG0005109	GBNTS_005797-T1	GBNTT_005534-T1
OG0005110	GBNTS_005798-T1	GBNTT_005535-T1
OG0005111	GBNTS_005800-T1	GBNTT_005537-T1
OG0005112	GBNTS_005801-T1	GBNTT_005538-T1
OG0005113	GBNTS_005802-T1	GBNTT_005539-T1
OG0005114	GBNTS_005803-T1	GBNTT_005540-T1
OG0005115	GBNTS_005804-T1	GBNTT_005541-T1
OG0005116	GBNTS_005805-T1	GBNTT_005542-T1
OG0005117	GBNTS_005806-T1	GBNTT_005543-T1
OG0005118	GBNTS_005807-T1	GBNTT_005544-T1
OG0005119	GBNTS_005808-T1	GBNTT_005545-T1
OG0005120	GBNTS_005809-T1	GBNTT_005546-T1
OG0005121	GBNTS_005812-T1	GBNTT_005549-T1
OG0005122	GBNTS_005813-T1	GBNTT_005550-T1
OG0005123	GBNTS_005814-T1	GBNTT_005551-T1
OG0005124	GBNTS_005819-T1	GBNTT_000100-T1
OG0005125	GBNTS_005821-T1	GBNTT_000097-T1
OG0005126	GBNTS_005822-T1	GBNTT_000096-T1
OG0005127	GBNTS_005823-T1	GBNTT_000095-T1
OG0005128	GBNTS_005824-T1	GBNTT_000094-T1
OG0005129	GBNTS_005825-T1	GBNTT_000093-T1
OG0005130	GBNTS_005826-T1	GBNTT_000092-T1
OG0005131	GBNTS_005827-T1	GBNTT_000091-T1
OG0005132	GBNTS_005828-T1	GBNTT_000090-T1
OG0005133	GBNTS_005829-T1	GBNTT_000089-T1
OG0005134	GBNTS_005830-T1	GBNTT_000088-T1
OG0005135	GBNTS_005831-T1	GBNTT_000087-T1
OG0005136	GBNTS_005832-T1	GBNTT_000086-T1
OG0005137	GBNTS_005835-T1	GBNTT_000084-T1
OG0005138	GBNTS_005839-T1	GBNTT_005928-T1
OG0005139	GBNTS_005840-T1	GBNTT_005929-T1
OG0005140	GBNTS_005841-T1	GBNTT_005930-T1
OG0005141	GBNTS_005842-T1	GBNTT_005931-T1
OG0005142	GBNTS_005844-T1	GBNTT_005932-T1
OG0005143	GBNTS_005845-T1	GBNTT_005933-T1
OG0005144	GBNTS_005846-T1	GBNTT_005934-T1
OG0005145	GBNTS_005847-T1	GBNTT_005935-T1
OG0005146	GBNTS_005848-T1	GBNTT_005936-T1
OG0005147	GBNTS_005849-T1	GBNTT_005937-T1
OG0005148	GBNTS_005851-T1	GBNTT_005938-T1
OG0005149	GBNTS_005852-T1	GBNTT_012652-T1
OG0005150	GBNTS_005853-T1	GBNTT_001014-T1
OG0005151	GBNTS_005854-T1	GBNTT_003181-T1
OG0005152	GBNTS_005856-T1	GBNTT_004100-T1
OG0005153	GBNTS_005858-T1	GBNTT_004098-T1
OG0005154	GBNTS_005859-T1	GBNTT_004097-T1
OG0005155	GBNTS_005860-T1	GBNTT_004096-T1
OG0005156	GBNTS_005862-T1	GBNTT_004094-T1
OG0005157	GBNTS_005865-T1	GBNTT_004092-T1
OG0005158	GBNTS_005866-T1	GBNTT_004091-T1
OG0005159	GBNTS_005868-T1	GBNTT_004089-T1
OG0005160	GBNTS_005870-T1	GBNTT_001685-T1
OG0005161	GBNTS_005873-T1	GBNTT_006264-T1
OG0005162	GBNTS_005874-T1	GBNTT_006266-T1
OG0005163	GBNTS_005876-T1	GBNTT_006268-T1
OG0005164	GBNTS_005877-T1	GBNTT_006269-T1
OG0005165	GBNTS_005879-T1	GBNTT_006271-T1
OG0005166	GBNTS_005880-T1	GBNTT_006272-T1
OG0005167	GBNTS_005881-T1	GBNTT_006273-T1
OG0005168	GBNTS_005883-T1	GBNTT_006275-T1
OG0005169	GBNTS_005884-T1	GBNTT_006276-T1
OG0005170	GBNTS_005885-T1	GBNTT_006277-T1
OG0005171	GBNTS_005886-T1	GBNTT_006278-T1
OG0005172	GBNTS_005887-T1	GBNTT_010892-T1
OG0005173	GBNTS_005890-T1	GBNTT_010676-T1
OG0005174	GBNTS_005891-T1	GBNTT_010675-T1
OG0005175	GBNTS_005892-T1	GBNTT_010674-T1
OG0005176	GBNTS_005893-T1	GBNTT_010673-T1
OG0005177	GBNTS_005894-T1	GBNTT_010672-T1
OG0005178	GBNTS_005895-T1	GBNTT_010671-T1
OG0005179	GBNTS_005896-T1	GBNTT_010670-T1
OG0005180	GBNTS_005897-T1	GBNTT_010669-T1
OG0005181	GBNTS_005899-T1	GBNTT_010665-T1
OG0005182	GBNTS_005900-T1	GBNTT_010664-T1
OG0005183	GBNTS_005901-T1	GBNTT_010663-T1
OG0005184	GBNTS_005902-T1	GBNTT_010662-T1
OG0005185	GBNTS_005908-T1	GBNTT_006100-T1
OG0005186	GBNTS_005909-T1	GBNTT_006099-T1
OG0005187	GBNTS_005910-T1	GBNTT_006098-T1
OG0005188	GBNTS_005913-T1	GBNTT_006096-T1
OG0005189	GBNTS_005914-T1	GBNTT_006095-T1
OG0005190	GBNTS_005915-T1	GBNTT_006094-T1
OG0005191	GBNTS_005918-T1	GBNTT_006091-T1
OG0005192	GBNTS_005919-T1	GBNTT_006090-T1
OG0005193	GBNTS_005920-T1	GBNTT_006089-T1
OG0005194	GBNTS_005921-T1	GBNTT_006088-T1
OG0005195	GBNTS_005922-T1	GBNTT_006087-T1
OG0005196	GBNTS_005924-T1	GBNTT_006085-T1
OG0005197	GBNTS_005925-T1	GBNTT_005862-T1
OG0005198	GBNTS_005926-T1	GBNTT_005861-T1
OG0005199	GBNTS_005927-T1	GBNTT_005860-T1
OG0005200	GBNTS_005928-T1	GBNTT_005859-T1
OG0005201	GBNTS_005929-T1	GBNTT_005858-T1
OG0005202	GBNTS_005930-T1	GBNTT_005857-T1
OG0005203	GBNTS_005931-T1	GBNTT_005856-T1
OG0005204	GBNTS_005932-T1	GBNTT_005855-T1
OG0005205	GBNTS_005934-T1	GBNTT_005853-T1
OG0005206	GBNTS_005935-T1	GBNTT_005852-T1
OG0005207	GBNTS_005936-T1	GBNTT_005851-T1
OG0005208	GBNTS_005937-T1	GBNTT_005850-T1
OG0005209	GBNTS_005941-T1	GBNTT_001185-T1
OG0005210	GBNTS_005942-T1	GBNTT_001186-T1
OG0005211	GBNTS_005943-T1	GBNTT_001187-T1
OG0005212	GBNTS_005944-T1	GBNTT_001188-T1
