	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0011490		GBNTT_002234-T1
OG0011491		GBNTT_002243-T1
OG0011492		GBNTT_002257-T1
OG0011493		GBNTT_002269-T1
OG0011494		GBNTT_002285-T1
OG0011495		GBNTT_002288-T1
OG0011496		GBNTT_002290-T1
OG0011497		GBNTT_002291-T1
OG0011498		GBNTT_002302-T1
OG0011499		GBNTT_002304-T1
OG0011500		GBNTT_002316-T1
OG0011501		GBNTT_002318-T1
OG0011502		GBNTT_002319-T1
OG0011503		GBNTT_002322-T1
OG0011504		GBNTT_002335-T1
OG0011505		GBNTT_002343-T1
OG0011506		GBNTT_002363-T1
OG0011507		GBNTT_002375-T1
OG0011508		GBNTT_002396-T1
OG0011509		GBNTT_002403-T1
OG0011510		GBNTT_002418-T1
OG0011511		GBNTT_002422-T1
OG0011512		GBNTT_002428-T1
OG0011513		GBNTT_002442-T1
OG0011514		GBNTT_002453-T1
OG0011515		GBNTT_002457-T1
OG0011516		GBNTT_002479-T1
OG0011517		GBNTT_002504-T1
OG0011518		GBNTT_002516-T1
OG0011519		GBNTT_002529-T1
OG0011520		GBNTT_002530-T1
OG0011521		GBNTT_002535-T1
OG0011522		GBNTT_002549-T1
OG0011523		GBNTT_002569-T1
OG0011524		GBNTT_002576-T1
OG0011525		GBNTT_002581-T1
OG0011526		GBNTT_002586-T1
OG0011527		GBNTT_002595-T1
OG0011528		GBNTT_002613-T1
OG0011529		GBNTT_002614-T1
OG0011530		GBNTT_002617-T1
OG0011531		GBNTT_002630-T1
OG0011532		GBNTT_002642-T1
OG0011533		GBNTT_002649-T1
OG0011534		GBNTT_002650-T1
OG0011535		GBNTT_002663-T1
OG0011536		GBNTT_002666-T1
OG0011537		GBNTT_002667-T1
OG0011538		GBNTT_002672-T1
OG0011539		GBNTT_002678-T1
OG0011540		GBNTT_002680-T1
OG0011541		GBNTT_002698-T1
OG0011542		GBNTT_002713-T1
OG0011543		GBNTT_002716-T1
OG0011544		GBNTT_002731-T1
OG0011545		GBNTT_002732-T1
OG0011546		GBNTT_002733-T1
OG0011547		GBNTT_002744-T1
OG0011548		GBNTT_002759-T1
OG0011549		GBNTT_002760-T1
OG0011550		GBNTT_002775-T1
OG0011551		GBNTT_002787-T1
OG0011552		GBNTT_002796-T1
OG0011553		GBNTT_002813-T1
OG0011554		GBNTT_002818-T1
OG0011555		GBNTT_002824-T1
OG0011556		GBNTT_002831-T1
OG0011557		GBNTT_002835-T1
OG0011558		GBNTT_002836-T1
OG0011559		GBNTT_002838-T1
OG0011560		GBNTT_002899-T1
OG0011561		GBNTT_002907-T1
OG0011562		GBNTT_002921-T1
OG0011563		GBNTT_002924-T1
OG0011564		GBNTT_002948-T1
OG0011565		GBNTT_002950-T1
OG0011566		GBNTT_002952-T1
OG0011567		GBNTT_002973-T1
OG0011568		GBNTT_002976-T1
OG0011569		GBNTT_002977-T1
OG0011570		GBNTT_002978-T1
OG0011571		GBNTT_002983-T1
OG0011572		GBNTT_002984-T1
OG0011573		GBNTT_002992-T1
OG0011574		GBNTT_003004-T1
OG0011575		GBNTT_003008-T1
OG0011576		GBNTT_003013-T1
OG0011577		GBNTT_003028-T1
OG0011578		GBNTT_003031-T1
OG0011579		GBNTT_003057-T1
OG0011580		GBNTT_003083-T1
OG0011581		GBNTT_003110-T1
OG0011582		GBNTT_003111-T1
OG0011583		GBNTT_003118-T1
OG0011584		GBNTT_003128-T1
OG0011585		GBNTT_003156-T1
OG0011586		GBNTT_003157-T1
OG0011587		GBNTT_003178-T1
OG0011588		GBNTT_003183-T1
OG0011589		GBNTT_003186-T1
OG0011590		GBNTT_003231-T1
OG0011591		GBNTT_003239-T1
OG0011592		GBNTT_003268-T1
OG0011593		GBNTT_003269-T1
OG0011594		GBNTT_003283-T1
OG0011595		GBNTT_003288-T1
OG0011596		GBNTT_003295-T1
OG0011597		GBNTT_003296-T1
OG0011598		GBNTT_003313-T1
OG0011599		GBNTT_003322-T1
OG0011600		GBNTT_003328-T1
OG0011601		GBNTT_003339-T1
OG0011602		GBNTT_003341-T1
OG0011603		GBNTT_003368-T1
OG0011604		GBNTT_003369-T1
OG0011605		GBNTT_003389-T1
OG0011606		GBNTT_003416-T1
OG0011607		GBNTT_003421-T1
OG0011608		GBNTT_003430-T1
OG0011609		GBNTT_003433-T1
OG0011610		GBNTT_003467-T1
OG0011611		GBNTT_003477-T1
OG0011612		GBNTT_003481-T1
OG0011613		GBNTT_003482-T1
OG0011614		GBNTT_003503-T1
OG0011615		GBNTT_003505-T1
OG0011616		GBNTT_003508-T1
OG0011617		GBNTT_003532-T1
OG0011618		GBNTT_003539-T1
OG0011619		GBNTT_003546-T1
OG0011620		GBNTT_003550-T1
OG0011621		GBNTT_003551-T1
OG0011622		GBNTT_003561-T1
OG0011623		GBNTT_003573-T1
OG0011624		GBNTT_003585-T1
OG0011625		GBNTT_003587-T1
OG0011626		GBNTT_003604-T1
OG0011627		GBNTT_003613-T1
OG0011628		GBNTT_003616-T1
OG0011629		GBNTT_003618-T1
OG0011630		GBNTT_003630-T1
OG0011631		GBNTT_003640-T1
OG0011632		GBNTT_003641-T1
OG0011633		GBNTT_003650-T1
OG0011634		GBNTT_003664-T1
OG0011635		GBNTT_003667-T1
OG0011636		GBNTT_003671-T1
OG0011637		GBNTT_003672-T1
OG0011638		GBNTT_003673-T1
OG0011639		GBNTT_003677-T1
OG0011640		GBNTT_003679-T1
OG0011641		GBNTT_003681-T1
OG0011642		GBNTT_003682-T1
OG0011643		GBNTT_003695-T1
OG0011644		GBNTT_003696-T1
OG0011645		GBNTT_003716-T1
OG0011646		GBNTT_003719-T1
OG0011647		GBNTT_003720-T1
OG0011648		GBNTT_003721-T1
OG0011649		GBNTT_003722-T1
OG0011650		GBNTT_003750-T1
OG0011651		GBNTT_003751-T1
OG0011652		GBNTT_003752-T1
OG0011653		GBNTT_003764-T1
OG0011654		GBNTT_003767-T1
OG0011655		GBNTT_003768-T1
OG0011656		GBNTT_003787-T1
OG0011657		GBNTT_003788-T1
OG0011658		GBNTT_003789-T1
OG0011659		GBNTT_003791-T1
OG0011660		GBNTT_003828-T1
OG0011661		GBNTT_003830-T1
OG0011662		GBNTT_003836-T1
OG0011663		GBNTT_003871-T1
OG0011664		GBNTT_003884-T1
OG0011665		GBNTT_003916-T1
OG0011666		GBNTT_003917-T1
OG0011667		GBNTT_003934-T1
OG0011668		GBNTT_003941-T1
OG0011669		GBNTT_003965-T1
OG0011670		GBNTT_003971-T1
OG0011671		GBNTT_003986-T1
OG0011672		GBNTT_003987-T1
OG0011673		GBNTT_003989-T1
OG0011674		GBNTT_003991-T1
OG0011675		GBNTT_004029-T1
OG0011676		GBNTT_004052-T1
OG0011677		GBNTT_004054-T1
OG0011678		GBNTT_004055-T1
OG0011679		GBNTT_004056-T1
OG0011680		GBNTT_004057-T1
OG0011681		GBNTT_004058-T1
OG0011682		GBNTT_004067-T1
OG0011683		GBNTT_004081-T1
OG0011684		GBNTT_004083-T1
OG0011685		GBNTT_004090-T1
OG0011686		GBNTT_004126-T1
OG0011687		GBNTT_004129-T1
OG0011688		GBNTT_004130-T1
OG0011689		GBNTT_004150-T1
OG0011690		GBNTT_004151-T1
OG0011691		GBNTT_004152-T1
OG0011692		GBNTT_004153-T1
OG0011693		GBNTT_004160-T1
OG0011694		GBNTT_004171-T1
OG0011695		GBNTT_004174-T1
OG0011696		GBNTT_004193-T1
OG0011697		GBNTT_004210-T1
OG0011698		GBNTT_004226-T1
OG0011699		GBNTT_004236-T1
OG0011700		GBNTT_004268-T1
OG0011701		GBNTT_004288-T1
OG0011702		GBNTT_004292-T1
OG0011703		GBNTT_004298-T1
OG0011704		GBNTT_004319-T1
OG0011705		GBNTT_004320-T1
OG0011706		GBNTT_004326-T1
OG0011707		GBNTT_004342-T1
OG0011708		GBNTT_004343-T1
OG0011709		GBNTT_004346-T1
OG0011710		GBNTT_004347-T1
OG0011711		GBNTT_004348-T1
OG0011712		GBNTT_004361-T1
OG0011713		GBNTT_004371-T1
OG0011714		GBNTT_004372-T1
OG0011715		GBNTT_004395-T1
OG0011716		GBNTT_004396-T1
OG0011717		GBNTT_004400-T1
OG0011718		GBNTT_004405-T1
OG0011719		GBNTT_004420-T1
OG0011720		GBNTT_004432-T1
OG0011721		GBNTT_004436-T1
OG0011722		GBNTT_004441-T1
OG0011723		GBNTT_004463-T1
OG0011724		GBNTT_004464-T1
OG0011725		GBNTT_004486-T1
OG0011726		GBNTT_004487-T1
OG0011727		GBNTT_004490-T1
OG0011728		GBNTT_004503-T1
OG0011729		GBNTT_004504-T1
OG0011730		GBNTT_004515-T1
OG0011731		GBNTT_004517-T1
OG0011732		GBNTT_004534-T1
OG0011733		GBNTT_004541-T1
OG0011734		GBNTT_004549-T1
OG0011735		GBNTT_004589-T1
OG0011736		GBNTT_004591-T1
OG0011737		GBNTT_004592-T1
OG0011738		GBNTT_004604-T1
OG0011739		GBNTT_004608-T1
OG0011740		GBNTT_004627-T1
OG0011741		GBNTT_004628-T1
OG0011742		GBNTT_004634-T1
OG0011743		GBNTT_004639-T1
OG0011744		GBNTT_004642-T1
OG0011745		GBNTT_004645-T1
OG0011746		GBNTT_004651-T1
OG0011747		GBNTT_004663-T1
OG0011748		GBNTT_004673-T1
OG0011749		GBNTT_004675-T1
OG0011750		GBNTT_004676-T1
OG0011751		GBNTT_004679-T1
OG0011752		GBNTT_004716-T1
OG0011753		GBNTT_004718-T1
OG0011754		GBNTT_004719-T1
OG0011755		GBNTT_004720-T1
OG0011756		GBNTT_004738-T1
OG0011757		GBNTT_004745-T1
OG0011758		GBNTT_004807-T1
OG0011759		GBNTT_004808-T1
OG0011760		GBNTT_004811-T1
OG0011761		GBNTT_004828-T1
OG0011762		GBNTT_004874-T1
OG0011763		GBNTT_004879-T1
OG0011764		GBNTT_004880-T1
OG0011765		GBNTT_004881-T1
OG0011766		GBNTT_004897-T1
OG0011767		GBNTT_004899-T1
OG0011768		GBNTT_004900-T1
OG0011769		GBNTT_004901-T1
OG0011770		GBNTT_004902-T1
OG0011771		GBNTT_004905-T1
OG0011772		GBNTT_004924-T1
OG0011773		GBNTT_004925-T1
OG0011774		GBNTT_004941-T1
OG0011775		GBNTT_004942-T1
OG0011776		GBNTT_004955-T1
OG0011777		GBNTT_004964-T1
OG0011778		GBNTT_004973-T1
OG0011779		GBNTT_004987-T1
OG0011780		GBNTT_005004-T1
OG0011781		GBNTT_005006-T1
OG0011782		GBNTT_005017-T1
OG0011783		GBNTT_005057-T1
OG0011784		GBNTT_005074-T1
OG0011785		GBNTT_005075-T1
OG0011786		GBNTT_005078-T1
OG0011787		GBNTT_005086-T1
OG0011788		GBNTT_005098-T1
OG0011789		GBNTT_005099-T1
OG0011790		GBNTT_005100-T1
OG0011791		GBNTT_005102-T1
OG0011792		GBNTT_005109-T1
OG0011793		GBNTT_005117-T1
OG0011794		GBNTT_005120-T1
OG0011795		GBNTT_005121-T1
OG0011796		GBNTT_005122-T1
OG0011797		GBNTT_005135-T1
OG0011798		GBNTT_005137-T1
OG0011799		GBNTT_005138-T1
OG0011800		GBNTT_005139-T1
OG0011801		GBNTT_005140-T1
OG0011802		GBNTT_005163-T1
OG0011803		GBNTT_005164-T1
OG0011804		GBNTT_005190-T1
OG0011805		GBNTT_005208-T1
OG0011806		GBNTT_005215-T1
OG0011807		GBNTT_005222-T1
OG0011808		GBNTT_005229-T1
OG0011809		GBNTT_005232-T1
OG0011810		GBNTT_005245-T1
OG0011811		GBNTT_005246-T1
OG0011812		GBNTT_005250-T1
OG0011813		GBNTT_005251-T1
OG0011814		GBNTT_005268-T1
OG0011815		GBNTT_005287-T1
OG0011816		GBNTT_005351-T1
OG0011817		GBNTT_005397-T1
OG0011818		GBNTT_005424-T1
OG0011819		GBNTT_005450-T1
OG0011820		GBNTT_005463-T1
OG0011821		GBNTT_005492-T1
OG0011822		GBNTT_005496-T1
OG0011823		GBNTT_005521-T1
OG0011824		GBNTT_005527-T1
OG0011825		GBNTT_005536-T1
OG0011826		GBNTT_005552-T1
OG0011827		GBNTT_005605-T1
OG0011828		GBNTT_005614-T1
OG0011829		GBNTT_005647-T1
OG0011830		GBNTT_005711-T1
OG0011831		GBNTT_005723-T1
OG0011832		GBNTT_005731-T1
OG0011833		GBNTT_005757-T1
OG0011834		GBNTT_005759-T1
OG0011835		GBNTT_005774-T1
OG0011836		GBNTT_005820-T1
OG0011837		GBNTT_005829-T1
OG0011838		GBNTT_005894-T1
OG0011839		GBNTT_005952-T1
OG0011840		GBNTT_005953-T1
OG0011841		GBNTT_005969-T1
OG0011842		GBNTT_005992-T1
OG0011843		GBNTT_006005-T1
OG0011844		GBNTT_006018-T1
OG0011845		GBNTT_006101-T1
OG0011846		GBNTT_006128-T1
OG0011847		GBNTT_006138-T1
OG0011848		GBNTT_006144-T1
OG0011849		GBNTT_006146-T1
OG0011850		GBNTT_006165-T1
OG0011851		GBNTT_006172-T1
OG0011852		GBNTT_006196-T1
OG0011853		GBNTT_006200-T1
OG0011854		GBNTT_006237-T1
OG0011855		GBNTT_006247-T1
OG0011856		GBNTT_006265-T1
OG0011857		GBNTT_006319-T1
OG0011858		GBNTT_006327-T1
OG0011859		GBNTT_006360-T1
OG0011860		GBNTT_006361-T1
OG0011861		GBNTT_006379-T1
OG0011862		GBNTT_006396-T1
OG0011863		GBNTT_006414-T1
OG0011864		GBNTT_006449-T1
OG0011865		GBNTT_006452-T1
OG0011866		GBNTT_006482-T1
OG0011867		GBNTT_006485-T1
OG0011868		GBNTT_006493-T1
OG0011869		GBNTT_006507-T1
OG0011870		GBNTT_006534-T1
OG0011871		GBNTT_006544-T1
OG0011872		GBNTT_006559-T1
OG0011873		GBNTT_006561-T1
OG0011874		GBNTT_006617-T1
OG0011875		GBNTT_006661-T1
OG0011876		GBNTT_006665-T1
OG0011877		GBNTT_006676-T1
OG0011878		GBNTT_006715-T1
OG0011879		GBNTT_006740-T1
OG0011880		GBNTT_006741-T1
OG0011881		GBNTT_006768-T1
OG0011882		GBNTT_006772-T1
OG0011883		GBNTT_006796-T1
OG0011884		GBNTT_006831-T1
OG0011885		GBNTT_006857-T1
OG0011886		GBNTT_006867-T1
OG0011887		GBNTT_006888-T1
OG0011888		GBNTT_006914-T1
OG0011889		GBNTT_006915-T1
OG0011890		GBNTT_006958-T1
OG0011891		GBNTT_006982-T1
OG0011892		GBNTT_006995-T1
OG0011893		GBNTT_007018-T1
OG0011894		GBNTT_007019-T1
OG0011895		GBNTT_007046-T1
OG0011896		GBNTT_007075-T1
OG0011897		GBNTT_007076-T1
OG0011898		GBNTT_007098-T1
OG0011899		GBNTT_007126-T1
OG0011900		GBNTT_007150-T1
OG0011901		GBNTT_007179-T1
OG0011902		GBNTT_007191-T1
OG0011903		GBNTT_007192-T1
OG0011904		GBNTT_007194-T1
OG0011905		GBNTT_007227-T1
OG0011906		GBNTT_007236-T1
OG0011907		GBNTT_007254-T1
OG0011908		GBNTT_007287-T1
OG0011909		GBNTT_007288-T1
OG0011910		GBNTT_007307-T1
OG0011911		GBNTT_007310-T1
OG0011912		GBNTT_007314-T1
OG0011913		GBNTT_007315-T1
OG0011914		GBNTT_007334-T1
OG0011915		GBNTT_007335-T1
OG0011916		GBNTT_007336-T1
OG0011917		GBNTT_007340-T1
OG0011918		GBNTT_007350-T1
OG0011919		GBNTT_007396-T1
OG0011920		GBNTT_007401-T1
OG0011921		GBNTT_007405-T1
OG0011922		GBNTT_007422-T1
OG0011923		GBNTT_007451-T1
OG0011924		GBNTT_007458-T1
OG0011925		GBNTT_007459-T1
OG0011926		GBNTT_007462-T1
OG0011927		GBNTT_007507-T1
OG0011928		GBNTT_007524-T1
OG0011929		GBNTT_007569-T1
OG0011930		GBNTT_007572-T1
OG0011931		GBNTT_007595-T1
OG0011932		GBNTT_007635-T1
OG0011933		GBNTT_007638-T1
OG0011934		GBNTT_007646-T1
OG0011935		GBNTT_007647-T1
OG0011936		GBNTT_007667-T1
OG0011937		GBNTT_007699-T1
OG0011938		GBNTT_007708-T1
OG0011939		GBNTT_007727-T1
OG0011940		GBNTT_007732-T1
OG0011941		GBNTT_007735-T1
OG0011942		GBNTT_007752-T1
OG0011943		GBNTT_007774-T1
OG0011944		GBNTT_007789-T1
OG0011945		GBNTT_007818-T1
OG0011946		GBNTT_007842-T1
OG0011947		GBNTT_007875-T1
OG0011948		GBNTT_007878-T1
OG0011949		GBNTT_007897-T1
OG0011950		GBNTT_007909-T1
OG0011951		GBNTT_007929-T1
OG0011952		GBNTT_007933-T1
OG0011953		GBNTT_007956-T1
OG0011954		GBNTT_007976-T1
OG0011955		GBNTT_008029-T1
OG0011956		GBNTT_008052-T1
OG0011957		GBNTT_008062-T1
OG0011958		GBNTT_008072-T1
OG0011959		GBNTT_008116-T1
OG0011960		GBNTT_008123-T1
OG0011961		GBNTT_008126-T1
OG0011962		GBNTT_008145-T1
OG0011963		GBNTT_008148-T1
OG0011964		GBNTT_008157-T1
OG0011965		GBNTT_008160-T1
OG0011966		GBNTT_008221-T1
OG0011967		GBNTT_008259-T1
OG0011968		GBNTT_008272-T1
OG0011969		GBNTT_008274-T1
OG0011970		GBNTT_008283-T1
OG0011971		GBNTT_008285-T1
OG0011972		GBNTT_008286-T1
OG0011973		GBNTT_008287-T1
OG0011974		GBNTT_008334-T1
OG0011975		GBNTT_008352-T1
OG0011976		GBNTT_008354-T1
OG0011977		GBNTT_008361-T1
OG0011978		GBNTT_008362-T1
OG0011979		GBNTT_008391-T1
OG0011980		GBNTT_008395-T1
OG0011981		GBNTT_008397-T1
OG0011982		GBNTT_008427-T1
OG0011983		GBNTT_008429-T1
OG0011984		GBNTT_008430-T1
OG0011985		GBNTT_008450-T1
OG0011986		GBNTT_008457-T1
OG0011987		GBNTT_008462-T1
OG0011988		GBNTT_008463-T1
OG0011989		GBNTT_008472-T1
OG0011990		GBNTT_008473-T1
OG0011991		GBNTT_008481-T1
OG0011992		GBNTT_008499-T1
OG0011993		GBNTT_008501-T1
OG0011994		GBNTT_008513-T1
OG0011995		GBNTT_008523-T1
OG0011996		GBNTT_008525-T1
OG0011997		GBNTT_008549-T1
OG0011998		GBNTT_008556-T1
OG0011999		GBNTT_008572-T1
OG0012000		GBNTT_008583-T1
OG0012001		GBNTT_008609-T1
OG0012002		GBNTT_008624-T1
OG0012003		GBNTT_008627-T1
OG0012004		GBNTT_008661-T1
OG0012005		GBNTT_008695-T1
OG0012006		GBNTT_008704-T1
OG0012007		GBNTT_008714-T1
OG0012008		GBNTT_008728-T1
OG0012009		GBNTT_008736-T1
OG0012010		GBNTT_008741-T1
OG0012011		GBNTT_008762-T1
OG0012012		GBNTT_008766-T1
OG0012013		GBNTT_008779-T1
OG0012014		GBNTT_008802-T1
OG0012015		GBNTT_008850-T1
OG0012016		GBNTT_008851-T1
OG0012017		GBNTT_008866-T1
OG0012018		GBNTT_008868-T1
OG0012019		GBNTT_008875-T1
OG0012020		GBNTT_008884-T1
OG0012021		GBNTT_008885-T1
OG0012022		GBNTT_008912-T1
OG0012023		GBNTT_008920-T1
OG0012024		GBNTT_008969-T1
OG0012025		GBNTT_009020-T1
OG0012026		GBNTT_009021-T1
OG0012027		GBNTT_009043-T1
OG0012028		GBNTT_009089-T1
OG0012029		GBNTT_009096-T1
OG0012030		GBNTT_009100-T1
OG0012031		GBNTT_009165-T1
OG0012032		GBNTT_009181-T1
OG0012033		GBNTT_009200-T1
OG0012034		GBNTT_009219-T1
OG0012035		GBNTT_009244-T1
OG0012036		GBNTT_009256-T1
OG0012037		GBNTT_009364-T1
OG0012038		GBNTT_009434-T1
OG0012039		GBNTT_009474-T1
OG0012040		GBNTT_009475-T1
OG0012041		GBNTT_009510-T1
OG0012042		GBNTT_009534-T1
OG0012043		GBNTT_009535-T1
OG0012044		GBNTT_009576-T1
OG0012045		GBNTT_009591-T1
OG0012046		GBNTT_009596-T1
OG0012047		GBNTT_009600-T1
OG0012048		GBNTT_009604-T1
OG0012049		GBNTT_009607-T1
OG0012050		GBNTT_009630-T1
OG0012051		GBNTT_009638-T1
OG0012052		GBNTT_009673-T1
OG0012053		GBNTT_009683-T1
OG0012054		GBNTT_009690-T1
OG0012055		GBNTT_009705-T1
OG0012056		GBNTT_009713-T1
OG0012057		GBNTT_009740-T1
OG0012058		GBNTT_009753-T1
OG0012059		GBNTT_009796-T1
OG0012060		GBNTT_009814-T1
OG0012061		GBNTT_009828-T1
OG0012062		GBNTT_009840-T1
OG0012063		GBNTT_009882-T1
OG0012064		GBNTT_009940-T1
OG0012065		GBNTT_009950-T1
OG0012066		GBNTT_009969-T1
OG0012067		GBNTT_010012-T1
OG0012068		GBNTT_010038-T1
OG0012069		GBNTT_010051-T1
OG0012070		GBNTT_010057-T1
OG0012071		GBNTT_010086-T1
OG0012072		GBNTT_010109-T1
OG0012073		GBNTT_010122-T1
OG0012074		GBNTT_010123-T1
OG0012075		GBNTT_010155-T1
OG0012076		GBNTT_010183-T1
OG0012077		GBNTT_010197-T1
OG0012078		GBNTT_010198-T1
OG0012079		GBNTT_010215-T1
OG0012080		GBNTT_010230-T1
OG0012081		GBNTT_010233-T1
OG0012082		GBNTT_010237-T1
OG0012083		GBNTT_010267-T1
OG0012084		GBNTT_010274-T1
OG0012085		GBNTT_010282-T1
OG0012086		GBNTT_010284-T1
OG0012087		GBNTT_010334-T1
OG0012088		GBNTT_010341-T1
OG0012089		GBNTT_010374-T1
OG0012090		GBNTT_010375-T1
OG0012091		GBNTT_010376-T1
OG0012092		GBNTT_010377-T1
OG0012093		GBNTT_010383-T1
OG0012094		GBNTT_010417-T1
OG0012095		GBNTT_010421-T1
OG0012096		GBNTT_010436-T1
OG0012097		GBNTT_010447-T1
OG0012098		GBNTT_010454-T1
OG0012099		GBNTT_010456-T1
OG0012100		GBNTT_010471-T1
OG0012101		GBNTT_010497-T1
OG0012102		GBNTT_010506-T1
OG0012103		GBNTT_010513-T1
OG0012104		GBNTT_010514-T1
OG0012105		GBNTT_010519-T1
OG0012106		GBNTT_010523-T1
OG0012107		GBNTT_010534-T1
OG0012108		GBNTT_010564-T1
OG0012109		GBNTT_010576-T1
OG0012110		GBNTT_010594-T1
OG0012111		GBNTT_010596-T1
OG0012112		GBNTT_010599-T1
OG0012113		GBNTT_010617-T1
OG0012114		GBNTT_010646-T1
OG0012115		GBNTT_010648-T1
OG0012116		GBNTT_010658-T1
OG0012117		GBNTT_010659-T1
OG0012118		GBNTT_010666-T1
OG0012119		GBNTT_010667-T1
OG0012120		GBNTT_010668-T1
OG0012121		GBNTT_010691-T1
OG0012122		GBNTT_010725-T1
OG0012123		GBNTT_010735-T1
OG0012124		GBNTT_010757-T1
OG0012125		GBNTT_010762-T1
OG0012126		GBNTT_010767-T1
OG0012127		GBNTT_010771-T1
OG0012128		GBNTT_010772-T1
OG0012129		GBNTT_010773-T1
OG0012130		GBNTT_010780-T1
OG0012131		GBNTT_010795-T1
OG0012132		GBNTT_010810-T1
OG0012133		GBNTT_010827-T1
OG0012134		GBNTT_010844-T1
OG0012135		GBNTT_010862-T1
OG0012136		GBNTT_010864-T1
OG0012137		GBNTT_010880-T1
OG0012138		GBNTT_010890-T1
OG0012139		GBNTT_010891-T1
OG0012140		GBNTT_010896-T1
OG0012141		GBNTT_010900-T1
OG0012142		GBNTT_010905-T1
OG0012143		GBNTT_010906-T1
OG0012144		GBNTT_010909-T1
OG0012145		GBNTT_010930-T1
OG0012146		GBNTT_010947-T1
OG0012147		GBNTT_010949-T1
OG0012148		GBNTT_010954-T1
OG0012149		GBNTT_010958-T1
OG0012150		GBNTT_010963-T1
OG0012151		GBNTT_011005-T1
OG0012152		GBNTT_011018-T1
OG0012153		GBNTT_011067-T1
OG0012154		GBNTT_011091-T1
OG0012155		GBNTT_011098-T1
OG0012156		GBNTT_011107-T1
OG0012157		GBNTT_011138-T1
OG0012158		GBNTT_011143-T1
OG0012159		GBNTT_011145-T1
OG0012160		GBNTT_011150-T1
OG0012161		GBNTT_011162-T1
OG0012162		GBNTT_011209-T1
OG0012163		GBNTT_011213-T1
OG0012164		GBNTT_011222-T1
OG0012165		GBNTT_011225-T1
OG0012166		GBNTT_011266-T1
OG0012167		GBNTT_011267-T1
OG0012168		GBNTT_011272-T1
OG0012169		GBNTT_011278-T1
OG0012170		GBNTT_011281-T1
OG0012171		GBNTT_011320-T1
OG0012172		GBNTT_011322-T1
OG0012173		GBNTT_011323-T1
OG0012174		GBNTT_011334-T1
OG0012175		GBNTT_011336-T1
OG0012176		GBNTT_011340-T1
OG0012177		GBNTT_011352-T1
OG0012178		GBNTT_011358-T1
OG0012179		GBNTT_011379-T1
OG0012180		GBNTT_011381-T1
OG0012181		GBNTT_011389-T1
OG0012182		GBNTT_011434-T1
OG0012183		GBNTT_011435-T1
OG0012184		GBNTT_011446-T1
OG0012185		GBNTT_011450-T1
OG0012186		GBNTT_011452-T1
OG0012187		GBNTT_011453-T1
OG0012188		GBNTT_011470-T1
OG0012189		GBNTT_011473-T1
OG0012190		GBNTT_011475-T1
OG0012191		GBNTT_011484-T1
OG0012192		GBNTT_011488-T1
OG0012193		GBNTT_011494-T1
OG0012194		GBNTT_011503-T1
OG0012195		GBNTT_011509-T1
OG0012196		GBNTT_011520-T1
OG0012197		GBNTT_011551-T1
OG0012198		GBNTT_011556-T1
OG0012199		GBNTT_011560-T1
OG0012200		GBNTT_011564-T1
OG0012201		GBNTT_011565-T1
OG0012202		GBNTT_011592-T1
OG0012203		GBNTT_011604-T1
OG0012204		GBNTT_011610-T1
OG0012205		GBNTT_011611-T1
OG0012206		GBNTT_011613-T1
OG0012207		GBNTT_011637-T1
OG0012208		GBNTT_011721-T1
OG0012209		GBNTT_011743-T1
OG0012210		GBNTT_011747-T1
OG0012211		GBNTT_011748-T1
OG0012212		GBNTT_011769-T1
OG0012213		GBNTT_011782-T1
OG0012214		GBNTT_011784-T1
OG0012215		GBNTT_011786-T1
OG0012216		GBNTT_011787-T1
OG0012217		GBNTT_011788-T1
OG0012218		GBNTT_011791-T1
OG0012219		GBNTT_011795-T1
OG0012220		GBNTT_011803-T1
OG0012221		GBNTT_011804-T1
OG0012222		GBNTT_011818-T1
OG0012223		GBNTT_011842-T1
OG0012224		GBNTT_011844-T1
OG0012225		GBNTT_011847-T1
OG0012226		GBNTT_011848-T1
OG0012227		GBNTT_011849-T1
OG0012228		GBNTT_011850-T1
OG0012229		GBNTT_011851-T1
OG0012230		GBNTT_011859-T1
OG0012231		GBNTT_011860-T1
OG0012232		GBNTT_011861-T1
OG0012233		GBNTT_011862-T1
OG0012234		GBNTT_011864-T1
OG0012235		GBNTT_011865-T1
OG0012236		GBNTT_011870-T1
OG0012237		GBNTT_011882-T1
OG0012238		GBNTT_011897-T1
OG0012239		GBNTT_011901-T1
OG0012240		GBNTT_011903-T1
OG0012241		GBNTT_011905-T1
OG0012242		GBNTT_011928-T1
OG0012243		GBNTT_011939-T1
OG0012244		GBNTT_011941-T1
OG0012245		GBNTT_011942-T1
OG0012246		GBNTT_011943-T1
OG0012247		GBNTT_011945-T1
OG0012248		GBNTT_011947-T1
OG0012249		GBNTT_011951-T1
OG0012250		GBNTT_011955-T1
OG0012251		GBNTT_011956-T1
OG0012252		GBNTT_011965-T1
OG0012253		GBNTT_011967-T1
OG0012254		GBNTT_011994-T1
OG0012255		GBNTT_011995-T1
OG0012256		GBNTT_012000-T1
OG0012257		GBNTT_012006-T1
OG0012258		GBNTT_012012-T1
OG0012259		GBNTT_012018-T1
OG0012260		GBNTT_012046-T1
OG0012261		GBNTT_012049-T1
OG0012262		GBNTT_012082-T1
OG0012263		GBNTT_012085-T1
