	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0009112		GBNWW_007644-T1
OG0009113		GBNWW_007645-T1
OG0009114		GBNWW_007649-T1
OG0009115		GBNWW_007659-T1
OG0009116		GBNWW_007672-T1
OG0009117		GBNWW_007681-T1
OG0009118		GBNWW_007688-T1
OG0009119		GBNWW_007723-T1
OG0009120		GBNWW_007732-T1
OG0009121		GBNWW_007738-T1
OG0009122		GBNWW_007742-T1
OG0009123		GBNWW_007745-T1
OG0009124		GBNWW_007753-T1
OG0009125		GBNWW_007755-T1
OG0009126		GBNWW_007765-T1
OG0009127		GBNWW_007801-T1
OG0009128		GBNWW_007815-T1
OG0009129		GBNWW_007828-T1
OG0009130		GBNWW_007841-T1
OG0009131		GBNWW_007852-T1
OG0009132		GBNWW_007867-T1
OG0009133		GBNWW_007884-T1
OG0009134		GBNWW_007887-T1
OG0009135		GBNWW_007892-T1
OG0009136		GBNWW_007895-T1
OG0009137		GBNWW_007897-T1
OG0009138		GBNWW_007910-T1
OG0009139		GBNWW_007924-T1
OG0009140		GBNWW_007932-T1
OG0009141		GBNWW_007950-T1
OG0009142		GBNWW_007961-T1
OG0009143		GBNWW_007967-T1
OG0009144		GBNWW_007988-T1
OG0009145		GBNWW_007989-T1
OG0009146		GBNWW_008002-T1
OG0009147		GBNWW_008007-T1
OG0009148		GBNWW_008049-T1
OG0009149		GBNWW_008051-T1
OG0009150		GBNWW_008052-T1
OG0009151		GBNWW_008057-T1
OG0009152		GBNWW_008060-T1
OG0009153		GBNWW_008064-T1
OG0009154		GBNWW_008077-T1
OG0009155		GBNWW_008086-T1
OG0009156		GBNWW_008091-T1
OG0009157		GBNWW_008099-T1
OG0009158		GBNWW_008101-T1
OG0009159		GBNWW_008119-T1
OG0009160		GBNWW_008123-T1
OG0009161		GBNWW_008131-T1
OG0009162		GBNWW_008150-T1
OG0009163		GBNWW_008157-T1
OG0009164		GBNWW_008168-T1
OG0009165		GBNWW_008191-T1
OG0009166		GBNWW_008198-T1
OG0009167		GBNWW_008200-T1
OG0009168		GBNWW_008201-T1
OG0009169		GBNWW_008202-T1
OG0009170		GBNWW_008203-T1
OG0009171		GBNWW_008206-T1
OG0009172		GBNWW_008212-T1
OG0009173		GBNWW_008220-T1
OG0009174		GBNWW_008263-T1
OG0009175		GBNWW_008279-T1
OG0009176		GBNWW_008312-T1
OG0009177		GBNWW_008314-T1
OG0009178		GBNWW_008317-T1
OG0009179		GBNWW_008324-T1
OG0009180		GBNWW_008325-T1
OG0009181		GBNWW_008328-T1
OG0009182		GBNWW_008330-T1
OG0009183		GBNWW_008333-T1
OG0009184		GBNWW_008342-T1
OG0009185		GBNWW_008344-T1
OG0009186		GBNWW_008351-T1
OG0009187		GBNWW_008362-T1
OG0009188		GBNWW_008378-T1
OG0009189		GBNWW_008383-T1
OG0009190		GBNWW_008388-T1
OG0009191		GBNWW_008394-T1
OG0009192		GBNWW_008404-T1
OG0009193		GBNWW_008416-T1
OG0009194		GBNWW_008432-T1
OG0009195		GBNWW_008434-T1
OG0009196		GBNWW_008441-T1
OG0009197		GBNWW_008449-T1
OG0009198		GBNWW_008469-T1
OG0009199		GBNWW_008471-T1
OG0009200		GBNWW_008480-T1
OG0009201		GBNWW_008488-T1
OG0009202		GBNWW_008495-T1
OG0009203		GBNWW_008506-T1
OG0009204		GBNWW_008507-T1
OG0009205		GBNWW_008510-T1
OG0009206		GBNWW_008515-T1
OG0009207		GBNWW_008519-T1
OG0009208		GBNWW_008535-T1
OG0009209		GBNWW_008550-T1
OG0009210		GBNWW_008555-T1
OG0009211		GBNWW_008562-T1
OG0009212		GBNWW_008598-T1
OG0009213		GBNWW_008607-T1
OG0009214		GBNWW_008633-T1
OG0009215		GBNWW_008666-T1
OG0009216		GBNWW_008668-T1
OG0009217		GBNWW_008669-T1
OG0009218		GBNWW_008673-T1
OG0009219		GBNWW_008678-T1
OG0009220		GBNWW_008699-T1
OG0009221		GBNWW_008701-T1
OG0009222		GBNWW_008711-T1
OG0009223		GBNWW_008715-T1
OG0009224		GBNWW_008735-T1
OG0009225		GBNWW_008739-T1
OG0009226		GBNWW_008740-T1
OG0009227		GBNWW_008745-T1
OG0009228		GBNWW_008755-T1
OG0009229		GBNWW_008757-T1
OG0009230		GBNWW_008758-T1
OG0009231		GBNWW_008771-T1
OG0009232		GBNWW_008773-T1
OG0009233		GBNWW_008778-T1
OG0009234		GBNWW_008788-T1
OG0009235		GBNWW_008818-T1
OG0009236		GBNWW_008826-T1
OG0009237		GBNWW_008832-T1
OG0009238		GBNWW_008835-T1
OG0009239		GBNWW_008861-T1
OG0009240		GBNWW_008865-T1
OG0009241		GBNWW_008868-T1
OG0009242		GBNWW_008872-T1
OG0009243		GBNWW_008893-T1
OG0009244		GBNWW_008896-T1
OG0009245		GBNWW_008898-T1
OG0009246		GBNWW_008899-T1
OG0009247		GBNWW_008904-T1
OG0009248		GBNWW_008907-T1
OG0009249		GBNWW_008908-T1
OG0009250		GBNWW_008910-T1
OG0009251		GBNWW_008932-T1
OG0009252		GBNWW_008933-T1
OG0009253		GBNWW_008938-T1
OG0009254		GBNWW_008946-T1
OG0009255		GBNWW_008952-T1
OG0009256		GBNWW_008972-T1
OG0009257		GBNWW_008973-T1
OG0009258		GBNWW_008978-T1
OG0009259		GBNWW_008980-T1
OG0009260		GBNWW_008982-T1
OG0009261		GBNWW_008984-T1
OG0009262		GBNWW_008988-T1
OG0009263		GBNWW_008993-T1
OG0009264		GBNWW_008997-T1
OG0009265		GBNWW_009009-T1
OG0009266		GBNWW_009015-T1
OG0009267		GBNWW_009018-T1
OG0009268		GBNWW_009020-T1
OG0009269		GBNWW_009021-T1
OG0009270		GBNWW_009023-T1
OG0009271		GBNWW_009025-T1
OG0009272		GBNWW_009026-T1
OG0009273		GBNWW_009027-T1
OG0009274		GBNWW_009037-T1
OG0009275		GBNWW_009052-T1
OG0009276		GBNWW_009056-T1
OG0009277		GBNWW_009058-T1
OG0009278		GBNWW_009059-T1
OG0009279		GBNWW_009062-T1
OG0009280		GBNWW_009065-T1
OG0009281		GBNWW_009068-T1
OG0009282		GBNWW_009076-T1
OG0009283		GBNWW_009090-T1
OG0009284		GBNWW_009101-T1
OG0009285		GBNWW_009132-T1
OG0009286		GBNWW_009141-T1
OG0009287		GBNWW_009151-T1
OG0009288		GBNWW_009156-T1
OG0009289		GBNWW_009190-T1
OG0009290		GBNWW_009198-T1
OG0009291		GBNWW_009220-T1
OG0009292		GBNWW_009225-T1
OG0009293		GBNWW_009231-T1
OG0009294		GBNWW_009250-T1
OG0009295		GBNWW_009252-T1
OG0009296		GBNWW_009257-T1
OG0009297		GBNWW_009273-T1
OG0009298		GBNWW_009274-T1
OG0009299		GBNWW_009277-T1
OG0009300		GBNWW_009279-T1
OG0009301		GBNWW_009284-T1
OG0009302		GBNWW_009285-T1
OG0009303		GBNWW_009287-T1
OG0009304		GBNWW_009288-T1
OG0009305		GBNWW_009318-T1
OG0009306		GBNWW_009320-T1
OG0009307		GBNWW_009334-T1
OG0009308		GBNWW_009336-T1
OG0009309		GBNWW_009350-T1
OG0009310		GBNWW_009352-T1
OG0009311		GBNWW_009353-T1
OG0009312		GBNWW_009355-T1
OG0009313		GBNWW_009367-T1
OG0009314		GBNWW_009372-T1
OG0009315		GBNWW_009373-T1
OG0009316		GBNWW_009385-T1
OG0009317		GBNWW_009391-T1
OG0009318		GBNWW_009397-T1
OG0009319		GBNWW_009407-T1
OG0009320		GBNWW_009408-T1
OG0009321		GBNWW_009409-T1
OG0009322		GBNWW_009416-T1
OG0009323		GBNWW_009444-T1
OG0009324		GBNWW_009457-T1
OG0009325		GBNWW_009492-T1
OG0009326		GBNWW_009506-T1
OG0009327		GBNWW_009521-T1
OG0009328		GBNWW_009525-T1
OG0009329		GBNWW_009542-T1
OG0009330		GBNWW_009550-T1
OG0009331		GBNWW_009551-T1
OG0009332		GBNWW_009552-T1
OG0009333		GBNWW_009553-T1
OG0009334		GBNWW_009554-T1
OG0009335		GBNWW_009555-T1
OG0009336		GBNWW_009569-T1
OG0009337		GBNWW_009577-T1
OG0009338		GBNWW_009578-T1
OG0009339		GBNWW_009579-T1
OG0009340		GBNWW_009591-T1
OG0009341		GBNWW_009604-T1
OG0009342		GBNWW_009678-T1
OG0009343		GBNWW_009685-T1
OG0009344		GBNWW_009690-T1
OG0009345		GBNWW_009709-T1
