	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0003108	GBNWU_003203-T1	GBNWW_008298-T1
OG0003109	GBNWU_003206-T1	GBNWW_008295-T1
OG0003110	GBNWU_003208-T1	GBNWW_008293-T1
OG0003111	GBNWU_003209-T1	GBNWW_008292-T1
OG0003112	GBNWU_003210-T1	GBNWW_008291-T1
OG0003113	GBNWU_003211-T1	GBNWW_008290-T1
OG0003114	GBNWU_003212-T1	GBNWW_008289-T1
OG0003115	GBNWU_003213-T1	GBNWW_008288-T1
OG0003116	GBNWU_003214-T1	GBNWW_008287-T1
OG0003117	GBNWU_003215-T1	GBNWW_002127-T1
OG0003118	GBNWU_003216-T1	GBNWW_002126-T1
OG0003119	GBNWU_003218-T1	GBNWW_007127-T1
OG0003120	GBNWU_003219-T1	GBNWW_007128-T1
OG0003121	GBNWU_003220-T1	GBNWW_007129-T1
OG0003122	GBNWU_003221-T1	GBNWW_007130-T1
OG0003123	GBNWU_003223-T1	GBNWW_000298-T1
OG0003124	GBNWU_003225-T1	GBNWW_000296-T1
OG0003125	GBNWU_003226-T1	GBNWW_000295-T1
OG0003126	GBNWU_003227-T1	GBNWW_000294-T1
OG0003127	GBNWU_003228-T1	GBNWW_000293-T1
OG0003128	GBNWU_003229-T1	GBNWW_000292-T1
OG0003129	GBNWU_003230-T1	GBNWW_000291-T1
OG0003130	GBNWU_003231-T1	GBNWW_000290-T1
OG0003131	GBNWU_003233-T1	GBNWW_000288-T1
OG0003132	GBNWU_003234-T1	GBNWW_000287-T1
OG0003133	GBNWU_003235-T1	GBNWW_000285-T1
OG0003134	GBNWU_003236-T1	GBNWW_001893-T1
OG0003135	GBNWU_003237-T1	GBNWW_001892-T1
OG0003136	GBNWU_003238-T1	GBNWW_001891-T1
OG0003137	GBNWU_003239-T1	GBNWW_001890-T1
OG0003138	GBNWU_003240-T1	GBNWW_001889-T1
OG0003139	GBNWU_003243-T1	GBNWW_001887-T1
OG0003140	GBNWU_003244-T1	GBNWW_001886-T1
OG0003141	GBNWU_003247-T1	GBNWW_001884-T1
OG0003142	GBNWU_003248-T1	GBNWW_001883-T1
OG0003143	GBNWU_003249-T1	GBNWW_001882-T1
OG0003144	GBNWU_003250-T1	GBNWW_001881-T1
OG0003145	GBNWU_003252-T1	GBNWW_003505-T1
OG0003146	GBNWU_003253-T1	GBNWW_003504-T1
OG0003147	GBNWU_003254-T1	GBNWW_007408-T1
OG0003148	GBNWU_003259-T1	GBNWW_009564-T1
OG0003149	GBNWU_003260-T1	GBNWW_009565-T1
OG0003150	GBNWU_003262-T1	GBNWW_009567-T1
OG0003151	GBNWU_003263-T1	GBNWW_009568-T1
OG0003152	GBNWU_003264-T1	GBNWW_009570-T1
OG0003153	GBNWU_003265-T1	GBNWW_009571-T1
OG0003154	GBNWU_003266-T1	GBNWW_009572-T1
OG0003155	GBNWU_003268-T1	GBNWW_009574-T1
OG0003156	GBNWU_003269-T1	GBNWW_006739-T1
OG0003157	GBNWU_003270-T1	GBNWW_006738-T1
OG0003158	GBNWU_003271-T1	GBNWW_006737-T1
OG0003159	GBNWU_003272-T1	GBNWW_006736-T1
OG0003160	GBNWU_003275-T1	GBNWW_002990-T1
OG0003161	GBNWU_003277-T1	GBNWW_002992-T1
OG0003162	GBNWU_003278-T1	GBNWW_002993-T1
OG0003163	GBNWU_003280-T1	GBNWW_002995-T1
OG0003164	GBNWU_003281-T1	GBNWW_002996-T1
OG0003165	GBNWU_003283-T1	GBNWW_002998-T1
OG0003166	GBNWU_003284-T1	GBNWW_002999-T1
OG0003167	GBNWU_003285-T1	GBNWW_003000-T1
OG0003168	GBNWU_003286-T1	GBNWW_003001-T1
OG0003169	GBNWU_003287-T1	GBNWW_003002-T1
OG0003170	GBNWU_003288-T1	GBNWW_003003-T1
OG0003171	GBNWU_003289-T1	GBNWW_003004-T1
OG0003172	GBNWU_003290-T1	GBNWW_003005-T1
OG0003173	GBNWU_003291-T1	GBNWW_008679-T1
OG0003174	GBNWU_003293-T1	GBNWW_008681-T1
OG0003175	GBNWU_003296-T1	GBNWW_008684-T1
OG0003176	GBNWU_003297-T1	GBNWW_008685-T1
OG0003177	GBNWU_003298-T1	GBNWW_008686-T1
OG0003178	GBNWU_003300-T1	GBNWW_000786-T1
OG0003179	GBNWU_003301-T1	GBNWW_000785-T1
OG0003180	GBNWU_003302-T1	GBNWW_000784-T1
OG0003181	GBNWU_003303-T1	GBNWW_000783-T1
OG0003182	GBNWU_003304-T1	GBNWW_000781-T1
OG0003183	GBNWU_003305-T1	GBNWW_000780-T1
OG0003184	GBNWU_003306-T1	GBNWW_000779-T1
OG0003185	GBNWU_003307-T1	GBNWW_000778-T1
OG0003186	GBNWU_003309-T1	GBNWW_000777-T1
OG0003187	GBNWU_003315-T1	GBNWW_006079-T1
OG0003188	GBNWU_003316-T1	GBNWW_006078-T1
OG0003189	GBNWU_003319-T1	GBNWW_003565-T1
OG0003190	GBNWU_003321-T1	GBNWW_003563-T1
OG0003191	GBNWU_003322-T1	GBNWW_003562-T1
OG0003192	GBNWU_003325-T1	GBNWW_005264-T1
OG0003193	GBNWU_003326-T1	GBNWW_005263-T1
OG0003194	GBNWU_003327-T1	GBNWW_005262-T1
OG0003195	GBNWU_003328-T1	GBNWW_005261-T1
OG0003196	GBNWU_003329-T1	GBNWW_005260-T1
OG0003197	GBNWU_003330-T1	GBNWW_005259-T1
OG0003198	GBNWU_003333-T1	GBNWW_005257-T1
OG0003199	GBNWU_003335-T1	GBNWW_005255-T1
OG0003200	GBNWU_003336-T1	GBNWW_005254-T1
OG0003201	GBNWU_003337-T1	GBNWW_005253-T1
OG0003202	GBNWU_003338-T1	GBNWW_005252-T1
OG0003203	GBNWU_003339-T1	GBNWW_005251-T1
OG0003204	GBNWU_003340-T1	GBNWW_003842-T1
OG0003205	GBNWU_003341-T1	GBNWW_003843-T1
OG0003206	GBNWU_003342-T1	GBNWW_003844-T1
OG0003207	GBNWU_003344-T1	GBNWW_003846-T1
OG0003208	GBNWU_003347-T1	GBNWW_003048-T1
OG0003209	GBNWU_003349-T1	GBNWW_003051-T1
OG0003210	GBNWU_003351-T1	GBNWW_003053-T1
OG0003211	GBNWU_003353-T1	GBNWW_008940-T1
OG0003212	GBNWU_003354-T1	GBNWW_008262-T1
OG0003213	GBNWU_003355-T1	GBNWW_008261-T1
OG0003214	GBNWU_003356-T1	GBNWW_008260-T1
OG0003215	GBNWU_003359-T1	GBNWW_007720-T1
OG0003216	GBNWU_003361-T1	GBNWW_007722-T1
OG0003217	GBNWU_003364-T1	GBNWW_002023-T1
OG0003218	GBNWU_003365-T1	GBNWW_002024-T1
OG0003219	GBNWU_003366-T1	GBNWW_008667-T1
OG0003220	GBNWU_003368-T1	GBNWW_007570-T1
OG0003221	GBNWU_003369-T1	GBNWW_007569-T1
OG0003222	GBNWU_003370-T1	GBNWW_007568-T1
OG0003223	GBNWU_003371-T1	GBNWW_007567-T1
OG0003224	GBNWU_003372-T1	GBNWW_007566-T1
OG0003225	GBNWU_003373-T1	GBNWW_007406-T1
OG0003226	GBNWU_003374-T1	GBNWW_007407-T1
OG0003227	GBNWU_003375-T1	GBNWW_003120-T1
OG0003228	GBNWU_003376-T1	GBNWW_003121-T1
OG0003229	GBNWU_003377-T1	GBNWW_003122-T1
OG0003230	GBNWU_003378-T1	GBNWW_003123-T1
OG0003231	GBNWU_003379-T1	GBNWW_003124-T1
OG0003232	GBNWU_003380-T1	GBNWW_003125-T1
OG0003233	GBNWU_003381-T1	GBNWW_003126-T1
OG0003234	GBNWU_003382-T1	GBNWW_003127-T1
OG0003235	GBNWU_003384-T1	GBNWW_003128-T1
OG0003236	GBNWU_003386-T1	GBNWW_003130-T1
OG0003237	GBNWU_003387-T1	GBNWW_003131-T1
OG0003238	GBNWU_003389-T1	GBNWW_003133-T1
OG0003239	GBNWU_003391-T1	GBNWW_002088-T1
OG0003240	GBNWU_003392-T1	GBNWW_002087-T1
OG0003241	GBNWU_003393-T1	GBNWW_002086-T1
OG0003242	GBNWU_003394-T1	GBNWW_002085-T1
OG0003243	GBNWU_003395-T1	GBNWW_002084-T1
OG0003244	GBNWU_003397-T1	GBNWW_002082-T1
OG0003245	GBNWU_003399-T1	GBNWW_002081-T1
OG0003246	GBNWU_003400-T1	GBNWW_002080-T1
OG0003247	GBNWU_003402-T1	GBNWW_002079-T1
OG0003248	GBNWU_003405-T1	GBNWW_002077-T1
OG0003249	GBNWU_003406-T1	GBNWW_002076-T1
OG0003250	GBNWU_003407-T1	GBNWW_002075-T1
OG0003251	GBNWU_003409-T1	GBNWW_008979-T1
OG0003252	GBNWU_003410-T1	GBNWW_006580-T1
OG0003253	GBNWU_003412-T1	GBNWW_001028-T1
OG0003254	GBNWU_003413-T1	GBNWW_001027-T1
OG0003255	GBNWU_003414-T1	GBNWW_001026-T1
OG0003256	GBNWU_003415-T1	GBNWW_001025-T1
OG0003257	GBNWU_003416-T1	GBNWW_001024-T1
OG0003258	GBNWU_003417-T1	GBNWW_001023-T1
OG0003259	GBNWU_003418-T1	GBNWW_001022-T1
OG0003260	GBNWU_003421-T1	GBNWW_001019-T1
OG0003261	GBNWU_003422-T1	GBNWW_001018-T1
OG0003262	GBNWU_003426-T1	GBNWW_004021-T1
OG0003263	GBNWU_003427-T1	GBNWW_004020-T1
OG0003264	GBNWU_003428-T1	GBNWW_004019-T1
OG0003265	GBNWU_003429-T1	GBNWW_004018-T1
OG0003266	GBNWU_003430-T1	GBNWW_004017-T1
OG0003267	GBNWU_003431-T1	GBNWW_004016-T1
OG0003268	GBNWU_003432-T1	GBNWW_004015-T1
OG0003269	GBNWU_003433-T1	GBNWW_004014-T1
OG0003270	GBNWU_003434-T1	GBNWW_004013-T1
OG0003271	GBNWU_003435-T1	GBNWW_000147-T1
OG0003272	GBNWU_003438-T1	GBNWW_000150-T1
OG0003273	GBNWU_003439-T1	GBNWW_000151-T1
OG0003274	GBNWU_003440-T1	GBNWW_000152-T1
OG0003275	GBNWU_003442-T1	GBNWW_005159-T1
OG0003276	GBNWU_003443-T1	GBNWW_005160-T1
OG0003277	GBNWU_003444-T1	GBNWW_005161-T1
OG0003278	GBNWU_003445-T1	GBNWW_005162-T1
OG0003279	GBNWU_003448-T1	GBNWW_004386-T1
OG0003280	GBNWU_003450-T1	GBNWW_004387-T1
OG0003281	GBNWU_003451-T1	GBNWW_004388-T1
OG0003282	GBNWU_003452-T1	GBNWW_004389-T1
OG0003283	GBNWU_003453-T1	GBNWW_004391-T1
OG0003284	GBNWU_003454-T1	GBNWW_004392-T1
OG0003285	GBNWU_003455-T1	GBNWW_004393-T1
OG0003286	GBNWU_003456-T1	GBNWW_004394-T1
OG0003287	GBNWU_003457-T1	GBNWW_000626-T1
OG0003288	GBNWU_003459-T1	GBNWW_000624-T1
OG0003289	GBNWU_003461-T1	GBNWW_000622-T1
OG0003290	GBNWU_003462-T1	GBNWW_000621-T1
OG0003291	GBNWU_003465-T1	GBNWW_008509-T1
OG0003292	GBNWU_003468-T1	GBNWW_005220-T1
OG0003293	GBNWU_003469-T1	GBNWW_005221-T1
OG0003294	GBNWU_003470-T1	GBNWW_005223-T1
OG0003295	GBNWU_003471-T1	GBNWW_005224-T1
OG0003296	GBNWU_003472-T1	GBNWW_005225-T1
OG0003297	GBNWU_003473-T1	GBNWW_005226-T1
OG0003298	GBNWU_003474-T1	GBNWW_005227-T1
OG0003299	GBNWU_003475-T1	GBNWW_005228-T1
OG0003300	GBNWU_003477-T1	GBNWW_008276-T1
OG0003301	GBNWU_003480-T1	GBNWW_009683-T1
OG0003302	GBNWU_003481-T1	GBNWW_009682-T1
OG0003303	GBNWU_003482-T1	GBNWW_009681-T1
OG0003304	GBNWU_003483-T1	GBNWW_009680-T1
OG0003305	GBNWU_003484-T1	GBNWW_009679-T1
OG0003306	GBNWU_003485-T1	GBNWW_009117-T1
OG0003307	GBNWU_003487-T1	GBNWW_009119-T1
OG0003308	GBNWU_003488-T1	GBNWW_009120-T1
OG0003309	GBNWU_003489-T1	GBNWW_009121-T1
OG0003310	GBNWU_003492-T1	GBNWW_009123-T1
OG0003311	GBNWU_003494-T1	GBNWW_009125-T1
OG0003312	GBNWU_003495-T1	GBNWW_009126-T1
OG0003313	GBNWU_003496-T1	GBNWW_009127-T1
OG0003314	GBNWU_003497-T1	GBNWW_009128-T1
OG0003315	GBNWU_003498-T1	GBNWW_009129-T1
OG0003316	GBNWU_003500-T1	GBNWW_009131-T1
OG0003317	GBNWU_003502-T1	GBNWW_009133-T1
OG0003318	GBNWU_003503-T1	GBNWW_009134-T1
OG0003319	GBNWU_003505-T1	GBNWW_009136-T1
OG0003320	GBNWU_003506-T1	GBNWW_009137-T1
OG0003321	GBNWU_003507-T1	GBNWW_009138-T1
OG0003322	GBNWU_003509-T1	GBNWW_000766-T1
OG0003323	GBNWU_003510-T1	GBNWW_000767-T1
OG0003324	GBNWU_003511-T1	GBNWW_000768-T1
OG0003325	GBNWU_003512-T1	GBNWW_000769-T1
OG0003326	GBNWU_003514-T1	GBNWW_007930-T1
OG0003327	GBNWU_003515-T1	GBNWW_007931-T1
OG0003328	GBNWU_003517-T1	GBNWW_007934-T1
OG0003329	GBNWU_003518-T1	GBNWW_007935-T1
OG0003330	GBNWU_003520-T1	GBNWW_007936-T1
OG0003331	GBNWU_003521-T1	GBNWW_007937-T1
OG0003332	GBNWU_003525-T1	GBNWW_004094-T1
OG0003333	GBNWU_003526-T1	GBNWW_004095-T1
OG0003334	GBNWU_003527-T1	GBNWW_004096-T1
OG0003335	GBNWU_003528-T1	GBNWW_009716-T1
OG0003336	GBNWU_003529-T1	GBNWW_009715-T1
OG0003337	GBNWU_003530-T1	GBNWW_009714-T1
OG0003338	GBNWU_003531-T1	GBNWW_009713-T1
OG0003339	GBNWU_003532-T1	GBNWW_009712-T1
OG0003340	GBNWU_003533-T1	GBNWW_008705-T1
OG0003341	GBNWU_003534-T1	GBNWW_008704-T1
OG0003342	GBNWU_003535-T1	GBNWW_008703-T1
OG0003343	GBNWU_003536-T1	GBNWW_003995-T1
OG0003344	GBNWU_003537-T1	GBNWW_003996-T1
OG0003345	GBNWU_003539-T1	GBNWW_003998-T1
OG0003346	GBNWU_003541-T1	GBNWW_004000-T1
OG0003347	GBNWU_003546-T1	GBNWW_003705-T1
OG0003348	GBNWU_003547-T1	GBNWW_003704-T1
OG0003349	GBNWU_003548-T1	GBNWW_003703-T1
OG0003350	GBNWU_003549-T1	GBNWW_003702-T1
OG0003351	GBNWU_003550-T1	GBNWW_003701-T1
OG0003352	GBNWU_003551-T1	GBNWW_003700-T1
OG0003353	GBNWU_003552-T1	GBNWW_003699-T1
OG0003354	GBNWU_003553-T1	GBNWW_003698-T1
OG0003355	GBNWU_003555-T1	GBNWW_006957-T1
OG0003356	GBNWU_003557-T1	GBNWW_006955-T1
OG0003357	GBNWU_003558-T1	GBNWW_006954-T1
OG0003358	GBNWU_003559-T1	GBNWW_006953-T1
OG0003359	GBNWU_003560-T1	GBNWW_006952-T1
OG0003360	GBNWU_003562-T1	GBNWW_006950-T1
OG0003361	GBNWU_003564-T1	GBNWW_006948-T1
OG0003362	GBNWU_003565-T1	GBNWW_006947-T1
OG0003363	GBNWU_003566-T1	GBNWW_003610-T1
OG0003364	GBNWU_003567-T1	GBNWW_003609-T1
OG0003365	GBNWU_003568-T1	GBNWW_003608-T1
OG0003366	GBNWU_003569-T1	GBNWW_003607-T1
OG0003367	GBNWU_003570-T1	GBNWW_003606-T1
OG0003368	GBNWU_003573-T1	GBNWW_003603-T1
OG0003369	GBNWU_003574-T1	GBNWW_003602-T1
OG0003370	GBNWU_003576-T1	GBNWW_003600-T1
OG0003371	GBNWU_003578-T1	GBNWW_000749-T1
OG0003372	GBNWU_003579-T1	GBNWW_000750-T1
OG0003373	GBNWU_003580-T1	GBNWW_000751-T1
OG0003374	GBNWU_003582-T1	GBNWW_001208-T1
OG0003375	GBNWU_003583-T1	GBNWW_001209-T1
OG0003376	GBNWU_003584-T1	GBNWW_001210-T1
OG0003377	GBNWU_003585-T1	GBNWW_001211-T1
OG0003378	GBNWU_003586-T1	GBNWW_001212-T1
OG0003379	GBNWU_003587-T1	GBNWW_001214-T1
OG0003380	GBNWU_003588-T1	GBNWW_001215-T1
OG0003381	GBNWU_003589-T1	GBNWW_001216-T1
OG0003382	GBNWU_003591-T1	GBNWW_001218-T1
OG0003383	GBNWU_003592-T1	GBNWW_006590-T1
OG0003384	GBNWU_003593-T1	GBNWW_006589-T1
OG0003385	GBNWU_003594-T1	GBNWW_006588-T1
OG0003386	GBNWU_003595-T1	GBNWW_006587-T1
OG0003387	GBNWU_003596-T1	GBNWW_006586-T1
OG0003388	GBNWU_003598-T1	GBNWW_008155-T1
OG0003389	GBNWU_003599-T1	GBNWW_006808-T1
OG0003390	GBNWU_003600-T1	GBNWW_006809-T1
OG0003391	GBNWU_003602-T1	GBNWW_006812-T1
OG0003392	GBNWU_003603-T1	GBNWW_000337-T1
OG0003393	GBNWU_003604-T1	GBNWW_000338-T1
OG0003394	GBNWU_003605-T1	GBNWW_000339-T1
OG0003395	GBNWU_003606-T1	GBNWW_000340-T1
OG0003396	GBNWU_003608-T1	GBNWW_000342-T1
OG0003397	GBNWU_003609-T1	GBNWW_000343-T1
OG0003398	GBNWU_003610-T1	GBNWW_000344-T1
OG0003399	GBNWU_003612-T1	GBNWW_000347-T1
OG0003400	GBNWU_003613-T1	GBNWW_000348-T1
OG0003401	GBNWU_003614-T1	GBNWW_000349-T1
OG0003402	GBNWU_003615-T1	GBNWW_000350-T1
OG0003403	GBNWU_003619-T1	GBNWW_005603-T1
OG0003404	GBNWU_003620-T1	GBNWW_005604-T1
OG0003405	GBNWU_003621-T1	GBNWW_005605-T1
OG0003406	GBNWU_003623-T1	GBNWW_004584-T1
OG0003407	GBNWU_003625-T1	GBNWW_004586-T1
OG0003408	GBNWU_003626-T1	GBNWW_004587-T1
OG0003409	GBNWU_003627-T1	GBNWW_004588-T1
OG0003410	GBNWU_003628-T1	GBNWW_004589-T1
OG0003411	GBNWU_003630-T1	GBNWW_004591-T1
OG0003412	GBNWU_003631-T1	GBNWW_004592-T1
OG0003413	GBNWU_003634-T1	GBNWW_001067-T1
OG0003414	GBNWU_003635-T1	GBNWW_001066-T1
OG0003415	GBNWU_003636-T1	GBNWW_001065-T1
OG0003416	GBNWU_003637-T1	GBNWW_001064-T1
OG0003417	GBNWU_003639-T1	GBNWW_001062-T1
OG0003418	GBNWU_003641-T1	GBNWW_001060-T1
OG0003419	GBNWU_003642-T1	GBNWW_001059-T1
OG0003420	GBNWU_003643-T1	GBNWW_001058-T1
OG0003421	GBNWU_003644-T1	GBNWW_002649-T1
OG0003422	GBNWU_003645-T1	GBNWW_002650-T1
OG0003423	GBNWU_003646-T1	GBNWW_002651-T1
OG0003424	GBNWU_003648-T1	GBNWW_008046-T1
OG0003425	GBNWU_003649-T1	GBNWW_008047-T1
OG0003426	GBNWU_003655-T1	GBNWW_003927-T1
OG0003427	GBNWU_003657-T1	GBNWW_003929-T1
OG0003428	GBNWU_003658-T1	GBNWW_003930-T1
OG0003429	GBNWU_003661-T1	GBNWW_003932-T1
OG0003430	GBNWU_003663-T1	GBNWW_003934-T1
OG0003431	GBNWU_003665-T1	GBNWW_002232-T1
OG0003432	GBNWU_003668-T1	GBNWW_002229-T1
OG0003433	GBNWU_003670-T1	GBNWW_002226-T1
OG0003434	GBNWU_003671-T1	GBNWW_002225-T1
OG0003435	GBNWU_003679-T1	GBNWW_002220-T1
OG0003436	GBNWU_003681-T1	GBNWW_006517-T1
OG0003437	GBNWU_003682-T1	GBNWW_006518-T1
OG0003438	GBNWU_003683-T1	GBNWW_006519-T1
OG0003439	GBNWU_003685-T1	GBNWW_006522-T1
OG0003440	GBNWU_003686-T1	GBNWW_003353-T1
OG0003441	GBNWU_003687-T1	GBNWW_003352-T1
OG0003442	GBNWU_003689-T1	GBNWW_008496-T1
OG0003443	GBNWU_003693-T1	GBNWW_008135-T1
OG0003444	GBNWU_003696-T1	GBNWW_004465-T1
OG0003445	GBNWU_003697-T1	GBNWW_005861-T1
OG0003446	GBNWU_003698-T1	GBNWW_005862-T1
OG0003447	GBNWU_003700-T1	GBNWW_004622-T1
OG0003448	GBNWU_003701-T1	GBNWW_004621-T1
OG0003449	GBNWU_003705-T1	GBNWW_000399-T1
OG0003450	GBNWU_003706-T1	GBNWW_000400-T1
OG0003451	GBNWU_003708-T1	GBNWW_000402-T1
OG0003452	GBNWU_003709-T1	GBNWW_000403-T1
OG0003453	GBNWU_003710-T1	GBNWW_000404-T1
OG0003454	GBNWU_003712-T1	GBNWW_000406-T1
OG0003455	GBNWU_003713-T1	GBNWW_000407-T1
OG0003456	GBNWU_003715-T1	GBNWW_000409-T1
OG0003457	GBNWU_003717-T1	GBNWW_000411-T1
OG0003458	GBNWU_003720-T1	GBNWW_002778-T1
OG0003459	GBNWU_003722-T1	GBNWW_008953-T1
OG0003460	GBNWU_003726-T1	GBNWW_004010-T1
OG0003461	GBNWU_003727-T1	GBNWW_004009-T1
OG0003462	GBNWU_003729-T1	GBNWW_004052-T1
OG0003463	GBNWU_003730-T1	GBNWW_004051-T1
OG0003464	GBNWU_003731-T1	GBNWW_002251-T1
OG0003465	GBNWU_003732-T1	GBNWW_002250-T1
OG0003466	GBNWU_003733-T1	GBNWW_002249-T1
OG0003467	GBNWU_003734-T1	GBNWW_002248-T1
OG0003468	GBNWU_003736-T1	GBNWW_002247-T1
OG0003469	GBNWU_003738-T1	GBNWW_002245-T1
OG0003470	GBNWU_003739-T1	GBNWW_002244-T1
OG0003471	GBNWU_003741-T1	GBNWW_002243-T1
OG0003472	GBNWU_003743-T1	GBNWW_002241-T1
OG0003473	GBNWU_003747-T1	GBNWW_005136-T1
OG0003474	GBNWU_003749-T1	GBNWW_005134-T1
OG0003475	GBNWU_003750-T1	GBNWW_005133-T1
OG0003476	GBNWU_003751-T1	GBNWW_005132-T1
OG0003477	GBNWU_003752-T1	GBNWW_003266-T1
OG0003478	GBNWU_003753-T1	GBNWW_003265-T1
OG0003479	GBNWU_003754-T1	GBNWW_003264-T1
OG0003480	GBNWU_003755-T1	GBNWW_003263-T1
OG0003481	GBNWU_003757-T1	GBNWW_003262-T1
OG0003482	GBNWU_003760-T1	GBNWW_009399-T1
OG0003483	GBNWU_003761-T1	GBNWW_009398-T1
OG0003484	GBNWU_003762-T1	GBNWW_009396-T1
OG0003485	GBNWU_003763-T1	GBNWW_009395-T1
OG0003486	GBNWU_003764-T1	GBNWW_009394-T1
OG0003487	GBNWU_003765-T1	GBNWW_009393-T1
OG0003488	GBNWU_003766-T1	GBNWW_009392-T1
OG0003489	GBNWU_003767-T1	GBNWW_009390-T1
OG0003490	GBNWU_003768-T1	GBNWW_009389-T1
OG0003491	GBNWU_003769-T1	GBNWW_002304-T1
OG0003492	GBNWU_003772-T1	GBNWW_000899-T1
OG0003493	GBNWU_003773-T1	GBNWW_000898-T1
OG0003494	GBNWU_003775-T1	GBNWW_000896-T1
OG0003495	GBNWU_003776-T1	GBNWW_000895-T1
OG0003496	GBNWU_003777-T1	GBNWW_000894-T1
OG0003497	GBNWU_003778-T1	GBNWW_000893-T1
OG0003498	GBNWU_003779-T1	GBNWW_000892-T1
OG0003499	GBNWU_003784-T1	GBNWW_008176-T1
OG0003500	GBNWU_003785-T1	GBNWW_008177-T1
OG0003501	GBNWU_003790-T1	GBNWW_000577-T1
OG0003502	GBNWU_003791-T1	GBNWW_000578-T1
OG0003503	GBNWU_003792-T1	GBNWW_000579-T1
OG0003504	GBNWU_003794-T1	GBNWW_000582-T1
OG0003505	GBNWU_003795-T1	GBNWW_000583-T1
OG0003506	GBNWU_003796-T1	GBNWW_000584-T1
OG0003507	GBNWU_003797-T1	GBNWW_007593-T1
OG0003508	GBNWU_003798-T1	GBNWW_007595-T1
OG0003509	GBNWU_003799-T1	GBNWW_007596-T1
OG0003510	GBNWU_003803-T1	GBNWW_002134-T1
OG0003511	GBNWU_003804-T1	GBNWW_002135-T1
OG0003512	GBNWU_003805-T1	GBNWW_002136-T1
OG0003513	GBNWU_003806-T1	GBNWW_002137-T1
OG0003514	GBNWU_003807-T1	GBNWW_002138-T1
OG0003515	GBNWU_003808-T1	GBNWW_002139-T1
OG0003516	GBNWU_003809-T1	GBNWW_002140-T1
OG0003517	GBNWU_003810-T1	GBNWW_002141-T1
OG0003518	GBNWU_003812-T1	GBNWW_007104-T1
OG0003519	GBNWU_003814-T1	GBNWW_007105-T1
OG0003520	GBNWU_003815-T1	GBNWW_007106-T1
OG0003521	GBNWU_003816-T1	GBNWW_007107-T1
OG0003522	GBNWU_003817-T1	GBNWW_007108-T1
OG0003523	GBNWU_003818-T1	GBNWW_007110-T1
OG0003524	GBNWU_003819-T1	GBNWW_007112-T1
OG0003525	GBNWU_003821-T1	GBNWW_007114-T1
OG0003526	GBNWU_003822-T1	GBNWW_007115-T1
OG0003527	GBNWU_003825-T1	GBNWW_009228-T1
OG0003528	GBNWU_003827-T1	GBNWW_009230-T1
OG0003529	GBNWU_003829-T1	GBNWW_009233-T1
OG0003530	GBNWU_003830-T1	GBNWW_009234-T1
OG0003531	GBNWU_003831-T1	GBNWW_009235-T1
OG0003532	GBNWU_003832-T1	GBNWW_009236-T1
OG0003533	GBNWU_003836-T1	GBNWW_002302-T1
OG0003534	GBNWU_003839-T1	GBNWW_006322-T1
OG0003535	GBNWU_003840-T1	GBNWW_006323-T1
OG0003536	GBNWU_003841-T1	GBNWW_006324-T1
OG0003537	GBNWU_003843-T1	GBNWW_006325-T1
OG0003538	GBNWU_003844-T1	GBNWW_006326-T1
OG0003539	GBNWU_003845-T1	GBNWW_009155-T1
OG0003540	GBNWU_003846-T1	GBNWW_008456-T1
OG0003541	GBNWU_003847-T1	GBNWW_006533-T1
OG0003542	GBNWU_003848-T1	GBNWW_006532-T1
OG0003543	GBNWU_003849-T1	GBNWW_006531-T1
OG0003544	GBNWU_003850-T1	GBNWW_003583-T1
OG0003545	GBNWU_003851-T1	GBNWW_003584-T1
OG0003546	GBNWU_003852-T1	GBNWW_003585-T1
OG0003547	GBNWU_003854-T1	GBNWW_003587-T1
OG0003548	GBNWU_003855-T1	GBNWW_003588-T1
OG0003549	GBNWU_003856-T1	GBNWW_004683-T1
OG0003550	GBNWU_003857-T1	GBNWW_004682-T1
OG0003551	GBNWU_003858-T1	GBNWW_004681-T1
OG0003552	GBNWU_003859-T1	GBNWW_004680-T1
OG0003553	GBNWU_003860-T1	GBNWW_004679-T1
OG0003554	GBNWU_003861-T1	GBNWW_004678-T1
OG0003555	GBNWU_003862-T1	GBNWW_004677-T1
OG0003556	GBNWU_003863-T1	GBNWW_004676-T1
OG0003557	GBNWU_003864-T1	GBNWW_004675-T1
OG0003558	GBNWU_003865-T1	GBNWW_004674-T1
OG0003559	GBNWU_003868-T1	GBNWW_001766-T1
OG0003560	GBNWU_003869-T1	GBNWW_001765-T1
OG0003561	GBNWU_003870-T1	GBNWW_008442-T1
OG0003562	GBNWU_003871-T1	GBNWW_008440-T1
OG0003563	GBNWU_003872-T1	GBNWW_008439-T1
OG0003564	GBNWU_003873-T1	GBNWW_009153-T1
OG0003565	GBNWU_003874-T1	GBNWW_001764-T1
OG0003566	GBNWU_003875-T1	GBNWW_001763-T1
OG0003567	GBNWU_003876-T1	GBNWW_002751-T1
OG0003568	GBNWU_003877-T1	GBNWW_002752-T1
OG0003569	GBNWU_003878-T1	GBNWW_002753-T1
OG0003570	GBNWU_003879-T1	GBNWW_002754-T1
OG0003571	GBNWU_003880-T1	GBNWW_002755-T1
