	Pilaira_anomala_RSA_1997_Plus.aa	Pilaira_anomala_RSA_1998-.aa
OG0008788		GBNWT_001800-T1
OG0008789		GBNWT_001802-T1
OG0008790		GBNWT_001806-T1
OG0008791		GBNWT_001812-T1
OG0008792		GBNWT_001813-T1
OG0008793		GBNWT_001814-T1
OG0008794		GBNWT_001817-T1
OG0008795		GBNWT_001818-T1
OG0008796		GBNWT_001819-T1
OG0008797		GBNWT_001820-T1
OG0008798		GBNWT_001821-T1
OG0008799		GBNWT_001822-T1
OG0008800		GBNWT_001825-T1
OG0008801		GBNWT_001838-T1
OG0008802		GBNWT_001839-T1
OG0008803		GBNWT_001840-T1
OG0008804		GBNWT_001844-T1
OG0008805		GBNWT_001845-T1
OG0008806		GBNWT_001848-T1
OG0008807		GBNWT_001849-T1
OG0008808		GBNWT_001850-T1
OG0008809		GBNWT_001851-T1
OG0008810		GBNWT_001855-T1
OG0008811		GBNWT_001856-T1
OG0008812		GBNWT_001858-T1
OG0008813		GBNWT_001860-T1
OG0008814		GBNWT_001865-T1
OG0008815		GBNWT_001866-T1
OG0008816		GBNWT_001870-T1
OG0008817		GBNWT_001874-T1
OG0008818		GBNWT_001882-T1
OG0008819		GBNWT_001885-T1
OG0008820		GBNWT_001887-T1
OG0008821		GBNWT_001888-T1
OG0008822		GBNWT_001892-T1
OG0008823		GBNWT_001893-T1
OG0008824		GBNWT_001896-T1
OG0008825		GBNWT_001900-T1
OG0008826		GBNWT_001901-T1
OG0008827		GBNWT_001904-T1
OG0008828		GBNWT_001911-T1
OG0008829		GBNWT_001912-T1
OG0008830		GBNWT_001913-T1
OG0008831		GBNWT_001915-T1
OG0008832		GBNWT_001916-T1
OG0008833		GBNWT_001919-T1
OG0008834		GBNWT_001920-T1
OG0008835		GBNWT_001921-T1
OG0008836		GBNWT_001922-T1
OG0008837		GBNWT_001923-T1
OG0008838		GBNWT_001926-T1
OG0008839		GBNWT_001938-T1
OG0008840		GBNWT_001940-T1
OG0008841		GBNWT_001943-T1
OG0008842		GBNWT_001946-T1
OG0008843		GBNWT_001947-T1
OG0008844		GBNWT_001948-T1
OG0008845		GBNWT_001949-T1
OG0008846		GBNWT_001951-T1
OG0008847		GBNWT_001952-T1
OG0008848		GBNWT_001953-T1
OG0008849		GBNWT_001954-T1
OG0008850		GBNWT_001957-T1
OG0008851		GBNWT_001959-T1
OG0008852		GBNWT_001960-T1
OG0008853		GBNWT_001965-T1
OG0008854		GBNWT_001968-T1
OG0008855		GBNWT_001971-T1
OG0008856		GBNWT_001974-T1
OG0008857		GBNWT_001975-T1
OG0008858		GBNWT_001978-T1
OG0008859		GBNWT_001980-T1
OG0008860		GBNWT_001981-T1
OG0008861		GBNWT_001982-T1
OG0008862		GBNWT_001984-T1
OG0008863		GBNWT_001985-T1
OG0008864		GBNWT_001986-T1
OG0008865		GBNWT_001987-T1
OG0008866		GBNWT_001988-T1
OG0008867		GBNWT_001989-T1
OG0008868		GBNWT_001991-T1
OG0008869		GBNWT_001992-T1
OG0008870		GBNWT_001994-T1
OG0008871		GBNWT_001997-T1
OG0008872		GBNWT_002004-T1
OG0008873		GBNWT_002006-T1
OG0008874		GBNWT_002010-T1
OG0008875		GBNWT_002012-T1
OG0008876		GBNWT_002013-T1
OG0008877		GBNWT_002017-T1
OG0008878		GBNWT_002018-T1
OG0008879		GBNWT_002022-T1
OG0008880		GBNWT_002026-T1
OG0008881		GBNWT_002032-T1
OG0008882		GBNWT_002033-T1
OG0008883		GBNWT_002034-T1
OG0008884		GBNWT_002036-T1
OG0008885		GBNWT_002038-T1
OG0008886		GBNWT_002039-T1
OG0008887		GBNWT_002040-T1
OG0008888		GBNWT_002043-T1
OG0008889		GBNWT_002044-T1
OG0008890		GBNWT_002046-T1
OG0008891		GBNWT_002056-T1
OG0008892		GBNWT_002060-T1
OG0008893		GBNWT_002063-T1
OG0008894		GBNWT_002066-T1
OG0008895		GBNWT_002068-T1
OG0008896		GBNWT_002071-T1
OG0008897		GBNWT_002074-T1
OG0008898		GBNWT_002075-T1
OG0008899		GBNWT_002077-T1
OG0008900		GBNWT_002078-T1
OG0008901		GBNWT_002082-T1
OG0008902		GBNWT_002083-T1
OG0008903		GBNWT_002089-T1
OG0008904		GBNWT_002090-T1
OG0008905		GBNWT_002101-T1
OG0008906		GBNWT_002104-T1
OG0008907		GBNWT_002105-T1
OG0008908		GBNWT_002107-T1
OG0008909		GBNWT_002109-T1
OG0008910		GBNWT_002112-T1
OG0008911		GBNWT_002115-T1
OG0008912		GBNWT_002117-T1
OG0008913		GBNWT_002120-T1
OG0008914		GBNWT_002121-T1
OG0008915		GBNWT_002125-T1
OG0008916		GBNWT_002128-T1
OG0008917		GBNWT_002137-T1
OG0008918		GBNWT_002139-T1
OG0008919		GBNWT_002147-T1
OG0008920		GBNWT_002162-T1
OG0008921		GBNWT_002163-T1
OG0008922		GBNWT_002164-T1
OG0008923		GBNWT_002170-T1
OG0008924		GBNWT_002173-T1
OG0008925		GBNWT_002178-T1
OG0008926		GBNWT_002186-T1
OG0008927		GBNWT_002188-T1
OG0008928		GBNWT_002190-T1
OG0008929		GBNWT_002191-T1
OG0008930		GBNWT_002193-T1
OG0008931		GBNWT_002194-T1
OG0008932		GBNWT_002195-T1
OG0008933		GBNWT_002197-T1
OG0008934		GBNWT_002198-T1
OG0008935		GBNWT_002199-T1
OG0008936		GBNWT_002202-T1
OG0008937		GBNWT_002204-T1
OG0008938		GBNWT_002206-T1
OG0008939		GBNWT_002209-T1
OG0008940		GBNWT_002210-T1
OG0008941		GBNWT_002211-T1
OG0008942		GBNWT_002220-T1
OG0008943		GBNWT_002221-T1
OG0008944		GBNWT_002222-T1
OG0008945		GBNWT_002224-T1
OG0008946		GBNWT_002225-T1
OG0008947		GBNWT_002226-T1
OG0008948		GBNWT_002228-T1
OG0008949		GBNWT_002230-T1
OG0008950		GBNWT_002233-T1
OG0008951		GBNWT_002236-T1
OG0008952		GBNWT_002243-T1
OG0008953		GBNWT_002246-T1
OG0008954		GBNWT_002248-T1
OG0008955		GBNWT_002250-T1
OG0008956		GBNWT_002254-T1
OG0008957		GBNWT_002256-T1
OG0008958		GBNWT_002260-T1
OG0008959		GBNWT_002268-T1
OG0008960		GBNWT_002270-T1
OG0008961		GBNWT_002274-T1
OG0008962		GBNWT_002275-T1
OG0008963		GBNWT_002276-T1
OG0008964		GBNWT_002279-T1
OG0008965		GBNWT_002280-T1
OG0008966		GBNWT_002281-T1
OG0008967		GBNWT_002285-T1
OG0008968		GBNWT_002288-T1
OG0008969		GBNWT_002294-T1
OG0008970		GBNWT_002296-T1
OG0008971		GBNWT_002298-T1
OG0008972		GBNWT_002300-T1
OG0008973		GBNWT_002301-T1
OG0008974		GBNWT_002302-T1
OG0008975		GBNWT_002308-T1
OG0008976		GBNWT_002323-T1
OG0008977		GBNWT_002326-T1
OG0008978		GBNWT_002328-T1
OG0008979		GBNWT_002329-T1
OG0008980		GBNWT_002330-T1
OG0008981		GBNWT_002331-T1
OG0008982		GBNWT_002332-T1
OG0008983		GBNWT_002333-T1
OG0008984		GBNWT_002338-T1
OG0008985		GBNWT_002340-T1
OG0008986		GBNWT_002346-T1
OG0008987		GBNWT_002349-T1
OG0008988		GBNWT_002352-T1
OG0008989		GBNWT_002354-T1
OG0008990		GBNWT_002355-T1
OG0008991		GBNWT_002356-T1
OG0008992		GBNWT_002357-T1
OG0008993		GBNWT_002360-T1
OG0008994		GBNWT_002361-T1
OG0008995		GBNWT_002366-T1
OG0008996		GBNWT_002367-T1
OG0008997		GBNWT_002368-T1
OG0008998		GBNWT_002369-T1
OG0008999		GBNWT_002372-T1
OG0009000		GBNWT_002376-T1
OG0009001		GBNWT_002377-T1
OG0009002		GBNWT_002384-T1
OG0009003		GBNWT_002385-T1
OG0009004		GBNWT_002386-T1
OG0009005		GBNWT_002389-T1
OG0009006		GBNWT_002391-T1
OG0009007		GBNWT_002395-T1
OG0009008		GBNWT_002396-T1
OG0009009		GBNWT_002398-T1
OG0009010		GBNWT_002403-T1
OG0009011		GBNWT_002412-T1
OG0009012		GBNWT_002413-T1
OG0009013		GBNWT_002414-T1
OG0009014		GBNWT_002416-T1
OG0009015		GBNWT_002418-T1
OG0009016		GBNWT_002419-T1
OG0009017		GBNWT_002421-T1
OG0009018		GBNWT_002422-T1
OG0009019		GBNWT_002423-T1
OG0009020		GBNWT_002424-T1
OG0009021		GBNWT_002426-T1
OG0009022		GBNWT_002427-T1
OG0009023		GBNWT_002435-T1
OG0009024		GBNWT_002439-T1
OG0009025		GBNWT_002442-T1
OG0009026		GBNWT_002444-T1
OG0009027		GBNWT_002451-T1
OG0009028		GBNWT_002454-T1
OG0009029		GBNWT_002455-T1
OG0009030		GBNWT_002460-T1
OG0009031		GBNWT_002465-T1
OG0009032		GBNWT_002466-T1
OG0009033		GBNWT_002468-T1
OG0009034		GBNWT_002474-T1
OG0009035		GBNWT_002476-T1
OG0009036		GBNWT_002482-T1
OG0009037		GBNWT_002490-T1
OG0009038		GBNWT_002491-T1
OG0009039		GBNWT_002492-T1
OG0009040		GBNWT_002493-T1
OG0009041		GBNWT_002496-T1
OG0009042		GBNWT_002498-T1
OG0009043		GBNWT_002499-T1
OG0009044		GBNWT_002500-T1
OG0009045		GBNWT_002503-T1
OG0009046		GBNWT_002505-T1
OG0009047		GBNWT_002506-T1
OG0009048		GBNWT_002507-T1
OG0009049		GBNWT_002519-T1
OG0009050		GBNWT_002520-T1
OG0009051		GBNWT_002521-T1
OG0009052		GBNWT_002522-T1
OG0009053		GBNWT_002523-T1
OG0009054		GBNWT_002524-T1
OG0009055		GBNWT_002526-T1
OG0009056		GBNWT_002527-T1
OG0009057		GBNWT_002528-T1
OG0009058		GBNWT_002529-T1
OG0009059		GBNWT_002531-T1
OG0009060		GBNWT_002534-T1
OG0009061		GBNWT_002537-T1
OG0009062		GBNWT_002538-T1
OG0009063		GBNWT_002539-T1
OG0009064		GBNWT_002543-T1
OG0009065		GBNWT_002547-T1
OG0009066		GBNWT_002552-T1
OG0009067		GBNWT_002553-T1
OG0009068		GBNWT_002554-T1
OG0009069		GBNWT_002555-T1
OG0009070		GBNWT_002558-T1
OG0009071		GBNWT_002559-T1
OG0009072		GBNWT_002562-T1
OG0009073		GBNWT_002563-T1
OG0009074		GBNWT_002564-T1
OG0009075		GBNWT_002565-T1
OG0009076		GBNWT_002567-T1
OG0009077		GBNWT_002568-T1
OG0009078		GBNWT_002569-T1
OG0009079		GBNWT_002570-T1
OG0009080		GBNWT_002581-T1
OG0009081		GBNWT_002584-T1
OG0009082		GBNWT_002585-T1
OG0009083		GBNWT_002589-T1
OG0009084		GBNWT_002590-T1
OG0009085		GBNWT_002593-T1
OG0009086		GBNWT_002594-T1
OG0009087		GBNWT_002599-T1
OG0009088		GBNWT_002615-T1
OG0009089		GBNWT_002617-T1
OG0009090		GBNWT_002622-T1
OG0009091		GBNWT_002626-T1
OG0009092		GBNWT_002627-T1
OG0009093		GBNWT_002628-T1
OG0009094		GBNWT_002629-T1
OG0009095		GBNWT_002630-T1
OG0009096		GBNWT_002635-T1
OG0009097		GBNWT_002638-T1
OG0009098		GBNWT_002640-T1
OG0009099		GBNWT_002642-T1
OG0009100		GBNWT_002644-T1
OG0009101		GBNWT_002645-T1
OG0009102		GBNWT_002646-T1
OG0009103		GBNWT_002648-T1
OG0009104		GBNWT_002649-T1
OG0009105		GBNWT_002652-T1
OG0009106		GBNWT_002657-T1
OG0009107		GBNWT_002658-T1
OG0009108		GBNWT_002663-T1
OG0009109		GBNWT_002667-T1
OG0009110		GBNWT_002668-T1
OG0009111		GBNWT_002670-T1
OG0009112		GBNWT_002671-T1
OG0009113		GBNWT_002672-T1
OG0009114		GBNWT_002675-T1
OG0009115		GBNWT_002676-T1
OG0009116		GBNWT_002677-T1
OG0009117		GBNWT_002678-T1
OG0009118		GBNWT_002679-T1
OG0009119		GBNWT_002680-T1
OG0009120		GBNWT_002688-T1
OG0009121		GBNWT_002690-T1
OG0009122		GBNWT_002692-T1
OG0009123		GBNWT_002693-T1
OG0009124		GBNWT_002694-T1
OG0009125		GBNWT_002695-T1
OG0009126		GBNWT_002696-T1
OG0009127		GBNWT_002697-T1
OG0009128		GBNWT_002700-T1
OG0009129		GBNWT_002703-T1
OG0009130		GBNWT_002705-T1
OG0009131		GBNWT_002721-T1
OG0009132		GBNWT_002726-T1
OG0009133		GBNWT_002728-T1
OG0009134		GBNWT_002733-T1
OG0009135		GBNWT_002734-T1
OG0009136		GBNWT_002735-T1
OG0009137		GBNWT_002736-T1
OG0009138		GBNWT_002737-T1
OG0009139		GBNWT_002739-T1
OG0009140		GBNWT_002746-T1
OG0009141		GBNWT_002750-T1
OG0009142		GBNWT_002751-T1
OG0009143		GBNWT_002759-T1
OG0009144		GBNWT_002764-T1
OG0009145		GBNWT_002765-T1
OG0009146		GBNWT_002768-T1
OG0009147		GBNWT_002769-T1
OG0009148		GBNWT_002770-T1
OG0009149		GBNWT_002772-T1
OG0009150		GBNWT_002773-T1
OG0009151		GBNWT_002780-T1
OG0009152		GBNWT_002781-T1
OG0009153		GBNWT_002782-T1
OG0009154		GBNWT_002783-T1
OG0009155		GBNWT_002784-T1
OG0009156		GBNWT_002785-T1
OG0009157		GBNWT_002786-T1
OG0009158		GBNWT_002789-T1
OG0009159		GBNWT_002791-T1
OG0009160		GBNWT_002793-T1
OG0009161		GBNWT_002795-T1
OG0009162		GBNWT_002800-T1
OG0009163		GBNWT_002802-T1
OG0009164		GBNWT_002804-T1
OG0009165		GBNWT_002805-T1
OG0009166		GBNWT_002806-T1
OG0009167		GBNWT_002808-T1
OG0009168		GBNWT_002810-T1
OG0009169		GBNWT_002817-T1
OG0009170		GBNWT_002818-T1
OG0009171		GBNWT_002823-T1
OG0009172		GBNWT_002827-T1
OG0009173		GBNWT_002829-T1
OG0009174		GBNWT_002831-T1
OG0009175		GBNWT_002833-T1
OG0009176		GBNWT_002838-T1
OG0009177		GBNWT_002839-T1
OG0009178		GBNWT_002846-T1
OG0009179		GBNWT_002848-T1
OG0009180		GBNWT_002851-T1
OG0009181		GBNWT_002852-T1
OG0009182		GBNWT_002853-T1
OG0009183		GBNWT_002861-T1
OG0009184		GBNWT_002862-T1
OG0009185		GBNWT_002866-T1
OG0009186		GBNWT_002867-T1
OG0009187		GBNWT_002868-T1
OG0009188		GBNWT_002869-T1
OG0009189		GBNWT_002870-T1
OG0009190		GBNWT_002871-T1
OG0009191		GBNWT_002875-T1
OG0009192		GBNWT_002876-T1
OG0009193		GBNWT_002877-T1
OG0009194		GBNWT_002878-T1
OG0009195		GBNWT_002882-T1
OG0009196		GBNWT_002884-T1
OG0009197		GBNWT_002885-T1
OG0009198		GBNWT_002889-T1
OG0009199		GBNWT_002890-T1
OG0009200		GBNWT_002891-T1
OG0009201		GBNWT_002892-T1
OG0009202		GBNWT_002893-T1
OG0009203		GBNWT_002895-T1
OG0009204		GBNWT_002896-T1
OG0009205		GBNWT_002897-T1
OG0009206		GBNWT_002898-T1
OG0009207		GBNWT_002899-T1
OG0009208		GBNWT_002900-T1
OG0009209		GBNWT_002901-T1
OG0009210		GBNWT_002902-T1
OG0009211		GBNWT_002903-T1
OG0009212		GBNWT_002904-T1
OG0009213		GBNWT_002909-T1
OG0009214		GBNWT_002914-T1
OG0009215		GBNWT_002915-T1
OG0009216		GBNWT_002916-T1
OG0009217		GBNWT_002920-T1
OG0009218		GBNWT_002921-T1
OG0009219		GBNWT_002923-T1
OG0009220		GBNWT_002924-T1
OG0009221		GBNWT_002925-T1
OG0009222		GBNWT_002926-T1
OG0009223		GBNWT_002928-T1
OG0009224		GBNWT_002929-T1
OG0009225		GBNWT_002932-T1
OG0009226		GBNWT_002933-T1
OG0009227		GBNWT_002935-T1
OG0009228		GBNWT_002939-T1
OG0009229		GBNWT_002942-T1
OG0009230		GBNWT_002943-T1
OG0009231		GBNWT_002944-T1
OG0009232		GBNWT_002947-T1
OG0009233		GBNWT_002948-T1
OG0009234		GBNWT_002949-T1
OG0009235		GBNWT_002951-T1
OG0009236		GBNWT_002954-T1
OG0009237		GBNWT_002959-T1
OG0009238		GBNWT_002963-T1
OG0009239		GBNWT_002968-T1
OG0009240		GBNWT_002969-T1
OG0009241		GBNWT_002971-T1
OG0009242		GBNWT_002972-T1
OG0009243		GBNWT_002973-T1
OG0009244		GBNWT_002974-T1
OG0009245		GBNWT_002975-T1
OG0009246		GBNWT_002977-T1
OG0009247		GBNWT_002982-T1
OG0009248		GBNWT_002991-T1
OG0009249		GBNWT_002992-T1
OG0009250		GBNWT_002993-T1
OG0009251		GBNWT_002994-T1
OG0009252		GBNWT_002996-T1
OG0009253		GBNWT_002998-T1
OG0009254		GBNWT_002999-T1
OG0009255		GBNWT_003001-T1
OG0009256		GBNWT_003002-T1
OG0009257		GBNWT_003006-T1
OG0009258		GBNWT_003007-T1
OG0009259		GBNWT_003008-T1
OG0009260		GBNWT_003013-T1
OG0009261		GBNWT_003014-T1
OG0009262		GBNWT_003017-T1
OG0009263		GBNWT_003020-T1
OG0009264		GBNWT_003022-T1
OG0009265		GBNWT_003023-T1
OG0009266		GBNWT_003025-T1
OG0009267		GBNWT_003027-T1
OG0009268		GBNWT_003028-T1
OG0009269		GBNWT_003029-T1
OG0009270		GBNWT_003030-T1
OG0009271		GBNWT_003031-T1
OG0009272		GBNWT_003033-T1
OG0009273		GBNWT_003045-T1
OG0009274		GBNWT_003046-T1
OG0009275		GBNWT_003047-T1
OG0009276		GBNWT_003048-T1
OG0009277		GBNWT_003049-T1
OG0009278		GBNWT_003050-T1
OG0009279		GBNWT_003051-T1
OG0009280		GBNWT_003052-T1
OG0009281		GBNWT_003054-T1
OG0009282		GBNWT_003056-T1
OG0009283		GBNWT_003059-T1
OG0009284		GBNWT_003062-T1
OG0009285		GBNWT_003063-T1
OG0009286		GBNWT_003064-T1
OG0009287		GBNWT_003068-T1
OG0009288		GBNWT_003070-T1
OG0009289		GBNWT_003076-T1
OG0009290		GBNWT_003077-T1
OG0009291		GBNWT_003078-T1
OG0009292		GBNWT_003079-T1
OG0009293		GBNWT_003080-T1
OG0009294		GBNWT_003081-T1
OG0009295		GBNWT_003083-T1
OG0009296		GBNWT_003092-T1
OG0009297		GBNWT_003095-T1
OG0009298		GBNWT_003096-T1
OG0009299		GBNWT_003099-T1
OG0009300		GBNWT_003100-T1
OG0009301		GBNWT_003101-T1
OG0009302		GBNWT_003102-T1
OG0009303		GBNWT_003103-T1
OG0009304		GBNWT_003104-T1
OG0009305		GBNWT_003106-T1
OG0009306		GBNWT_003107-T1
OG0009307		GBNWT_003108-T1
OG0009308		GBNWT_003109-T1
OG0009309		GBNWT_003119-T1
OG0009310		GBNWT_003121-T1
OG0009311		GBNWT_003123-T1
OG0009312		GBNWT_003124-T1
OG0009313		GBNWT_003125-T1
OG0009314		GBNWT_003126-T1
OG0009315		GBNWT_003132-T1
OG0009316		GBNWT_003135-T1
OG0009317		GBNWT_003136-T1
OG0009318		GBNWT_003138-T1
OG0009319		GBNWT_003139-T1
OG0009320		GBNWT_003140-T1
OG0009321		GBNWT_003141-T1
OG0009322		GBNWT_003142-T1
OG0009323		GBNWT_003144-T1
OG0009324		GBNWT_003145-T1
OG0009325		GBNWT_003148-T1
OG0009326		GBNWT_003149-T1
OG0009327		GBNWT_003150-T1
OG0009328		GBNWT_003151-T1
OG0009329		GBNWT_003153-T1
OG0009330		GBNWT_003157-T1
OG0009331		GBNWT_003160-T1
OG0009332		GBNWT_003163-T1
OG0009333		GBNWT_003165-T1
OG0009334		GBNWT_003166-T1
OG0009335		GBNWT_003167-T1
OG0009336		GBNWT_003168-T1
OG0009337		GBNWT_003169-T1
OG0009338		GBNWT_003170-T1
OG0009339		GBNWT_003171-T1
OG0009340		GBNWT_003176-T1
OG0009341		GBNWT_003180-T1
OG0009342		GBNWT_003181-T1
OG0009343		GBNWT_003183-T1
OG0009344		GBNWT_003184-T1
OG0009345		GBNWT_003185-T1
OG0009346		GBNWT_003186-T1
OG0009347		GBNWT_003189-T1
OG0009348		GBNWT_003190-T1
OG0009349		GBNWT_003191-T1
OG0009350		GBNWT_003192-T1
OG0009351		GBNWT_003194-T1
OG0009352		GBNWT_003201-T1
OG0009353		GBNWT_003202-T1
OG0009354		GBNWT_003203-T1
OG0009355		GBNWT_003207-T1
OG0009356		GBNWT_003209-T1
OG0009357		GBNWT_003212-T1
OG0009358		GBNWT_003213-T1
OG0009359		GBNWT_003218-T1
OG0009360		GBNWT_003220-T1
OG0009361		GBNWT_003223-T1
OG0009362		GBNWT_003224-T1
OG0009363		GBNWT_003233-T1
OG0009364		GBNWT_003234-T1
OG0009365		GBNWT_003235-T1
OG0009366		GBNWT_003236-T1
OG0009367		GBNWT_003237-T1
OG0009368		GBNWT_003238-T1
OG0009369		GBNWT_003246-T1
OG0009370		GBNWT_003247-T1
OG0009371		GBNWT_003248-T1
OG0009372		GBNWT_003250-T1
OG0009373		GBNWT_003251-T1
OG0009374		GBNWT_003253-T1
OG0009375		GBNWT_003255-T1
OG0009376		GBNWT_003260-T1
OG0009377		GBNWT_003262-T1
OG0009378		GBNWT_003263-T1
OG0009379		GBNWT_003265-T1
OG0009380		GBNWT_003266-T1
OG0009381		GBNWT_003270-T1
OG0009382		GBNWT_003271-T1
OG0009383		GBNWT_003272-T1
OG0009384		GBNWT_003275-T1
OG0009385		GBNWT_003278-T1
OG0009386		GBNWT_003279-T1
OG0009387		GBNWT_003284-T1
OG0009388		GBNWT_003286-T1
OG0009389		GBNWT_003288-T1
OG0009390		GBNWT_003289-T1
OG0009391		GBNWT_003290-T1
OG0009392		GBNWT_003291-T1
OG0009393		GBNWT_003292-T1
OG0009394		GBNWT_003295-T1
OG0009395		GBNWT_003299-T1
OG0009396		GBNWT_003307-T1
OG0009397		GBNWT_003309-T1
OG0009398		GBNWT_003310-T1
OG0009399		GBNWT_003311-T1
OG0009400		GBNWT_003312-T1
OG0009401		GBNWT_003313-T1
OG0009402		GBNWT_003315-T1
OG0009403		GBNWT_003316-T1
OG0009404		GBNWT_003320-T1
OG0009405		GBNWT_003321-T1
OG0009406		GBNWT_003325-T1
OG0009407		GBNWT_003329-T1
OG0009408		GBNWT_003330-T1
OG0009409		GBNWT_003331-T1
OG0009410		GBNWT_003332-T1
OG0009411		GBNWT_003333-T1
OG0009412		GBNWT_003334-T1
OG0009413		GBNWT_003337-T1
OG0009414		GBNWT_003338-T1
OG0009415		GBNWT_003340-T1
OG0009416		GBNWT_003342-T1
OG0009417		GBNWT_003347-T1
OG0009418		GBNWT_003353-T1
OG0009419		GBNWT_003354-T1
OG0009420		GBNWT_003359-T1
OG0009421		GBNWT_003360-T1
OG0009422		GBNWT_003361-T1
OG0009423		GBNWT_003362-T1
OG0009424		GBNWT_003368-T1
OG0009425		GBNWT_003371-T1
OG0009426		GBNWT_003372-T1
OG0009427		GBNWT_003379-T1
OG0009428		GBNWT_003380-T1
OG0009429		GBNWT_003381-T1
OG0009430		GBNWT_003383-T1
OG0009431		GBNWT_003384-T1
OG0009432		GBNWT_003385-T1
OG0009433		GBNWT_003391-T1
OG0009434		GBNWT_003397-T1
OG0009435		GBNWT_003398-T1
OG0009436		GBNWT_003399-T1
OG0009437		GBNWT_003400-T1
OG0009438		GBNWT_003403-T1
OG0009439		GBNWT_003404-T1
OG0009440		GBNWT_003406-T1
OG0009441		GBNWT_003409-T1
OG0009442		GBNWT_003414-T1
OG0009443		GBNWT_003416-T1
OG0009444		GBNWT_003417-T1
OG0009445		GBNWT_003419-T1
OG0009446		GBNWT_003420-T1
OG0009447		GBNWT_003421-T1
OG0009448		GBNWT_003422-T1
OG0009449		GBNWT_003423-T1
OG0009450		GBNWT_003428-T1
OG0009451		GBNWT_003430-T1
OG0009452		GBNWT_003431-T1
OG0009453		GBNWT_003432-T1
OG0009454		GBNWT_003433-T1
OG0009455		GBNWT_003434-T1
OG0009456		GBNWT_003435-T1
OG0009457		GBNWT_003441-T1
OG0009458		GBNWT_003442-T1
OG0009459		GBNWT_003443-T1
OG0009460		GBNWT_003444-T1
OG0009461		GBNWT_003446-T1
OG0009462		GBNWT_003448-T1
OG0009463		GBNWT_003449-T1
OG0009464		GBNWT_003452-T1
OG0009465		GBNWT_003460-T1
OG0009466		GBNWT_003462-T1
OG0009467		GBNWT_003464-T1
OG0009468		GBNWT_003465-T1
OG0009469		GBNWT_003468-T1
OG0009470		GBNWT_003469-T1
OG0009471		GBNWT_003470-T1
OG0009472		GBNWT_003471-T1
OG0009473		GBNWT_003472-T1
OG0009474		GBNWT_003477-T1
OG0009475		GBNWT_003484-T1
OG0009476		GBNWT_003485-T1
OG0009477		GBNWT_003487-T1
OG0009478		GBNWT_003492-T1
OG0009479		GBNWT_003493-T1
OG0009480		GBNWT_003495-T1
OG0009481		GBNWT_003497-T1
OG0009482		GBNWT_003499-T1
OG0009483		GBNWT_003501-T1
OG0009484		GBNWT_003504-T1
OG0009485		GBNWT_003506-T1
OG0009486		GBNWT_003507-T1
OG0009487		GBNWT_003508-T1
OG0009488		GBNWT_003526-T1
OG0009489		GBNWT_003528-T1
OG0009490		GBNWT_003530-T1
OG0009491		GBNWT_003534-T1
OG0009492		GBNWT_003536-T1
OG0009493		GBNWT_003538-T1
OG0009494		GBNWT_003539-T1
OG0009495		GBNWT_003542-T1
OG0009496		GBNWT_003546-T1
OG0009497		GBNWT_003550-T1
OG0009498		GBNWT_003554-T1
OG0009499		GBNWT_003557-T1
OG0009500		GBNWT_003561-T1
OG0009501		GBNWT_003562-T1
OG0009502		GBNWT_003564-T1
OG0009503		GBNWT_003566-T1
OG0009504		GBNWT_003568-T1
OG0009505		GBNWT_003570-T1
OG0009506		GBNWT_003571-T1
OG0009507		GBNWT_003572-T1
OG0009508		GBNWT_003573-T1
OG0009509		GBNWT_003574-T1
OG0009510		GBNWT_003575-T1
OG0009511		GBNWT_003576-T1
OG0009512		GBNWT_003577-T1
OG0009513		GBNWT_003578-T1
OG0009514		GBNWT_003580-T1
OG0009515		GBNWT_003582-T1
OG0009516		GBNWT_003590-T1
OG0009517		GBNWT_003591-T1
OG0009518		GBNWT_003592-T1
OG0009519		GBNWT_003593-T1
OG0009520		GBNWT_003595-T1
OG0009521		GBNWT_003596-T1
OG0009522		GBNWT_003597-T1
OG0009523		GBNWT_003598-T1
OG0009524		GBNWT_003599-T1
OG0009525		GBNWT_003600-T1
OG0009526		GBNWT_003601-T1
OG0009527		GBNWT_003602-T1
OG0009528		GBNWT_003610-T1
OG0009529		GBNWT_003612-T1
OG0009530		GBNWT_003613-T1
OG0009531		GBNWT_003614-T1
OG0009532		GBNWT_003618-T1
OG0009533		GBNWT_003619-T1
OG0009534		GBNWT_003620-T1
OG0009535		GBNWT_003622-T1
OG0009536		GBNWT_003623-T1
OG0009537		GBNWT_003624-T1
OG0009538		GBNWT_003626-T1
OG0009539		GBNWT_003638-T1
OG0009540		GBNWT_003639-T1
OG0009541		GBNWT_003641-T1
OG0009542		GBNWT_003642-T1
OG0009543		GBNWT_003643-T1
OG0009544		GBNWT_003644-T1
OG0009545		GBNWT_003645-T1
OG0009546		GBNWT_003657-T1
OG0009547		GBNWT_003658-T1
OG0009548		GBNWT_003659-T1
OG0009549		GBNWT_003660-T1
OG0009550		GBNWT_003661-T1
OG0009551		GBNWT_003662-T1
OG0009552		GBNWT_003663-T1
OG0009553		GBNWT_003664-T1
OG0009554		GBNWT_003665-T1
OG0009555		GBNWT_003666-T1
OG0009556		GBNWT_003667-T1
OG0009557		GBNWT_003678-T1
OG0009558		GBNWT_003679-T1
OG0009559		GBNWT_003683-T1
OG0009560		GBNWT_003684-T1
OG0009561		GBNWT_003692-T1
OG0009562		GBNWT_003696-T1
