	Thamnostylum_lucknowense_RSA_1015_Plus-T.aa	Thamnostylum_lucknowense_RSA_1093-.aa
OG0010283	GBNSX_010714-T1	
OG0010284	GBNSX_010717-T1	
OG0010285	GBNSX_010723-T1	
OG0010286	GBNSX_010725-T1	
OG0010287	GBNSX_010749-T1	
OG0010288	GBNSX_010753-T1	
OG0010289	GBNSX_010754-T1	
OG0010290	GBNSX_010755-T1	
OG0010291	GBNSX_010767-T1	
OG0010292	GBNSX_010772-T1	
OG0010293	GBNSX_010796-T1	
OG0010294	GBNSX_010802-T1	
OG0010295	GBNSX_010815-T1	
OG0010296	GBNSX_010822-T1	
OG0010297	GBNSX_010824-T1	
OG0010298	GBNSX_010853-T1	
OG0010299	GBNSX_010859-T1	
OG0010300	GBNSX_010861-T1	
OG0010301	GBNSX_010865-T1	
OG0010302	GBNSX_010869-T1	
OG0010303	GBNSX_010887-T1	
OG0010304	GBNSX_010890-T1	
OG0010305	GBNSX_010908-T1	
OG0010306	GBNSX_010938-T1	
OG0010307	GBNSX_010939-T1	
OG0010308	GBNSX_010952-T1	
OG0010309	GBNSX_010964-T1	
OG0010310	GBNSX_010977-T1	
OG0010311	GBNSX_010985-T1	
OG0010312	GBNSX_010990-T1	
OG0010313	GBNSX_010991-T1	
OG0010314	GBNSX_010998-T1	
OG0010315	GBNSX_011006-T1	
OG0010316	GBNSX_011019-T1	
OG0010317	GBNSX_011026-T1	
OG0010318	GBNSX_011041-T1	
OG0010319	GBNSX_011047-T1	
OG0010320	GBNSX_011085-T1	
OG0010321	GBNSX_011098-T1	
OG0010322	GBNSX_011100-T1	
OG0010323	GBNSX_011107-T1	
OG0010324	GBNSX_011109-T1	
OG0010325	GBNSX_011110-T1	
OG0010326	GBNSX_011111-T1	
OG0010327	GBNSX_011113-T1	
OG0010328	GBNSX_011117-T1	
OG0010329	GBNSX_011124-T1	
OG0010330	GBNSX_011135-T1	
OG0010331	GBNSX_011145-T1	
OG0010332	GBNSX_011170-T1	
OG0010333	GBNSX_011184-T1	
OG0010334	GBNSX_011185-T1	
OG0010335	GBNSX_011186-T1	
OG0010336	GBNSX_011187-T1	
OG0010337	GBNSX_011197-T1	
OG0010338	GBNSX_011212-T1	
OG0010339	GBNSX_011217-T1	
OG0010340	GBNSX_011218-T1	
OG0010341	GBNSX_011219-T1	
OG0010342	GBNSX_011221-T1	
OG0010343	GBNSX_011223-T1	
OG0010344	GBNSX_011238-T1	
OG0010345	GBNSX_011247-T1	
OG0010346	GBNSX_011257-T1	
OG0010347	GBNSX_011272-T1	
OG0010348	GBNSX_011282-T1	
OG0010349	GBNSX_011333-T1	
OG0010350	GBNSX_011336-T1	
OG0010351	GBNSX_011338-T1	
OG0010352	GBNSX_011339-T1	
OG0010353	GBNSX_011342-T1	
OG0010354	GBNSX_011343-T1	
OG0010355	GBNSX_011344-T1	
OG0010356	GBNSX_011345-T1	
OG0010357	GBNSX_011347-T1	
OG0010358	GBNSX_011348-T1	
OG0010359	GBNSX_011350-T1	
OG0010360	GBNSX_011351-T1	
OG0010361	GBNSX_011352-T1	
OG0010362	GBNSX_011353-T1	
OG0010363	GBNSX_011356-T1	
OG0010364	GBNSX_011357-T1	
OG0010365	GBNSX_011362-T1	
OG0010366	GBNSX_011366-T1	
OG0010367	GBNSX_011367-T1	
OG0010368	GBNSX_011370-T1	
OG0010369	GBNSX_011376-T1	
OG0010370	GBNSX_011381-T1	
OG0010371	GBNSX_011397-T1	
OG0010372	GBNSX_011399-T1	
OG0010373	GBNSX_011403-T1	
OG0010374	GBNSX_011406-T1	
OG0010375	GBNSX_011407-T1	
OG0010376	GBNSX_011408-T1	
OG0010377	GBNSX_011424-T1	
OG0010378	GBNSX_011435-T1	
OG0010379	GBNSX_011442-T1	
OG0010380	GBNSX_011459-T1	
OG0010381	GBNSX_011463-T1	
OG0010382	GBNSX_011469-T1	
OG0010383	GBNSX_011480-T1	
OG0010384	GBNSX_011493-T1	
OG0010385	GBNSX_011500-T1	
OG0010386	GBNSX_011501-T1	
OG0010387	GBNSX_011506-T1	
OG0010388	GBNSX_011512-T1	
OG0010389	GBNSX_011516-T1	
OG0010390	GBNSX_011519-T1	
OG0010391	GBNSX_011523-T1	
OG0010392	GBNSX_011525-T1	
OG0010393	GBNSX_011528-T1	
OG0010394	GBNSX_011530-T1	
OG0010395	GBNSX_011537-T1	
OG0010396	GBNSX_011542-T1	
OG0010397	GBNSX_011544-T1	
OG0010398	GBNSX_011553-T1	
OG0010399	GBNSX_011571-T1	
OG0010400	GBNSX_011572-T1	
OG0010401	GBNSX_011577-T1	
OG0010402	GBNSX_011579-T1	
OG0010403	GBNSX_011580-T1	
OG0010404	GBNSX_011603-T1	
OG0010405	GBNSX_011607-T1	
OG0010406	GBNSX_011613-T1	
OG0010407	GBNSX_011614-T1	
OG0010408	GBNSX_011625-T1	
OG0010409	GBNSX_011633-T1	
OG0010410	GBNSX_011642-T1	
OG0010411	GBNSX_011651-T1	
OG0010412	GBNSX_011666-T1	
OG0010413	GBNSX_011667-T1	
OG0010414	GBNSX_011690-T1	
OG0010415	GBNSX_011691-T1	
OG0010416	GBNSX_011692-T1	
OG0010417	GBNSX_011693-T1	
OG0010418	GBNSX_011697-T1	
OG0010419	GBNSX_011699-T1	
OG0010420	GBNSX_011702-T1	
OG0010421	GBNSX_011704-T1	
OG0010422	GBNSX_011706-T1	
OG0010423	GBNSX_011711-T1	
OG0010424	GBNSX_011721-T1	
OG0010425	GBNSX_011722-T1	
OG0010426	GBNSX_011723-T1	
OG0010427	GBNSX_011739-T1	
OG0010428	GBNSX_011743-T1	
OG0010429	GBNSX_011745-T1	
OG0010430	GBNSX_011747-T1	
OG0010431	GBNSX_011749-T1	
OG0010432	GBNSX_011750-T1	
OG0010433	GBNSX_011752-T1	
OG0010434	GBNSX_011753-T1	
OG0010435	GBNSX_011754-T1	
OG0010436	GBNSX_011757-T1	
OG0010437	GBNSX_011758-T1	
OG0010438	GBNSX_011762-T1	
OG0010439	GBNSX_011782-T1	
OG0010440	GBNSX_011797-T1	
OG0010441	GBNSX_011799-T1	
OG0010442	GBNSX_011800-T1	
OG0010443	GBNSX_011801-T1	
OG0010444	GBNSX_011811-T1	
OG0010445	GBNSX_011812-T1	
OG0010446	GBNSX_011816-T1	
OG0010447	GBNSX_011837-T1	
OG0010448	GBNSX_011850-T1	
OG0010449	GBNSX_011851-T1	
OG0010450	GBNSX_011852-T1	
OG0010451	GBNSX_011854-T1	
OG0010452	GBNSX_011856-T1	
OG0010453	GBNSX_011857-T1	
OG0010454	GBNSX_011860-T1	
OG0010455	GBNSX_011865-T1	
OG0010456	GBNSX_011866-T1	
OG0010457	GBNSX_011869-T1	
OG0010458	GBNSX_011875-T1	
OG0010459	GBNSX_011900-T1	
OG0010460	GBNSX_011904-T1	
OG0010461	GBNSX_011907-T1	
OG0010462	GBNSX_011910-T1	
OG0010463	GBNSX_011918-T1	
OG0010464	GBNSX_011919-T1	
OG0010465	GBNSX_011929-T1	
OG0010466	GBNSX_011932-T1	
OG0010467	GBNSX_011951-T1	
OG0010468	GBNSX_011955-T1	
OG0010469	GBNSX_011956-T1	
OG0010470	GBNSX_011958-T1	
OG0010471	GBNSX_011960-T1	
OG0010472	GBNSX_011964-T1	
OG0010473	GBNSX_011966-T1	
OG0010474	GBNSX_011968-T1	
OG0010475	GBNSX_011980-T1	
OG0010476	GBNSX_011984-T1	
OG0010477	GBNSX_011987-T1	
OG0010478	GBNSX_011990-T1	
OG0010479	GBNSX_012001-T1	
OG0010480	GBNSX_012004-T1	
OG0010481	GBNSX_012006-T1	
OG0010482	GBNSX_012010-T1	
OG0010483	GBNSX_012011-T1	
OG0010484	GBNSX_012012-T1	
OG0010485	GBNSX_012013-T1	
OG0010486	GBNSX_012014-T1	
OG0010487	GBNSX_012016-T1	
OG0010488	GBNSX_012020-T1	
OG0010489	GBNSX_012044-T1	
OG0010490	GBNSX_012074-T1	
OG0010491	GBNSX_012081-T1	
OG0010492	GBNSX_012091-T1	
OG0010493	GBNSX_012098-T1	
OG0010494	GBNSX_012100-T1	
OG0010495	GBNSX_012101-T1	
OG0010496	GBNSX_012102-T1	
OG0010497	GBNSX_012103-T1	
OG0010498	GBNSX_012106-T1	
OG0010499	GBNSX_012107-T1	
OG0010500	GBNSX_012111-T1	
OG0010501	GBNSX_012113-T1	
OG0010502	GBNSX_012129-T1	
OG0010503	GBNSX_012138-T1	
OG0010504	GBNSX_012143-T1	
OG0010505	GBNSX_012147-T1	
OG0010506	GBNSX_012149-T1	
OG0010507	GBNSX_012153-T1	
OG0010508	GBNSX_012155-T1	
OG0010509	GBNSX_012158-T1	
OG0010510	GBNSX_012161-T1	
OG0010511	GBNSX_012162-T1	
OG0010512	GBNSX_012164-T1	
OG0010513	GBNSX_012165-T1	
OG0010514	GBNSX_012171-T1	
OG0010515	GBNSX_012193-T1	
OG0010516	GBNSX_012195-T1	
OG0010517	GBNSX_012196-T1	
OG0010518	GBNSX_012199-T1	
OG0010519	GBNSX_012200-T1	
OG0010520	GBNSX_012201-T1	
OG0010521	GBNSX_012203-T1	
OG0010522	GBNSX_012206-T1	
OG0010523	GBNSX_012208-T1	
OG0010524	GBNSX_012210-T1	
OG0010525	GBNSX_012212-T1	
OG0010526	GBNSX_012219-T1	
OG0010527	GBNSX_012230-T1	
OG0010528	GBNSX_012237-T1	
OG0010529	GBNSX_012241-T1	
OG0010530	GBNSX_012242-T1	
OG0010531	GBNSX_012261-T1	
OG0010532	GBNSX_012265-T1	
OG0010533	GBNSX_012269-T1	
OG0010534	GBNSX_012279-T1	
OG0010535	GBNSX_012280-T1	
OG0010536	GBNSX_012283-T1	
OG0010537	GBNSX_012284-T1	
OG0010538	GBNSX_012286-T1	
OG0010539	GBNSX_012289-T1	
OG0010540	GBNSX_012290-T1	
OG0010541	GBNSX_012291-T1	
OG0010542	GBNSX_012292-T1	
OG0010543	GBNSX_012296-T1	
OG0010544	GBNSX_012297-T1	
OG0010545	GBNSX_012298-T1	
OG0010546	GBNSX_012331-T1	
OG0010547	GBNSX_012332-T1	
OG0010548	GBNSX_012333-T1	
OG0010549	GBNSX_012334-T1	
OG0010550	GBNSX_012335-T1	
OG0010551	GBNSX_012340-T1	
OG0010552	GBNSX_012344-T1	
OG0010553	GBNSX_012346-T1	
OG0010554	GBNSX_012347-T1	
OG0010555	GBNSX_012351-T1	
OG0010556	GBNSX_012352-T1	
OG0010557	GBNSX_012371-T1	
OG0010558	GBNSX_012374-T1	
OG0010559	GBNSX_012376-T1	
OG0010560	GBNSX_012380-T1	
OG0010561	GBNSX_012384-T1	
OG0010562	GBNSX_012386-T1	
OG0010563	GBNSX_012387-T1	
OG0010564	GBNSX_012423-T1	
OG0010565	GBNSX_012426-T1	
OG0010566	GBNSX_012429-T1	
OG0010567	GBNSX_012430-T1	
OG0010568	GBNSX_012445-T1	
OG0010569	GBNSX_012447-T1	
OG0010570	GBNSX_012453-T1	
OG0010571	GBNSX_012455-T1	
OG0010572	GBNSX_012457-T1	
OG0010573	GBNSX_012463-T1	
OG0010574	GBNSX_012465-T1	
OG0010575	GBNSX_012471-T1	
OG0010576	GBNSX_012495-T1	
OG0010577	GBNSX_012498-T1	
OG0010578	GBNSX_012499-T1	
OG0010579	GBNSX_012500-T1	
OG0010580	GBNSX_012502-T1	
OG0010581	GBNSX_012503-T1	
OG0010582	GBNSX_012504-T1	
OG0010583	GBNSX_012507-T1	
OG0010584		GBNTU_000001-T1
OG0010585		GBNTU_000003-T1
OG0010586		GBNTU_000005-T1
OG0010587		GBNTU_000018-T1
OG0010588		GBNTU_000024-T1
OG0010589		GBNTU_000028-T1
OG0010590		GBNTU_000029-T1
OG0010591		GBNTU_000038-T1
OG0010592		GBNTU_000042-T1
OG0010593		GBNTU_000046-T1
OG0010594		GBNTU_000048-T1
OG0010595		GBNTU_000055-T1
OG0010596		GBNTU_000058-T1
OG0010597		GBNTU_000066-T1
OG0010598		GBNTU_000070-T1
OG0010599		GBNTU_000074-T1
OG0010600		GBNTU_000076-T1
OG0010601		GBNTU_000086-T1
OG0010602		GBNTU_000090-T1
OG0010603		GBNTU_000094-T1
OG0010604		GBNTU_000097-T1
OG0010605		GBNTU_000116-T1
OG0010606		GBNTU_000118-T1
OG0010607		GBNTU_000120-T1
OG0010608		GBNTU_000124-T1
OG0010609		GBNTU_000134-T1
OG0010610		GBNTU_000155-T1
OG0010611		GBNTU_000158-T1
OG0010612		GBNTU_000160-T1
OG0010613		GBNTU_000165-T1
OG0010614		GBNTU_000167-T1
OG0010615		GBNTU_000191-T1
OG0010616		GBNTU_000193-T1
OG0010617		GBNTU_000206-T1
OG0010618		GBNTU_000215-T1
OG0010619		GBNTU_000216-T1
OG0010620		GBNTU_000226-T1
OG0010621		GBNTU_000246-T1
OG0010622		GBNTU_000250-T1
OG0010623		GBNTU_000252-T1
OG0010624		GBNTU_000261-T1
OG0010625		GBNTU_000278-T1
OG0010626		GBNTU_000282-T1
OG0010627		GBNTU_000284-T1
OG0010628		GBNTU_000294-T1
OG0010629		GBNTU_000297-T1
OG0010630		GBNTU_000319-T1
OG0010631		GBNTU_000322-T1
OG0010632		GBNTU_000327-T1
OG0010633		GBNTU_000331-T1
OG0010634		GBNTU_000341-T1
OG0010635		GBNTU_000345-T1
OG0010636		GBNTU_000349-T1
OG0010637		GBNTU_000364-T1
OG0010638		GBNTU_000368-T1
OG0010639		GBNTU_000374-T1
OG0010640		GBNTU_000397-T1
OG0010641		GBNTU_000402-T1
OG0010642		GBNTU_000404-T1
OG0010643		GBNTU_000411-T1
OG0010644		GBNTU_000413-T1
OG0010645		GBNTU_000426-T1
OG0010646		GBNTU_000452-T1
OG0010647		GBNTU_000455-T1
OG0010648		GBNTU_000456-T1
OG0010649		GBNTU_000458-T1
OG0010650		GBNTU_000475-T1
OG0010651		GBNTU_000480-T1
OG0010652		GBNTU_000522-T1
OG0010653		GBNTU_000530-T1
OG0010654		GBNTU_000536-T1
OG0010655		GBNTU_000537-T1
OG0010656		GBNTU_000544-T1
OG0010657		GBNTU_000556-T1
OG0010658		GBNTU_000565-T1
OG0010659		GBNTU_000583-T1
OG0010660		GBNTU_000608-T1
OG0010661		GBNTU_000628-T1
OG0010662		GBNTU_000633-T1
OG0010663		GBNTU_000642-T1
OG0010664		GBNTU_000645-T1
OG0010665		GBNTU_000652-T1
OG0010666		GBNTU_000681-T1
OG0010667		GBNTU_000691-T1
OG0010668		GBNTU_000692-T1
OG0010669		GBNTU_000704-T1
OG0010670		GBNTU_000707-T1
OG0010671		GBNTU_000726-T1
OG0010672		GBNTU_000727-T1
OG0010673		GBNTU_000734-T1
OG0010674		GBNTU_000741-T1
OG0010675		GBNTU_000752-T1
OG0010676		GBNTU_000765-T1
OG0010677		GBNTU_000772-T1
OG0010678		GBNTU_000776-T1
OG0010679		GBNTU_000784-T1
OG0010680		GBNTU_000786-T1
OG0010681		GBNTU_000802-T1
OG0010682		GBNTU_000814-T1
OG0010683		GBNTU_000818-T1
OG0010684		GBNTU_000827-T1
OG0010685		GBNTU_000828-T1
OG0010686		GBNTU_000831-T1
OG0010687		GBNTU_000847-T1
OG0010688		GBNTU_000862-T1
OG0010689		GBNTU_000873-T1
OG0010690		GBNTU_000881-T1
OG0010691		GBNTU_000883-T1
OG0010692		GBNTU_000939-T1
OG0010693		GBNTU_000948-T1
OG0010694		GBNTU_000956-T1
OG0010695		GBNTU_000985-T1
OG0010696		GBNTU_001006-T1
OG0010697		GBNTU_001010-T1
OG0010698		GBNTU_001014-T1
OG0010699		GBNTU_001024-T1
OG0010700		GBNTU_001036-T1
OG0010701		GBNTU_001052-T1
OG0010702		GBNTU_001056-T1
OG0010703		GBNTU_001058-T1
OG0010704		GBNTU_001060-T1
OG0010705		GBNTU_001070-T1
OG0010706		GBNTU_001071-T1
OG0010707		GBNTU_001075-T1
OG0010708		GBNTU_001076-T1
OG0010709		GBNTU_001077-T1
OG0010710		GBNTU_001079-T1
OG0010711		GBNTU_001092-T1
OG0010712		GBNTU_001121-T1
OG0010713		GBNTU_001140-T1
OG0010714		GBNTU_001174-T1
OG0010715		GBNTU_001183-T1
OG0010716		GBNTU_001198-T1
OG0010717		GBNTU_001206-T1
OG0010718		GBNTU_001211-T1
OG0010719		GBNTU_001221-T1
OG0010720		GBNTU_001225-T1
OG0010721		GBNTU_001226-T1
OG0010722		GBNTU_001239-T1
OG0010723		GBNTU_001241-T1
OG0010724		GBNTU_001242-T1
OG0010725		GBNTU_001244-T1
OG0010726		GBNTU_001247-T1
OG0010727		GBNTU_001259-T1
OG0010728		GBNTU_001267-T1
OG0010729		GBNTU_001269-T1
OG0010730		GBNTU_001276-T1
OG0010731		GBNTU_001283-T1
OG0010732		GBNTU_001314-T1
OG0010733		GBNTU_001318-T1
OG0010734		GBNTU_001327-T1
OG0010735		GBNTU_001337-T1
OG0010736		GBNTU_001348-T1
OG0010737		GBNTU_001361-T1
OG0010738		GBNTU_001368-T1
OG0010739		GBNTU_001382-T1
OG0010740		GBNTU_001398-T1
OG0010741		GBNTU_001430-T1
OG0010742		GBNTU_001457-T1
OG0010743		GBNTU_001502-T1
OG0010744		GBNTU_001509-T1
OG0010745		GBNTU_001517-T1
OG0010746		GBNTU_001539-T1
OG0010747		GBNTU_001547-T1
OG0010748		GBNTU_001570-T1
OG0010749		GBNTU_001572-T1
OG0010750		GBNTU_001582-T1
OG0010751		GBNTU_001583-T1
OG0010752		GBNTU_001596-T1
OG0010753		GBNTU_001602-T1
OG0010754		GBNTU_001643-T1
OG0010755		GBNTU_001646-T1
OG0010756		GBNTU_001663-T1
OG0010757		GBNTU_001676-T1
OG0010758		GBNTU_001687-T1
OG0010759		GBNTU_001698-T1
OG0010760		GBNTU_001700-T1
OG0010761		GBNTU_001701-T1
OG0010762		GBNTU_001720-T1
OG0010763		GBNTU_001721-T1
OG0010764		GBNTU_001722-T1
OG0010765		GBNTU_001726-T1
OG0010766		GBNTU_001731-T1
OG0010767		GBNTU_001741-T1
OG0010768		GBNTU_001746-T1
OG0010769		GBNTU_001752-T1
OG0010770		GBNTU_001754-T1
OG0010771		GBNTU_001757-T1
OG0010772		GBNTU_001769-T1
OG0010773		GBNTU_001772-T1
OG0010774		GBNTU_001776-T1
OG0010775		GBNTU_001780-T1
OG0010776		GBNTU_001781-T1
OG0010777		GBNTU_001787-T1
OG0010778		GBNTU_001802-T1
OG0010779		GBNTU_001804-T1
OG0010780		GBNTU_001810-T1
OG0010781		GBNTU_001812-T1
OG0010782		GBNTU_001820-T1
OG0010783		GBNTU_001852-T1
OG0010784		GBNTU_001859-T1
OG0010785		GBNTU_001863-T1
OG0010786		GBNTU_001875-T1
OG0010787		GBNTU_001888-T1
OG0010788		GBNTU_001903-T1
OG0010789		GBNTU_001916-T1
OG0010790		GBNTU_001919-T1
OG0010791		GBNTU_001942-T1
OG0010792		GBNTU_001951-T1
OG0010793		GBNTU_001953-T1
OG0010794		GBNTU_001966-T1
OG0010795		GBNTU_001976-T1
OG0010796		GBNTU_001980-T1
OG0010797		GBNTU_001985-T1
OG0010798		GBNTU_001987-T1
OG0010799		GBNTU_001998-T1
OG0010800		GBNTU_002004-T1
OG0010801		GBNTU_002023-T1
OG0010802		GBNTU_002024-T1
OG0010803		GBNTU_002029-T1
OG0010804		GBNTU_002032-T1
OG0010805		GBNTU_002036-T1
OG0010806		GBNTU_002047-T1
OG0010807		GBNTU_002056-T1
OG0010808		GBNTU_002083-T1
OG0010809		GBNTU_002091-T1
OG0010810		GBNTU_002092-T1
OG0010811		GBNTU_002102-T1
OG0010812		GBNTU_002110-T1
OG0010813		GBNTU_002117-T1
OG0010814		GBNTU_002120-T1
OG0010815		GBNTU_002154-T1
OG0010816		GBNTU_002160-T1
OG0010817		GBNTU_002169-T1
OG0010818		GBNTU_002178-T1
OG0010819		GBNTU_002192-T1
OG0010820		GBNTU_002199-T1
OG0010821		GBNTU_002200-T1
OG0010822		GBNTU_002207-T1
OG0010823		GBNTU_002212-T1
OG0010824		GBNTU_002217-T1
OG0010825		GBNTU_002218-T1
OG0010826		GBNTU_002241-T1
OG0010827		GBNTU_002252-T1
OG0010828		GBNTU_002253-T1
OG0010829		GBNTU_002254-T1
OG0010830		GBNTU_002258-T1
OG0010831		GBNTU_002259-T1
OG0010832		GBNTU_002265-T1
OG0010833		GBNTU_002270-T1
OG0010834		GBNTU_002282-T1
OG0010835		GBNTU_002283-T1
OG0010836		GBNTU_002284-T1
OG0010837		GBNTU_002299-T1
OG0010838		GBNTU_002307-T1
OG0010839		GBNTU_002319-T1
OG0010840		GBNTU_002358-T1
OG0010841		GBNTU_002360-T1
OG0010842		GBNTU_002366-T1
OG0010843		GBNTU_002376-T1
OG0010844		GBNTU_002397-T1
OG0010845		GBNTU_002404-T1
OG0010846		GBNTU_002405-T1
OG0010847		GBNTU_002411-T1
OG0010848		GBNTU_002415-T1
OG0010849		GBNTU_002420-T1
OG0010850		GBNTU_002422-T1
OG0010851		GBNTU_002424-T1
OG0010852		GBNTU_002428-T1
OG0010853		GBNTU_002430-T1
OG0010854		GBNTU_002434-T1
OG0010855		GBNTU_002436-T1
OG0010856		GBNTU_002458-T1
OG0010857		GBNTU_002459-T1
OG0010858		GBNTU_002460-T1
OG0010859		GBNTU_002466-T1
OG0010860		GBNTU_002483-T1
OG0010861		GBNTU_002485-T1
OG0010862		GBNTU_002487-T1
OG0010863		GBNTU_002490-T1
OG0010864		GBNTU_002497-T1
OG0010865		GBNTU_002503-T1
OG0010866		GBNTU_002522-T1
OG0010867		GBNTU_002526-T1
OG0010868		GBNTU_002527-T1
OG0010869		GBNTU_002533-T1
OG0010870		GBNTU_002546-T1
OG0010871		GBNTU_002569-T1
OG0010872		GBNTU_002570-T1
OG0010873		GBNTU_002572-T1
OG0010874		GBNTU_002573-T1
OG0010875		GBNTU_002586-T1
OG0010876		GBNTU_002590-T1
OG0010877		GBNTU_002592-T1
OG0010878		GBNTU_002609-T1
OG0010879		GBNTU_002652-T1
OG0010880		GBNTU_002676-T1
OG0010881		GBNTU_002679-T1
OG0010882		GBNTU_002680-T1
OG0010883		GBNTU_002694-T1
OG0010884		GBNTU_002697-T1
OG0010885		GBNTU_002710-T1
OG0010886		GBNTU_002721-T1
OG0010887		GBNTU_002722-T1
OG0010888		GBNTU_002745-T1
OG0010889		GBNTU_002757-T1
OG0010890		GBNTU_002780-T1
OG0010891		GBNTU_002784-T1
OG0010892		GBNTU_002792-T1
OG0010893		GBNTU_002794-T1
OG0010894		GBNTU_002809-T1
OG0010895		GBNTU_002811-T1
OG0010896		GBNTU_002823-T1
OG0010897		GBNTU_002834-T1
OG0010898		GBNTU_002842-T1
OG0010899		GBNTU_002850-T1
OG0010900		GBNTU_002855-T1
OG0010901		GBNTU_002877-T1
OG0010902		GBNTU_002881-T1
OG0010903		GBNTU_002882-T1
OG0010904		GBNTU_002901-T1
OG0010905		GBNTU_002918-T1
OG0010906		GBNTU_002930-T1
OG0010907		GBNTU_002931-T1
OG0010908		GBNTU_002938-T1
OG0010909		GBNTU_002941-T1
OG0010910		GBNTU_002943-T1
OG0010911		GBNTU_002949-T1
OG0010912		GBNTU_002950-T1
OG0010913		GBNTU_002954-T1
OG0010914		GBNTU_002960-T1
OG0010915		GBNTU_002971-T1
OG0010916		GBNTU_002986-T1
OG0010917		GBNTU_002987-T1
OG0010918		GBNTU_002988-T1
OG0010919		GBNTU_003007-T1
OG0010920		GBNTU_003012-T1
OG0010921		GBNTU_003013-T1
OG0010922		GBNTU_003025-T1
OG0010923		GBNTU_003028-T1
OG0010924		GBNTU_003032-T1
OG0010925		GBNTU_003040-T1
OG0010926		GBNTU_003049-T1
OG0010927		GBNTU_003061-T1
OG0010928		GBNTU_003064-T1
OG0010929		GBNTU_003082-T1
OG0010930		GBNTU_003084-T1
OG0010931		GBNTU_003088-T1
OG0010932		GBNTU_003096-T1
OG0010933		GBNTU_003111-T1
OG0010934		GBNTU_003113-T1
OG0010935		GBNTU_003118-T1
OG0010936		GBNTU_003121-T1
OG0010937		GBNTU_003122-T1
OG0010938		GBNTU_003131-T1
OG0010939		GBNTU_003132-T1
OG0010940		GBNTU_003138-T1
OG0010941		GBNTU_003139-T1
OG0010942		GBNTU_003140-T1
OG0010943		GBNTU_003156-T1
OG0010944		GBNTU_003168-T1
OG0010945		GBNTU_003173-T1
OG0010946		GBNTU_003177-T1
OG0010947		GBNTU_003180-T1
OG0010948		GBNTU_003181-T1
OG0010949		GBNTU_003193-T1
OG0010950		GBNTU_003219-T1
OG0010951		GBNTU_003232-T1
OG0010952		GBNTU_003244-T1
OG0010953		GBNTU_003266-T1
OG0010954		GBNTU_003281-T1
OG0010955		GBNTU_003295-T1
OG0010956		GBNTU_003302-T1
OG0010957		GBNTU_003306-T1
OG0010958		GBNTU_003307-T1
OG0010959		GBNTU_003308-T1
OG0010960		GBNTU_003314-T1
OG0010961		GBNTU_003330-T1
OG0010962		GBNTU_003336-T1
OG0010963		GBNTU_003371-T1
OG0010964		GBNTU_003384-T1
OG0010965		GBNTU_003396-T1
OG0010966		GBNTU_003403-T1
OG0010967		GBNTU_003414-T1
OG0010968		GBNTU_003415-T1
OG0010969		GBNTU_003421-T1
OG0010970		GBNTU_003424-T1
OG0010971		GBNTU_003435-T1
OG0010972		GBNTU_003467-T1
OG0010973		GBNTU_003471-T1
OG0010974		GBNTU_003473-T1
OG0010975		GBNTU_003483-T1
OG0010976		GBNTU_003487-T1
OG0010977		GBNTU_003488-T1
OG0010978		GBNTU_003492-T1
OG0010979		GBNTU_003494-T1
OG0010980		GBNTU_003498-T1
OG0010981		GBNTU_003509-T1
OG0010982		GBNTU_003512-T1
OG0010983		GBNTU_003517-T1
OG0010984		GBNTU_003522-T1
OG0010985		GBNTU_003583-T1
OG0010986		GBNTU_003584-T1
OG0010987		GBNTU_003586-T1
OG0010988		GBNTU_003598-T1
OG0010989		GBNTU_003599-T1
OG0010990		GBNTU_003600-T1
OG0010991		GBNTU_003618-T1
OG0010992		GBNTU_003622-T1
OG0010993		GBNTU_003628-T1
OG0010994		GBNTU_003644-T1
OG0010995		GBNTU_003645-T1
OG0010996		GBNTU_003651-T1
OG0010997		GBNTU_003661-T1
OG0010998		GBNTU_003695-T1
OG0010999		GBNTU_003697-T1
OG0011000		GBNTU_003704-T1
OG0011001		GBNTU_003707-T1
OG0011002		GBNTU_003708-T1
OG0011003		GBNTU_003711-T1
OG0011004		GBNTU_003719-T1
OG0011005		GBNTU_003723-T1
OG0011006		GBNTU_003728-T1
OG0011007		GBNTU_003754-T1
OG0011008		GBNTU_003768-T1
OG0011009		GBNTU_003771-T1
OG0011010		GBNTU_003780-T1
OG0011011		GBNTU_003782-T1
OG0011012		GBNTU_003790-T1
OG0011013		GBNTU_003791-T1
OG0011014		GBNTU_003796-T1
OG0011015		GBNTU_003800-T1
OG0011016		GBNTU_003802-T1
OG0011017		GBNTU_003816-T1
OG0011018		GBNTU_003825-T1
OG0011019		GBNTU_003839-T1
OG0011020		GBNTU_003849-T1
OG0011021		GBNTU_003854-T1
OG0011022		GBNTU_003862-T1
OG0011023		GBNTU_003885-T1
OG0011024		GBNTU_003905-T1
OG0011025		GBNTU_003906-T1
OG0011026		GBNTU_003918-T1
OG0011027		GBNTU_003920-T1
OG0011028		GBNTU_003924-T1
OG0011029		GBNTU_003948-T1
OG0011030		GBNTU_003961-T1
OG0011031		GBNTU_003965-T1
OG0011032		GBNTU_003971-T1
OG0011033		GBNTU_003982-T1
OG0011034		GBNTU_003987-T1
OG0011035		GBNTU_003996-T1
OG0011036		GBNTU_003999-T1
OG0011037		GBNTU_004007-T1
OG0011038		GBNTU_004013-T1
OG0011039		GBNTU_004036-T1
