	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0001409	GBNWG_001700-T1	GBNWH_000476-T1
OG0001410	GBNWG_001701-T1	GBNWH_003447-T1
OG0001411	GBNWG_001702-T1	GBNWH_001941-T1
OG0001412	GBNWG_001703-T1	GBNWH_010526-T1
OG0001413	GBNWG_001704-T1	GBNWH_000670-T1
OG0001414	GBNWG_001708-T1	GBNWH_012166-T1
OG0001415	GBNWG_001709-T1	GBNWH_009048-T1
OG0001416	GBNWG_001711-T1	GBNWH_003478-T1
OG0001417	GBNWG_001712-T1	GBNWH_004997-T1
OG0001418	GBNWG_001721-T1	GBNWH_000565-T1
OG0001419	GBNWG_001730-T1	GBNWH_003989-T1
OG0001420	GBNWG_001735-T1	GBNWH_001814-T1
OG0001421	GBNWG_001736-T1	GBNWH_008326-T1
OG0001422	GBNWG_001737-T1	GBNWH_004023-T1
OG0001423	GBNWG_001739-T1	GBNWH_001918-T1
OG0001424	GBNWG_001746-T1	GBNWH_000477-T1
OG0001425	GBNWG_001747-T1	GBNWH_011666-T1
OG0001426	GBNWG_001749-T1	GBNWH_007865-T1
OG0001427	GBNWG_001753-T1	GBNWH_010021-T1
OG0001428	GBNWG_001759-T1	GBNWH_009900-T1
OG0001429	GBNWG_001760-T1	GBNWH_007132-T1
OG0001430	GBNWG_001763-T1	GBNWH_003308-T1
OG0001431	GBNWG_001764-T1	GBNWH_003168-T1
OG0001432	GBNWG_001770-T1	GBNWH_005476-T1
OG0001433	GBNWG_001771-T1	GBNWH_008531-T1
OG0001434	GBNWG_001772-T1	GBNWH_006430-T1
OG0001435	GBNWG_001774-T1	GBNWH_007571-T1
OG0001436	GBNWG_001776-T1	GBNWH_007845-T1
OG0001437	GBNWG_001782-T1	GBNWH_008257-T1
OG0001438	GBNWG_001786-T1	GBNWH_009687-T1
OG0001439	GBNWG_001788-T1	GBNWH_000630-T1
OG0001440	GBNWG_001789-T1	GBNWH_010520-T1
OG0001441	GBNWG_001790-T1	GBNWH_001514-T1
OG0001442	GBNWG_001791-T1	GBNWH_000298-T1
OG0001443	GBNWG_001794-T1	GBNWH_010960-T1
OG0001444	GBNWG_001795-T1	GBNWH_003403-T1
OG0001445	GBNWG_001796-T1	GBNWH_008941-T1
OG0001446	GBNWG_001800-T1	GBNWH_008962-T1
OG0001447	GBNWG_001801-T1	GBNWH_009353-T1
OG0001448	GBNWG_001802-T1	GBNWH_001266-T1
OG0001449	GBNWG_001803-T1	GBNWH_008924-T1
OG0001450	GBNWG_001804-T1	GBNWH_008571-T1
OG0001451	GBNWG_001805-T1	GBNWH_000880-T1
OG0001452	GBNWG_001806-T1	GBNWH_007306-T1
OG0001453	GBNWG_001810-T1	GBNWH_006154-T1
OG0001454	GBNWG_001813-T1	GBNWH_008748-T1
OG0001455	GBNWG_001827-T1	GBNWH_010019-T1
OG0001456	GBNWG_001831-T1	GBNWH_004749-T1
OG0001457	GBNWG_001832-T1	GBNWH_006560-T1
OG0001458	GBNWG_001834-T1	GBNWH_006156-T1
OG0001459	GBNWG_001835-T1	GBNWH_001893-T1
OG0001460	GBNWG_001842-T1	GBNWH_003234-T1
OG0001461	GBNWG_001843-T1	GBNWH_010789-T1
OG0001462	GBNWG_001848-T1	GBNWH_007036-T1
OG0001463	GBNWG_001850-T1	GBNWH_006625-T1
OG0001464	GBNWG_001852-T1	GBNWH_003837-T1
OG0001465	GBNWG_001854-T1	GBNWH_011474-T1
OG0001466	GBNWG_001855-T1	GBNWH_001100-T1
OG0001467	GBNWG_001856-T1	GBNWH_007843-T1
OG0001468	GBNWG_001867-T1	GBNWH_008693-T1
OG0001469	GBNWG_001869-T1	GBNWH_007214-T1
OG0001470	GBNWG_001874-T1	GBNWH_011422-T1
OG0001471	GBNWG_001877-T1	GBNWH_007888-T1
OG0001472	GBNWG_001878-T1	GBNWH_000717-T1
OG0001473	GBNWG_001879-T1	GBNWH_011042-T1
OG0001474	GBNWG_001881-T1	GBNWH_002928-T1
OG0001475	GBNWG_001883-T1	GBNWH_004820-T1
OG0001476	GBNWG_001884-T1	GBNWH_012097-T1
OG0001477	GBNWG_001885-T1	GBNWH_009941-T1
OG0001478	GBNWG_001886-T1	GBNWH_011338-T1
OG0001479	GBNWG_001891-T1	GBNWH_005516-T1
OG0001480	GBNWG_001892-T1	GBNWH_002942-T1
OG0001481	GBNWG_001894-T1	GBNWH_010639-T1
OG0001482	GBNWG_001895-T1	GBNWH_001041-T1
OG0001483	GBNWG_001896-T1	GBNWH_009011-T1
OG0001484	GBNWG_001898-T1	GBNWH_007791-T1
OG0001485	GBNWG_001900-T1	GBNWH_003217-T1
OG0001486	GBNWG_001901-T1	GBNWH_004521-T1
OG0001487	GBNWG_001902-T1	GBNWH_005426-T1
OG0001488	GBNWG_001903-T1	GBNWH_004181-T1
OG0001489	GBNWG_001905-T1	GBNWH_004618-T1
OG0001490	GBNWG_001906-T1	GBNWH_009666-T1
OG0001491	GBNWG_001907-T1	GBNWH_005129-T1
OG0001492	GBNWG_001912-T1	GBNWH_007732-T1
OG0001493	GBNWG_001914-T1	GBNWH_008296-T1
OG0001494	GBNWG_001923-T1	GBNWH_004047-T1
OG0001495	GBNWG_001924-T1	GBNWH_004256-T1
OG0001496	GBNWG_001925-T1	GBNWH_002244-T1
OG0001497	GBNWG_001926-T1	GBNWH_006709-T1
OG0001498	GBNWG_001927-T1	GBNWH_008872-T1
OG0001499	GBNWG_001929-T1	GBNWH_003828-T1
OG0001500	GBNWG_001934-T1	GBNWH_009810-T1
OG0001501	GBNWG_001935-T1	GBNWH_007123-T1
OG0001502	GBNWG_001936-T1	GBNWH_008928-T1
OG0001503	GBNWG_001937-T1	GBNWH_011239-T1
OG0001504	GBNWG_001944-T1	GBNWH_009366-T1
OG0001505	GBNWG_001946-T1	GBNWH_009433-T1
OG0001506	GBNWG_001947-T1	GBNWH_008777-T1
OG0001507	GBNWG_001949-T1	GBNWH_004260-T1
OG0001508	GBNWG_001950-T1	GBNWH_007017-T1
OG0001509	GBNWG_001951-T1	GBNWH_003290-T1
OG0001510	GBNWG_001958-T1	GBNWH_006402-T1
OG0001511	GBNWG_001960-T1	GBNWH_003213-T1
OG0001512	GBNWG_001961-T1	GBNWH_010699-T1
OG0001513	GBNWG_001963-T1	GBNWH_007336-T1
OG0001514	GBNWG_001964-T1	GBNWH_008932-T1
OG0001515	GBNWG_001967-T1	GBNWH_010575-T1
OG0001516	GBNWG_001969-T1	GBNWH_004994-T1
OG0001517	GBNWG_001991-T1	GBNWH_005402-T1
OG0001518	GBNWG_001992-T1	GBNWH_005697-T1
OG0001519	GBNWG_001996-T1	GBNWH_001099-T1
OG0001520	GBNWG_001997-T1	GBNWH_006069-T1
OG0001521	GBNWG_002006-T1	GBNWH_008241-T1
OG0001522	GBNWG_002007-T1	GBNWH_008242-T1
OG0001523	GBNWG_002014-T1	GBNWH_002370-T1
OG0001524	GBNWG_002018-T1	GBNWH_003503-T1
OG0001525	GBNWG_002021-T1	GBNWH_010618-T1
OG0001526	GBNWG_002022-T1	GBNWH_005032-T1
OG0001527	GBNWG_002023-T1	GBNWH_004727-T1
OG0001528	GBNWG_002032-T1	GBNWH_011551-T1
OG0001529	GBNWG_002035-T1	GBNWH_000720-T1
OG0001530	GBNWG_002039-T1	GBNWH_005716-T1
OG0001531	GBNWG_002040-T1	GBNWH_009386-T1
OG0001532	GBNWG_002045-T1	GBNWH_005077-T1
OG0001533	GBNWG_002047-T1	GBNWH_001419-T1
OG0001534	GBNWG_002049-T1	GBNWH_010916-T1
OG0001535	GBNWG_002051-T1	GBNWH_003657-T1
OG0001536	GBNWG_002053-T1	GBNWH_005831-T1
OG0001537	GBNWG_002064-T1	GBNWH_003933-T1
OG0001538	GBNWG_002069-T1	GBNWH_003163-T1
OG0001539	GBNWG_002071-T1	GBNWH_010909-T1
OG0001540	GBNWG_002074-T1	GBNWH_010577-T1
OG0001541	GBNWG_002078-T1	GBNWH_000709-T1
OG0001542	GBNWG_002080-T1	GBNWH_008866-T1
OG0001543	GBNWG_002083-T1	GBNWH_000400-T1
OG0001544	GBNWG_002091-T1	GBNWH_007416-T1
OG0001545	GBNWG_002095-T1	GBNWH_005899-T1
OG0001546	GBNWG_002097-T1	GBNWH_009015-T1
OG0001547	GBNWG_002106-T1	GBNWH_010779-T1
OG0001548	GBNWG_002110-T1	GBNWH_006216-T1
OG0001549	GBNWG_002111-T1	GBNWH_005683-T1
OG0001550	GBNWG_002117-T1	GBNWH_000608-T1
OG0001551	GBNWG_002118-T1	GBNWH_001119-T1
OG0001552	GBNWG_002122-T1	GBNWH_011706-T1
OG0001553	GBNWG_002123-T1	GBNWH_011471-T1
OG0001554	GBNWG_002125-T1	GBNWH_000346-T1
OG0001555	GBNWG_002126-T1	GBNWH_003753-T1
OG0001556	GBNWG_002130-T1	GBNWH_011763-T1
OG0001557	GBNWG_002132-T1	GBNWH_010212-T1
OG0001558	GBNWG_002135-T1	GBNWH_010018-T1
OG0001559	GBNWG_002137-T1	GBNWH_009563-T1
OG0001560	GBNWG_002138-T1	GBNWH_000495-T1
OG0001561	GBNWG_002141-T1	GBNWH_002717-T1
OG0001562	GBNWG_002142-T1	GBNWH_006729-T1
OG0001563	GBNWG_002145-T1	GBNWH_003063-T1
OG0001564	GBNWG_002147-T1	GBNWH_003517-T1
OG0001565	GBNWG_002148-T1	GBNWH_011005-T1
OG0001566	GBNWG_002149-T1	GBNWH_009850-T1
OG0001567	GBNWG_002154-T1	GBNWH_005698-T1
OG0001568	GBNWG_002155-T1	GBNWH_007962-T1
OG0001569	GBNWG_002156-T1	GBNWH_009697-T1
OG0001570	GBNWG_002157-T1	GBNWH_009038-T1
OG0001571	GBNWG_002158-T1	GBNWH_007976-T1
OG0001572	GBNWG_002160-T1	GBNWH_011832-T1
OG0001573	GBNWG_002163-T1	GBNWH_008754-T1
OG0001574	GBNWG_002165-T1	GBNWH_000953-T1
OG0001575	GBNWG_002167-T1	GBNWH_009002-T1
OG0001576	GBNWG_002168-T1	GBNWH_002623-T1
OG0001577	GBNWG_002169-T1	GBNWH_011241-T1
OG0001578	GBNWG_002172-T1	GBNWH_012072-T1
OG0001579	GBNWG_002176-T1	GBNWH_004069-T1
OG0001580	GBNWG_002186-T1	GBNWH_004722-T1
OG0001581	GBNWG_002189-T1	GBNWH_000170-T1
OG0001582	GBNWG_002194-T1	GBNWH_001799-T1
OG0001583	GBNWG_002195-T1	GBNWH_003669-T1
OG0001584	GBNWG_002199-T1	GBNWH_008172-T1
OG0001585	GBNWG_002202-T1	GBNWH_010382-T1
OG0001586	GBNWG_002209-T1	GBNWH_005015-T1
OG0001587	GBNWG_002210-T1	GBNWH_008514-T1
OG0001588	GBNWG_002211-T1	GBNWH_009281-T1
OG0001589	GBNWG_002212-T1	GBNWH_009417-T1
OG0001590	GBNWG_002214-T1	GBNWH_009539-T1
OG0001591	GBNWG_002220-T1	GBNWH_005160-T1
OG0001592	GBNWG_002221-T1	GBNWH_008052-T1
OG0001593	GBNWG_002223-T1	GBNWH_003384-T1
OG0001594	GBNWG_002232-T1	GBNWH_010778-T1
OG0001595	GBNWG_002234-T1	GBNWH_001441-T1
OG0001596	GBNWG_002236-T1	GBNWH_010070-T1
OG0001597	GBNWG_002243-T1	GBNWH_010881-T1
OG0001598	GBNWG_002246-T1	GBNWH_009532-T1
OG0001599	GBNWG_002248-T1	GBNWH_004291-T1
OG0001600	GBNWG_002249-T1	GBNWH_007683-T1
OG0001601	GBNWG_002251-T1	GBNWH_003288-T1
OG0001602	GBNWG_002258-T1	GBNWH_010507-T1
OG0001603	GBNWG_002259-T1	GBNWH_010833-T1
OG0001604	GBNWG_002260-T1	GBNWH_009098-T1
OG0001605	GBNWG_002261-T1	GBNWH_005191-T1
OG0001606	GBNWG_002269-T1	GBNWH_004523-T1
OG0001607	GBNWG_002270-T1	GBNWH_005806-T1
OG0001608	GBNWG_002278-T1	GBNWH_011012-T1
OG0001609	GBNWG_002279-T1	GBNWH_010089-T1
OG0001610	GBNWG_002280-T1	GBNWH_010861-T1
OG0001611	GBNWG_002283-T1	GBNWH_004438-T1
OG0001612	GBNWG_002284-T1	GBNWH_001950-T1
OG0001613	GBNWG_002285-T1	GBNWH_011576-T1
OG0001614	GBNWG_002286-T1	GBNWH_009711-T1
OG0001615	GBNWG_002289-T1	GBNWH_008799-T1
OG0001616	GBNWG_002303-T1	GBNWH_011698-T1
OG0001617	GBNWG_002304-T1	GBNWH_008266-T1
OG0001618	GBNWG_002309-T1	GBNWH_003174-T1
OG0001619	GBNWG_002321-T1	GBNWH_005378-T1
OG0001620	GBNWG_002322-T1	GBNWH_006050-T1
OG0001621	GBNWG_002326-T1	GBNWH_011685-T1
OG0001622	GBNWG_002327-T1	GBNWH_003000-T1
OG0001623	GBNWG_002336-T1	GBNWH_007830-T1
OG0001624	GBNWG_002337-T1	GBNWH_010488-T1
OG0001625	GBNWG_002348-T1	GBNWH_010157-T1
OG0001626	GBNWG_002353-T1	GBNWH_004347-T1
OG0001627	GBNWG_002355-T1	GBNWH_008087-T1
OG0001628	GBNWG_002361-T1	GBNWH_002156-T1
OG0001629	GBNWG_002362-T1	GBNWH_003367-T1
OG0001630	GBNWG_002363-T1	GBNWH_007075-T1
OG0001631	GBNWG_002366-T1	GBNWH_010211-T1
OG0001632	GBNWG_002370-T1	GBNWH_008841-T1
OG0001633	GBNWG_002371-T1	GBNWH_008688-T1
OG0001634	GBNWG_002374-T1	GBNWH_001488-T1
OG0001635	GBNWG_002383-T1	GBNWH_010663-T1
OG0001636	GBNWG_002384-T1	GBNWH_008843-T1
OG0001637	GBNWG_002385-T1	GBNWH_010895-T1
OG0001638	GBNWG_002387-T1	GBNWH_011687-T1
OG0001639	GBNWG_002389-T1	GBNWH_002352-T1
OG0001640	GBNWG_002390-T1	GBNWH_006159-T1
OG0001641	GBNWG_002393-T1	GBNWH_004096-T1
OG0001642	GBNWG_002394-T1	GBNWH_005112-T1
OG0001643	GBNWG_002396-T1	GBNWH_008181-T1
OG0001644	GBNWG_002397-T1	GBNWH_009250-T1
OG0001645	GBNWG_002399-T1	GBNWH_001874-T1
OG0001646	GBNWG_002410-T1	GBNWH_000321-T1
OG0001647	GBNWG_002422-T1	GBNWH_004633-T1
OG0001648	GBNWG_002427-T1	GBNWH_012077-T1
OG0001649	GBNWG_002428-T1	GBNWH_002734-T1
OG0001650	GBNWG_002429-T1	GBNWH_011725-T1
OG0001651	GBNWG_002431-T1	GBNWH_007990-T1
OG0001652	GBNWG_002432-T1	GBNWH_007190-T1
OG0001653	GBNWG_002437-T1	GBNWH_011675-T1
OG0001654	GBNWG_002438-T1	GBNWH_004235-T1
OG0001655	GBNWG_002439-T1	GBNWH_005087-T1
OG0001656	GBNWG_002440-T1	GBNWH_011076-T1
OG0001657	GBNWG_002441-T1	GBNWH_009470-T1
OG0001658	GBNWG_002442-T1	GBNWH_007052-T1
OG0001659	GBNWG_002444-T1	GBNWH_009822-T1
OG0001660	GBNWG_002445-T1	GBNWH_008424-T1
OG0001661	GBNWG_002447-T1	GBNWH_003693-T1
OG0001662	GBNWG_002449-T1	GBNWH_004691-T1
OG0001663	GBNWG_002451-T1	GBNWH_002787-T1
OG0001664	GBNWG_002452-T1	GBNWH_009519-T1
OG0001665	GBNWG_002454-T1	GBNWH_005365-T1
OG0001666	GBNWG_002456-T1	GBNWH_003885-T1
OG0001667	GBNWG_002457-T1	GBNWH_001235-T1
OG0001668	GBNWG_002459-T1	GBNWH_007322-T1
OG0001669	GBNWG_002460-T1	GBNWH_001835-T1
OG0001670	GBNWG_002463-T1	GBNWH_006199-T1
OG0001671	GBNWG_002464-T1	GBNWH_000110-T1
OG0001672	GBNWG_002465-T1	GBNWH_002272-T1
OG0001673	GBNWG_002466-T1	GBNWH_007969-T1
OG0001674	GBNWG_002469-T1	GBNWH_010773-T1
OG0001675	GBNWG_002470-T1	GBNWH_004634-T1
OG0001676	GBNWG_002500-T1	GBNWH_003905-T1
OG0001677	GBNWG_002514-T1	GBNWH_007054-T1
OG0001678	GBNWG_002515-T1	GBNWH_004360-T1
OG0001679	GBNWG_002518-T1	GBNWH_002338-T1
OG0001680	GBNWG_002536-T1	GBNWH_008121-T1
OG0001681	GBNWG_002537-T1	GBNWH_010400-T1
OG0001682	GBNWG_002539-T1	GBNWH_000424-T1
OG0001683	GBNWG_002542-T1	GBNWH_008720-T1
OG0001684	GBNWG_002543-T1	GBNWH_007779-T1
OG0001685	GBNWG_002545-T1	GBNWH_011731-T1
OG0001686	GBNWG_002551-T1	GBNWH_010055-T1
OG0001687	GBNWG_002555-T1	GBNWH_003525-T1
OG0001688	GBNWG_002562-T1	GBNWH_000496-T1
OG0001689	GBNWG_002576-T1	GBNWH_010486-T1
OG0001690	GBNWG_002579-T1	GBNWH_000776-T1
OG0001691	GBNWG_002584-T1	GBNWH_000845-T1
OG0001692	GBNWG_002585-T1	GBNWH_006198-T1
OG0001693	GBNWG_002586-T1	GBNWH_004444-T1
OG0001694	GBNWG_002603-T1	GBNWH_004348-T1
OG0001695	GBNWG_002604-T1	GBNWH_002941-T1
OG0001696	GBNWG_002605-T1	GBNWH_006052-T1
OG0001697	GBNWG_002610-T1	GBNWH_010759-T1
OG0001698	GBNWG_002611-T1	GBNWH_005794-T1
OG0001699	GBNWG_002612-T1	GBNWH_011697-T1
OG0001700	GBNWG_002625-T1	GBNWH_000448-T1
OG0001701	GBNWG_002631-T1	GBNWH_007384-T1
OG0001702	GBNWG_002632-T1	GBNWH_009272-T1
OG0001703	GBNWG_002633-T1	GBNWH_003493-T1
OG0001704	GBNWG_002636-T1	GBNWH_001179-T1
OG0001705	GBNWG_002639-T1	GBNWH_011038-T1
OG0001706	GBNWG_002660-T1	GBNWH_006111-T1
OG0001707	GBNWG_002662-T1	GBNWH_003768-T1
OG0001708	GBNWG_002670-T1	GBNWH_009253-T1
OG0001709	GBNWG_002674-T1	GBNWH_003068-T1
OG0001710	GBNWG_002679-T1	GBNWH_006952-T1
OG0001711	GBNWG_002681-T1	GBNWH_003254-T1
OG0001712	GBNWG_002682-T1	GBNWH_010068-T1
OG0001713	GBNWG_002683-T1	GBNWH_002134-T1
OG0001714	GBNWG_002684-T1	GBNWH_008114-T1
OG0001715	GBNWG_002696-T1	GBNWH_002260-T1
OG0001716	GBNWG_002705-T1, GBNWG_002979-T1	
OG0001717	GBNWG_002711-T1	GBNWH_004877-T1
OG0001718	GBNWG_002727-T1	GBNWH_004039-T1
OG0001719	GBNWG_002731-T1	GBNWH_009774-T1
OG0001720	GBNWG_002739-T1	GBNWH_004878-T1
OG0001721	GBNWG_002744-T1	GBNWH_008990-T1
OG0001722	GBNWG_002747-T1	GBNWH_000083-T1
OG0001723	GBNWG_002749-T1	GBNWH_005797-T1
OG0001724	GBNWG_002750-T1	GBNWH_005955-T1
OG0001725	GBNWG_002752-T1	GBNWH_004715-T1
OG0001726	GBNWG_002753-T1	GBNWH_010175-T1
OG0001727	GBNWG_002757-T1	GBNWH_002821-T1
OG0001728	GBNWG_002758-T1	GBNWH_006203-T1
OG0001729	GBNWG_002760-T1	GBNWH_011201-T1
OG0001730	GBNWG_002763-T1	GBNWH_009651-T1
OG0001731	GBNWG_002765-T1	GBNWH_004849-T1
OG0001732	GBNWG_002767-T1	GBNWH_007360-T1
OG0001733	GBNWG_002768-T1	GBNWH_006881-T1
OG0001734	GBNWG_002770-T1	GBNWH_002302-T1
OG0001735	GBNWG_002771-T1	GBNWH_008564-T1
OG0001736	GBNWG_002772-T1	GBNWH_008066-T1
OG0001737	GBNWG_002773-T1	GBNWH_009099-T1
OG0001738	GBNWG_002783-T1	GBNWH_007974-T1
OG0001739	GBNWG_002787-T1	GBNWH_010195-T1
OG0001740	GBNWG_002788-T1	GBNWH_011327-T1
OG0001741	GBNWG_002789-T1	GBNWH_000377-T1
OG0001742	GBNWG_002790-T1	GBNWH_003112-T1
OG0001743	GBNWG_002800-T1	GBNWH_002194-T1
OG0001744	GBNWG_002811-T1	GBNWH_003135-T1
OG0001745	GBNWG_002812-T1	GBNWH_003187-T1
OG0001746	GBNWG_002817-T1	GBNWH_010791-T1
OG0001747	GBNWG_002826-T1	GBNWH_009961-T1
OG0001748	GBNWG_002838-T1	GBNWH_008715-T1
OG0001749	GBNWG_002840-T1	GBNWH_007918-T1
OG0001750	GBNWG_002841-T1	GBNWH_000285-T1
OG0001751	GBNWG_002842-T1	GBNWH_001805-T1
OG0001752	GBNWG_002845-T1	GBNWH_010298-T1
OG0001753	GBNWG_002846-T1	GBNWH_011636-T1
OG0001754	GBNWG_002847-T1	GBNWH_005216-T1
OG0001755	GBNWG_002848-T1	GBNWH_006439-T1
OG0001756	GBNWG_002855-T1	GBNWH_006251-T1
OG0001757	GBNWG_002856-T1	GBNWH_001087-T1
OG0001758	GBNWG_002860-T1	GBNWH_009725-T1
OG0001759	GBNWG_002861-T1	GBNWH_001112-T1
OG0001760	GBNWG_002862-T1	GBNWH_004644-T1
OG0001761	GBNWG_002863-T1	GBNWH_003564-T1
OG0001762	GBNWG_002864-T1	GBNWH_005167-T1
OG0001763	GBNWG_002867-T1	GBNWH_001705-T1
OG0001764	GBNWG_002868-T1	GBNWH_011904-T1
OG0001765	GBNWG_002869-T1	GBNWH_002660-T1
OG0001766	GBNWG_002870-T1	GBNWH_011532-T1
OG0001767	GBNWG_002874-T1	GBNWH_005071-T1
OG0001768	GBNWG_002881-T1	GBNWH_005151-T1
OG0001769	GBNWG_002884-T1	GBNWH_012144-T1
OG0001770	GBNWG_002896-T1	GBNWH_009480-T1
OG0001771	GBNWG_002898-T1	GBNWH_004428-T1
OG0001772	GBNWG_002900-T1	GBNWH_012069-T1
OG0001773	GBNWG_002901-T1	GBNWH_003697-T1
OG0001774	GBNWG_002902-T1	GBNWH_011593-T1
OG0001775	GBNWG_002905-T1	GBNWH_005878-T1
OG0001776	GBNWG_002906-T1	GBNWH_004952-T1
OG0001777	GBNWG_002908-T1	GBNWH_011550-T1
OG0001778	GBNWG_002909-T1	GBNWH_005635-T1
OG0001779	GBNWG_002911-T1	GBNWH_002101-T1
OG0001780	GBNWG_002914-T1	GBNWH_007406-T1
OG0001781	GBNWG_002922-T1	GBNWH_001188-T1
OG0001782	GBNWG_002925-T1	GBNWH_010944-T1
OG0001783	GBNWG_002927-T1	GBNWH_007173-T1
OG0001784	GBNWG_002928-T1	GBNWH_000130-T1
OG0001785	GBNWG_002933-T1	GBNWH_005406-T1
OG0001786	GBNWG_002934-T1	GBNWH_000034-T1
OG0001787	GBNWG_002937-T1	GBNWH_005807-T1
OG0001788	GBNWG_002949-T1	GBNWH_010539-T1
OG0001789	GBNWG_002950-T1	GBNWH_011442-T1
OG0001790	GBNWG_003004-T1	GBNWH_000060-T1
OG0001791	GBNWG_003006-T1	GBNWH_004317-T1
OG0001792	GBNWG_003007-T1	GBNWH_003190-T1
OG0001793	GBNWG_003008-T1	GBNWH_002112-T1
OG0001794	GBNWG_003009-T1	GBNWH_005401-T1
OG0001795	GBNWG_003034-T1	GBNWH_001749-T1
OG0001796	GBNWG_003041-T1	GBNWH_005838-T1
OG0001797	GBNWG_003042-T1	GBNWH_008840-T1
OG0001798	GBNWG_003047-T1	GBNWH_007823-T1
OG0001799	GBNWG_003051-T1	GBNWH_002725-T1
OG0001800	GBNWG_003053-T1	GBNWH_006945-T1
OG0001801	GBNWG_003054-T1	GBNWH_011477-T1
OG0001802	GBNWG_003111-T1	GBNWH_008048-T1
OG0001803	GBNWG_003112-T1	GBNWH_010527-T1
OG0001804	GBNWG_003114-T1	GBNWH_001233-T1
OG0001805	GBNWG_003121-T1	GBNWH_007895-T1
OG0001806	GBNWG_003135-T1	GBNWH_006399-T1
OG0001807	GBNWG_003141-T1	GBNWH_010549-T1
OG0001808	GBNWG_003143-T1	GBNWH_011490-T1
OG0001809	GBNWG_003144-T1	GBNWH_005914-T1
OG0001810	GBNWG_003145-T1	GBNWH_006139-T1
OG0001811	GBNWG_003147-T1	GBNWH_004698-T1
OG0001812	GBNWG_003149-T1	GBNWH_012084-T1
OG0001813	GBNWG_003162-T1	GBNWH_009053-T1
OG0001814	GBNWG_003163-T1	GBNWH_009054-T1
OG0001815	GBNWG_003164-T1	GBNWH_002632-T1
OG0001816	GBNWG_003174-T1	GBNWH_009249-T1
OG0001817	GBNWG_003232-T1	GBNWH_004527-T1
OG0001818	GBNWG_003237-T1	GBNWH_000462-T1
OG0001819	GBNWG_003241-T1	GBNWH_009131-T1
OG0001820	GBNWG_003242-T1	GBNWH_000866-T1
OG0001821	GBNWG_003248-T1	GBNWH_005309-T1
OG0001822	GBNWG_003249-T1	GBNWH_010016-T1
OG0001823	GBNWG_003252-T1	GBNWH_011255-T1
OG0001824	GBNWG_003253-T1	GBNWH_008563-T1
OG0001825	GBNWG_003254-T1	GBNWH_007637-T1
OG0001826	GBNWG_003259-T1	GBNWH_001340-T1
OG0001827	GBNWG_003262-T1	GBNWH_001951-T1
OG0001828	GBNWG_003263-T1	GBNWH_000903-T1
OG0001829	GBNWG_003268-T1	GBNWH_010107-T1
OG0001830	GBNWG_003269-T1	GBNWH_009996-T1
OG0001831	GBNWG_003286-T1	GBNWH_004456-T1
OG0001832	GBNWG_003289-T1	GBNWH_000783-T1
OG0001833	GBNWG_003291-T1	GBNWH_009242-T1
OG0001834	GBNWG_003292-T1	GBNWH_005956-T1
OG0001835	GBNWG_003306-T1	GBNWH_005959-T1
OG0001836	GBNWG_003308-T1	GBNWH_005609-T1
OG0001837	GBNWG_003310-T1	GBNWH_009477-T1
OG0001838	GBNWG_003311-T1	GBNWH_011021-T1
OG0001839	GBNWG_003314-T1	GBNWH_009118-T1
OG0001840	GBNWG_003319-T1	GBNWH_008047-T1
OG0001841	GBNWG_003321-T1	GBNWH_009425-T1
OG0001842	GBNWG_003322-T1	GBNWH_007133-T1
OG0001843	GBNWG_003333-T1	GBNWH_011517-T1
OG0001844	GBNWG_003338-T1	GBNWH_001818-T1
OG0001845	GBNWG_003340-T1	GBNWH_000657-T1
OG0001846	GBNWG_003342-T1	GBNWH_011391-T1
OG0001847	GBNWG_003344-T1	GBNWH_012019-T1
OG0001848	GBNWG_003345-T1	GBNWH_010952-T1
OG0001849	GBNWG_003346-T1	GBNWH_009573-T1
OG0001850	GBNWG_003347-T1	GBNWH_002890-T1
OG0001851	GBNWG_003348-T1	GBNWH_010984-T1
OG0001852	GBNWG_003352-T1	GBNWH_009056-T1
OG0001853	GBNWG_003361-T1	GBNWH_004366-T1
OG0001854	GBNWG_003364-T1	GBNWH_002690-T1
OG0001855	GBNWG_003372-T1	GBNWH_004599-T1
OG0001856	GBNWG_003376-T1	GBNWH_010763-T1
OG0001857	GBNWG_003382-T1	GBNWH_004275-T1
OG0001858	GBNWG_003384-T1	GBNWH_002318-T1
OG0001859	GBNWG_003385-T1	GBNWH_005482-T1
OG0001860	GBNWG_003386-T1	GBNWH_003275-T1
OG0001861	GBNWG_003387-T1	GBNWH_010262-T1
OG0001862	GBNWG_003393-T1	GBNWH_006941-T1
OG0001863	GBNWG_003395-T1	GBNWH_007590-T1
OG0001864	GBNWG_003398-T1	GBNWH_003379-T1
OG0001865	GBNWG_003401-T1	GBNWH_000769-T1
OG0001866	GBNWG_003402-T1	GBNWH_009923-T1
OG0001867	GBNWG_003409-T1	GBNWH_011868-T1
OG0001868	GBNWG_003413-T1	GBNWH_011096-T1
OG0001869	GBNWG_003415-T1	GBNWH_007712-T1
OG0001870	GBNWG_003424-T1	GBNWH_000099-T1
OG0001871	GBNWG_003433-T1	GBNWH_010903-T1
OG0001872	GBNWG_003436-T1	GBNWH_010855-T1
OG0001873	GBNWG_003437-T1	GBNWH_005333-T1
