	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0010748		GBNWH_002642-T1
OG0010749		GBNWH_002643-T1
OG0010750		GBNWH_002644-T1
OG0010751		GBNWH_002645-T1
OG0010752		GBNWH_002646-T1
OG0010753		GBNWH_002647-T1
OG0010754		GBNWH_002649-T1
OG0010755		GBNWH_002650-T1
OG0010756		GBNWH_002653-T1
OG0010757		GBNWH_002654-T1
OG0010758		GBNWH_002655-T1
OG0010759		GBNWH_002656-T1
OG0010760		GBNWH_002657-T1
OG0010761		GBNWH_002659-T1
OG0010762		GBNWH_002661-T1
OG0010763		GBNWH_002663-T1
OG0010764		GBNWH_002665-T1
OG0010765		GBNWH_002666-T1
OG0010766		GBNWH_002669-T1
OG0010767		GBNWH_002674-T1
OG0010768		GBNWH_002675-T1
OG0010769		GBNWH_002676-T1
OG0010770		GBNWH_002677-T1
OG0010771		GBNWH_002678-T1
OG0010772		GBNWH_002679-T1
OG0010773		GBNWH_002680-T1
OG0010774		GBNWH_002681-T1
OG0010775		GBNWH_002682-T1
OG0010776		GBNWH_002683-T1
OG0010777		GBNWH_002684-T1
OG0010778		GBNWH_002685-T1
OG0010779		GBNWH_002686-T1
OG0010780		GBNWH_002689-T1
OG0010781		GBNWH_002692-T1
OG0010782		GBNWH_002693-T1
OG0010783		GBNWH_002694-T1
OG0010784		GBNWH_002696-T1
OG0010785		GBNWH_002697-T1
OG0010786		GBNWH_002698-T1
OG0010787		GBNWH_002699-T1
OG0010788		GBNWH_002700-T1
OG0010789		GBNWH_002702-T1
OG0010790		GBNWH_002704-T1
OG0010791		GBNWH_002705-T1
OG0010792		GBNWH_002706-T1
OG0010793		GBNWH_002708-T1
OG0010794		GBNWH_002709-T1
OG0010795		GBNWH_002711-T1
OG0010796		GBNWH_002712-T1
OG0010797		GBNWH_002713-T1
OG0010798		GBNWH_002714-T1
OG0010799		GBNWH_002715-T1
OG0010800		GBNWH_002716-T1
OG0010801		GBNWH_002718-T1
OG0010802		GBNWH_002719-T1
OG0010803		GBNWH_002720-T1
OG0010804		GBNWH_002723-T1
OG0010805		GBNWH_002724-T1
OG0010806		GBNWH_002726-T1
OG0010807		GBNWH_002727-T1
OG0010808		GBNWH_002728-T1
OG0010809		GBNWH_002729-T1
OG0010810		GBNWH_002730-T1
OG0010811		GBNWH_002732-T1
OG0010812		GBNWH_002735-T1
OG0010813		GBNWH_002736-T1
OG0010814		GBNWH_002737-T1
OG0010815		GBNWH_002739-T1
OG0010816		GBNWH_002740-T1
OG0010817		GBNWH_002741-T1
OG0010818		GBNWH_002742-T1
OG0010819		GBNWH_002743-T1
OG0010820		GBNWH_002744-T1
OG0010821		GBNWH_002746-T1
OG0010822		GBNWH_002747-T1
OG0010823		GBNWH_002748-T1
OG0010824		GBNWH_002749-T1
OG0010825		GBNWH_002750-T1
OG0010826		GBNWH_002751-T1
OG0010827		GBNWH_002752-T1
OG0010828		GBNWH_002754-T1
OG0010829		GBNWH_002756-T1
OG0010830		GBNWH_002761-T1
OG0010831		GBNWH_002763-T1
OG0010832		GBNWH_002765-T1
OG0010833		GBNWH_002767-T1
OG0010834		GBNWH_002768-T1
OG0010835		GBNWH_002771-T1
OG0010836		GBNWH_002772-T1
OG0010837		GBNWH_002773-T1
OG0010838		GBNWH_002775-T1
OG0010839		GBNWH_002776-T1
OG0010840		GBNWH_002778-T1
OG0010841		GBNWH_002780-T1
OG0010842		GBNWH_002781-T1
OG0010843		GBNWH_002785-T1
OG0010844		GBNWH_002786-T1
OG0010845		GBNWH_002790-T1
OG0010846		GBNWH_002793-T1
OG0010847		GBNWH_002794-T1
OG0010848		GBNWH_002795-T1
OG0010849		GBNWH_002796-T1
OG0010850		GBNWH_002803-T1
OG0010851		GBNWH_002808-T1
OG0010852		GBNWH_002809-T1
OG0010853		GBNWH_002810-T1
OG0010854		GBNWH_002811-T1
OG0010855		GBNWH_002813-T1
OG0010856		GBNWH_002814-T1
OG0010857		GBNWH_002815-T1
OG0010858		GBNWH_002816-T1
OG0010859		GBNWH_002818-T1
OG0010860		GBNWH_002825-T1
OG0010861		GBNWH_002829-T1
OG0010862		GBNWH_002830-T1
OG0010863		GBNWH_002832-T1
OG0010864		GBNWH_002833-T1
OG0010865		GBNWH_002834-T1
OG0010866		GBNWH_002835-T1
OG0010867		GBNWH_002837-T1
OG0010868		GBNWH_002838-T1
OG0010869		GBNWH_002840-T1
OG0010870		GBNWH_002842-T1
OG0010871		GBNWH_002844-T1
OG0010872		GBNWH_002846-T1
OG0010873		GBNWH_002847-T1
OG0010874		GBNWH_002851-T1
OG0010875		GBNWH_002853-T1
OG0010876		GBNWH_002854-T1
OG0010877		GBNWH_002855-T1
OG0010878		GBNWH_002856-T1
OG0010879		GBNWH_002860-T1
OG0010880		GBNWH_002861-T1
OG0010881		GBNWH_002862-T1
OG0010882		GBNWH_002864-T1
OG0010883		GBNWH_002866-T1
OG0010884		GBNWH_002868-T1
OG0010885		GBNWH_002871-T1
OG0010886		GBNWH_002872-T1
OG0010887		GBNWH_002873-T1
OG0010888		GBNWH_002874-T1
OG0010889		GBNWH_002875-T1
OG0010890		GBNWH_002876-T1
OG0010891		GBNWH_002877-T1
OG0010892		GBNWH_002878-T1
OG0010893		GBNWH_002879-T1
OG0010894		GBNWH_002881-T1
OG0010895		GBNWH_002883-T1
OG0010896		GBNWH_002884-T1
OG0010897		GBNWH_002885-T1
OG0010898		GBNWH_002889-T1
OG0010899		GBNWH_002891-T1
OG0010900		GBNWH_002894-T1
OG0010901		GBNWH_002895-T1
OG0010902		GBNWH_002896-T1
OG0010903		GBNWH_002899-T1
OG0010904		GBNWH_002900-T1
OG0010905		GBNWH_002901-T1
OG0010906		GBNWH_002903-T1
OG0010907		GBNWH_002904-T1
OG0010908		GBNWH_002907-T1
OG0010909		GBNWH_002908-T1
OG0010910		GBNWH_002913-T1
OG0010911		GBNWH_002915-T1
OG0010912		GBNWH_002917-T1
OG0010913		GBNWH_002921-T1
OG0010914		GBNWH_002923-T1
OG0010915		GBNWH_002924-T1
OG0010916		GBNWH_002925-T1
OG0010917		GBNWH_002926-T1
OG0010918		GBNWH_002927-T1
OG0010919		GBNWH_002930-T1
OG0010920		GBNWH_002931-T1
OG0010921		GBNWH_002935-T1
OG0010922		GBNWH_002936-T1
OG0010923		GBNWH_002938-T1
OG0010924		GBNWH_002943-T1
OG0010925		GBNWH_002944-T1
OG0010926		GBNWH_002946-T1
OG0010927		GBNWH_002949-T1
OG0010928		GBNWH_002950-T1
OG0010929		GBNWH_002951-T1
OG0010930		GBNWH_002952-T1
OG0010931		GBNWH_002953-T1
OG0010932		GBNWH_002955-T1
OG0010933		GBNWH_002956-T1
OG0010934		GBNWH_002957-T1
OG0010935		GBNWH_002959-T1
OG0010936		GBNWH_002962-T1
OG0010937		GBNWH_002963-T1
OG0010938		GBNWH_002964-T1
OG0010939		GBNWH_002965-T1
OG0010940		GBNWH_002969-T1
OG0010941		GBNWH_002970-T1
OG0010942		GBNWH_002971-T1
OG0010943		GBNWH_002972-T1
OG0010944		GBNWH_002973-T1
OG0010945		GBNWH_002976-T1
OG0010946		GBNWH_002978-T1
OG0010947		GBNWH_002979-T1
OG0010948		GBNWH_002981-T1
OG0010949		GBNWH_002982-T1
OG0010950		GBNWH_002984-T1
OG0010951		GBNWH_002985-T1
OG0010952		GBNWH_002986-T1
OG0010953		GBNWH_002990-T1
OG0010954		GBNWH_002992-T1
OG0010955		GBNWH_002993-T1
OG0010956		GBNWH_002996-T1
OG0010957		GBNWH_002998-T1
OG0010958		GBNWH_002999-T1
OG0010959		GBNWH_003004-T1
OG0010960		GBNWH_003005-T1
OG0010961		GBNWH_003007-T1
OG0010962		GBNWH_003008-T1
OG0010963		GBNWH_003010-T1
OG0010964		GBNWH_003011-T1
OG0010965		GBNWH_003012-T1
OG0010966		GBNWH_003014-T1
OG0010967		GBNWH_003015-T1
OG0010968		GBNWH_003016-T1
OG0010969		GBNWH_003017-T1
OG0010970		GBNWH_003018-T1
OG0010971		GBNWH_003019-T1
OG0010972		GBNWH_003020-T1
OG0010973		GBNWH_003022-T1
OG0010974		GBNWH_003023-T1
OG0010975		GBNWH_003029-T1
OG0010976		GBNWH_003030-T1
OG0010977		GBNWH_003031-T1
OG0010978		GBNWH_003033-T1
OG0010979		GBNWH_003034-T1
OG0010980		GBNWH_003035-T1
OG0010981		GBNWH_003036-T1
OG0010982		GBNWH_003037-T1
OG0010983		GBNWH_003038-T1
OG0010984		GBNWH_003040-T1
OG0010985		GBNWH_003041-T1
OG0010986		GBNWH_003042-T1
OG0010987		GBNWH_003043-T1
OG0010988		GBNWH_003044-T1
OG0010989		GBNWH_003045-T1
OG0010990		GBNWH_003046-T1
OG0010991		GBNWH_003048-T1
OG0010992		GBNWH_003049-T1
OG0010993		GBNWH_003050-T1
OG0010994		GBNWH_003051-T1
OG0010995		GBNWH_003052-T1
OG0010996		GBNWH_003053-T1
OG0010997		GBNWH_003054-T1
OG0010998		GBNWH_003055-T1
OG0010999		GBNWH_003056-T1
OG0011000		GBNWH_003057-T1
OG0011001		GBNWH_003062-T1
OG0011002		GBNWH_003066-T1
OG0011003		GBNWH_003069-T1
OG0011004		GBNWH_003070-T1
OG0011005		GBNWH_003071-T1
OG0011006		GBNWH_003072-T1
OG0011007		GBNWH_003075-T1
OG0011008		GBNWH_003076-T1
OG0011009		GBNWH_003077-T1
OG0011010		GBNWH_003079-T1
OG0011011		GBNWH_003080-T1
OG0011012		GBNWH_003082-T1
OG0011013		GBNWH_003083-T1
OG0011014		GBNWH_003084-T1
OG0011015		GBNWH_003085-T1
OG0011016		GBNWH_003086-T1
OG0011017		GBNWH_003088-T1
OG0011018		GBNWH_003089-T1
OG0011019		GBNWH_003090-T1
OG0011020		GBNWH_003093-T1
OG0011021		GBNWH_003094-T1
OG0011022		GBNWH_003095-T1
OG0011023		GBNWH_003096-T1
OG0011024		GBNWH_003097-T1
OG0011025		GBNWH_003098-T1
OG0011026		GBNWH_003099-T1
OG0011027		GBNWH_003100-T1
OG0011028		GBNWH_003101-T1
OG0011029		GBNWH_003102-T1
OG0011030		GBNWH_003103-T1
OG0011031		GBNWH_003104-T1
OG0011032		GBNWH_003106-T1
OG0011033		GBNWH_003107-T1
OG0011034		GBNWH_003108-T1
OG0011035		GBNWH_003109-T1
OG0011036		GBNWH_003110-T1
OG0011037		GBNWH_003114-T1
OG0011038		GBNWH_003116-T1
OG0011039		GBNWH_003118-T1
OG0011040		GBNWH_003119-T1
OG0011041		GBNWH_003120-T1
OG0011042		GBNWH_003122-T1
OG0011043		GBNWH_003124-T1
OG0011044		GBNWH_003125-T1
OG0011045		GBNWH_003126-T1
OG0011046		GBNWH_003127-T1
OG0011047		GBNWH_003129-T1
OG0011048		GBNWH_003131-T1
OG0011049		GBNWH_003132-T1
OG0011050		GBNWH_003133-T1
OG0011051		GBNWH_003137-T1
OG0011052		GBNWH_003140-T1
OG0011053		GBNWH_003142-T1
OG0011054		GBNWH_003144-T1
OG0011055		GBNWH_003145-T1
OG0011056		GBNWH_003149-T1
OG0011057		GBNWH_003151-T1
OG0011058		GBNWH_003152-T1
OG0011059		GBNWH_003154-T1
OG0011060		GBNWH_003155-T1
OG0011061		GBNWH_003157-T1
OG0011062		GBNWH_003158-T1
OG0011063		GBNWH_003159-T1
OG0011064		GBNWH_003160-T1
OG0011065		GBNWH_003161-T1
OG0011066		GBNWH_003165-T1
OG0011067		GBNWH_003166-T1
OG0011068		GBNWH_003167-T1
OG0011069		GBNWH_003176-T1
OG0011070		GBNWH_003178-T1
OG0011071		GBNWH_003179-T1
OG0011072		GBNWH_003182-T1
OG0011073		GBNWH_003183-T1
OG0011074		GBNWH_003184-T1
OG0011075		GBNWH_003186-T1
OG0011076		GBNWH_003189-T1
OG0011077		GBNWH_003192-T1
OG0011078		GBNWH_003195-T1
OG0011079		GBNWH_003196-T1
OG0011080		GBNWH_003201-T1
OG0011081		GBNWH_003203-T1
OG0011082		GBNWH_003204-T1
OG0011083		GBNWH_003206-T1
OG0011084		GBNWH_003207-T1
OG0011085		GBNWH_003208-T1
OG0011086		GBNWH_003212-T1
OG0011087		GBNWH_003220-T1
OG0011088		GBNWH_003221-T1
OG0011089		GBNWH_003222-T1
OG0011090		GBNWH_003223-T1
OG0011091		GBNWH_003224-T1
OG0011092		GBNWH_003226-T1
OG0011093		GBNWH_003231-T1
OG0011094		GBNWH_003232-T1
OG0011095		GBNWH_003233-T1
OG0011096		GBNWH_003235-T1
OG0011097		GBNWH_003236-T1
OG0011098		GBNWH_003237-T1
OG0011099		GBNWH_003238-T1
OG0011100		GBNWH_003242-T1
OG0011101		GBNWH_003243-T1
OG0011102		GBNWH_003250-T1
OG0011103		GBNWH_003251-T1
OG0011104		GBNWH_003252-T1
OG0011105		GBNWH_003253-T1
OG0011106		GBNWH_003257-T1
OG0011107		GBNWH_003258-T1
OG0011108		GBNWH_003260-T1
OG0011109		GBNWH_003261-T1
OG0011110		GBNWH_003266-T1
OG0011111		GBNWH_003267-T1
OG0011112		GBNWH_003268-T1
OG0011113		GBNWH_003270-T1
OG0011114		GBNWH_003271-T1
OG0011115		GBNWH_003272-T1
OG0011116		GBNWH_003273-T1
OG0011117		GBNWH_003276-T1
OG0011118		GBNWH_003277-T1
OG0011119		GBNWH_003278-T1
OG0011120		GBNWH_003279-T1
OG0011121		GBNWH_003280-T1
OG0011122		GBNWH_003281-T1
OG0011123		GBNWH_003282-T1
OG0011124		GBNWH_003283-T1
OG0011125		GBNWH_003284-T1
OG0011126		GBNWH_003286-T1
OG0011127		GBNWH_003287-T1
OG0011128		GBNWH_003289-T1
OG0011129		GBNWH_003294-T1
OG0011130		GBNWH_003298-T1
OG0011131		GBNWH_003300-T1
OG0011132		GBNWH_003301-T1
OG0011133		GBNWH_003302-T1
OG0011134		GBNWH_003304-T1
OG0011135		GBNWH_003305-T1
OG0011136		GBNWH_003307-T1
OG0011137		GBNWH_003310-T1
OG0011138		GBNWH_003311-T1
OG0011139		GBNWH_003312-T1
OG0011140		GBNWH_003313-T1
OG0011141		GBNWH_003314-T1
OG0011142		GBNWH_003315-T1
OG0011143		GBNWH_003316-T1
OG0011144		GBNWH_003322-T1
OG0011145		GBNWH_003323-T1
OG0011146		GBNWH_003324-T1
OG0011147		GBNWH_003330-T1
OG0011148		GBNWH_003332-T1
OG0011149		GBNWH_003333-T1
OG0011150		GBNWH_003334-T1
OG0011151		GBNWH_003335-T1
OG0011152		GBNWH_003337-T1
OG0011153		GBNWH_003339-T1
OG0011154		GBNWH_003343-T1
OG0011155		GBNWH_003344-T1
OG0011156		GBNWH_003345-T1
OG0011157		GBNWH_003353-T1
OG0011158		GBNWH_003361-T1
OG0011159		GBNWH_003362-T1
OG0011160		GBNWH_003365-T1
OG0011161		GBNWH_003366-T1
OG0011162		GBNWH_003368-T1
OG0011163		GBNWH_003370-T1
OG0011164		GBNWH_003371-T1
OG0011165		GBNWH_003372-T1
OG0011166		GBNWH_003373-T1
OG0011167		GBNWH_003374-T1
OG0011168		GBNWH_003375-T1
OG0011169		GBNWH_003376-T1
OG0011170		GBNWH_003378-T1
OG0011171		GBNWH_003381-T1
OG0011172		GBNWH_003385-T1
OG0011173		GBNWH_003386-T1
OG0011174		GBNWH_003387-T1
OG0011175		GBNWH_003388-T1
OG0011176		GBNWH_003389-T1
OG0011177		GBNWH_003390-T1
OG0011178		GBNWH_003393-T1
OG0011179		GBNWH_003395-T1
OG0011180		GBNWH_003396-T1
OG0011181		GBNWH_003398-T1
OG0011182		GBNWH_003400-T1
OG0011183		GBNWH_003401-T1
OG0011184		GBNWH_003405-T1
OG0011185		GBNWH_003406-T1
OG0011186		GBNWH_003408-T1
OG0011187		GBNWH_003409-T1
OG0011188		GBNWH_003410-T1
OG0011189		GBNWH_003411-T1
OG0011190		GBNWH_003412-T1
OG0011191		GBNWH_003416-T1
OG0011192		GBNWH_003418-T1
OG0011193		GBNWH_003419-T1
OG0011194		GBNWH_003420-T1
OG0011195		GBNWH_003421-T1
OG0011196		GBNWH_003422-T1
OG0011197		GBNWH_003426-T1
OG0011198		GBNWH_003427-T1
OG0011199		GBNWH_003428-T1
OG0011200		GBNWH_003429-T1
OG0011201		GBNWH_003430-T1
OG0011202		GBNWH_003431-T1
OG0011203		GBNWH_003436-T1
OG0011204		GBNWH_003437-T1
OG0011205		GBNWH_003438-T1
OG0011206		GBNWH_003439-T1
OG0011207		GBNWH_003441-T1
OG0011208		GBNWH_003443-T1
OG0011209		GBNWH_003444-T1
OG0011210		GBNWH_003446-T1
OG0011211		GBNWH_003449-T1
OG0011212		GBNWH_003451-T1
OG0011213		GBNWH_003452-T1
OG0011214		GBNWH_003453-T1
OG0011215		GBNWH_003454-T1
OG0011216		GBNWH_003456-T1
OG0011217		GBNWH_003457-T1
OG0011218		GBNWH_003459-T1
OG0011219		GBNWH_003460-T1
OG0011220		GBNWH_003461-T1
OG0011221		GBNWH_003462-T1
OG0011222		GBNWH_003464-T1
OG0011223		GBNWH_003465-T1
OG0011224		GBNWH_003466-T1
OG0011225		GBNWH_003467-T1
OG0011226		GBNWH_003468-T1
OG0011227		GBNWH_003469-T1
OG0011228		GBNWH_003470-T1
OG0011229		GBNWH_003471-T1
OG0011230		GBNWH_003472-T1
OG0011231		GBNWH_003473-T1
OG0011232		GBNWH_003477-T1
OG0011233		GBNWH_003479-T1
OG0011234		GBNWH_003482-T1
OG0011235		GBNWH_003484-T1
OG0011236		GBNWH_003485-T1
OG0011237		GBNWH_003486-T1
OG0011238		GBNWH_003487-T1
OG0011239		GBNWH_003491-T1
OG0011240		GBNWH_003494-T1
OG0011241		GBNWH_003496-T1
OG0011242		GBNWH_003497-T1
OG0011243		GBNWH_003499-T1
OG0011244		GBNWH_003502-T1
OG0011245		GBNWH_003506-T1
OG0011246		GBNWH_003509-T1
OG0011247		GBNWH_003513-T1
OG0011248		GBNWH_003514-T1
OG0011249		GBNWH_003515-T1
OG0011250		GBNWH_003516-T1
OG0011251		GBNWH_003520-T1
OG0011252		GBNWH_003523-T1
OG0011253		GBNWH_003526-T1
OG0011254		GBNWH_003527-T1
OG0011255		GBNWH_003528-T1
OG0011256		GBNWH_003531-T1
OG0011257		GBNWH_003533-T1
OG0011258		GBNWH_003534-T1
OG0011259		GBNWH_003535-T1
OG0011260		GBNWH_003536-T1
OG0011261		GBNWH_003537-T1
OG0011262		GBNWH_003538-T1
OG0011263		GBNWH_003541-T1
OG0011264		GBNWH_003542-T1
OG0011265		GBNWH_003544-T1
OG0011266		GBNWH_003547-T1
OG0011267		GBNWH_003550-T1
OG0011268		GBNWH_003551-T1
OG0011269		GBNWH_003552-T1
OG0011270		GBNWH_003553-T1
OG0011271		GBNWH_003554-T1
OG0011272		GBNWH_003557-T1
OG0011273		GBNWH_003559-T1
OG0011274		GBNWH_003560-T1
OG0011275		GBNWH_003561-T1
OG0011276		GBNWH_003562-T1
OG0011277		GBNWH_003563-T1
OG0011278		GBNWH_003565-T1
OG0011279		GBNWH_003567-T1
OG0011280		GBNWH_003568-T1
OG0011281		GBNWH_003569-T1
OG0011282		GBNWH_003570-T1
OG0011283		GBNWH_003571-T1
OG0011284		GBNWH_003579-T1
OG0011285		GBNWH_003582-T1
OG0011286		GBNWH_003583-T1
OG0011287		GBNWH_003586-T1
OG0011288		GBNWH_003587-T1
OG0011289		GBNWH_003588-T1
OG0011290		GBNWH_003589-T1
OG0011291		GBNWH_003591-T1
OG0011292		GBNWH_003592-T1
OG0011293		GBNWH_003594-T1
OG0011294		GBNWH_003595-T1
OG0011295		GBNWH_003596-T1
OG0011296		GBNWH_003597-T1
OG0011297		GBNWH_003599-T1
OG0011298		GBNWH_003600-T1
OG0011299		GBNWH_003603-T1
OG0011300		GBNWH_003606-T1
OG0011301		GBNWH_003608-T1
OG0011302		GBNWH_003609-T1
OG0011303		GBNWH_003610-T1
OG0011304		GBNWH_003612-T1
OG0011305		GBNWH_003615-T1
OG0011306		GBNWH_003616-T1
OG0011307		GBNWH_003618-T1
OG0011308		GBNWH_003619-T1
OG0011309		GBNWH_003620-T1
OG0011310		GBNWH_003621-T1
OG0011311		GBNWH_003622-T1
OG0011312		GBNWH_003623-T1
OG0011313		GBNWH_003625-T1
OG0011314		GBNWH_003626-T1
OG0011315		GBNWH_003627-T1
OG0011316		GBNWH_003628-T1
OG0011317		GBNWH_003630-T1
OG0011318		GBNWH_003631-T1
OG0011319		GBNWH_003632-T1
OG0011320		GBNWH_003633-T1
OG0011321		GBNWH_003635-T1
OG0011322		GBNWH_003638-T1
OG0011323		GBNWH_003639-T1
OG0011324		GBNWH_003640-T1
OG0011325		GBNWH_003641-T1
OG0011326		GBNWH_003642-T1
OG0011327		GBNWH_003645-T1
OG0011328		GBNWH_003646-T1
OG0011329		GBNWH_003648-T1
OG0011330		GBNWH_003649-T1
OG0011331		GBNWH_003650-T1
OG0011332		GBNWH_003651-T1
OG0011333		GBNWH_003653-T1
OG0011334		GBNWH_003654-T1
OG0011335		GBNWH_003655-T1
OG0011336		GBNWH_003656-T1
OG0011337		GBNWH_003658-T1
OG0011338		GBNWH_003660-T1
OG0011339		GBNWH_003661-T1
OG0011340		GBNWH_003662-T1
OG0011341		GBNWH_003664-T1
OG0011342		GBNWH_003665-T1
OG0011343		GBNWH_003666-T1
OG0011344		GBNWH_003667-T1
OG0011345		GBNWH_003668-T1
OG0011346		GBNWH_003671-T1
OG0011347		GBNWH_003672-T1
OG0011348		GBNWH_003673-T1
OG0011349		GBNWH_003674-T1
OG0011350		GBNWH_003675-T1
OG0011351		GBNWH_003676-T1
OG0011352		GBNWH_003679-T1
OG0011353		GBNWH_003681-T1
OG0011354		GBNWH_003682-T1
OG0011355		GBNWH_003683-T1
OG0011356		GBNWH_003684-T1
OG0011357		GBNWH_003686-T1
OG0011358		GBNWH_003687-T1
OG0011359		GBNWH_003689-T1
OG0011360		GBNWH_003690-T1
OG0011361		GBNWH_003691-T1
OG0011362		GBNWH_003696-T1
OG0011363		GBNWH_003699-T1
OG0011364		GBNWH_003701-T1
OG0011365		GBNWH_003703-T1
OG0011366		GBNWH_003704-T1
OG0011367		GBNWH_003705-T1
OG0011368		GBNWH_003706-T1
OG0011369		GBNWH_003708-T1
OG0011370		GBNWH_003709-T1
OG0011371		GBNWH_003710-T1
OG0011372		GBNWH_003711-T1
OG0011373		GBNWH_003712-T1
OG0011374		GBNWH_003713-T1
OG0011375		GBNWH_003714-T1
OG0011376		GBNWH_003715-T1
OG0011377		GBNWH_003716-T1
OG0011378		GBNWH_003717-T1
OG0011379		GBNWH_003719-T1
OG0011380		GBNWH_003720-T1
OG0011381		GBNWH_003721-T1
OG0011382		GBNWH_003722-T1
OG0011383		GBNWH_003724-T1
OG0011384		GBNWH_003727-T1
OG0011385		GBNWH_003728-T1
OG0011386		GBNWH_003729-T1
OG0011387		GBNWH_003730-T1
OG0011388		GBNWH_003737-T1
OG0011389		GBNWH_003738-T1
OG0011390		GBNWH_003739-T1
OG0011391		GBNWH_003740-T1
OG0011392		GBNWH_003741-T1
OG0011393		GBNWH_003742-T1
OG0011394		GBNWH_003744-T1
OG0011395		GBNWH_003745-T1
OG0011396		GBNWH_003746-T1
OG0011397		GBNWH_003749-T1
OG0011398		GBNWH_003750-T1
OG0011399		GBNWH_003751-T1
OG0011400		GBNWH_003754-T1
OG0011401		GBNWH_003755-T1
OG0011402		GBNWH_003756-T1
OG0011403		GBNWH_003757-T1
OG0011404		GBNWH_003759-T1
OG0011405		GBNWH_003760-T1
OG0011406		GBNWH_003761-T1
OG0011407		GBNWH_003762-T1
OG0011408		GBNWH_003763-T1
OG0011409		GBNWH_003764-T1
OG0011410		GBNWH_003766-T1
OG0011411		GBNWH_003769-T1
OG0011412		GBNWH_003770-T1
OG0011413		GBNWH_003772-T1
OG0011414		GBNWH_003773-T1
OG0011415		GBNWH_003776-T1
OG0011416		GBNWH_003779-T1
OG0011417		GBNWH_003781-T1
OG0011418		GBNWH_003785-T1
OG0011419		GBNWH_003786-T1
OG0011420		GBNWH_003787-T1
OG0011421		GBNWH_003788-T1
OG0011422		GBNWH_003790-T1
OG0011423		GBNWH_003791-T1
OG0011424		GBNWH_003793-T1
OG0011425		GBNWH_003794-T1
OG0011426		GBNWH_003797-T1
OG0011427		GBNWH_003799-T1
OG0011428		GBNWH_003800-T1
OG0011429		GBNWH_003801-T1
OG0011430		GBNWH_003803-T1
OG0011431		GBNWH_003805-T1
OG0011432		GBNWH_003807-T1
OG0011433		GBNWH_003808-T1
OG0011434		GBNWH_003809-T1
OG0011435		GBNWH_003810-T1
OG0011436		GBNWH_003812-T1
OG0011437		GBNWH_003817-T1
OG0011438		GBNWH_003818-T1
OG0011439		GBNWH_003820-T1
OG0011440		GBNWH_003821-T1
OG0011441		GBNWH_003823-T1
OG0011442		GBNWH_003825-T1
OG0011443		GBNWH_003831-T1
OG0011444		GBNWH_003832-T1
OG0011445		GBNWH_003833-T1
OG0011446		GBNWH_003836-T1
OG0011447		GBNWH_003840-T1
OG0011448		GBNWH_003841-T1
OG0011449		GBNWH_003842-T1
OG0011450		GBNWH_003843-T1
OG0011451		GBNWH_003844-T1
OG0011452		GBNWH_003845-T1
OG0011453		GBNWH_003846-T1
OG0011454		GBNWH_003849-T1
OG0011455		GBNWH_003850-T1
OG0011456		GBNWH_003853-T1
OG0011457		GBNWH_003854-T1
OG0011458		GBNWH_003855-T1
OG0011459		GBNWH_003856-T1
OG0011460		GBNWH_003857-T1
OG0011461		GBNWH_003858-T1
OG0011462		GBNWH_003859-T1
OG0011463		GBNWH_003860-T1
OG0011464		GBNWH_003862-T1
OG0011465		GBNWH_003863-T1
OG0011466		GBNWH_003864-T1
OG0011467		GBNWH_003865-T1
OG0011468		GBNWH_003866-T1
OG0011469		GBNWH_003868-T1
OG0011470		GBNWH_003869-T1
OG0011471		GBNWH_003871-T1
OG0011472		GBNWH_003872-T1
OG0011473		GBNWH_003873-T1
OG0011474		GBNWH_003874-T1
OG0011475		GBNWH_003876-T1
OG0011476		GBNWH_003879-T1
OG0011477		GBNWH_003880-T1
OG0011478		GBNWH_003883-T1
OG0011479		GBNWH_003884-T1
OG0011480		GBNWH_003886-T1
OG0011481		GBNWH_003887-T1
OG0011482		GBNWH_003888-T1
OG0011483		GBNWH_003889-T1
OG0011484		GBNWH_003890-T1
OG0011485		GBNWH_003891-T1
OG0011486		GBNWH_003892-T1
OG0011487		GBNWH_003893-T1
OG0011488		GBNWH_003894-T1
OG0011489		GBNWH_003896-T1
OG0011490		GBNWH_003897-T1
OG0011491		GBNWH_003898-T1
OG0011492		GBNWH_003900-T1
OG0011493		GBNWH_003901-T1
OG0011494		GBNWH_003907-T1
OG0011495		GBNWH_003910-T1
OG0011496		GBNWH_003911-T1
OG0011497		GBNWH_003912-T1
OG0011498		GBNWH_003913-T1
OG0011499		GBNWH_003914-T1
OG0011500		GBNWH_003915-T1
OG0011501		GBNWH_003916-T1
OG0011502		GBNWH_003917-T1
OG0011503		GBNWH_003918-T1
OG0011504		GBNWH_003920-T1
OG0011505		GBNWH_003921-T1
OG0011506		GBNWH_003922-T1
OG0011507		GBNWH_003923-T1
OG0011508		GBNWH_003925-T1
OG0011509		GBNWH_003926-T1
OG0011510		GBNWH_003927-T1
OG0011511		GBNWH_003928-T1
OG0011512		GBNWH_003930-T1
OG0011513		GBNWH_003931-T1
OG0011514		GBNWH_003934-T1
OG0011515		GBNWH_003935-T1
OG0011516		GBNWH_003936-T1
OG0011517		GBNWH_003940-T1
OG0011518		GBNWH_003943-T1
OG0011519		GBNWH_003946-T1
OG0011520		GBNWH_003947-T1
OG0011521		GBNWH_003948-T1
OG0011522		GBNWH_003949-T1
