	Backusella_lamprospora_NRRL_1401.aa	Backusella_lamprospora_NRRL_6044_Plus.aa
OG0011782	CTHSW_009396-T1	
OG0011783	CTHSW_009400-T1	
OG0011784	CTHSW_009411-T1	
OG0011785	CTHSW_009449-T1	
OG0011786	CTHSW_009454-T1	
OG0011787	CTHSW_009460-T1	
OG0011788	CTHSW_009499-T1	
OG0011789	CTHSW_009500-T1	
OG0011790	CTHSW_009501-T1	
OG0011791	CTHSW_009513-T1	
OG0011792	CTHSW_009529-T1	
OG0011793	CTHSW_009541-T1	
OG0011794	CTHSW_009545-T1	
OG0011795	CTHSW_009553-T1	
OG0011796	CTHSW_009562-T1	
OG0011797	CTHSW_009574-T1	
OG0011798	CTHSW_009584-T1	
OG0011799	CTHSW_009589-T1	
OG0011800	CTHSW_009605-T1	
OG0011801	CTHSW_009620-T1	
OG0011802	CTHSW_009623-T1	
OG0011803	CTHSW_009627-T1	
OG0011804	CTHSW_009628-T1	
OG0011805	CTHSW_009635-T1	
OG0011806	CTHSW_009658-T1	
OG0011807	CTHSW_009661-T1	
OG0011808	CTHSW_009674-T1	
OG0011809	CTHSW_009675-T1	
OG0011810	CTHSW_009676-T1	
OG0011811	CTHSW_009712-T1	
OG0011812	CTHSW_009713-T1	
OG0011813	CTHSW_009714-T1	
OG0011814	CTHSW_009716-T1	
OG0011815	CTHSW_009718-T1	
OG0011816	CTHSW_009726-T1	
OG0011817	CTHSW_009728-T1	
OG0011818	CTHSW_009730-T1	
OG0011819	CTHSW_009733-T1	
OG0011820	CTHSW_009737-T1	
OG0011821	CTHSW_009745-T1	
OG0011822	CTHSW_009748-T1	
OG0011823	CTHSW_009753-T1	
OG0011824	CTHSW_009773-T1	
OG0011825	CTHSW_009774-T1	
OG0011826	CTHSW_009781-T1	
OG0011827	CTHSW_009789-T1	
OG0011828	CTHSW_009795-T1	
OG0011829	CTHSW_009804-T1	
OG0011830	CTHSW_009810-T1	
OG0011831	CTHSW_009811-T1	
OG0011832	CTHSW_009814-T1	
OG0011833	CTHSW_009831-T1	
OG0011834	CTHSW_009841-T1	
OG0011835	CTHSW_009853-T1	
OG0011836	CTHSW_009858-T1	
OG0011837	CTHSW_009876-T1	
OG0011838	CTHSW_009879-T1	
OG0011839	CTHSW_009880-T1	
OG0011840	CTHSW_009882-T1	
OG0011841	CTHSW_009883-T1	
OG0011842	CTHSW_009884-T1	
OG0011843	CTHSW_009885-T1	
OG0011844	CTHSW_009894-T1	
OG0011845	CTHSW_009900-T1	
OG0011846	CTHSW_009901-T1	
OG0011847	CTHSW_009909-T1	
OG0011848	CTHSW_009914-T1	
OG0011849	CTHSW_009944-T1	
OG0011850	CTHSW_009947-T1	
OG0011851	CTHSW_009964-T1	
OG0011852	CTHSW_009976-T1	
OG0011853	CTHSW_009977-T1	
OG0011854	CTHSW_009981-T1	
OG0011855	CTHSW_009982-T1	
OG0011856	CTHSW_009988-T1	
OG0011857	CTHSW_009990-T1	
OG0011858	CTHSW_009998-T1	
OG0011859	CTHSW_010000-T1	
OG0011860	CTHSW_010003-T1	
OG0011861	CTHSW_010011-T1	
OG0011862	CTHSW_010013-T1	
OG0011863	CTHSW_010015-T1	
OG0011864	CTHSW_010023-T1	
OG0011865	CTHSW_010032-T1	
OG0011866	CTHSW_010039-T1	
OG0011867	CTHSW_010045-T1	
OG0011868	CTHSW_010052-T1	
OG0011869	CTHSW_010055-T1	
OG0011870	CTHSW_010060-T1	
OG0011871	CTHSW_010064-T1	
OG0011872	CTHSW_010066-T1	
OG0011873	CTHSW_010067-T1	
OG0011874	CTHSW_010076-T1	
OG0011875	CTHSW_010079-T1	
OG0011876	CTHSW_010082-T1	
OG0011877	CTHSW_010099-T1	
OG0011878	CTHSW_010101-T1	
OG0011879	CTHSW_010102-T1	
OG0011880	CTHSW_010110-T1	
OG0011881	CTHSW_010118-T1	
OG0011882	CTHSW_010130-T1	
OG0011883	CTHSW_010168-T1	
OG0011884	CTHSW_010172-T1	
OG0011885	CTHSW_010180-T1	
OG0011886	CTHSW_010183-T1	
OG0011887	CTHSW_010185-T1	
OG0011888	CTHSW_010188-T1	
OG0011889	CTHSW_010199-T1	
OG0011890	CTHSW_010224-T1	
OG0011891	CTHSW_010227-T1	
OG0011892	CTHSW_010232-T1	
OG0011893	CTHSW_010234-T1	
OG0011894	CTHSW_010244-T1	
OG0011895	CTHSW_010251-T1	
OG0011896	CTHSW_010261-T1	
OG0011897	CTHSW_010310-T1	
OG0011898	CTHSW_010315-T1	
OG0011899	CTHSW_010317-T1	
OG0011900	CTHSW_010332-T1	
OG0011901	CTHSW_010345-T1	
OG0011902	CTHSW_010356-T1	
OG0011903	CTHSW_010369-T1	
OG0011904	CTHSW_010401-T1	
OG0011905	CTHSW_010449-T1	
OG0011906	CTHSW_010467-T1	
OG0011907	CTHSW_010475-T1	
OG0011908	CTHSW_010480-T1	
OG0011909	CTHSW_010483-T1	
OG0011910	CTHSW_010489-T1	
OG0011911	CTHSW_010493-T1	
OG0011912	CTHSW_010494-T1	
OG0011913	CTHSW_010495-T1	
OG0011914	CTHSW_010500-T1	
OG0011915	CTHSW_010504-T1	
OG0011916	CTHSW_010538-T1	
OG0011917	CTHSW_010545-T1	
OG0011918	CTHSW_010549-T1	
OG0011919	CTHSW_010561-T1	
OG0011920	CTHSW_010562-T1	
OG0011921	CTHSW_010566-T1	
OG0011922	CTHSW_010585-T1	
OG0011923	CTHSW_010589-T1	
OG0011924	CTHSW_010591-T1	
OG0011925	CTHSW_010592-T1	
OG0011926	CTHSW_010595-T1	
OG0011927	CTHSW_010608-T1	
OG0011928	CTHSW_010612-T1	
OG0011929	CTHSW_010613-T1	
OG0011930	CTHSW_010633-T1	
OG0011931	CTHSW_010649-T1	
OG0011932	CTHSW_010651-T1	
OG0011933	CTHSW_010653-T1	
OG0011934	CTHSW_010654-T1	
OG0011935	CTHSW_010658-T1	
OG0011936	CTHSW_010659-T1	
OG0011937	CTHSW_010679-T1	
OG0011938	CTHSW_010689-T1	
OG0011939	CTHSW_010695-T1	
OG0011940	CTHSW_010696-T1	
OG0011941	CTHSW_010697-T1	
OG0011942	CTHSW_010711-T1	
OG0011943	CTHSW_010712-T1	
OG0011944	CTHSW_010715-T1	
OG0011945	CTHSW_010716-T1	
OG0011946	CTHSW_010717-T1	
OG0011947	CTHSW_010735-T1	
OG0011948	CTHSW_010738-T1	
OG0011949	CTHSW_010758-T1	
OG0011950	CTHSW_010761-T1	
OG0011951	CTHSW_010769-T1	
OG0011952	CTHSW_010771-T1	
OG0011953	CTHSW_010785-T1	
OG0011954	CTHSW_010794-T1	
OG0011955	CTHSW_010797-T1	
OG0011956	CTHSW_010802-T1	
OG0011957	CTHSW_010810-T1	
OG0011958	CTHSW_010823-T1	
OG0011959	CTHSW_010826-T1	
OG0011960	CTHSW_010830-T1	
OG0011961	CTHSW_010837-T1	
OG0011962	CTHSW_010843-T1	
OG0011963	CTHSW_010850-T1	
OG0011964	CTHSW_010856-T1	
OG0011965	CTHSW_010859-T1	
OG0011966	CTHSW_010872-T1	
OG0011967	CTHSW_010880-T1	
OG0011968	CTHSW_010883-T1	
OG0011969	CTHSW_010892-T1	
OG0011970	CTHSW_010899-T1	
OG0011971	CTHSW_010908-T1	
OG0011972	CTHSW_010912-T1	
OG0011973	CTHSW_010914-T1	
OG0011974	CTHSW_010930-T1	
OG0011975	CTHSW_010940-T1	
OG0011976	CTHSW_010947-T1	
OG0011977	CTHSW_010951-T1	
OG0011978	CTHSW_010954-T1	
OG0011979	CTHSW_010963-T1	
OG0011980	CTHSW_010964-T1	
OG0011981	CTHSW_010965-T1	
OG0011982	CTHSW_010966-T1	
OG0011983	CTHSW_010979-T1	
OG0011984	CTHSW_010988-T1	
OG0011985	CTHSW_010989-T1	
OG0011986	CTHSW_011006-T1	
OG0011987	CTHSW_011009-T1	
OG0011988	CTHSW_011035-T1	
OG0011989	CTHSW_011036-T1	
OG0011990	CTHSW_011041-T1	
OG0011991	CTHSW_011043-T1	
OG0011992	CTHSW_011063-T1	
OG0011993	CTHSW_011082-T1	
OG0011994	CTHSW_011108-T1	
OG0011995	CTHSW_011110-T1	
OG0011996	CTHSW_011112-T1	
OG0011997	CTHSW_011116-T1	
OG0011998	CTHSW_011121-T1	
OG0011999	CTHSW_011122-T1	
OG0012000	CTHSW_011131-T1	
OG0012001	CTHSW_011143-T1	
OG0012002	CTHSW_011147-T1	
OG0012003	CTHSW_011153-T1	
OG0012004	CTHSW_011167-T1	
OG0012005	CTHSW_011169-T1	
OG0012006	CTHSW_011177-T1	
OG0012007	CTHSW_011178-T1	
OG0012008	CTHSW_011184-T1	
OG0012009	CTHSW_011189-T1	
OG0012010	CTHSW_011200-T1	
OG0012011	CTHSW_011218-T1	
OG0012012	CTHSW_011221-T1	
OG0012013	CTHSW_011223-T1	
OG0012014	CTHSW_011237-T1	
OG0012015	CTHSW_011239-T1	
OG0012016	CTHSW_011257-T1	
OG0012017	CTHSW_011258-T1	
OG0012018	CTHSW_011259-T1	
OG0012019	CTHSW_011274-T1	
OG0012020	CTHSW_011286-T1	
OG0012021	CTHSW_011307-T1	
OG0012022	CTHSW_011308-T1	
OG0012023	CTHSW_011311-T1	
OG0012024	CTHSW_011312-T1	
OG0012025	CTHSW_011316-T1	
OG0012026	CTHSW_011322-T1	
OG0012027	CTHSW_011325-T1	
OG0012028	CTHSW_011333-T1	
OG0012029	CTHSW_011334-T1	
OG0012030	CTHSW_011336-T1	
OG0012031	CTHSW_011375-T1	
OG0012032	CTHSW_011381-T1	
OG0012033	CTHSW_011389-T1	
OG0012034	CTHSW_011407-T1	
OG0012035	CTHSW_011426-T1	
OG0012036	CTHSW_011438-T1	
OG0012037	CTHSW_011446-T1	
OG0012038	CTHSW_011454-T1	
OG0012039	CTHSW_011461-T1	
OG0012040	CTHSW_011466-T1	
OG0012041	CTHSW_011471-T1	
OG0012042	CTHSW_011489-T1	
OG0012043	CTHSW_011498-T1	
OG0012044	CTHSW_011501-T1	
OG0012045	CTHSW_011504-T1	
OG0012046	CTHSW_011509-T1	
OG0012047	CTHSW_011514-T1	
OG0012048	CTHSW_011516-T1	
OG0012049	CTHSW_011520-T1	
OG0012050	CTHSW_011524-T1	
OG0012051	CTHSW_011525-T1	
OG0012052	CTHSW_011527-T1	
OG0012053	CTHSW_011533-T1	
OG0012054	CTHSW_011534-T1	
OG0012055	CTHSW_011542-T1	
OG0012056	CTHSW_011548-T1	
OG0012057	CTHSW_011555-T1	
OG0012058	CTHSW_011563-T1	
OG0012059	CTHSW_011570-T1	
OG0012060	CTHSW_011581-T1	
OG0012061	CTHSW_011582-T1	
OG0012062	CTHSW_011587-T1	
OG0012063	CTHSW_011593-T1	
OG0012064	CTHSW_011604-T1	
OG0012065	CTHSW_011606-T1	
OG0012066	CTHSW_011635-T1	
OG0012067	CTHSW_011653-T1	
OG0012068	CTHSW_011665-T1	
OG0012069	CTHSW_011666-T1	
OG0012070	CTHSW_011675-T1	
OG0012071	CTHSW_011681-T1	
OG0012072	CTHSW_011682-T1	
OG0012073	CTHSW_011706-T1	
OG0012074	CTHSW_011707-T1	
OG0012075	CTHSW_011712-T1	
OG0012076	CTHSW_011716-T1	
OG0012077	CTHSW_011720-T1	
OG0012078	CTHSW_011723-T1	
OG0012079	CTHSW_011726-T1	
OG0012080	CTHSW_011731-T1	
OG0012081	CTHSW_011742-T1	
OG0012082	CTHSW_011749-T1	
OG0012083	CTHSW_011754-T1	
OG0012084	CTHSW_011762-T1	
OG0012085	CTHSW_011782-T1	
OG0012086	CTHSW_011787-T1	
OG0012087	CTHSW_011796-T1	
OG0012088	CTHSW_011798-T1	
OG0012089	CTHSW_011804-T1	
OG0012090	CTHSW_011811-T1	
OG0012091	CTHSW_011817-T1	
OG0012092	CTHSW_011819-T1	
OG0012093	CTHSW_011821-T1	
OG0012094	CTHSW_011834-T1	
OG0012095	CTHSW_011846-T1	
OG0012096	CTHSW_011855-T1	
OG0012097	CTHSW_011857-T1	
OG0012098	CTHSW_011877-T1	
OG0012099	CTHSW_011878-T1	
OG0012100	CTHSW_011885-T1	
OG0012101	CTHSW_011886-T1	
OG0012102	CTHSW_011887-T1	
OG0012103	CTHSW_011902-T1	
OG0012104	CTHSW_011909-T1	
OG0012105	CTHSW_011918-T1	
OG0012106	CTHSW_011924-T1	
OG0012107	CTHSW_011929-T1	
OG0012108	CTHSW_011953-T1	
OG0012109	CTHSW_011956-T1	
OG0012110	CTHSW_011957-T1	
OG0012111	CTHSW_011961-T1	
OG0012112	CTHSW_011977-T1	
OG0012113	CTHSW_011987-T1	
OG0012114	CTHSW_011998-T1	
OG0012115	CTHSW_011999-T1	
OG0012116	CTHSW_012005-T1	
OG0012117	CTHSW_012008-T1	
OG0012118	CTHSW_012017-T1	
OG0012119	CTHSW_012035-T1	
OG0012120	CTHSW_012037-T1	
OG0012121	CTHSW_012073-T1	
OG0012122	CTHSW_012077-T1	
OG0012123	CTHSW_012080-T1	
OG0012124	CTHSW_012092-T1	
OG0012125	CTHSW_012093-T1	
OG0012126	CTHSW_012096-T1	
OG0012127	CTHSW_012107-T1	
OG0012128	CTHSW_012116-T1	
OG0012129	CTHSW_012117-T1	
OG0012130	CTHSW_012127-T1	
OG0012131	CTHSW_012150-T1	
OG0012132	CTHSW_012151-T1	
OG0012133	CTHSW_012152-T1	
OG0012134	CTHSW_012159-T1	
OG0012135	CTHSW_012172-T1	
OG0012136	CTHSW_012192-T1	
OG0012137	CTHSW_012202-T1	
OG0012138	CTHSW_012209-T1	
OG0012139	CTHSW_012216-T1	
OG0012140	CTHSW_012222-T1	
OG0012141	CTHSW_012235-T1	
OG0012142	CTHSW_012251-T1	
OG0012143	CTHSW_012256-T1	
OG0012144	CTHSW_012263-T1	
OG0012145	CTHSW_012279-T1	
OG0012146	CTHSW_012312-T1	
OG0012147	CTHSW_012313-T1	
OG0012148	CTHSW_012323-T1	
OG0012149	CTHSW_012331-T1	
OG0012150	CTHSW_012340-T1	
OG0012151	CTHSW_012343-T1	
OG0012152	CTHSW_012345-T1	
OG0012153	CTHSW_012350-T1	
OG0012154	CTHSW_012357-T1	
OG0012155	CTHSW_012371-T1	
OG0012156	CTHSW_012384-T1	
OG0012157	CTHSW_012390-T1	
OG0012158	CTHSW_012392-T1	
OG0012159	CTHSW_012393-T1	
OG0012160	CTHSW_012394-T1	
OG0012161	CTHSW_012399-T1	
OG0012162	CTHSW_012412-T1	
OG0012163	CTHSW_012414-T1	
OG0012164	CTHSW_012415-T1	
OG0012165	CTHSW_012420-T1	
OG0012166	CTHSW_012421-T1	
OG0012167	CTHSW_012439-T1	
OG0012168	CTHSW_012456-T1	
OG0012169	CTHSW_012463-T1	
OG0012170	CTHSW_012470-T1	
OG0012171	CTHSW_012481-T1	
OG0012172	CTHSW_012482-T1	
OG0012173	CTHSW_012487-T1	
OG0012174	CTHSW_012492-T1	
OG0012175	CTHSW_012494-T1	
OG0012176	CTHSW_012495-T1	
OG0012177	CTHSW_012512-T1	
OG0012178	CTHSW_012517-T1	
OG0012179	CTHSW_012519-T1	
OG0012180	CTHSW_012520-T1	
OG0012181	CTHSW_012527-T1	
OG0012182	CTHSW_012528-T1	
OG0012183	CTHSW_012536-T1	
OG0012184	CTHSW_012537-T1	
OG0012185	CTHSW_012558-T1	
OG0012186	CTHSW_012559-T1	
OG0012187	CTHSW_012563-T1	
OG0012188	CTHSW_012580-T1	
OG0012189	CTHSW_012582-T1	
OG0012190	CTHSW_012584-T1	
OG0012191	CTHSW_012586-T1	
OG0012192	CTHSW_012587-T1	
OG0012193	CTHSW_012598-T1	
OG0012194	CTHSW_012613-T1	
OG0012195	CTHSW_012620-T1	
OG0012196	CTHSW_012622-T1	
OG0012197	CTHSW_012624-T1	
OG0012198	CTHSW_012625-T1	
OG0012199	CTHSW_012626-T1	
OG0012200	CTHSW_012632-T1	
OG0012201	CTHSW_012633-T1	
OG0012202	CTHSW_012634-T1	
OG0012203	CTHSW_012635-T1	
OG0012204	CTHSW_012647-T1	
OG0012205	CTHSW_012648-T1	
OG0012206	CTHSW_012650-T1	
OG0012207	CTHSW_012653-T1	
OG0012208	CTHSW_012661-T1	
OG0012209	CTHSW_012664-T1	
OG0012210	CTHSW_012685-T1	
OG0012211	CTHSW_012690-T1	
OG0012212	CTHSW_012706-T1	
OG0012213	CTHSW_012738-T1	
OG0012214	CTHSW_012740-T1	
OG0012215	CTHSW_012741-T1	
OG0012216	CTHSW_012743-T1	
OG0012217	CTHSW_012747-T1	
OG0012218	CTHSW_012751-T1	
OG0012219	CTHSW_012757-T1	
OG0012220	CTHSW_012758-T1	
OG0012221	CTHSW_012759-T1	
OG0012222	CTHSW_012763-T1	
OG0012223	CTHSW_012772-T1	
OG0012224	CTHSW_012774-T1	
OG0012225	CTHSW_012781-T1	
OG0012226	CTHSW_012786-T1	
OG0012227	CTHSW_012793-T1	
OG0012228	CTHSW_012794-T1	
OG0012229	CTHSW_012821-T1	
OG0012230	CTHSW_012830-T1	
OG0012231	CTHSW_012831-T1	
OG0012232	CTHSW_012839-T1	
OG0012233	CTHSW_012840-T1	
OG0012234	CTHSW_012864-T1	
OG0012235	CTHSW_012876-T1	
OG0012236	CTHSW_012884-T1	
OG0012237	CTHSW_012889-T1	
OG0012238	CTHSW_012892-T1	
OG0012239	CTHSW_012893-T1	
OG0012240	CTHSW_012897-T1	
OG0012241	CTHSW_012899-T1	
OG0012242	CTHSW_012900-T1	
OG0012243	CTHSW_012905-T1	
OG0012244	CTHSW_012909-T1	
OG0012245	CTHSW_012918-T1	
OG0012246	CTHSW_012919-T1	
OG0012247	CTHSW_012924-T1	
OG0012248	CTHSW_012932-T1	
OG0012249	CTHSW_012938-T1	
OG0012250	CTHSW_012948-T1	
OG0012251	CTHSW_012965-T1	
OG0012252	CTHSW_012966-T1	
OG0012253	CTHSW_012997-T1	
OG0012254	CTHSW_013000-T1	
OG0012255	CTHSW_013003-T1	
OG0012256	CTHSW_013016-T1	
OG0012257	CTHSW_013018-T1	
OG0012258	CTHSW_013039-T1	
OG0012259	CTHSW_013047-T1	
OG0012260	CTHSW_013057-T1	
OG0012261	CTHSW_013058-T1	
OG0012262	CTHSW_013062-T1	
OG0012263	CTHSW_013066-T1	
OG0012264	CTHSW_013074-T1	
OG0012265	CTHSW_013075-T1	
OG0012266	CTHSW_013079-T1	
OG0012267	CTHSW_013089-T1	
OG0012268	CTHSW_013090-T1	
OG0012269	CTHSW_013091-T1	
OG0012270	CTHSW_013099-T1	
OG0012271	CTHSW_013108-T1	
OG0012272	CTHSW_013116-T1	
OG0012273	CTHSW_013124-T1	
OG0012274	CTHSW_013127-T1	
OG0012275	CTHSW_013128-T1	
OG0012276	CTHSW_013134-T1	
OG0012277	CTHSW_013141-T1	
OG0012278	CTHSW_013142-T1	
OG0012279	CTHSW_013145-T1	
OG0012280	CTHSW_013146-T1	
OG0012281	CTHSW_013148-T1	
OG0012282	CTHSW_013151-T1	
OG0012283	CTHSW_013159-T1	
OG0012284	CTHSW_013162-T1	
OG0012285	CTHSW_013164-T1	
OG0012286	CTHSW_013202-T1	
OG0012287	CTHSW_013204-T1	
OG0012288	CTHSW_013223-T1	
OG0012289	CTHSW_013224-T1	
OG0012290	CTHSW_013236-T1	
OG0012291	CTHSW_013245-T1	
OG0012292	CTHSW_013246-T1	
OG0012293	CTHSW_013247-T1	
OG0012294	CTHSW_013255-T1	
OG0012295	CTHSW_013270-T1	
OG0012296	CTHSW_013300-T1	
OG0012297	CTHSW_013311-T1	
OG0012298	CTHSW_013323-T1	
OG0012299	CTHSW_013343-T1	
OG0012300	CTHSW_013345-T1	
OG0012301	CTHSW_013348-T1	
OG0012302	CTHSW_013361-T1	
OG0012303	CTHSW_013375-T1	
OG0012304	CTHSW_013382-T1	
OG0012305	CTHSW_013394-T1	
OG0012306	CTHSW_013404-T1	
OG0012307	CTHSW_013406-T1	
OG0012308	CTHSW_013412-T1	
OG0012309	CTHSW_013418-T1	
OG0012310	CTHSW_013423-T1	
OG0012311	CTHSW_013427-T1	
OG0012312	CTHSW_013429-T1	
OG0012313	CTHSW_013445-T1	
OG0012314	CTHSW_013458-T1	
OG0012315	CTHSW_013467-T1	
OG0012316	CTHSW_013473-T1	
OG0012317	CTHSW_013474-T1	
OG0012318	CTHSW_013479-T1	
OG0012319	CTHSW_013480-T1	
OG0012320	CTHSW_013486-T1	
OG0012321	CTHSW_013488-T1	
OG0012322	CTHSW_013495-T1	
OG0012323	CTHSW_013505-T1	
OG0012324	CTHSW_013519-T1	
OG0012325	CTHSW_013529-T1	
OG0012326	CTHSW_013545-T1	
OG0012327	CTHSW_013550-T1	
OG0012328	CTHSW_013557-T1	
OG0012329	CTHSW_013574-T1	
OG0012330	CTHSW_013578-T1	
OG0012331	CTHSW_013579-T1	
OG0012332	CTHSW_013582-T1	
OG0012333	CTHSW_013584-T1	
OG0012334	CTHSW_013588-T1	
OG0012335	CTHSW_013598-T1	
OG0012336	CTHSW_013602-T1	
OG0012337	CTHSW_013621-T1	
OG0012338	CTHSW_013627-T1	
OG0012339	CTHSW_013643-T1	
OG0012340	CTHSW_013655-T1	
OG0012341	CTHSW_013656-T1	
OG0012342	CTHSW_013659-T1	
OG0012343	CTHSW_013660-T1	
OG0012344	CTHSW_013663-T1	
OG0012345	CTHSW_013674-T1	
OG0012346	CTHSW_013675-T1	
OG0012347	CTHSW_013681-T1	
OG0012348	CTHSW_013691-T1	
OG0012349	CTHSW_013694-T1	
OG0012350	CTHSW_013699-T1	
OG0012351	CTHSW_013719-T1	
OG0012352	CTHSW_013720-T1	
OG0012353	CTHSW_013721-T1	
OG0012354	CTHSW_013722-T1	
OG0012355	CTHSW_013733-T1	
OG0012356	CTHSW_013736-T1	
OG0012357	CTHSW_013754-T1	
OG0012358	CTHSW_013775-T1	
OG0012359	CTHSW_013776-T1	
OG0012360	CTHSW_013781-T1	
OG0012361	CTHSW_013804-T1	
OG0012362	CTHSW_013806-T1	
OG0012363	CTHSW_013841-T1	
OG0012364	CTHSW_013852-T1	
OG0012365	CTHSW_013870-T1	
OG0012366	CTHSW_013871-T1	
OG0012367	CTHSW_013877-T1	
OG0012368	CTHSW_013878-T1	
OG0012369	CTHSW_013883-T1	
OG0012370	CTHSW_013887-T1	
OG0012371	CTHSW_013892-T1	
OG0012372	CTHSW_013896-T1	
OG0012373	CTHSW_013918-T1	
OG0012374	CTHSW_013926-T1	
OG0012375	CTHSW_013929-T1	
OG0012376	CTHSW_013930-T1	
OG0012377	CTHSW_013942-T1	
OG0012378	CTHSW_013948-T1	
OG0012379	CTHSW_013964-T1	
OG0012380	CTHSW_013966-T1	
OG0012381	CTHSW_013980-T1	
OG0012382	CTHSW_013988-T1	
OG0012383	CTHSW_013989-T1	
OG0012384	CTHSW_013992-T1	
OG0012385	CTHSW_014017-T1	
OG0012386	CTHSW_014037-T1	
OG0012387	CTHSW_014049-T1	
OG0012388	CTHSW_014054-T1	
OG0012389	CTHSW_014065-T1	
OG0012390	CTHSW_014071-T1	
OG0012391	CTHSW_014072-T1	
OG0012392	CTHSW_014085-T1	
OG0012393	CTHSW_014113-T1	
OG0012394	CTHSW_014140-T1	
OG0012395	CTHSW_014144-T1	
OG0012396	CTHSW_014157-T1	
OG0012397	CTHSW_014165-T1	
OG0012398	CTHSW_014176-T1	
OG0012399	CTHSW_014187-T1	
OG0012400	CTHSW_014203-T1	
OG0012401	CTHSW_014204-T1	
OG0012402	CTHSW_014212-T1	
OG0012403	CTHSW_014216-T1	
OG0012404	CTHSW_014221-T1	
OG0012405	CTHSW_014226-T1	
OG0012406	CTHSW_014240-T1	
OG0012407	CTHSW_014261-T1	
OG0012408	CTHSW_014285-T1	
OG0012409	CTHSW_014286-T1	
OG0012410	CTHSW_014287-T1	
OG0012411	CTHSW_014292-T1	
OG0012412	CTHSW_014309-T1	
OG0012413	CTHSW_014318-T1	
OG0012414	CTHSW_014324-T1	
OG0012415	CTHSW_014325-T1	
OG0012416	CTHSW_014338-T1	
OG0012417	CTHSW_014354-T1	
OG0012418	CTHSW_014358-T1	
OG0012419	CTHSW_014372-T1	
OG0012420	CTHSW_014383-T1	
OG0012421	CTHSW_014391-T1	
OG0012422	CTHSW_014392-T1	
OG0012423	CTHSW_014409-T1	
OG0012424	CTHSW_014417-T1	
OG0012425	CTHSW_014423-T1	
OG0012426	CTHSW_014426-T1	
OG0012427	CTHSW_014427-T1	
OG0012428	CTHSW_014452-T1	
OG0012429	CTHSW_014459-T1	
OG0012430	CTHSW_014474-T1	
OG0012431	CTHSW_014475-T1	
OG0012432	CTHSW_014485-T1	
OG0012433	CTHSW_014486-T1	
OG0012434	CTHSW_014492-T1	
OG0012435	CTHSW_014494-T1	
OG0012436	CTHSW_014500-T1	
OG0012437	CTHSW_014502-T1	
OG0012438	CTHSW_014507-T1	
OG0012439	CTHSW_014513-T1	
OG0012440	CTHSW_014517-T1	
OG0012441	CTHSW_014539-T1	
OG0012442	CTHSW_014543-T1	
OG0012443	CTHSW_014558-T1	
OG0012444	CTHSW_014577-T1	
OG0012445	CTHSW_014591-T1	
OG0012446	CTHSW_014593-T1	
OG0012447	CTHSW_014594-T1	
OG0012448	CTHSW_014595-T1	
OG0012449	CTHSW_014597-T1	
OG0012450	CTHSW_014607-T1	
OG0012451	CTHSW_014611-T1	
OG0012452	CTHSW_014623-T1	
OG0012453	CTHSW_014626-T1	
OG0012454	CTHSW_014628-T1	
OG0012455	CTHSW_014632-T1	
OG0012456	CTHSW_014633-T1	
OG0012457	CTHSW_014648-T1	
OG0012458	CTHSW_014649-T1	
OG0012459	CTHSW_014659-T1	
OG0012460	CTHSW_014668-T1	
OG0012461	CTHSW_014679-T1	
OG0012462	CTHSW_014700-T1	
OG0012463	CTHSW_014708-T1	
OG0012464	CTHSW_014725-T1	
OG0012465	CTHSW_014741-T1	
OG0012466	CTHSW_014748-T1	
OG0012467	CTHSW_014750-T1	
OG0012468	CTHSW_014759-T1	
OG0012469	CTHSW_014762-T1	
OG0012470	CTHSW_014763-T1	
OG0012471	CTHSW_014783-T1	
OG0012472	CTHSW_014787-T1	
OG0012473	CTHSW_014807-T1	
OG0012474	CTHSW_014809-T1	
OG0012475	CTHSW_014831-T1	
OG0012476	CTHSW_014839-T1	
OG0012477	CTHSW_014841-T1	
OG0012478	CTHSW_014843-T1	
OG0012479	CTHSW_014844-T1	
OG0012480	CTHSW_014845-T1	
OG0012481	CTHSW_014849-T1	
OG0012482	CTHSW_014850-T1	
OG0012483	CTHSW_014856-T1	
OG0012484	CTHSW_014864-T1	
OG0012485	CTHSW_014872-T1	
OG0012486	CTHSW_014879-T1	
OG0012487	CTHSW_014886-T1	
OG0012488	CTHSW_014893-T1	
OG0012489	CTHSW_014895-T1	
OG0012490	CTHSW_014900-T1	
OG0012491	CTHSW_014901-T1	
OG0012492	CTHSW_014902-T1	
OG0012493	CTHSW_014903-T1	
OG0012494	CTHSW_014904-T1	
OG0012495	CTHSW_014915-T1	
OG0012496	CTHSW_014919-T1	
OG0012497	CTHSW_014923-T1	
OG0012498	CTHSW_014925-T1	
OG0012499	CTHSW_014933-T1	
OG0012500	CTHSW_014945-T1	
OG0012501	CTHSW_014952-T1	
OG0012502	CTHSW_014960-T1	
OG0012503	CTHSW_014992-T1	
OG0012504	CTHSW_015008-T1	
OG0012505	CTHSW_015020-T1	
OG0012506	CTHSW_015024-T1	
OG0012507	CTHSW_015032-T1	
OG0012508	CTHSW_015039-T1	
OG0012509	CTHSW_015071-T1	
OG0012510	CTHSW_015072-T1	
OG0012511	CTHSW_015077-T1	
OG0012512	CTHSW_015089-T1	
OG0012513	CTHSW_015093-T1	
OG0012514	CTHSW_015094-T1	
OG0012515	CTHSW_015103-T1	
